query_id,query,claim_id,claim_rank,claim_ar,support_status,support_score,citation_valid,qa_valid,cited_evidence_ids,valid_evidence_ids,source_qa_ids,valid_source_qa_ids,supporting_relations,supporting_evidence,verification_reason,best_evidence_preview
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,trial_query_113_claim_01,1,يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين.,supported,0.7895,True,True,"[""E1""]","[""E1""]","[""ahd5k_00439""]","[""ahd5k_00439""]","[""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00439"", ""evidence_text"": ""إذا كانت المريضة حاملا وتستعمل بريمولوت ن فيجب إيقافه؛ يذكر المصدر دراسات عن احتمال تشوهات في القلب والأوعية والأنبوب العصبي والدماغ."", ""relation"": ""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""}]",claim terms overlap retrieved evidence and cited/source ids are valid,إذا كانت المريضة حاملا وتستعمل بريمولوت ن فيجب إيقافه؛ يذكر المصدر دراسات عن احتمال تشوهات في القلب والأوعية والأنبوب العصبي والدماغ.
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,trial_query_115_claim_01,1,أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع,supported,0.0909,True,True,"[""E1"", ""E2"", ""E3"", ""E4""]","[""E1"", ""E2"", ""E3"", ""E4""]","[""ahd5k_01537""]","[""ahd5k_01537""]","[""وجع --INVESTIGATED_BY--> اشعة"", ""انتفاخ --INVESTIGATED_BY--> اشعة"", ""اشعة --INVESTIGATES--> وجع""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""وجع --INVESTIGATED_BY--> اشعة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""انتفاخ --INVESTIGATED_BY--> اشعة""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""اشعة --INVESTIGATES--> وجع""}]",claim terms overlap retrieved evidence and cited/source ids are valid,اشعة بالصبغة
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,trial_query_118_claim_01,1,علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين,supported,0.3636,True,True,"[""E1""]","[""E1""]","[""ahd5k_01255""]","[""ahd5k_01255""]","[""حمى عضة الجرذ --HAS_SYMPTOM--> حمى""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الجرذ ، وحمى عضة الفأر"", ""relation"": ""حمى عضة الجرذ --HAS_SYMPTOM--> حمى""}]",claim terms overlap retrieved evidence and cited/source ids are valid,حمى عضة الجرذ ، وحمى عضة الفأر
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,trial_query_118_claim_02,2,الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب,supported,0.1333,True,True,"[""E1"", ""E4""]","[""E1"", ""E4""]","[""ahd5k_01255""]","[""ahd5k_01255""]","[""حمى عضة الجرذ --HAS_SYMPTOM--> حمى"", ""حمى --SYMPTOM_OF--> حمى عضة الجرذ""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الجرذ ، وحمى عضة الفأر"", ""relation"": ""حمى عضة الجرذ --HAS_SYMPTOM--> حمى""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الجرذ ، وحمى عضة الفأر"", ""relation"": ""حمى --SYMPTOM_OF--> حمى عضة الجرذ""}]",claim terms overlap retrieved evidence and cited/source ids are valid,حمى عضة الجرذ ، وحمى عضة الفأر
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,trial_query_119_claim_01,1,مرض السكري مرتبط بارتفاع ضغط الدم,supported,0.6667,True,True,"[""E1"", ""E2""]","[""E1"", ""E2""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""ahd5k_01294"", ""ahd5k_04912""]","[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}]",claim terms overlap retrieved evidence and cited/source ids are valid,مرض السكري وضغط الدمز
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,trial_query_119_claim_02,2,يمكن تشخيص مرض السكري عبر تحاليل مخبرية,supported,0.5714,True,True,"[""E3"", ""E5""]","[""E3"", ""E5""]","[""ahd5k_01551""]","[""ahd5k_01551""]","[""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية"", ""تحاليل مخبرية --DIAGNOSES--> مرض السكري""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""تحاليل مخبرية --DIAGNOSES--> مرض السكري""}]",claim terms overlap retrieved evidence and cited/source ids are valid,تحاليل مخبرية
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_01,1,الجلوكوز هو المصدر الأساسي للطاقة في الخلية,supported,0.8571,True,True,"[""E1""]","[""E1""]","[""ahd5k_01578""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01578"", ""evidence_text"": ""التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"", ""relation"": ""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""}]",claim terms overlap retrieved evidence and cited/source ids are valid,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_02,2,الفركتوز مكون في جدار الخلايا,supported,0.6,True,True,"[""E1""]","[""E1""]","[""ahd5k_01578""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01578"", ""evidence_text"": ""التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"", ""relation"": ""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""}]",claim terms overlap retrieved evidence and cited/source ids are valid,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_03,3,الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز,supported,0.7273,True,True,"[""E1""]","[""E1""]","[""ahd5k_01578""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01578"", ""evidence_text"": ""التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"", ""relation"": ""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""}]",claim terms overlap retrieved evidence and cited/source ids are valid,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,trial_query_120_claim_04,4,خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى,supported,0.8333,True,True,"[""E1""]","[""E1""]","[""ahd5k_01578""]","[""ahd5k_01578""]","[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01578"", ""evidence_text"": ""التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"", ""relation"": ""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""}]",claim terms overlap retrieved evidence and cited/source ids are valid,التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,trial_query_121_claim_02,2,المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع,unsupported,0.08,True,True,[],[],[],[],"[""برد الأسنان --HAS_RISK--> حساسية الأسنان"", ""برد الأسنان --PROCEDURE_DURATION--> جلسة واحدة أو جلستان""]","[{""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00828"", ""evidence_text"": ""كثرة برد الأسنان قد تؤثر على الأسنان وتجعلها حساسة."", ""relation"": ""برد الأسنان --HAS_RISK--> حساسية الأسنان""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00828"", ""evidence_text"": ""برد الأسنان للتصغير قد يتم في جلسة واحدة، أما للتركيب وعمل أسنان صناعية فقد يحتاج جلسة أو جلستين."", ""relation"": ""برد الأسنان --PROCEDURE_DURATION--> جلسة واحدة أو جلستان""}]",no sufficient lexical evidence support in the retrieved subgraph,كثرة برد الأسنان قد تؤثر على الأسنان وتجعلها حساسة.
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,trial_query_123_claim_01,1,استخدام خافض حرارة ومسكن للآلام بعد التطعيم يُخفف الأعراض,supported,0.4444,True,True,"[""E1"", ""E3""]","[""E1"", ""E3""]","[""ahd5k_01611"", ""ahd5k_01611""]","[""ahd5k_01611"", ""ahd5k_01611""]","[""حمى --TREATED_BY--> خافض حراره"", ""خافض حراره --TREATS--> حمى""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01611"", ""evidence_text"": ""المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم"", ""relation"": ""حمى --TREATED_BY--> خافض حراره""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01611"", ""evidence_text"": ""المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم"", ""relation"": ""خافض حراره --TREATS--> حمى""}]",claim terms overlap retrieved evidence and cited/source ids are valid,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,trial_query_124_claim_01,1,الميرمية قد تُستخدم لتنظيم الدورة الشهرية ولكنها لا تُغني عن العلاج الطبي الأساسي,supported,0.4615,True,True,"[""E1"", ""E2""]","[""E1"", ""E2""]","[""ahd5k_04015"", ""ahd5k_04015""]","[""ahd5k_04015"", ""ahd5k_04015""]","[""الدورة الشهرية --TREATED_BY--> الميرمية"", ""الميرمية --TREATS--> الدورة الشهرية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""الميرمية"", ""relation"": ""الدورة الشهرية --TREATED_BY--> الميرمية""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""الميرمية"", ""relation"": ""الميرمية --TREATS--> الدورة الشهرية""}]",claim terms overlap retrieved evidence and cited/source ids are valid,الميرمية
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,trial_query_125_claim_01,1,العلاقة بين الألم وحالة 'ارتياف دعب الديم' قد تكون مرتبطة بتشنج عضلي أو جهد بدني [E1][E2],supported,0.2353,True,True,"[""E1"", ""E2""]","[""E1"", ""E2""]","[""ahd5k_03738"", ""ahd5k_03738""]","[""ahd5k_03738"", ""ahd5k_03738""]","[""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""}]",claim terms overlap retrieved evidence and cited/source ids are valid,الالم الدي الديم الديم الديم
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,trial_query_125_claim_02,2,الألم في البطن مع انتقاله إلى الصدر والرقبة لم يتم توثيقه في الأدلة المُسترجعة,unsupported,0.2308,False,False,[],[],[],[],"[""الجلد المترهل --TREATED_BY--> الجراحة التجميلية"", ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]","[{""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01190"", ""evidence_text"": ""يمكن شده بممارسة الرياضة أو بالجراحة التجميلية"", ""relation"": ""الجلد المترهل --TREATED_BY--> الجراحة التجميلية""}, {""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""}]",no sufficient lexical evidence support in the retrieved subgraph,يمكن شده بممارسة الرياضة أو بالجراحة التجميلية
