differential_id,cohort,query_id,query,reference_answer,generation_mode,cited_evidence,evidence_qa_ids,verification_status,support_score,question_relevance,failed_checks,differential_type,automatic_citation_valid,automatic_verifier_supported,review_decision,safety_error_types,reviewer_notes,reviewer_type,candidate_claim,candidate_citations,closest_baseline_claim,closest_baseline_similarity
entity_ground_truth_100:entitygtv1_028:2,entity_ground_truth_100,entitygtv1_028,عمري 22 طالبة امتياز تمريض،أعاني من فترة طويله ألم بأكتافي ويثور عندما أعمل بيدي ولا أعلم مالسبب ،ارجو مساعدتكم,"في الاعمار الشابة هذه الالام سببها الرئيسب التهاب اوتار او شد عضلي , ينصح العمل على تقوية عضلات العنق والجذع , ينصح عمل صورة اشعة للعنق ومراجعة مركز علاج طبيعي",structured_claims_v3_1,قد يكون سبب الصداع من الأساس هو تشنج شديد بعضلات الرقبة والاكتاف .. وهذا قد يؤدي إلى تشنج عضلات الفقرات العنقية .. او العكس. لذا يرجى زيارة طبيب عظام وقد تحتاجين لعلاج طبيعي وبعض التمارين الرياضية.,ahdqa_0520739,supported,0.666667,0.508442,,not_produced_by_baseline,true,true,,,,,قد يكون سبب الألم في الأكتاف هو تشنج عضلات الرقبة، ويُنصح بزيارة طبيب عظام لتلقي علاج طبيعي وتمارين رياضية.,E2,قد يكون سبب الألم تشنج عضلات الرقبة والأكتاف,0.563758
entity_ground_truth_100:entitygtv1_031:1,entity_ground_truth_100,entitygtv1_031,اعراض التهاب القولون لاني اعاني من الم في البطن من اسبوعين في الجهة اليسرى اكثر وفي اسفل البطن بدي اعرف السببب والعلاج وشكرا,"• يجب نغير أنماطنا السريعة المتعجلة في تناول الطعام وفي عملية التبرز
• لا بد ان ندقق في نوعية الأطعمة التي نأكلها وفي موعد تناولها
لا تشرب المشروبات الغازية
ابتعد عن مضغ العلك
ابتعد عن البقوليات
ان كانت منتجات الحليب تؤذيك فتجنبها
أيضاً البصل والملفوف
المخللات
الاكل المملوء بالبهارات والفلفل
الشوفان وبذر الكتان جيدا للغازات والنفخة
شاي الأعشاب مثل النعناع والبابونج مفيدة",structured_claims_v3_1,القولون قد يكون هضمي او عصبي والقولون الهضمي قد يكون نتيجه التهاب في المعده او حصوه في المراره او نقص انزيمات الهضم اما القولون العصبي فهو المرتبط بالحاله المزاجيه كالقلق مثل ايام الاختبارات ومن اعراض القولون انتفاخ البطن والام متفرقه قد تمتد للظهر مع ضيق في التنفس ومخاط في البراز وغثيان واسهال اوامساك وعلاجه يتطلب نظام غذائي صحي كتناول الفواكه والخضروات وعدم تقليل الوجبات بكميات اكبر ولكن ممكن تكرار الوجبات بكميات اقل وعدم اكل الاشياء التي تذيد الغازات كالبصل والبقوليات كالفول والعدس والفاصوليا وكذلك الدهون مع ممارسه الرياضه واخذ ادويه تحسن الهضم وتحسن حركه القولون وكذلك علاج تقلل الحموضه,ahd5k_00968,supported,0.555556,0.781979,,not_produced_by_baseline,true,true,,,,,الألم في البطن مع انتفاخ ومغذيات قد يكون نتيجة اضطراب القولون العصبي، ويُشمل الأعراض الغثيان والإسهال أو الإمساك، ويُنصح باتباع نظام غذائي صحي مع تجنب الأطعمة التي تزيد الغازات مثل البصل والبقوليات والدهون.,E1,العلاج يتضمن نظامًا غذائيًا صحيًا، تناول الفواكه والخضروات، تجنب الأطعمة التي تزيد الغازات، ممارسة الرياضة، واستخدام أدوية تساعد على تحسين الهضم وحركة القولون.,0.379888
entity_ground_truth_100:entitygtv1_031:2,entity_ground_truth_100,entitygtv1_031,اعراض التهاب القولون لاني اعاني من الم في البطن من اسبوعين في الجهة اليسرى اكثر وفي اسفل البطن بدي اعرف السببب والعلاج وشكرا,"• يجب نغير أنماطنا السريعة المتعجلة في تناول الطعام وفي عملية التبرز
• لا بد ان ندقق في نوعية الأطعمة التي نأكلها وفي موعد تناولها
لا تشرب المشروبات الغازية
ابتعد عن مضغ العلك
ابتعد عن البقوليات
ان كانت منتجات الحليب تؤذيك فتجنبها
أيضاً البصل والملفوف
المخللات
الاكل المملوء بالبهارات والفلفل
الشوفان وبذر الكتان جيدا للغازات والنفخة
شاي الأعشاب مثل النعناع والبابونج مفيدة",structured_claims_v3_1,أتمنى لك السلامة وأود الإشارة إلى أن الغازات المصاحبة لاضطراب القولون العصبي قد تؤدي بالفعل إلى نغزات أعلى البطن أو بعض أجزاء الصدر، وفيما يتعلق بالألم والتشنج في الجهة اليمنى من البطن فقط تدل على تشنج عضلي ناجم عن اتباع وضعية جسم غير صحية، ولكن في جميع الأحوال فإن استمرار هذه الأعراض لفترة طويلة أو ملاحظة زيادة شدة الألم فإن ذلك يتطلب مراجعة الطبيب دون تأخير لتحديد سبب هذه الأعراض ونفي الأسباب الخطيرة.,ahd5k_04416,supported,0.571429,0.784915,,not_produced_by_baseline,true,true,,,,,إذا استمر الألم أو زادت شدته، يجب مراجعة الطبيب لتحديد السبب وإجراء الفحوصات اللازمة، لأن استمرار الأعراض لفترة طويلة قد يشير إلى مشاكل خطيرة في الأمعاء أو القولون.,E2,قد يكون السبب التهابًا في المعدة أو حصوة في المرارة أو نقص إنزيمات الهضم، أو القولون العصبي المرتبط بالتوتر والقلق.,0.289855
entity_ground_truth_100:entitygtv1_044:1,entity_ground_truth_100,entitygtv1_044,اعاني من طنين بالاذن اليمين اثنا الليل,طنين الاذن قد يكون بسبب. شمع كثيف بالاذن الخارجية. او تصلب بعظمة الركاب. او التهاب بعصب السمع او التهاب الاذن الوسطي او الداخلية. ينصح بمتابعة طبيب الانف فقد تحتاج الي غسيل الاذن. او عمل مقياس للسمع او ضغط للسمع,structured_claims_v3_1,عليكى مراجعة طبيب أنف و أذن خصوصا إذا كانت الأعراض مصحوبة بضعف بالسمع أو طنين أو إفرازات من الأذن,ahd5k_04831,supported,0.833333,0.802739,,not_produced_by_baseline,true,true,,,,,ينصح بمراجعة طبيب أنف وأذن خاصة إذا كانت الأعراض مصحوبة بضعف بالسمع أو طنين أو إفرازات من الأذن.,E2,يجب مراجعة طبيب أنف وأذن,0.369748
entity_ground_truth_100:entitygtv1_048:1,entity_ground_truth_100,entitygtv1_048,اخذ علاج لمرض السكر من النوع الثانى واصبت منذ 3 سنوات بجلطة وتم تركيت 3 دعامات وبعدها 6 شهور تم تركيب 2 دعامة اخرى وحالتى مستقرة والحمد لله.اريد علاج لضعف...,يجب اولا استشارة اخصائي القلب ثم ممكن اخذ سيلدينافيل,structured_claims_v3_1,اختي الكريمه السكر بشكل عام ليس له علاقه مباشره بالانجاب ولكن هناك مشاكل ومضاعفات للسكر اولا : تاثير الادويه كالانسولين وادويه اخرى في زياده الوزن وتؤدي بعد ذلك الى ضعف القدره الجنسيه ولذلك ينصح دائما بالاتزام بالرياضه والحميه لتخفيف تاثير هذه الادويه ثانيا : عدم انتظام السكر لفترات طويله لاكثر من خمس سنوات ربما يؤوثر على الاعصاب الطرفيه واعصاب الجهاز التناسلي ويوؤدي ذلك الى الضعف الجنسي ولذلك ينصح باخذ العلاج بانتظام ومتابعة طبيبك بشكل دوري مع تمنياتي بالشفاء,ahdqa_0091055,supported,0.5,0.691786,,not_produced_by_baseline,true,true,,,,,مرض السكري من النوع الثاني قد يسبب ضعفاً جنسيًا نتيجة تأثير الأدوية مثل الإنسولين وزيادة الوزن، بالإضافة إلى تأثير عدم انتظام السكر على الأعصاب الطرفية والجهاز التناسلي.,E1,التمارين الرياضية تساعد على تحسين التحكم في سكر الدم وتخفيف تأثير الأدوية على الوزن,0.329317
entity_ground_truth_100:entitygtv1_054:1,entity_ground_truth_100,entitygtv1_054,اشعر بدوخة ودوار عند الضحك او العطس ما هو السبب,السبب المباشر لحدوث الدوخة والوار هو قلة وصول الدم الى المخ والاسباب المؤدية لذلك متعددة منها : ضع تروية جهاز التوازن في الاذن الداخلية ، دوار الوضع الحميد الذي ينتج عن تغير مفاجئ في وضعية الرأس والتصلب العصبي المتعدد وارام المخ وفقر الدم . وفي حالتك على الارجح يحدث عندك تضيق في الشرايين المغذية للدماغ والاذن الداخلية فيقل وصول الدم اليهما فتشعر بالدوخة والدوار ولهذا ننصحك بتناول ادوية موسعة للاوعية الدموية ومن أفضلها دواء بيتاسيرك ، وعلاج السبب مثل تمارين الوضع الحميد علىعلى كيفية تحريك الرأس ببطء وعلاج التهاب الأذن إن وجد وتخفيف الانفعال والتوتر النفسي,structured_claims_v3_1,الدوخة لها العدبد من الاسباب فمنها اسباب كالتهاب الاذن الوسطى او التهاب القوقعة او التهاب العصب والعديد من الاسباب العصبية والعامة بشكل عام,ahd10k_03971,supported,0.5,0.763519,,not_produced_by_baseline,true,true,,,,,الدوخة والدوار عند الضحك أو العطس قد يكون نتيجة التهاب الأذن الوسطى أو التهاب القوقعة أو التهاب العصب.,E2,الدوخة قد تكون أيضاً نتيجة التهاب في الأذن أو التهاب القوقعة أو التهاب العصب، وهي أسباب شائعة للدوار.,0.66
entity_ground_truth_100:entitygtv1_063:2,entity_ground_truth_100,entitygtv1_063,السلام عليكم ورحمت الله من فضلكم عوز اعرف ما علاج الدوالى,"العلاج التصلبي للاوردةوهو عبارة عن عملية يتم فيها حقن مادة كيميائية خاصة داخل الاوردة الصغيرة
العلاج بالليزر +بالنسبة للاوردة الأكبر حجمآ والتي تسبب اعراضآ خطيرة فإن أفضل علاج لها على المدى الطويل هو ازالة الوريد جراحي
مارس التمرينات باستمرار +تناول طعام قليل الدهون و الملح والسكر لمنع زيادة الوزن +حرك قدميك باستمرار خاصة أثناء الجلوس الطويل
+امتنع عن التدخين + حاول دائما أن يكون المشي بديلا للوقوف
+ارتداء الجورب الطبي المانع للدوالي و هو جورب ضاغط يمكن أن يكون تحت الركبة أو إلى الفخذ
+ رفع الساقين أعلى من مستوي القلب لدقائق على فترات أثناء اليوم و خاصة بعد فترات الوقوف الطويل
+و يتم علاج دوالي الساقين عن طريق وضع كمادات من خل التفاح مرتين كل يوم على المنطقة المراد علاجها ثم تثبت الكمادة",structured_claims_v3_1,هناك علاج تقليلدي بالأدوية وهناك علاج جراحي، راجع اختصاصي مسالك بولية لتقييم الحالة والعلاج.,ahdqa_0588519,supported,0.4,0.875,,not_produced_by_baseline,true,true,,,,,يوجد علاج جراحي لعلاج الدوالي.,E3,يوجد علاج تقليدي بالأدوية وعلاج جراحي.,0.545455
entity_ground_truth_100:entitygtv1_064:1,entity_ground_truth_100,entitygtv1_064,اعانى من ضيق فى التنفس ( كرشة نفس ) مستمرة لمدة 10 ايام متواصلة بعد عمل اشعة عادية على الصدر اظهرت التهابات بسيطة جدا وبعد المضاد الحيوى وموسعات الشعب مازالت...,"هل هناك ارتفاع في الحرارة؟ سعال؟ أو أية أعراض أخرى؟
هل لضيق التنفس علاقة بالجهد؟
أنصحك بمراجعة أخصائي أمراض داخلية
تحياتي",structured_claims_v3_1,"بعد عمل اشعة عادية على الصدر اعانى من ضيق فى التنفس, موسعات الشعب",ahd10k_00967,supported,0.380952,1.0,,not_produced_by_baseline,true,true,,,,,بعد إجراء أشعة عادية على الصدر أظهرت التهابًا بسيطًا جدًا، ومع ذلك ما زالت الأعراض مستمرة رغم تناول المضاد الحيوي وموسعات الشعب.,E1,بعد إجراء أشعة عادية على الصدر، ظهرت أعراض ضيق في التنفس.,0.522222
entity_ground_truth_100:entitygtv1_068:1,entity_ground_truth_100,entitygtv1_068,"الكوليسترول ال ldl لدى 195 وانا استخدم cazet 10/20
ونزل الى 120 فها اخفض الدواء الى 10/10 لتقليل الخطر ع الكبد ام استمر الى ما انا عليه",ينبغي تخفيضه بعد التحقق طبيا من الاستجابة,structured_claims_v3_1,استخدم cazet 10/20,ahd10k_07620,supported,0.6,0.767367,,not_produced_by_baseline,true,true,,,,,يستخدم المريض Cazet 10/20,E1,تم استخدام جرعة Cazet 10/20,0.730769
entity_ground_truth_100:entitygtv1_070:1,entity_ground_truth_100,entitygtv1_070,ما هو الاكل المناسب لمرضى القولون العصبى,الخطوة الأساسية لعلاج القولون العصبي هي تجنب الأطعمة المسببة لتهيج القولون، حيث يمكن الاستعاضة عن منتجات الألبان باللبن الرائب الذي يحتوي على البكتيريا النافعة التي تفرز إنزيم اللاكتاز المسؤول عن هضم اللاكتوز المسبب لتهيج القولون، والإكثار من شرب الماء، وتجنب شرب المشروبات الغازية، وتناول وجبات قليلة الدهون وغنية بالكربوهيدرات,structured_claims_v3_1,القلق والتوتر هما سبب القولون العصبي تجنبي التفكير والقلق والنرفزة حاولي الراحة والاستجمام يجب تغير أنماطنا السريعة المتعجلة في تناول الطعام وفي عملية التبرز يجب التدقق في نوعية الأطعمة التي نأكلها وفي موعد تناولها لا تشربي المشروبات الغازية ابتعدي عن مضغ العلك وعن البقوليات ان كانت منتجات الحليب تؤذيك فتجنبيها ، تجنبي البصل والملفوف والمخللات والاكل المملوء بالبهارات والفلفل الشوفان . بذر الكتان جيدا للغازات والنفخة وايضا شاي الأعشاب مثل النعناع والبابونج مفيدة تناول 8 اكواب من الماء يوميا والافضل ان تكون دافئة ودائما قبل الوجبات,ahdqa_0561314,supported,0.5,0.767857,,not_produced_by_baseline,true,true,,,,,يُفضَّل شرب 8 أكواب من الماء الدافئ يوميًا، مع تناول شاي الأعشاب مثل النعناع والبابونج، حيث يُساعدان على تخفيف الغازات والانتفاخ.,E2,يُفضَّل شرب 8 أكواب من الماء يوميًا، وتناول شاي الأعشاب مثل النعناع والبابونج، وتجنب مضغ العلك.,0.741784
entity_ground_truth_100:entitygtv1_074:1,entity_ground_truth_100,entitygtv1_074,السعال الجاف المصحوب بكتمة في الرئة ويكون متكرر ويؤدي الى جرح في الحلق والم بالرأس,السعال الجاف غلبا ما يكون التهاب فيروسي ن وعلاجه تناول مضادات السعال الجاف مثل توبليكسيل أو ميرلوسم ومضاد للهيستامين لا يسبب النعاس مثل بولارامين أو كلاريتين أو تليفاست ، بلاضافة للتغذية المتوازنة والعسل والمربى,structured_claims_v3_1,للسعال اسباب كثيرة السعال هو انقباض مفاجئ في عضلات القفص الصدري يقوم به الجسم للتخلص من المواد التي تهيّج الممرات الهوائية، غالبًا ما يكون متكرّرًا ما يسبّب طرد الهواء بشدّة خارج الرئة. تتوافر العلاجات بكثرة لأحوال السعال المتنوعة، بعضها طبيعي يسهل تطبيقه في المنزل. تختلف أنواع السعال: منها الجاف الذي لا يترافق مع خروج افرازات وهو ينهك صاحبه. الرطب الذي يترافق مع خروج افرزات ويعمل على طرد البلغم وتحرير الطرق الهوائية. أما السعال الديكي(الشاهوق) فيعتبر من أكثر الأمراض المعدية الخطيرة التي تصيب الأطفال والبالغين. يصنّف السعال أيضًا بحسب فترة استمراره عند المريض. فالسعال الحادّ يحلّ ضيفًا على صاحبه لفترة تتراوح بين بضعة أيام الى ثلاثة أسابيع على الأكثر فيما يستوطن السعال المزمن لفترة تتعدّى الثلاثة أسابيع. أسبابه متنوّعة ومتشعّبة منها: • الرشح والتهاب الأنف التحسسي. • التهابات الجيوب الأنف...,ahd10k_03921,supported,0.96,0.794543,,not_produced_by_baseline,true,true,,,,,السعال الجاف هو انقباض مفاجئ في عضلات القفص الصدري يقوم به الجسم للتخلص من المواد التي تهيّج الممرات الهوائية، غالبًا ما يكون متكررًا ما يسبّب طرد الهواء بشدة خارج الرئة.,E1,السعال الجاف هو انقباض عضلات القفص الصدري لتخلص من المهيجات.,0.526786
entity_ground_truth_100:entitygtv1_078:1,entity_ground_truth_100,entitygtv1_078,ما علاج الساركوما الدرجه الرابعه هل ممكن ان تتشابه نتيجة الخزعه للمريض مع نتيجة التهاب في عمليه سابقه في العظم قبل عام ونصف ام ان نتيجة الخزعه قاطعة وتعني الإصابة...,لتطمئنوا أكثر من الممكن أخذ الشرائح للفحص في مختبر أنسجة آخر تأكيدا للنتيجة.,structured_claims_v3_1,لتطمئنوا أكثر من الممكن أخذ الشرائح للفحص في مختبر أنسجة آخر تأكيدا للنتيجة.,ahd10k_09956,supported,0.285714,0.978594,,not_produced_by_baseline,true,true,,,,,نتيجة الخزعة تعتبر قاطعة في تشخيص الساركوما، ويمكن تأكيدها بأخذ شرائح إضافية للفحص في مختبر آخر.,E1,نتيجة الخزعة قاطعة وتؤكد الإصابة,0.425197
entity_ground_truth_100:entitygtv1_080:1,entity_ground_truth_100,entitygtv1_080,"السلام عليكم
لدي التهاب بالعصب السمعي الثالث مما أدى الى الطنين
ما هو علاج ذلك",العصب الثالث ليس العصب السمعي . للطنين اسباب عديدة . يفضل الفحص عند الطبيب,structured_claims_v3_1,مثبطات الدهليز مثل الميكلازين وغيره وموسعات الاوعية المحيطية مثل البيتاهيستين ومركبات الجينكوبيلوبا وحاصرات الكلس وتمارين للدهليز والله الشافي مدة العلاج عادة طويلة لشهر على الاقل,ahdqa_0640776,supported,0.576923,0.53,,not_produced_by_baseline,true,true,,,,,يُنصح باستخدام مثبطات الدهليز مثل الميكلازين، وموسعات الأوعية المحيطية مثل البيتاهيستين، ومركبات الجينكوبيلوبا، وحاصرات الكلس، بالإضافة إلى تمارين للدهليز كجزء من علاج التهاب العصب السمعي الثالث والطنين المصاحب له.,E4,مضاد حيوي مع بانادول البرد مع السوائل الدافئة,0.18677
entity_ground_truth_100:entitygtv1_082:1,entity_ground_truth_100,entitygtv1_082,ما هي الفصوحات المطلوبة من قبل الزوج والزوجة لاجراء عملية الحقن المجهري,"بالنسبة للزوجة يجب اجراء فحص التراساوند في اليوم التاني من الدورة الشهرية للتأكد من وضع الرحم والمبايض واجراء فحص الهرمونات التالية
PRC,E2,LH
والبنسبة للزوج يجب اجراء فحص للسائل المنوي الرجاء تزويدنا بمعلومات اكثر عن حالتكم.",structured_claims_v3_1,المساعدة على الحمل اللجوء للحقن المجهري و قبلها يمكن أعاده الفحص,ahd10k_00010,supported,0.571429,0.74516,,not_produced_by_baseline,true,true,,,,,يمكن إعادة الفحص قبل عملية الحقن المجهري.,E2,تحليل تميع الدم للزوج والزوجة,0.347826
entity_ground_truth_100:entitygtv1_083:1,entity_ground_truth_100,entitygtv1_083,"هل يغني الأسبرين عن ابر السيولة في الأسابيع الأولى من الحمل، علما بأني في الأسبوع السادس واعاني من الإجهاض المتكرر، وهل يمكن وصف ابر سيولة لي؟
وهل الميتوفورمين أمن في...",الأسبرين لا يغني عن الابر..والميتفورمين آمن مع الحمل,structured_claims_v3_1,السبيرين وابر السيوله كل حاجه من هذول لا استخدام حسب المشكله التي تواجه حضرتك في الحمل انت حضرتك لديك اجهاض متكرر هذا لاسباب كثيره خالص ليس علاج للاجهاض الكثير الاسبرين وابر السيوله هل احدهم يغني عن الثاني؟ لا. هذا له استعماله وذلك له استعماله. يمكن ان يؤخذ مع بعض؟ نعم يمكن ان يؤخذ مع بعض اذا دعت الحاجه الى ذلك، هي يمكن ان اوصف لك ابر سيوله؟ هذا خطر على حضرتك لو كانت حالتك غير مستدعيه ابر سيوله فهذا ليس مناسب لك في هذا الموضوع هو الطبيب بعد دراسه الحاله والكشف على حضرتك وعمل الفحوصات اللازمه. هل ابر سيوله مناسبه لحضرتك او مش مناسبة .,ahdqa_0139541,supported,0.5,0.773214,,not_produced_by_baseline,true,true,,,,,الأسبرين لا يغني عن أبر السيولة (الهيبارين) في الأسابيع الأولى من الحمل، ولا يمكن وصف أبر السيولة إلا بعد تقييم الطبيب لحالتك الخاصة.,E1,الأسبيرين لا يغني عن أبر السيولة في الأسابيع الأولى من الحمل,0.621053
entity_ground_truth_100:entitygtv1_087:1,entity_ground_truth_100,entitygtv1_087,هل لاستعمال المرميه مضار؟ومتى تكون اكثرفائده وقت الدوره ام في غير وقتها؟,ليس للميرمية تأثير واضح في الدورة الشهرية، يمكنك شربه في أي وقت ، ولكن باعتدال.,structured_claims_v3_1,يجب أن يمتنع المصابون بارتفاع شديد في ضغط الدم والذبحة الصدرية عن تناول مستخلصات النبات وكذلك مرض ارتفاع ضغط العين والشقيقة والإمساك المزمن، وكذلك الحوامل والمرضعات. حيث لاحظنا بالممارسة أن الإفراط في تناول النبات يمكن أن يسبب ارتفاعاً في ضغط العين الداخلي وارتفاعاً في ضغط الدم مع توسع في الشريان السباتي مترافقاً مع زيادة اندفاع الدم مؤدي إلى صداع نصفي حاد وتنبّه عصبي وإمساك,ahdqa_0776147,supported,0.62963,0.555208,,not_produced_by_baseline,true,true,,,,,يُعَدّ استهلاك مستخلص المرمية ضارًا للمرضى الذين يعانون من ارتفاع شديد في ضغط الدم، أو الذبحة الصدرية، أو ارتفاع ضغط العين، أو الصداع النصفي، أو الإمساك المزمن، أو الحوامل والمرضعات، إذ قد يسبب ارتفاع ضغط العين الداخلي وارتفاع ضغط الدم مع صداع نصفي حاد وتنبّه عصبي.,E1,يجب الامتناع للمرضى بارتفاع ضغط الدم والذبحة الصدرية عن تناول مرمية,0.245399
entity_ground_truth_100:entitygtv1_094:1,entity_ground_truth_100,entitygtv1_094,"انا عندي نقص فيتامين د ٤ وذي العلاجات
mixavitاخذت منها ٤ من اصل ٦٠
coxicamاخذت منه ٢٠ من اصل ٦٠
omerazole ما اخذت منها ولاشيء لانها توقف امتصاص البروتينات وانا...",اعطاء فيتامين د لا يتعارض مع حصوة الكلى خاصة و انه توجد انواع من هذا الفيتامين تعطى حتى في اصعب حالات اصابة الكلى و يجب استشارة الطبيب المعالج لوصف هذا النوع,structured_claims_v3_1,السلام عليكم هذا صحيح وبعد فترة العلاج يجب تحليل مستوى فيتامين د في الدم,ahdqa_0614140,supported,0.466667,0.402807,,not_produced_by_baseline,true,true,,,,,بعد انتهاء فترة علاج نقص فيتامين د، يجب تحليل مستوى فيتامين د في الدم لتقييم فعالية العلاج وتحديد الجرعة المناسبة للمتابعة.,E2,بعد تناول مكملات فيتامين د يجب تحليل مستوى فيتامين د في الدم.,0.571429
entity_ground_truth_100:entitygtv1_098:1,entity_ground_truth_100,entitygtv1_098,ما هوه الفحص الذي يكشف التهاب البروستات المزمن غير الفحص السريري ؟,تحليل بول و مزرعة قبل و بعد اجراء فحص شرجي و دلك البروستاتا بالاصبع,structured_claims_v3_1,اخي الكريم يوجد نوعين من التهاب البروستات بشكل مبسط مزمن وحاد ولكل واحد اعراضه وطرق علاج ويمكن التسخيص باجراء فحوصات دم وبول مع زرع وسونار للبروستات كما ويمكن اجراء المس الشرجي لتقيم وضعها ولا يستطب ذلك في الالتهاب الحاد وبالتوفيق,ahdqa_0145753,supported,0.8,0.816667,,not_produced_by_baseline,true,true,,,,,يمكن تشخيص التهاب البروستات المزمن عبر فحوصات دم وبول مع زرع وسونار للبروستات وتقييم عبر المس الشرجي.,E1,فحص الدم يُستخدم لتشخيص التهاب البروستات المزمن.,0.438356
