alias,alias_norm,entity_id,canonical_name,entity_type,support_count,source_chunks,qa_ids
كسر,كسر,ent_diseasecondition_63c6ebfcb439,كسر,DiseaseCondition,1,"[""chunk_00133""]","[""ahd5k_04078""]"
كسل بالغدة الدرقية,كسل بالغده الدرقيه,ent_diseasecondition_050f0f4f890b,كسل بالغدة الدرقية,DiseaseCondition,1,"[""chunk_00022""]","[""ahd5k_04779""]"
كلاينفلتر,كلاينفلتر,ent_diseasecondition_a7e5e3f0d48d,متلازمة كلاينفلتر,DiseaseCondition,1,"[""chunk_00046""]","[""ahd5k_02667""]"
كلسترول,كلسترول,ent_diseasecondition_677ee50113db,كلسترول,DiseaseCondition,1,"[""chunk_00090""]","[""ahd5k_04045""]"
كهرباء زائدة,كهرباء زايده,ent_diseasecondition_1cff9c5dbe9e,صرع,DiseaseCondition,1,"[""chunk_00016""]","[""ahd5k_02823""]"
كيس الشعر,كيس الشعر,ent_diseasecondition_304bdda1e242,كيس الشعر,DiseaseCondition,1,"[""chunk_00128""]","[""ahd5k_03594""]"
لثة,لثه,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,0,"[""chunk_00113""]","[""ahd5k_00736"", ""ahd5k_01751"", ""ahd5k_02169"", ""ahd5k_02245"", ""ahd5k_02618"", ""ahd5k_03427""]"
متلازمة,متلازمه,ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,DiseaseCondition,0,"[""chunk_00060""]","[""ahd5k_03561""]"
متلازمة Chiari,متلازمه chiari,ent_diseasecondition_3a654f2d937a,متلازمة Chiari,DiseaseCondition,1,"[""chunk_00146""]","[""ahd5k_00604""]"
متلازمة خلية منجلية,متلازمه خليه منجليه,ent_diseasecondition_d489c6c854f4,متلازمة خلية منجلية,DiseaseCondition,0,"[""chunk_00060""]","[""ahd5k_03561""]"
متلازمة فالدنستروم,متلازمه فالدنستروم,ent_diseasecondition_4b1ef800ffb3,متلازمة فالدنستروم,DiseaseCondition,1,"[""chunk_00041""]","[""ahd5k_01930""]"
متلازمة كلاينفلتر,متلازمه كلاينفلتر,ent_diseasecondition_a7e5e3f0d48d,متلازمة كلاينفلتر,DiseaseCondition,2,"[""chunk_00046"", ""chunk_00047""]","[""ahd5k_02667"", ""ahd5k_03496""]"
مرتفع,مرتفع,ent_diseasecondition_aa9977b6b112,سكري,DiseaseCondition,1,"[""chunk_00141""]","[""ahd5k_01577""]"
مرض السكر,مرض السكر,ent_diseasecondition_4393a2bf88a6,سكر,DiseaseCondition,0,"[""chunk_00087""]","[""ahd5k_03801""]"
مرض السكرى,مرض السكري,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,0,"[""chunk_00014"", ""chunk_00028"", ""chunk_00052"", ""chunk_00061"", ""chunk_00071"", ""chunk_00084""]","[""ahd5k_01294"", ""ahd5k_01358"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_03068"", ""ahd5k_03284"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]"
مرض السكري,مرض السكري,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,7,"[""chunk_00052"", ""chunk_00061"", ""chunk_00071"", ""chunk_00084""]","[""ahd5k_01294"", ""ahd5k_01551"", ""ahd5k_02607"", ""ahd5k_03015"", ""ahd5k_04630"", ""ahd5k_04912"", ""ahd5k_04944""]"
مرض الغدة الدرقية,مرض الغده الدرقيه,ent_diseasecondition_22348d970227,مرض الغدة الدرقية,DiseaseCondition,2,"[""chunk_00169""]","[""ahd5k_00035""]"
مرض بيلة الميوغلوبين,مرض بيله الميوغلوبين,ent_diseasecondition_28abf8165f28,بيلة الميوغلوبين,DiseaseCondition,1,"[""chunk_00038""]","[""ahd5k_03468""]"
مرض جريفز,مرض جريفز,ent_diseasecondition_09dfb160ec9a,مرض جريفز,DiseaseCondition,1,"[""chunk_00162""]","[""ahd5k_02200""]"
ملاريا,ملاريا,ent_diseasecondition_1f4ad1fc407f,ملاريا,DiseaseCondition,1,"[""chunk_00190""]","[""ahd5k_00916""]"
ملازمة داون,ملازمه داون,ent_diseasecondition_e33658f424f6,ملازمة داون,DiseaseCondition,1,"[""chunk_00035""]","[""ahd5k_04031""]"
موت دماغى,موت دماغي,ent_diseasecondition_1d360e20e36c,الموت الدماغي,DiseaseCondition,0,"[""chunk_00024""]","[""ahd5k_04739""]"
نخاع شوكى,نخاع شوكي,ent_diseasecondition_a2bb8f572461,النخاع الشوكي,DiseaseCondition,0,"[""chunk_00024""]","[""ahd5k_04739""]"
نزلة معوية,نزله معويه,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,0,"[""chunk_00001"", ""chunk_00002"", ""chunk_00003"", ""chunk_00004"", ""chunk_00005"", ""chunk_00006"", ""chunk_00007"", ""chunk_00009"", ""chunk_00013"", ""chunk_00014"", ""chunk_00019"", ""chunk_00028"", ""chunk_00068"", ""chunk_00082"", ""chunk_00089"", ""chunk_00096"", ""chunk_00098"", ""chunk_00114"", ""chunk_00119"", ""chunk_00122"", ""chunk_00127"", ""chunk_00130"", ""chunk_00136"", ""chunk_00191"", ""chunk_00195""]","[""ahd5k_00010"", ""ahd5k_00020"", ""ahd5k_00069"", ""ahd5k_00133"", ""ahd5k_00142"", ""ahd5k_00481"", ""ahd5k_00614"", ""ahd5k_00683"", ""ahd5k_00695"", ""ahd5k_00812"", ""ahd5k_00864"", ""ahd5k_00887"", ""ahd5k_00931"", ""ahd5k_00963"", ""ahd5k_00970"", ""ahd5k_00994"", ""ahd5k_01231"", ""ahd5k_01236"", ""ahd5k_01245"", ""ahd5k_01418"", ""ahd5k_01836"", ""ahd5k_02039"", ""ahd5k_02115"", ""ahd5k_02124"", ""ahd5k_02470"", ""ahd5k_02556"", ""ahd5k_02966"", ""ahd5k_03068"", ""ahd5k_03098"", ""ahd5k_03258"", ""ahd5k_03626"", ""ahd5k_03762"", ""ahd5k_04144"", ""ahd5k_04235"", ""ahd5k_04347""]"
نزلة معوية,نزله معويه,ent_diseasecondition_c294dde65052,نزلة معوية,DiseaseCondition,1,"[""chunk_00180""]","[""ahd5k_00012""]"
نزله معويه,نزله معويه,ent_diseasecondition_c294dde65052,نزلة معوية,DiseaseCondition,1,"[""chunk_00001""]","[""ahd5k_03626""]"
نزلة معوية,نزله معويه,ent_diseasecondition_ca9304cd0dde,القولون العصبي,DiseaseCondition,0,"[""chunk_00027"", ""chunk_00177"", ""chunk_00180"", ""chunk_00183"", ""chunk_00185""]","[""ahd5k_00012"", ""ahd5k_01181"", ""ahd5k_01465"", ""ahd5k_02411"", ""ahd5k_02511"", ""ahd5k_02677"", ""ahd5k_02679"", ""ahd5k_04323"", ""ahd5k_04517"", ""ahd5k_04566""]"
نزيف بسيط,نزيف بسيط,ent_diseasecondition_e7ca942c5236,نزيف بسيط,DiseaseCondition,1,"[""chunk_00200""]","[""ahd5k_02003""]"
نسيج,نسيج,ent_diseasecondition_532d066568cb,النسيج,DiseaseCondition,1,"[""chunk_00080""]","[""ahd5k_00924""]"
نسيج فوق,نسيج فوق,ent_diseasecondition_bad4a78d1afb,النسيج فوق الدعامات,DiseaseCondition,1,"[""chunk_00080""]","[""ahd5k_00924""]"
نسيج محيط,نسيج محيط,ent_diseasecondition_77d1494eeb4a,النسيج المحيط,DiseaseCondition,1,"[""chunk_00080""]","[""ahd5k_00924""]"
نسيج محيط بالفتحة,نسيج محيط بالفتحه,ent_diseasecondition_1624385f1d65,النسيج المحيط بالفتحة,DiseaseCondition,1,"[""chunk_00080""]","[""ahd5k_00924""]"
نشاط الدرقية,نشاط الدرقيه,ent_diseasecondition_532f5db9617f,نشاط الغدة الدرقية,DiseaseCondition,0,"[""chunk_00162""]","[""ahd5k_02200""]"
نشاط الغدة الدرقية,نشاط الغده الدرقيه,ent_diseasecondition_532f5db9617f,نشاط الغدة الدرقية,DiseaseCondition,1,"[""chunk_00162""]","[""ahd5k_02200""]"
نقص الحليب,نقص الحليب,ent_diseasecondition_ddc87069534f,نقص الحليب,DiseaseCondition,0,"[""chunk_00130""]","[""ahd5k_03565""]"
نقص الصفائح,نقص الصفايح,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,2,"[""chunk_00057""]","[""ahd5k_00203""]"
نقص الصفيحات,نقص الصفيحات,ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,0,"[""chunk_00059""]","[""ahd5k_00313""]"
نقص الصفيحات الدموية,نقص الصفيحات الدمويه,ent_diseasecondition_3d19d6125641,نقص الصفيحات,DiseaseCondition,0,"[""chunk_00059""]","[""ahd5k_00313""]"
نقص الكريات البيضاء,نقص الكريات البيضاء,ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,DiseaseCondition,1,"[""chunk_00059""]","[""ahd5k_02552""]"
نقص بحجم الثدي,نقص بحجم الثدي,ent_diseasecondition_5fea51591b68,نقص بحجم الثدي,DiseaseCondition,0,"[""chunk_00163""]","[""ahd5k_02702""]"
نقص بحجم الثدي الايمن,نقص بحجم الثدي الايمن,ent_diseasecondition_5fea51591b68,نقص بحجم الثدي,DiseaseCondition,1,"[""chunk_00163""]","[""ahd5k_02702""]"
نقص حديد,نقص حديد,ent_diseasecondition_6116bf50d3f1,نقص حديد,DiseaseCondition,1,"[""chunk_00059""]","[""ahd5k_01162""]"
نقص في الدم,نقص في الدم,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,1,"[""chunk_00054""]","[""ahd5k_02292""]"
نقص فيتامين,نقص فيتامين,ent_diseasecondition_1b4cda592c0e,نقص فيتامين,DiseaseCondition,2,"[""chunk_00136""]","[""ahd5k_00142"", ""ahd5k_01874""]"
نقص فيتامين د,نقص فيتامين د,ent_diseasecondition_74be32fb7f24,نقص فيتامين د,DiseaseCondition,1,"[""chunk_00059""]","[""ahd5k_01162""]"
نقص هرمون,نقص هرمون,ent_diseasecondition_21962ce71aec,نقص هرمونات,DiseaseCondition,0,"[""chunk_00160""]","[""ahd5k_04611""]"
نقص هرمونات,نقص هرمونات,ent_diseasecondition_21962ce71aec,نقص هرمونات,DiseaseCondition,1,"[""chunk_00160""]","[""ahd5k_04611""]"
blood pressure,blood pressure,ent_symptom_724e59ded899,ضغط الدم,Symptom,0,"[""chunk_00064"", ""chunk_00084""]","[""ahd5k_00085"", ""ahd5k_00691"", ""ahd5k_00756"", ""ahd5k_01259"", ""ahd5k_01294"", ""ahd5k_01350"", ""ahd5k_01894"", ""ahd5k_02577"", ""ahd5k_02607"", ""ahd5k_02754"", ""ahd5k_04912""]"
heartbeats,heartbeats,ent_symptom_19841fc2dc50,نبضات القلب,Symptom,0,"[""chunk_00064""]","[""ahd5k_00085"", ""ahd5k_00691"", ""ahd5k_00756"", ""ahd5k_01259"", ""ahd5k_01350"", ""ahd5k_01894""]"
اختلال وظائف الكبد,اختلال وظايف الكبد,ent_symptom_5a4646c01c0e,اختلال وظائف الكبد,Symptom,1,"[""chunk_00037""]","[""ahd5k_01578""]"
ارتجاف,ارتجاف,ent_symptom_a3c00de774da,ارتجاف,Symptom,1,"[""chunk_00198""]","[""ahd5k_01255""]"
ارتفاع حرارة,ارتفاع حراره,ent_symptom_018ebc11f6df,حمى,Symptom,2,"[""chunk_00102""]","[""ahd5k_02595"", ""ahd5k_04651""]"
ارتفاع خضاب الدم,ارتفاع خضاب الدم,ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,Symptom,1,"[""chunk_00059""]","[""ahd5k_00313""]"
ارتكاريا,ارتكاريا,ent_symptom_018ebc11f6df,حمى,Symptom,0,"[""chunk_00030"", ""chunk_00040"", ""chunk_00093"", ""chunk_00101"", ""chunk_00102"", ""chunk_00165"", ""chunk_00181"", ""chunk_00198"", ""chunk_00199""]","[""ahd5k_00348"", ""ahd5k_00438"", ""ahd5k_00679"", ""ahd5k_01255"", ""ahd5k_01262"", ""ahd5k_01567"", ""ahd5k_01611"", ""ahd5k_02142"", ""ahd5k_02595"", ""ahd5k_03053"", ""ahd5k_03137"", ""ahd5k_04651"", ""ahd5k_04919""]"
ارتكاريا,ارتكاريا,ent_symptom_93828ade2cbe,الارتكاريا,Symptom,0,"[""chunk_00005""]","[""ahd5k_04654"", ""ahd5k_04733""]"
الارتكاريا,الارتكاريا,ent_symptom_93828ade2cbe,الارتكاريا,Symptom,0,"[""chunk_00005""]","[""ahd5k_04654"", ""ahd5k_04733""]"
الارهاق,الارهاق,ent_symptom_3ab5bd868858,الارهاق,Symptom,0,"[""chunk_00173""]","[""ahd5k_04953""]"
الإغماء,الاغماء,ent_symptom_759403abc54c,الإغماء,Symptom,1,"[""chunk_00140""]","[""ahd5k_03423""]"
الالم,الالم,ent_symptom_ad0da68fc73f,الالم,Symptom,1,"[""chunk_00179""]","[""ahd5k_03738""]"
الام,الام,ent_symptom_249d07021a1b,الام,Symptom,1,"[""chunk_00116""]","[""ahd5k_04356""]"
الانين,الانين,ent_symptom_9731436c9bf9,الانين,Symptom,1,"[""chunk_00138""]","[""ahd5k_00774""]"
البراز,البراز,ent_symptom_496829ff3f53,البراز,Symptom,1,"[""chunk_00176""]","[""ahd5k_00072""]"
البلغم,البلغم,ent_symptom_cdf7db203339,البلغم,Symptom,1,"[""chunk_00107""]","[""ahd5k_04277""]"
التدخين,التدخين,ent_symptom_215297000d7a,التدخين,Symptom,1,"[""chunk_00092""]","[""ahd5k_01629""]"
التصاق,التصاق,ent_symptom_e2d3b3389af6,التصاق,Symptom,1,"[""chunk_00047""]","[""ahd5k_04492""]"
التهديد بالإجهاض,التهديد بالاجهاض,ent_symptom_268a0d637f96,التهديد بالإجهاض,Symptom,1,"[""chunk_00149""]","[""ahd5k_03563""]"
التوتر,التوتر,ent_symptom_6e02a9cc4e27,التوتر,Symptom,0,"[""chunk_00173""]","[""ahd5k_04953""]"
التوتر والارهاق والقلق,التوتر والارهاق والقلق,ent_symptom_38888a2188fe,القلق,Symptom,1,"[""chunk_00173""]","[""ahd5k_04953""]"
التوتر والارهاق والقلق,التوتر والارهاق والقلق,ent_symptom_3ab5bd868858,الارهاق,Symptom,1,"[""chunk_00173""]","[""ahd5k_04953""]"
التوتر والارهاق والقلق,التوتر والارهاق والقلق,ent_symptom_6e02a9cc4e27,التوتر,Symptom,1,"[""chunk_00173""]","[""ahd5k_04953""]"
الجنين,الجنين,ent_symptom_8dbc08affae1,الجنين,Symptom,1,"[""chunk_00156""]","[""ahd5k_04815""]"
الجوع,الجوع,ent_symptom_3600b8bcb53e,الجوع,Symptom,0,"[""chunk_00097""]","[""ahd5k_01128""]"
الجيب اللثوي,الجيب اللثوي,ent_symptom_8837f8fd35f4,الجيب اللثوي,Symptom,0,"[""chunk_00121""]","[""ahd5k_02986""]"
الحادِث الوِعائيٌّ الدِمَاغِيّ,الحادث الوعايي الدماغي,ent_symptom_6ff36e848606,الحادِث الوِعائيٌّ الدِمَاغِيّ,Symptom,0,"[""chunk_00081""]","[""ahd5k_04533""]"
الحال,الحال,ent_symptom_57992c2ef292,الحال,Symptom,2,"[""chunk_00148""]","[""ahd5k_02182"", ""ahd5k_02249""]"
الحال بالمرديدين,الحال بالمرديدين,ent_symptom_fdb2085491d0,الحال بالمرديدين,Symptom,2,"[""chunk_00148""]","[""ahd5k_02182"", ""ahd5k_02249""]"
الحساسية على الوسط التَبايُنِيّ,الحساسيه علي الوسط التبايني,ent_symptom_d0d35afb979b,الحساسية على الوسط التَبايُنِيّ,Symptom,0,"[""chunk_00081""]","[""ahd5k_04533""]"
الدم,الدم,ent_symptom_59d5c1de0b88,الدم,Symptom,1,"[""chunk_00117""]","[""ahd5k_00666""]"
الزراق,الزراق,ent_symptom_c42bbeabdb83,الزراق,Symptom,1,"[""chunk_00099""]","[""ahd5k_00568""]"
الضيق التنفسي,الضيق التنفسي,ent_symptom_b5e5cc252e6a,الضيق التنفسي,Symptom,0,"[""chunk_00072""]","[""ahd5k_00515"", ""ahd5k_00656"", ""ahd5k_01510"", ""ahd5k_01669"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_03333""]"
الغازات,الغازات,ent_symptom_544114d1fc6b,الغازات,Symptom,1,"[""chunk_00176""]","[""ahd5k_00072""]"
القلق,القلق,ent_symptom_38888a2188fe,القلق,Symptom,2,"[""chunk_00077"", ""chunk_00128""]","[""ahd5k_01574"", ""ahd5k_02662""]"
القولون,القولون,ent_symptom_0f8f2716b4d6,القولون,Symptom,1,"[""chunk_00180""]","[""ahd5k_02677""]"
القولون العصبى,القولون العصبي,ent_symptom_f9f21f627264,القولون العصبى,Symptom,1,"[""chunk_00180""]","[""ahd5k_02511""]"
الكتف,الكتف,ent_symptom_db012388d676,الكتف,Symptom,1,"[""chunk_00142""]","[""ahd5k_00486""]"
اللثة,اللثه,ent_symptom_170df8c18553,كيس,Symptom,0,"[""chunk_00120""]","[""ahd5k_02131""]"
الم,الم,ent_symptom_018ebc11f6df,حمى,Symptom,1,"[""chunk_00101""]","[""ahd5k_01611""]"
ألم,الم,ent_symptom_b754f1a1e5a8,صداع,Symptom,0,"[""chunk_00014"", ""chunk_00074"", ""chunk_00103"", ""chunk_00116"", ""chunk_00124"", ""chunk_00128"", ""chunk_00130"", ""chunk_00131"", ""chunk_00196""]","[""ahd5k_00065"", ""ahd5k_00222"", ""ahd5k_00507"", ""ahd5k_00780"", ""ahd5k_00887"", ""ahd5k_01058"", ""ahd5k_02266"", ""ahd5k_02318"", ""ahd5k_02662"", ""ahd5k_03689"", ""ahd5k_03737"", ""ahd5k_04265"", ""ahd5k_04356""]"
الم المعدجة,الم المعدجه,ent_symptom_c81532a33515,الم المعدجة,Symptom,1,"[""chunk_00054""]","[""ahd5k_02292""]"
ألم المفاصل,الم المفاصل,ent_symptom_202dedeff038,ألم المفاصل,Symptom,1,"[""chunk_00010""]","[""ahd5k_04473""]"
الم المفاصل,الم المفاصل,ent_symptom_202dedeff038,ألم المفاصل,Symptom,1,"[""chunk_00010""]","[""ahd5k_04473""]"
الم في المعده,الم في المعده,ent_symptom_c81532a33515,الم المعدجة,Symptom,0,"[""chunk_00054""]","[""ahd5k_02292"", ""ahd5k_02546""]"
المضاعفات الوعائية,المضاعفات الوعاييه,ent_symptom_f28c266dc478,المضاعفات الوعائية,Symptom,1,"[""chunk_00081""]","[""ahd5k_04533""]"
المغص,المغص,ent_symptom_4c83b1bd25ea,المغص,Symptom,1,"[""chunk_00178""]","[""ahd5k_04728""]"
المغص البطني,المغص البطني,ent_symptom_4c83b1bd25ea,المغص,Symptom,0,"[""chunk_00178""]","[""ahd5k_04728""]"
الملابس,الملابس,ent_symptom_7b297d9851d1,الملابس,Symptom,0,"[""chunk_00099""]","[""ahd5k_00568""]"
النزف,النزف,ent_symptom_e276c7fd7e33,النزف,Symptom,1,"[""chunk_00081""]","[""ahd5k_04533""]"
النزلة,النزله,ent_symptom_a6a5150fee6f,النزلة,Symptom,1,"[""chunk_00052""]","[""ahd5k_04944""]"
النزيف,النزيف,ent_symptom_23da4c61fd5e,النزيف,Symptom,1,"[""chunk_00149""]","[""ahd5k_03563""]"
النفخ,النفخ,ent_symptom_df03b3e7eef5,النفخ,Symptom,1,"[""chunk_00079""]","[""ahd5k_03469""]"
النفخ القلبي,النفخ القلبي,ent_symptom_df03b3e7eef5,النفخ,Symptom,0,"[""chunk_00079""]","[""ahd5k_03469""]"
النقص,النقص,ent_symptom_19a4e01ad622,النقص الحاد,Symptom,0,"[""chunk_00060""]","[""ahd5k_04583""]"
النقص الحاد,النقص الحاد,ent_symptom_19a4e01ad622,النقص الحاد,Symptom,0,"[""chunk_00060""]","[""ahd5k_04583""]"
الوجع الشديد في الجنب,الوجع الشديد في الجنب,ent_symptom_cee2a1d85e2d,الوجع الشديد في الجنب اليمين,Symptom,0,"[""chunk_00178""]","[""ahd5k_04921""]"
الوجع الشديد في الجنب اليمين,الوجع الشديد في الجنب اليمين,ent_symptom_cee2a1d85e2d,الوجع الشديد في الجنب اليمين,Symptom,1,"[""chunk_00178""]","[""ahd5k_04921""]"
الوفاة,الوفاه,ent_symptom_5dc2556b8338,الوفاة,Symptom,1,"[""chunk_00081""]","[""ahd5k_04533""]"
ام حادة,ام حاده,ent_symptom_b754f1a1e5a8,صداع,Symptom,0,"[""chunk_00014"", ""chunk_00074"", ""chunk_00103"", ""chunk_00116"", ""chunk_00124"", ""chunk_00128"", ""chunk_00130"", ""chunk_00131"", ""chunk_00196""]","[""ahd5k_00065"", ""ahd5k_00222"", ""ahd5k_00507"", ""ahd5k_00780"", ""ahd5k_00887"", ""ahd5k_01058"", ""ahd5k_02266"", ""ahd5k_02318"", ""ahd5k_02662"", ""ahd5k_03689"", ""ahd5k_03737"", ""ahd5k_04265"", ""ahd5k_04356""]"
انتفاخ,انتفاخ,ent_symptom_fd750eeb2865,انتفاخ,Symptom,0,"[""chunk_00086""]","[""ahd5k_01537""]"
انتفاخ بالوجه,انتفاخ بالوجه,ent_symptom_fd750eeb2865,انتفاخ,Symptom,1,"[""chunk_00086""]","[""ahd5k_01537""]"
انقطاع الدورة,انقطاع الدوره,ent_symptom_9510bd8242ac,انقطاع الطمث,Symptom,0,"[""chunk_00160""]","[""ahd5k_04611""]"
انقطاع الطمث,انقطاع الطمث,ent_symptom_9510bd8242ac,انقطاع الطمث,Symptom,1,"[""chunk_00160""]","[""ahd5k_04611""]"
أوجاع العضلات,اوجاع العضلات,ent_symptom_320d3e905b16,أوجاع العضلات,Symptom,1,"[""chunk_00198""]","[""ahd5k_01255""]"
أوجاع المفاصل,اوجاع المفاصل,ent_symptom_976231d5f27b,أوجاع المفاصل,Symptom,1,"[""chunk_00198""]","[""ahd5k_01255""]"
برودة الطقس,بروده الطقس,ent_symptom_9462c717910d,برودة الطقس,Symptom,1,"[""chunk_00099""]","[""ahd5k_00568""]"
برودة الماء,بروده الماء,ent_symptom_d76ebd36291e,برودة الماء,Symptom,1,"[""chunk_00099""]","[""ahd5k_00568""]"
بروز في البطن,بروز في البطن,ent_symptom_6910233b82fc,بروز في البطن,Symptom,1,"[""chunk_00022""]","[""ahd5k_04986""]"
بلغم,بلغم,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,0,"[""chunk_00001"", ""chunk_00007"", ""chunk_00022"", ""chunk_00068"", ""chunk_00069"", ""chunk_00073"", ""chunk_00074"", ""chunk_00089"", ""chunk_00090""]","[""ahd5k_00010"", ""ahd5k_00683"", ""ahd5k_00823"", ""ahd5k_02329"", ""ahd5k_03444"", ""ahd5k_03671"", ""ahd5k_03872"", ""ahd5k_04265"", ""ahd5k_04701"", ""ahd5k_04898""]"
بلغم,بلغم,ent_symptom_dc2c7333a505,بلغم,Symptom,2,"[""chunk_00001""]","[""ahd5k_00970""]"
بلغم,بلغم,ent_symptom_f4cf885a0447,سعال,Symptom,0,"[""chunk_00001"", ""chunk_00009"", ""chunk_00096"", ""chunk_00119"", ""chunk_00123"", ""chunk_00172"", ""chunk_00192""]","[""ahd5k_00069"", ""ahd5k_00883"", ""ahd5k_00970"", ""ahd5k_01584"", ""ahd5k_03544"", ""ahd5k_04490"", ""ahd5k_04942""]"
تأغر فى غلق فتحة الرأس الأماميه,تاغر في غلق فتحه الراس الاماميه,ent_symptom_f51ef98950a2,قلق,Symptom,1,"[""chunk_00104""]","[""ahd5k_02476""]"
تدخين,تدخين,ent_symptom_215297000d7a,التدخين,Symptom,0,"[""chunk_00092""]","[""ahd5k_01629""]"
تسارع في ضربات القلب,تسارع في ضربات القلب,ent_symptom_1f6a3892391d,خفقان القلب,Symptom,1,"[""chunk_00069""]","[""ahd5k_04701""]"
تشنجات,تشنجات,ent_symptom_3218dcecad3c,تشنجات,Symptom,1,"[""chunk_00137""]","[""ahd5k_04924""]"
تصاق,تصاق,ent_symptom_e2d3b3389af6,التصاق,Symptom,0,"[""chunk_00047""]","[""ahd5k_04492""]"
تضخم,تضخم,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,0,"[""chunk_00046""]","[""ahd5k_00647""]"
تضخم في الارداف,تضخم في الارداف,ent_symptom_8d2e4253732b,تضخم في الارداف,Symptom,1,"[""chunk_00046""]","[""ahd5k_00647""]"
تعب,تعب,ent_symptom_28acc791e82d,تعب,Symptom,1,"[""chunk_00001""]","[""ahd5k_03872""]"
تقيؤ,تقيو,ent_symptom_7a79bce3a153,قيء,Symptom,0,"[""chunk_00105"", ""chunk_00151""]","[""ahd5k_02903"", ""ahd5k_04856""]"
تنميل,تنميل,ent_symptom_d48190970b2d,تنميل,Symptom,1,"[""chunk_00182""]","[""ahd5k_00838""]"
توتر,توتر,ent_symptom_f51ef98950a2,قلق,Symptom,0,"[""chunk_00068"", ""chunk_00075"", ""chunk_00104"", ""chunk_00132""]","[""ahd5k_00671"", ""ahd5k_00683"", ""ahd5k_00804"", ""ahd5k_02476""]"
حادث وعائي دماغي,حادث وعايي دماغي,ent_symptom_6ff36e848606,الحادِث الوِعائيٌّ الدِمَاغِيّ,Symptom,0,"[""chunk_00081""]","[""ahd5k_04533""]"
حرقه,حرقه,ent_symptom_ecf500c8beea,حرقه,Symptom,1,"[""chunk_00091""]","[""ahd5k_01099""]"
حساسية على الوسط التبايني,حساسيه علي الوسط التبايني,ent_symptom_d0d35afb979b,الحساسية على الوسط التَبايُنِيّ,Symptom,0,"[""chunk_00081""]","[""ahd5k_04533""]"
حصاصة,حصاصه,ent_symptom_fe424a778440,حصاصة,Symptom,1,"[""chunk_00138""]","[""ahd5k_00774""]"
حكة,حكه,ent_symptom_7cfc95737dc0,حكة,Symptom,1,"[""chunk_00001""]","[""ahd5k_04414""]"
حكه,حكه,ent_symptom_93828ade2cbe,الارتكاريا,Symptom,2,"[""chunk_00005""]","[""ahd5k_04654"", ""ahd5k_04733""]"
حلمة,حلمه,ent_symptom_fd47e672abb7,حلمة,Symptom,0,"[""chunk_00155""]","[""ahd5k_00615""]"
حلمة ثديي الايمن,حلمه ثديي الايمن,ent_symptom_fd47e672abb7,حلمة,Symptom,1,"[""chunk_00155""]","[""ahd5k_00615""]"
حلمة مسطحه,حلمه مسطحه,ent_symptom_fd47e672abb7,حلمة,Symptom,1,"[""chunk_00155""]","[""ahd5k_00615""]"
حماى,حماي,ent_symptom_018ebc11f6df,حمى,Symptom,0,"[""chunk_00030"", ""chunk_00040"", ""chunk_00093"", ""chunk_00101"", ""chunk_00102"", ""chunk_00165"", ""chunk_00181"", ""chunk_00198"", ""chunk_00199""]","[""ahd5k_00348"", ""ahd5k_00438"", ""ahd5k_00679"", ""ahd5k_01255"", ""ahd5k_01262"", ""ahd5k_01567"", ""ahd5k_01611"", ""ahd5k_02142"", ""ahd5k_02595"", ""ahd5k_03053"", ""ahd5k_03137"", ""ahd5k_04651"", ""ahd5k_04919""]"
حموضة,حموضه,ent_symptom_1a7b2eae066b,حموضة,Symptom,1,"[""chunk_00188""]","[""ahd5k_01518""]"
حمى,حمي,ent_symptom_018ebc11f6df,حمى,Symptom,6,"[""chunk_00030"", ""chunk_00040"", ""chunk_00093"", ""chunk_00165"", ""chunk_00181"", ""chunk_00198""]","[""ahd5k_00348"", ""ahd5k_00679"", ""ahd5k_01255"", ""ahd5k_01567"", ""ahd5k_02142"", ""ahd5k_03137""]"
