relation_id,chunk_id,qa_id,candidate_relation_type,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,source_evidence,target_evidence,candidate_method,needs_llm_validation
rel_seed_aeb031bbc4001a54,chunk_00099,ahd5k_00568,HAS_SYMPTOM,ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,ent_symptom_9462c717910d,برودة الطقس,Symptom,"بعض الحالات المرضية مثل امراض القلب والشرايين , او امراض الجهاو التنفسي التي قد تؤدي الة ضيق النفس ونقص الاكسجين وبالتالي الزراق و بعض الحالات التي قد تؤدي للزراق مثل كثرة الملابس التي يرتديها الطفل او بسبب شدة برودة الطقس او برودة الماء عند الاستحمام .",بعض الحالات التي قد تؤدي للزراق مثل كثرة الملابس التي يرتديها الطفل او بسبب شدة برودة الطقس او برودة الماء عند الاستحمام .,entity_type_cooccurrence_same_qa,true
rel_seed_5762250b8d5c5c22,chunk_00099,ahd5k_03809,TREATED_BY,ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,ent_treatment_3bca745f3196,الحبوب منع الحمل,Treatment,الحبوب منع الحمل,الحبوب منع الحمل,entity_type_cooccurrence_same_qa,true
rel_seed_9fe33c1f420a53cd,chunk_00100,ahd5k_03707,TREATED_BY,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,ent_treatment_db445915b47d,الحديد,Treatment,فقر دم عند طفل عمره ١٣ سنة شي جدي!,فقر الدم له اسباب عديدة منها عوز الحديد او عوز حمض الفوليك او الفيتامين B12 او B6,entity_type_cooccurrence_same_qa,true
rel_seed_0c4c4f1d3a961b35,chunk_00101,ahd5k_01611,TREATED_BY,ent_symptom_018ebc11f6df,حمى,Symptom,ent_treatment_026f10d47b4b,تطعيم,Treatment,الم في مكان المطعوم,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم,entity_type_cooccurrence_same_qa,true
rel_seed_a23a22fd518eba56,chunk_00101,ahd5k_01611,TREATED_BY,ent_symptom_018ebc11f6df,حمى,Symptom,ent_treatment_be514bea14bc,خافض حراره,Treatment,الم في مكان المطعوم,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم,entity_type_cooccurrence_same_qa,true
rel_seed_0b7b8b10ec83737f,chunk_00101,ahd5k_01611,TREATED_BY,ent_symptom_018ebc11f6df,حمى,Symptom,ent_treatment_b8a506ce96be,مسكن للالم,Treatment,الم في مكان المطعوم,المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم,entity_type_cooccurrence_same_qa,true
rel_seed_6ebd3753c1cc18aa,chunk_00102,ahd5k_04651,TREATED_BY,ent_symptom_018ebc11f6df,حمى,Symptom,ent_treatment_43526f78a371,مضاد حيوي,Treatment,ارتفعت حرارته وتقيا مراتان جسمه نحلان اعطية مضاد حيوي وخافض حرارة لكن تنزل حرارتة لفترة ثم تعود لترتفع عندة مغص في بطنة في بعض...,اعطية مضاد حيوي وخافض حرارة,entity_type_cooccurrence_same_qa,true
rel_seed_1b6ab5e5a8817d65,chunk_00102,ahd5k_04651,TREATED_BY,ent_symptom_018ebc11f6df,حمى,Symptom,ent_treatment_be514bea14bc,خافض حرارة,Treatment,ارتفعت حرارته وتقيا مراتان جسمه نحلان اعطية مضاد حيوي وخافض حرارة لكن تنزل حرارتة لفترة ثم تعود لترتفع عندة مغص في بطنة في بعض...,اعطية مضاد حيوي وخافض حرارة,entity_type_cooccurrence_same_qa,true
rel_seed_f82d093c919891be,chunk_00104,ahd5k_02476,TREATED_BY,ent_symptom_f51ef98950a2,قلق,Symptom,ent_treatment_21a74567013d,كالسيوم,Treatment,طفله عمرها عام و4شهور تعانى من تأغر فى غلق فتحة الرأس الأماميه,فيجب اعاده تقيم الحاله من قبل اخصائى اطفال.فربما بحاجه لعمل صوره طبقيه. الاستمرار في اعطائها الكالسيوم و فيتامين د.,entity_type_cooccurrence_same_qa,true
rel_seed_279e2b750ef0543e,chunk_00104,ahd5k_02476,TREATED_BY,ent_symptom_f51ef98950a2,قلق,Symptom,ent_treatment_23b78e4c5546,فيتامين د,Treatment,طفله عمرها عام و4شهور تعانى من تأغر فى غلق فتحة الرأس الأماميه,فيجب اعاده تقيم الحاله من قبل اخصائى اطفال.فربما بحاجه لعمل صوره طبقيه. الاستمرار في اعطائها الكالسيوم و فيتامين د.,entity_type_cooccurrence_same_qa,true
rel_seed_7ad2244a692dcc6f,chunk_00108,ahd5k_04444,TREATED_BY,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,ent_treatment_43526f78a371,مضاد حيوي,Treatment,سيلان الانف باستمرار,علاجات مضاد حيوي دون فايده,entity_type_cooccurrence_same_qa,true
rel_seed_91d68abf0a3b2f49,chunk_00108,ahd5k_04444,TREATED_BY,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,ent_treatment_34b849dbecc0,بخاخات الماء والملح,Treatment,سيلان الانف باستمرار,جرب بخاخات الماء والملح,entity_type_cooccurrence_same_qa,true
rel_seed_95c059b6f1660cdf,chunk_00108,ahd5k_04444,INVESTIGATED_BY,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,ent_test_84971d541245,خصائي الاطفال,Test,سيلان الانف باستمرار,لابد من عرضه على اخصائي الاطفال,entity_type_cooccurrence_same_qa,true
rel_seed_a68cc2159d1e7ffe,chunk_00109,ahd5k_00891,TREATED_BY,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,ent_treatment_307b31c3646d,فيتامين أ,Treatment,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,entity_type_cooccurrence_same_qa,true
rel_seed_bd9ae18fd338be79,chunk_00109,ahd5k_00891,TREATED_BY,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,ent_treatment_1d451938e684,فروتا,Treatment,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,entity_type_cooccurrence_same_qa,true
rel_seed_8d3b251d7509aca8,chunk_00110,ahd5k_01701,TREATED_BY,ent_diseasecondition_584b39abb33a,الكساح,DiseaseCondition,ent_treatment_23b78e4c5546,فيتامين د,Treatment,أهلا بحضرتك ..... نعم .. هناك أنواع من الكساح أو لين العظام,أهلا بحضرتك ..... نعم .. هناك أنواع من الكساح أو لين العظام تصنف بأنها ( Vit.D-Resistant Rickets ) ، أي لا تستجيب للعلاج بالجرعات المعتادة من فيتامين ( د ) ..,entity_type_cooccurrence_same_qa,true
rel_seed_c1ca5c9e0915a077,chunk_00110,ahd5k_02532,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_aa15c31ba83e,الرضاعة الطبيعية,Treatment,ليس مضرا و لكن قد يؤذي الام ينصح بعلاج الحلمات,ليس مضرا و لكن قد يؤذي الام ينصح بعلاج الحلمات,entity_type_cooccurrence_same_qa,true
rel_seed_7ed12ebb84b26013,chunk_00111,ahd5k_02569,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_ab5802cc2c0c,النضاد الحيوي,Treatment,التهاب في عينه بعد يومين من ولادته,يجب اخذ مسحة من هذه الافرازات بعيادة الطبيب وارسالها لعمل مزرعة لمعرفة نوع الميكروب. وفي بعض الحالات يحتاج الطفل لعلاج بالنضاد الحيوي عن طريق الفم الي جانب العلاج الموضعي ولمدة كافية للقضاء عالميكروب,entity_type_cooccurrence_same_qa,true
rel_seed_7122a3aef4e8ee3c,chunk_00111,ahd5k_02569,TREATED_BY,ent_diseasecondition_6ed57271807f,التهاب الحفاظ,DiseaseCondition,ent_treatment_ab5802cc2c0c,النضاد الحيوي,Treatment,التهاب الحفاظ,يجب اخذ مسحة من هذه الافرازات بعيادة الطبيب وارسالها لعمل مزرعة لمعرفة نوع الميكروب. وفي بعض الحالات يحتاج الطفل لعلاج بالنضاد الحيوي عن طريق الفم الي جانب العلاج الموضعي ولمدة كافية للقضاء عالميكروب,entity_type_cooccurrence_same_qa,true
rel_seed_d062820260e0b88b,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_fca1a888ae57,تنظيف اللثة,Treatment,حساسية,تنظيف اللثة,entity_type_cooccurrence_same_qa,true
rel_seed_d60bc765ef6059a6,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_948c17b9713d,النظافة اليومية,Treatment,حساسية,النظافة اليومية,entity_type_cooccurrence_same_qa,true
rel_seed_eabf6dabe4483b7e,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_48d78ab2fe1d,التفريش,Treatment,حساسية,التفريش,entity_type_cooccurrence_same_qa,true
rel_seed_873bf67f4d70ae95,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_451ebfb7cce2,التغذية,Treatment,حساسية,التغذية,entity_type_cooccurrence_same_qa,true
rel_seed_34040288d5ebf953,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_8b9d599f7475,الأسنان,DiseaseCondition,ent_treatment_fca1a888ae57,تنظيف اللثة,Treatment,الأسنان,تنظيف اللثة,entity_type_cooccurrence_same_qa,true
rel_seed_6e38cfec33dddee4,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_8b9d599f7475,الأسنان,DiseaseCondition,ent_treatment_948c17b9713d,النظافة اليومية,Treatment,الأسنان,النظافة اليومية,entity_type_cooccurrence_same_qa,true
rel_seed_7aa43825bf1a1ee9,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_8b9d599f7475,الأسنان,DiseaseCondition,ent_treatment_48d78ab2fe1d,التفريش,Treatment,الأسنان,التفريش,entity_type_cooccurrence_same_qa,true
rel_seed_9cf579c30d36be8b,chunk_00114,ahd5k_02966,TREATED_BY,ent_diseasecondition_8b9d599f7475,الأسنان,DiseaseCondition,ent_treatment_451ebfb7cce2,التغذية,Treatment,الأسنان,التغذية,entity_type_cooccurrence_same_qa,true
rel_seed_141b9acbdb0c5296,chunk_00116,ahd5k_04356,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,صداع,مراجعة طبيبك او اخصائي جراحه وجه و فكين,entity_type_cooccurrence_same_qa,true
rel_seed_938a3b9670527bd9,chunk_00116,ahd5k_04356,HAS_SYMPTOM,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,ضرس العقل,صداع,entity_type_cooccurrence_same_qa,true
rel_seed_88e6f3fee8de6995,chunk_00116,ahd5k_04356,HAS_SYMPTOM,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,ent_symptom_249d07021a1b,الام,Symptom,ضرس العقل,الام,entity_type_cooccurrence_same_qa,true
rel_seed_9858f932165f0bb3,chunk_00116,ahd5k_04356,TREATED_BY,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,ضرس العقل,مراجعة طبيبك او اخصائي جراحه وجه و فكين,entity_type_cooccurrence_same_qa,true
rel_seed_959ce061116b7eab,chunk_00116,ahd5k_04356,TREATED_BY,ent_symptom_249d07021a1b,الام,Symptom,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,الام,مراجعة طبيبك او اخصائي جراحه وجه و فكين,entity_type_cooccurrence_same_qa,true
rel_seed_cc52f0a3c44e4c1e,chunk_00117,ahd5k_00666,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_59d5c1de0b88,الدم,Symptom,التهاب في المثانة أو الإحليل,خروج الدم يعني وجود جرح في المثانة أو الإحليل,entity_type_cooccurrence_same_qa,true
rel_seed_582350660fdefde2,chunk_00117,ahd5k_00666,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,التهاب في المثانة أو الإحليل,تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان,entity_type_cooccurrence_same_qa,true
rel_seed_0ae73fd332d8583b,chunk_00117,ahd5k_00666,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_90baddc0bf15,العلاج,Treatment,التهاب في المثانة أو الإحليل,وبعدها يتحدد العلاج,entity_type_cooccurrence_same_qa,true
rel_seed_f03eb900aed1136f,chunk_00117,ahd5k_00666,INVESTIGATED_BY,ent_symptom_59d5c1de0b88,الدم,Symptom,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,خروج الدم يعني وجود جرح في المثانة أو الإحليل,تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان,entity_type_cooccurrence_same_qa,true
rel_seed_97d1e594827d57ad,chunk_00117,ahd5k_00666,TREATED_BY,ent_symptom_59d5c1de0b88,الدم,Symptom,ent_treatment_90baddc0bf15,العلاج,Treatment,خروج الدم يعني وجود جرح في المثانة أو الإحليل,وبعدها يتحدد العلاج,entity_type_cooccurrence_same_qa,true
rel_seed_ac3ec576edeab1c2,chunk_00118,ahd5k_00209,TREATED_BY,ent_diseasecondition_4ea30d57b62c,التصبغات السوداء,DiseaseCondition,ent_treatment_1479a48d3d42,الدواء,Treatment,التصبغات السوداء متنوعة المصدر منها ما هو خارجي,مضمضة الكلورهيكسيدين,entity_type_cooccurrence_same_qa,true
rel_seed_5c037243bbd1d459,chunk_00118,ahd5k_00209,TREATED_BY,ent_diseasecondition_30c063bfe92d,التسوس,DiseaseCondition,ent_treatment_1479a48d3d42,الدواء,Treatment,التسوس يكونه اسود اللون لكن يكون هناك نخر او تاكل في سطح السن,مضمضة الكلورهيكسيدين,entity_type_cooccurrence_same_qa,true
rel_seed_7dd0c20df6697b64,chunk_00119,ahd5k_00069,HAS_SYMPTOM,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_symptom_f4cf885a0447,سعال,Symptom,حساسية الصدر,سعال,entity_type_cooccurrence_same_qa,true
rel_seed_a9f3e2237d0dd4b9,chunk_00119,ahd5k_00069,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_f4cf885a0447,سعال,Symptom,التهاب,سعال,entity_type_cooccurrence_same_qa,true
rel_seed_3d58af2c2822fe4e,chunk_00121,ahd5k_02986,HAS_SYMPTOM,ent_diseasecondition_2de63ce5404a,الجيب اللثوي,DiseaseCondition,ent_symptom_8837f8fd35f4,الجيب اللثوي,Symptom,لدي جيب لثوي بين الضاحك والضرس,لدي جيب لثوي بين الضاحك والضرس,entity_type_cooccurrence_same_qa,true
rel_seed_0b1544df14388856,chunk_00121,ahd5k_02986,TREATED_BY,ent_diseasecondition_2de63ce5404a,الجيب اللثوي,DiseaseCondition,ent_treatment_f60ee3a3269a,الجيب اللثوي,Treatment,لدي جيب لثوي بين الضاحك والضرس,قد تحتاج ازاله التلبيس و عمل جراحة بسيطة للجيب اللثوي و بعدها يتم وصع تاج جديد بعد شهر و اكيد وقتها رح تشعر بالتحسن ان شالله,entity_type_cooccurrence_same_qa,true
rel_seed_467dd3387c362920,chunk_00121,ahd5k_02986,TREATED_BY,ent_symptom_8837f8fd35f4,الجيب اللثوي,Symptom,ent_treatment_f60ee3a3269a,الجيب اللثوي,Treatment,لدي جيب لثوي بين الضاحك والضرس,قد تحتاج ازاله التلبيس و عمل جراحة بسيطة للجيب اللثوي و بعدها يتم وصع تاج جديد بعد شهر و اكيد وقتها رح تشعر بالتحسن ان شالله,entity_type_cooccurrence_same_qa,true
rel_seed_f29c5bdb73a92f5c,chunk_00123,ahd5k_04942,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_f4cf885a0447,سعال,Symptom,علاج الاسنان و اللثة قبل البدء في تقويم الاسنان,سويت تقويم أسنان و الدكتور الي أشتغل عنده مهمل بس ركب تقويم وخلع ضرس ما نظف لي أي سن و لا شال أي سوسة من أضراسي الخلفية,entity_type_cooccurrence_same_qa,true
rel_seed_7f2eafeaf08e65db,chunk_00124,ahd5k_00222,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_2466e618d2bf,باندول فولت فاست,Treatment,ام حادة في الراس,باندول فولت فاست,entity_type_cooccurrence_same_qa,true
rel_seed_7ce02234253ff02e,chunk_00127,ahd5k_02470,TREATED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_treatment_104bb0a91d5a,تيليفاست,Treatment,نوع من أنواع الحساسية,مضاد للهيستامين مثل تيليفاست,entity_type_cooccurrence_same_qa,true
rel_seed_18bc626fa57795d5,chunk_00127,ahd5k_04235,DIAGNOSED_BY,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,التهاب القصبات,فحص طبي للوقوف على تفاصيل أكثر,entity_type_cooccurrence_same_qa,true
rel_seed_e728c264d45c355a,chunk_00127,ahd5k_04235,DIAGNOSED_BY,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,التهاب القصبات,فحص طبي للوقوف على تفاصيل أكثر,entity_type_cooccurrence_same_qa,true
rel_seed_250a965266e9f068,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_c01e00eb5c72,صداع التوتر,Symptom,التهاب,صداع التوتر,entity_type_cooccurrence_same_qa,true
rel_seed_c2943b8ade152f02,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,التهاب,صداع,entity_type_cooccurrence_same_qa,true
rel_seed_31a82795f91f4042,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_d713f64368d3,ضغط,Symptom,التهاب,ضغط,entity_type_cooccurrence_same_qa,true
rel_seed_e9bab8e07da14849,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_symptom_38888a2188fe,القلق,Symptom,التهاب,القلق,entity_type_cooccurrence_same_qa,true
rel_seed_e29f1c7175b3173d,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,ent_symptom_c01e00eb5c72,صداع التوتر,Symptom,التهاب السحايا,صداع التوتر,entity_type_cooccurrence_same_qa,true
rel_seed_3d467dae60e3e704,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,التهاب السحايا,صداع,entity_type_cooccurrence_same_qa,true
rel_seed_6f56c8e72678014e,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,ent_symptom_d713f64368d3,ضغط,Symptom,التهاب السحايا,ضغط,entity_type_cooccurrence_same_qa,true
rel_seed_fc38188df7343d8e,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_d9b91988beb9,التهاب السحايا,DiseaseCondition,ent_symptom_38888a2188fe,القلق,Symptom,التهاب السحايا,القلق,entity_type_cooccurrence_same_qa,true
rel_seed_78edba0f5306998d,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_aacab021c9d4,الصداع النصفي,DiseaseCondition,ent_symptom_c01e00eb5c72,صداع التوتر,Symptom,الصداع النصفي,صداع التوتر,entity_type_cooccurrence_same_qa,true
rel_seed_55bc83f6197c5ba2,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_aacab021c9d4,الصداع النصفي,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,الصداع النصفي,صداع,entity_type_cooccurrence_same_qa,true
rel_seed_5b5d0a9e024f6824,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_aacab021c9d4,الصداع النصفي,DiseaseCondition,ent_symptom_d713f64368d3,ضغط,Symptom,الصداع النصفي,ضغط,entity_type_cooccurrence_same_qa,true
rel_seed_12d9f0b83edf0236,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_aacab021c9d4,الصداع النصفي,DiseaseCondition,ent_symptom_38888a2188fe,القلق,Symptom,الصداع النصفي,القلق,entity_type_cooccurrence_same_qa,true
rel_seed_68297259b6f0227a,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,ent_symptom_c01e00eb5c72,صداع التوتر,Symptom,التهاب الجيوب الأنفية,صداع التوتر,entity_type_cooccurrence_same_qa,true
rel_seed_fc5afd3631ff5eb3,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,التهاب الجيوب الأنفية,صداع,entity_type_cooccurrence_same_qa,true
rel_seed_3f9dbbea6fdd8f6f,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,ent_symptom_d713f64368d3,ضغط,Symptom,التهاب الجيوب الأنفية,ضغط,entity_type_cooccurrence_same_qa,true
rel_seed_4ee2df987aef8dab,chunk_00128,ahd5k_02662,HAS_SYMPTOM,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,ent_symptom_38888a2188fe,القلق,Symptom,التهاب الجيوب الأنفية,القلق,entity_type_cooccurrence_same_qa,true
rel_seed_40cb578f93cb39f4,chunk_00129,ahd5k_02023,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_9b5bfe80cea0,دواء تلفاست أ سيرين,Treatment,التهاب الأعصاب الطرفية,تناول دواء تلفاست أ سيرين,entity_type_cooccurrence_same_qa,true
rel_seed_3f4982f6189908c2,chunk_00129,ahd5k_02023,TREATED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_treatment_6daeffa55a15,نيوروتين,Treatment,التهاب الأعصاب الطرفية,دواء نيوروتين,entity_type_cooccurrence_same_qa,true
rel_seed_10419bfc02a8d50a,chunk_00129,ahd5k_02023,TREATED_BY,ent_diseasecondition_28f5fc799e65,فرط الحساسية,DiseaseCondition,ent_treatment_9b5bfe80cea0,دواء تلفاست أ سيرين,Treatment,فرط الحساسية,تناول دواء تلفاست أ سيرين,entity_type_cooccurrence_same_qa,true
rel_seed_007ba0218fe220b4,chunk_00129,ahd5k_02023,TREATED_BY,ent_diseasecondition_28f5fc799e65,فرط الحساسية,DiseaseCondition,ent_treatment_6daeffa55a15,نيوروتين,Treatment,فرط الحساسية,دواء نيوروتين,entity_type_cooccurrence_same_qa,true
rel_seed_e970be45ddb963ae,chunk_00130,ahd5k_00114,DIAGNOSED_BY,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ent_test_c4cfd2d6468c,اشعة,Test,التهاب,اجراء صورة اشعة عادية للحوض,entity_type_cooccurrence_same_qa,true
rel_seed_3c3cf7e19ecf075e,chunk_00130,ahd5k_03565,DIAGNOSED_BY,ent_diseasecondition_ddc87069534f,نقص الحليب,DiseaseCondition,ent_test_dd68aa784555,تحاليل مخبرية,Test,نسبه هرمون الحليب,اجراء تحليل بالدم,entity_type_cooccurrence_same_qa,true
rel_seed_592ebf6b9da49c19,chunk_00131,ahd5k_00507,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_450cbdcb87da,الطبيب,Treatment,صداع فى الرأس وشعور بحرارة فى الرأس وفى العين,من الافضل والاجدى اذا وجد ضرس غقل او اكثر مطمور ان تبادرى لازالتهم وذلك لدى طبيب اسنان متمرس,entity_type_cooccurrence_same_qa,true
rel_seed_1c9f7f63ec8034e7,chunk_00131,ahd5k_00780,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_450cbdcb87da,الطبيب,Treatment,صداع يختلف حدته من خفيف إلى قوي جدا,مراجعة طبيب اعصاب وذلك لاتمام الفحص السريري و التاكد من التشخيص,entity_type_cooccurrence_same_qa,true
rel_seed_f7f26f23fb811356,chunk_00131,ahd5k_00780,HAS_SYMPTOM,ent_diseasecondition_00247d3d5c80,الصداع التوتري,DiseaseCondition,ent_symptom_b754f1a1e5a8,صداع,Symptom,قد يكون لديك نوع من الصداع يسمى بالصداع التوتري,صداع يختلف حدته من خفيف إلى قوي جدا,entity_type_cooccurrence_same_qa,true
rel_seed_36b4ef84647ab9f3,chunk_00131,ahd5k_00780,TREATED_BY,ent_diseasecondition_00247d3d5c80,الصداع التوتري,DiseaseCondition,ent_treatment_450cbdcb87da,الطبيب,Treatment,قد يكون لديك نوع من الصداع يسمى بالصداع التوتري,مراجعة طبيب اعصاب وذلك لاتمام الفحص السريري و التاكد من التشخيص,entity_type_cooccurrence_same_qa,true
rel_seed_338dc32320f16408,chunk_00131,ahd5k_01058,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_450cbdcb87da,الطبيب,Treatment,صداع لايزول بالمسكنات,ذهبت لأفضل أخصائي أنف وأذن وحنجرة,entity_type_cooccurrence_same_qa,true
rel_seed_4c33ff1b89cf3eef,chunk_00131,ahd5k_01058,INVESTIGATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_test_e668861db259,الصور الشعاعية,Test,صداع لايزول بالمسكنات,قد يطلب صور شعاعية للرأس من ضمن فحوص أخرى,entity_type_cooccurrence_same_qa,true
rel_seed_cd373b1fd2476989,chunk_00131,ahd5k_03689,TREATED_BY,ent_symptom_b754f1a1e5a8,صداع,Symptom,ent_treatment_450cbdcb87da,الطبيب,Treatment,صداع دائم,أنصحك بمراجعة أخصائي الأمراض الداخلية,entity_type_cooccurrence_same_qa,true
rel_seed_51fa10efcc137cb2,chunk_00132,ahd5k_00804,HAS_SYMPTOM,ent_diseasecondition_88a350b88c4d,عضلات الصدر,DiseaseCondition,ent_symptom_f51ef98950a2,قلق,Symptom,الافضل مراجعة طبيب,شعورى بقبضة فى صدرى تستغرق بضعة ثوانى ويصاحبها ضيق فى التنفس ....كان يتكرر هذا الموضوع معى من فترة الى اخرى ثم اصبح يوميا ثم يقل تدريجيا ولكنى مازلت...,entity_type_cooccurrence_same_qa,true
rel_seed_41120cbf8a65837a,chunk_00133,ahd5k_04468,DIAGNOSED_BY,ent_diseasecondition_5490429a16c5,انزلاق غضروفي عنقي,DiseaseCondition,ent_test_c4cfd2d6468c,أشعة,Test,ينصح لك بصورة اشعة للعنق، هذه العلامات تشير الى انزلاق غضروفي عنقي (في الرقبة) غالبا بين الخامسة و السادسة العنقية,ينصح لك بصورة اشعة,entity_type_cooccurrence_same_qa,true
