query_id,query,query_group,reference_answer,category,ahd_row_index,sampling_seed,annotation_status
unseen100_082,ما هي الأطعمة التي تحتوي على الغلوتين؟ وما هي الأغذية الخالية من الجلوتين,unseen_random_stratified_100,"الغلوتين هو بروتين يوجد في الحبوب مثل القمح، والشعير، والشوفان، ويساعد على تماسك العجين والحفاظ على هيئته، ومن الأطعمة التي تحتوي على الجلوتين ما يأتي:

الخبز المصنوع من القمح والشعير.
البسكويت والمعجنات.
البيتزا.
الباستا والمعكرونة.
الحبوب المحضرة مثل الإفطار السريع والشوفان المحضر.
الصلصات والتوابل المحضرة تجارياً.
الحلويات والكعك والبسكويت المصنوعة من القمح والشعير.

أما بالنسبة للأطعمة الخالية من الغلوتين فتتمثل بجميع الأطعمة الأخرى غير المذكورة، ومنها الآتي:

الأرز والأرز الأسمر.
البطاطا.
اللحوم والدواجن والأسماك والمأكولات البحرية.
الفواكه والخضروات والأعشاب.
البقوليات مثل الفاصوليا والعدس والحمص.
الأطعمة المصنوعة من الدقيق الخالي من الغلوتين، مثل الخبز والبسكويت المصنوع من الأرز والذرة والبطاطا.
الألبان ومنتجات الألبان.

للمزيد:

الأطعمة المناسبة لمرضى حساسية الغلوتين
ما هو أفضل دقيق خالي من الغلوتين",كيمياء حيوية,807658,20260727,source_answer_reference_not_human_adjudicated
unseen100_083,"السلام عليكم ورحمه الله وبركاته
لو سمحت انا شاب فى الثامنه والعشرون وكنت اعانى من فتره ليست بقصيرة بمراره فى الحلق مع زياده فى إفرازات اللعاب ومرارته لدرجه الاستيقاظ من...",unseen_random_stratified_100,هناك اسباب كثيرة لمرارة الفم مثل تعاطي بعض الأدوية والكثير الرجاء الفحص حتي يتبين السبب,أمراض الفم,113339,20260727,source_answer_reference_not_human_adjudicated
unseen100_084,كيف تعرف ان الغدد اللمفاوية متضخمة عندك اذاكنت شاك انك مصاب بالإيدز وهل الحرقة في اﻻذرع والسقان والفخذ اليسري والصدر والالم في الوجه عند اﻻنحناء الي اﻻمام من اﻻعراض,unseen_random_stratified_100,"بسم الله
التضخم سهل ولكن لماذا الغلبة اذهب الى قسم الباطني واعمل كشف وبدون دوخة",أخبار الطبي,715294,20260727,source_answer_reference_not_human_adjudicated
unseen100_085,"انا بنت 22 سنة لدي سن ينزل من سقف حلقي صف تاني وراء الناب الايسر
ونابي الايسر اصغر من جميع اسناني الاخرى واصغر من نابي الايمن",unseen_random_stratified_100,انتِ بحاجة الى عمل اشعة بانوراما ... قد يكون لديك تزاحم في الاسنان بسبب ضيق حجم الفك او كبر حجم الاسنان ...و بالتالي انتِ بحاجة الى تقويم الاسنان ... واما الناب الايسر الصغير فقد يكون لبنيا و الدائم مطمور .... و هذا سيظهر في اشعة البانوراما ... و ان ثبت ذلك فان المطمور اما ان يتم خلعه او يتم يتم سحبه جراحيا بعد خلع الناب اللبني,طب الأسنان,388614,20260727,source_answer_reference_not_human_adjudicated
unseen100_086,مولود لديه تشوهات فتحات في القلب وسقف الحلق وصغر الفك السفلي وقصر الرقبة وهو عالاكسجين من الانف منذ 30 يوما وعند ازالته يتعب جدا ويزرق ما مصير الحاله وتقييمها طبيا,unseen_random_stratified_100,هذه متلازمه موصوفه كعيب خلقي -العلاج تحفظي -من طبيب القلب التجميل-العنايه المركزه- -والمتابعه والنتائج ليست مشجعه للاسف لطبيعة المتلازمه,صحة الطفل,649525,20260727,source_answer_reference_not_human_adjudicated
unseen100_087,السلام عليكم ولدت طفلي فتره الحمل ٨اشهر ٤ايام ولاده طبيعيه بعدها اصبح ابو صفار كان١١ واصبح ٨ وزنه كلوين وربع وحولان دكتور ع حليب بريمالاك وبعدها تقيئ الطفل نستمر عليه...,unseen_random_stratified_100,مافى مشكلة من تغير الحليب حتى يتقبلة الطفل,أمراض الأطفال,174762,20260727,source_answer_reference_not_human_adjudicated
unseen100_088,ﺍﻟﺴﻠﺍﻡ ﻋﻠﻴﻜﻢ ﺍﻟﺮﺟﺎﺀ ﺍﻟﺎﺟﺎﺑﺔ ﻋﻠﻰ اسئلتي,unseen_random_stratified_100,قد يكون التخصص الذي تذكره خطاء، فلا يصل السؤال للطبيب المناسب.,تاريخ الطب,740119,20260727,source_answer_reference_not_human_adjudicated
unseen100_089,"السلام عليكم ورحمة الله وبركاته
هل من الممكن ان يتم الحمل لامراءة لديها تشوه خلقي بالرحم بعبارة اخرى ان شكل رحمي مثل القلب اي ما يسمى بالقرنين وانا عمري 39...",unseen_random_stratified_100,"سيدتى
نعم ان الحمل ممكن ولكن نسبه الاجهاض تكون مرتفعه ولكن عليك الاسراع بالحمل كون عمرك اشرف على الاربعين وبعد الحمل نتعامل مع الرحم وممكن جدا ان نعمل غرزه على عنق الرحم قد تساعد فى عدم الطرحالاردن
كما ويسنى الاشراف عليك وفى الواقع لدى مواطنه امريكيه من كولورادو انهت للتو عمل اطفال الانابيب وهى حامل وهى الان تحضر للرجوع الى امريكا والله الموفق",تشوهات خلقية,772600,20260727,source_answer_reference_not_human_adjudicated
unseen100_090,انا بقدر جهودكم بالموقع واتمنى من الله يجازيكم الف خير .. سؤالي هو انا في تاخر بخروج البول وروحت على المستشفى بحاله طارئه لاستخراج البول وتم عمل فحص بول ودم...,unseen_random_stratified_100,"التوتر بحد ذاته هو سبب رئيسي للمشاكل البوليه..
انصحك بزيادة شرب السوائل......
كما انصحك ان تعود نفسك الذهاب للتبول كل ثلاثة ساعات مثلا.....",جراحة المسالك البولية,758897,20260727,source_answer_reference_not_human_adjudicated
unseen100_091,"السلام عليكم
لاحظت أن صدري منتفخ قليلا من الجهة اليسري لا أحس بألم ما مع العلم أني أمارس رياضة كمال الأجسام هده الأيام
لكن أحس بألم في أصابع يدي اليمنى...",unseen_random_stratified_100,لا داعي للقلق ولكن ينبغي اجراء فحص طبي لمعرفة طبيعة الانتفاخ وحجمه وامتداده وهل هو عضلي أو من أنسجة أخرى مجاورة,جراحة القلب والشرايين,757734,20260727,source_answer_reference_not_human_adjudicated
unseen100_092,السلام عليكم اريد انا اسال عن حبه طالعه عندي في الثدي الايسر وحركتها وخرجة اشوي اوصاخ انا متخوفه من الحبه,unseen_random_stratified_100,سلام عليكم ورحمة الله وبركاته. غالبا هي شيء حميد ولكن أفضل مراجعة طبيب جراح للفحص و تشخيص,جراحة عامة,113069,20260727,source_answer_reference_not_human_adjudicated
unseen100_093,السلام عليكم دكتور، ما هو الفرق الدقيق بين الغشاء المشرشر والغشاء المسنن، وهل يمكن أن يكون الغشاء المسنن مطاطيا أو سميكا ؟ بمعنى هل يكون سيلان الدم في المسنن.. أرجو...,unseen_random_stratified_100,الفرق فقط فى الشكل اما الاتنين يتم نزف دم منهم اثناء الفض والغشاء المطاطى لا يتم معرفته الا بعد محاوله الفض فقط,الصحة الجنسية,328984,20260727,source_answer_reference_not_human_adjudicated
unseen100_094,سالت عن بقى الكحول بالدم والبول علما باني مقدم ع وظيفة وتناولت بمقدر نص كوب هل يظهر وهل يكتشفها الاجهزة الحديثة وما الحل ارجوكم افيدوني لاني قلق وانتظر هذا الوظيفة...,unseen_random_stratified_100,اطمئن، لا يبقى أثر الكحول لهذه المدة.,علم السموم,776643,20260727,source_answer_reference_not_human_adjudicated
unseen100_095,"لدي حصوة بالكلية اليمني مقدارها 8.3 ملليمتر اكتشفتها بالأشعة التليفزيونية منذ اسبوعين , وأريد القضاء عليها ان شاء الله بدون جراحة ..ماذا علي أن أفعل وأنا سيدة فوق الأربعين سنا",unseen_random_stratified_100,"عليك مراجعة اختصاصي المسالك البوليه
والتباحث معه حول امكانية تفتيتها بالاشعه الصادمه من خارج الجسم وبدون جراحه",أمراض المسالك البولية والتناسلية,593575,20260727,source_answer_reference_not_human_adjudicated
unseen100_096,اريد اعرف ماهى الحقيق العلمى فى ولدت الطفل داخل كيس اوغشاء عند ولداته,unseen_random_stratified_100,"تكون الولاده بعد انفجار كيس او غشاء الماء حول الجنين الذي يحتوي على السائل الامنيوسي. فاذا ولد الجنين داخل الكيس فعادة\"" يكون هذا فقط جزء من الكيس وليس له اي منافع او اضرار",علم الأجنة,802706,20260727,source_answer_reference_not_human_adjudicated
unseen100_097,ماهي مضار ادوية الكورتيزون وماهي فوائدها افيدوني بارككم الله,unseen_random_stratified_100,"مضار الكوربتيزون : ارتفاع السكر و الضغط و هشاشه العظام و تخزين السوائل بالجسم
فوائد الكورتيزون حسب الغرض من الاستعمال",أمراض الغدد الصماء,753340,20260727,source_answer_reference_not_human_adjudicated
unseen100_098,يوجد لدي بقع بلون الاحمر مع حكه على ظهر يدي وعلى جفون عيني وعلى انفي ولا اعرف ما السبب,unseen_random_stratified_100,لابد من عمل تحاليل شامله تشمل الحساسيه والروماتيزم,أرجية حساسية,385955,20260727,source_answer_reference_not_human_adjudicated
unseen100_099,السلام عليكم .. لقد اشتريت مؤخرا سيروم للشعر zero frizz .. و سمعت انه يعالج تقصفه و هيشانه لان شعرى ضعيف و بيتقصف وناشف خالص برغم انه ف الاصل ناعم...,unseen_random_stratified_100,أفضل طريقة لاستخدام السيرم هي اتباع الإرشادات المكتوبة على ورقة الإرشادات المرفقة مع الدواء.,البشرة والجمال,762992,20260727,source_answer_reference_not_human_adjudicated
unseen100_100,هل الكركديه مضر للمرأة الحامل؟ام مفيد لها ولجنينها؟,unseen_random_stratified_100,شراب الكركديه له فوائد كثيرة للجسم، وأظهرت الأبحاث التي أجريت على أزهار واوراق الكركدية انها تهدئ من تقلصات الرحم وبالتالي تعمل على تثبيت الحمل ولا تضر به.,كيمياء,785888,20260727,source_answer_reference_not_human_adjudicated
