question,answer,entity_type,canonical_name
اعاني من مشلكه ف ضربات قلبي كل تقريبا خمس دقايق بحس وكأن قلبي وقف وعمل زي دربكه وضربات سريعه لمده ثلاته او اربعه ثواني ويعود لطبيعته وهذا بصفه مستمره كل...,عليك بمراجعه الطبيب و عمل تخطيط القلب لمعرفه نوع اضطراب النبضات و علاجه,Test,تخطيط القلب
"السلام عليكم
أنا والدي ياخذ جلسات كيماوي بعد استئصال ورم في القولون
الجلسه الثانيه كانت متعبه عكس الاولى باقي اربع جلسات هل سيكون تاثيرها اقل ام اقوا
تعب كثير مع...",على حسب نوع العلاج الكيماوى وسن الوالد ونوع الورم لابد من اعطائنا كل المعلومات لنفيدك,Treatment,العلاج الكيماوى
اعاني من مرض الحزاز كيف يتم علاجه,سؤالك عام جدا وليس هناك تحديد ولا شرح عن ما تعاني منه وفي اي جزء من الجسم غالباً ما تكون الحالة خفيفة وقد لا تحتاج معالجة أو فقط استعمال ستيروئيدات قشرية موضعية ذات فعالية منخفضة لذا يجب عرض الموضوع على طبيب جلد لتأكيد التشخيص وفحص حجم الاصابة ونوعها لأعطاء العلاج المناسب والصحيح,DiseaseCondition,الحزاز
ما فائده تناول فصين من الثوم على الريق ؟؟؟ هل يضر المعده ؟ هل يذيب الدهون ويزيل الكرش ؟؟ هل تنصحووني به ؟ والي متى استمر عليه علما انو الكولسترول...,هذه وصفات شعبية ليس لها دراسات ولا أرقام تدعمها، ولكنها بالتأكيد مفيدة في كل ما ذكرت، ولكن بدون أرقام، ولعلاج الكولسترول يجب عليك بالإضافة للأعشاب والعلاجات الطبيعية أيضاً تناول الأدوية من الستاتينات حسب وصفة الطبيب المعالج.كذلك و يجب تخفيف وزنك اذا كنت تعاني من السمنه و قد تكون رياضة المش مفيدة لك,Treatment,الثوم
نفسي كريه جدا علي مدار الوقت ويوجد عندي غازات كثيره تخرج مني ورائحتها كريها وحاسس بشئ في زوري يطلع وينزل وحرقان بعد اوقات,أهم خطوة في العلاج هو معرفة المسبب ... فلا بد من تشخيص الحالة اولا و هناك عدة اسباب قد يكون مصدرها الفم مثل النخور و التهاب اللثة ...و مناطق اخرى مثل الجيوب الانفية و المعدة و الرئتين... بشكل عام اكثر مصدر لرائحة الفم شيوعا هو اللسان ... فالتنظيف الجيد للسان باستعمال اداة خاصة تبااع في الصيدليات Tongue cleanerللفم مهم... و التفريش الجيد باخذ وقت كاف بحدود 3-5 دقائق و قبلها استعمال خيط الاسنان الطبي بين جميع الاسنان للتاكد من عدم وجود بقايا طعام ... .... و في النهاية استعمال مطهر فموي طبي يحتوي على مادة الكلروهيكسيدين Chlorhexidine Gluconate .12 % لمدة اسبوعين يمكنك استعماله كغرغرة للحلق كذلك,Symptom,رائحة الفم
ماسبب الوهن العام والدوخةوتسارع ضربات القلب والاحساس بالتقيؤ,"هناك اسباب عديدة للوهن العام وللدوخة منها ما يتعلق بالجهلز الهضمي او بضغط فقرات عظام الرقبة على الاعصاب او اي خلل يتعلق بالكلاوي وعملها
ارجوك اشرح لي الحالة بالتفصيل العمر والجنس والتاريخ الصحي كي استطيع ارشادك او استشر طبيب فالمعاينة المباشرة افضل في وضعك لعمل الفحص السريري اولا قبل الفحوصات المخبرية",Symptom,الوهن العام
تعرضت لولادة مبكرة منذ 6 شهور ، حيث تمت الولادة بالشهر السابع و فقدت الجنين و إلى الان لم تتحسن نفسيتي اشعر انني اصبحت حساسة جداً و ابكي لأتفه الاسباب...,العلاج بأن تحملي الان,DiseaseCondition,ولادة مبكرة
انا سيده اعاني من كبر بطني بشكل غير طبيعي فهل هذا مؤشر لمرض معين وان لو يكن كذالك فكيف اصغر من حجمها,يعود كبر الكرش الى العادات الغذائية السيئة والأكل الزائد عن الحاجة وتناول الدهون والنشويات والسكريات ن وأفضل طريقة لعلاج الكرش هي تغيير عادة الأكل والإعتماد على الخضروات الخضراء بدون زيت وممارسة تمارين رياضية وارتداء حزام حول البطن لتصغير حجم المعدة وممارسة شد البطن ن ويمكن اللجوء الى عملية جراحية لربط المعدة,DiseaseCondition,كبر الكرش
تاخر الدوره الشهريه ٩ ايام لاول مره وظهر ف الاختبار المنزلي سلبي ع ٧ ايام,راجعي للفحص,DiseaseCondition,تاخر الدوره الشهريه
عند الاتكاء على جنبي جهة اليسار من ٥ ل ١٠قايق يحدث معي الم شديد في الصدر على نفس الجهة اشبه بي تشنج العضلات. راجعة دكتور شخصني بدن تخطيط ولا صور...,مسببات الالم في الصدر ناحية اليسار وخصوصا عند الاتكاء ، كثيرة منها تقلص عضلات القفص الصدري ، تقلص عضلات الرقبة وخشونة فقراته ، كما ان التهاب الغشاء البلوري للرئة او الغشاء التاموري الذي يغلف القلب ، عموما انصح بعمل تخطيط قلب للاطمئنان واستشارة طبيب روماتيزم,Test,تخطيط قلب
هل 30 مليون حيوان منوى فى المل كاف لحدوث حمل طبيعى,"طبعا فان هذا العدد يكفي تماما
اذا كانت العلامات الاخرى طبيعيه",Test,30 مليون حيوان منوى فى المل
اشعر بالحرق اثناء البول ولدي التهابات شديدة هل هذا يعني اني لم اعد املك القدرة على جلب الاولاد وما العلاج,لا علاقة للموضوع بالانجاب ، عليك علاج الالتهابات وستعودين كما كنت، راجعي اختصاصي/ة نسائية,DiseaseCondition,التهابات شديدة
انا عمري ٢٣ سنة الدكتورة شكت انو عندي مرض بهست فعملت تحليل vitesse de sedimentation و طلع عادي و عملت كمان تحليل hla-b27 و طلع سلبي فحبيت اعرف اذا عندي...,"ما هي متلازمة بهجت؟
وتتميز تقليديا متلازمة بهجت بوصفها ثالوث الأعراض التي تشمل المحاصيل المتكررة من تقرحات الفم (قرح القلاعي) ، القرح التناسلية ، والتهاب منطقة متخصصة حول. ويسمى التهاب في منطقة العين ، التهاب القزحية. هو أيضا متلازمة بهجت يشار إليه أحيانا باسم مرض بهجت.
ما هي أعراض متلازمة بهجت؟
أعراض متلازمة بهجت تعتمد على المنطقة المتأثرة من الجسم. يمكن لمتلازمة بهجت ان تشمل التهاب مناطق كثيرة من الجسم. وتشمل هذه المجالات في الشرايين التي تمد الدم إلى أنسجة الجسم. متلازمة بهجت يمكن أن تؤثر أيضا على الأوردة التي تأخذ الدم إلى الرئتين لتجديد محتوى الاكسجين. مناطق أخرى من الجسم يمكن أن تتأثر التهاب متلازمة بهجت تشمل الجزء الخلفي من العين (الشبكية) ، والدماغ والمفاصل والجلد والأمعاء.
الفم والأعضاء التناسلية تقرحات مؤلمة عموما وتتكرر (تقرحات سطحية كثيرة في نفس الوقت). وهي تتراوح في حجمها من بضعة ملليمترات الى 20 ملليمترات في القطر. وتحدث تقرحات الفم على اللثة واللسان والبطانة الداخلية من الفم. والقرح التناسلية تحدث في كيس الصفن والقضيب من الذكور والفرج من النساء ، ويمكن أن تترك ندبات.
يمكن التهاب في العين ، والتي يمكن أن تنطوي على الجزء الأمامي من العين (العنبية) تسبب التهاب القزحية ، أو الجزء الخلفي من العين (الشبكية) تسبب التهاب الشبكية ، يؤدي إلى العمى. اعراض التهاب العين وتشمل الألم ، وعدم وضوح الرؤية ، وتمزيق ، واحمرار ، وألم عند النظر في الأضواء الساطعة. ومن المهم جدا للمرضى لهذه المنطقة الحساسة للمراقبة من جانب التخصصي للعيون (طبيب عيون)..
يمكن التقرحات تحدث في أي مكان في الامعاء والمعدة الكبيرة أو الصغيرة في المرضى الذين يعانون من مرض بهجت.
كيف يتم تشخيص متلازمة بهجت؟
يتم تشخيص متلازمة بهجت استنادا إلى الحقائق من تقرحات الفم المتكررة جنبا إلى جنب مع أي اثنين من التالي : التهاب العين ، وتقرحات الأعضاء التناسلية ، أو تشوهات الجلد المذكورة أعلاه. ودعا اختبار خاص للجلد . هذا الاختبار يتكون من وخز جلد الساعد بإبرة معقمة. يسمى اختبار الإيجابية
بالاضافة الى الرنين المغنطيسي
الدكتورة عملت لك الفحص لانها ربما رأت انك تعاني من الم في المفاصل او ورم في المفاصل بالاضافة الى فحص ال du sang ( in English is ESR ) لمعرفة اذا كنت تعاني من امراض معينة",DiseaseCondition,مرض بهست
اصبت بكسر في منطقة الحوض و قمت بإجراء عملية بلاتين في منطقة الكسر مع العلم اني متزوجة منذ 6 شهور و انكسرت في اول اسبوع زواج هل الادوية التي اخذتها...,"عزيزتي
في الغالب جميع الأدوية التي نستعملها في مثل حالتك ليس لها تأثير على الخصوبة ولا تمنع الحمل... بالتوفيق ان شاء الله",DiseaseCondition,كسر في منطقة الحوض
الدورة الشهرية كانت منتظمة ولكن منذ بداية هذا العام اصبحت تأتيني كل 27 او 29 او28 ولكن الاكثر كان27 يوم ثم جاتتني شهر 6 يوم24 وشهر7 يوم28 وشهر 8 يوم24...,طالما الاختلاف لا يتجوز ٥ يوم لا تقلقي طبيعي وليس له تاثير على الحمل,DiseaseCondition,الدورة الشهرية
من فترةاعاني من ارتفاع وانخفاض سرعة نبضات القلب وبعض الاحيان يصاحبهاضيق تنفس واستيقظت من النوم استطيع الاحساس بأن نبضات قلبي ضعيفة واحس بحمل ثقيل في صدري واحسست بان اطرافي ضعيفة...,لا داعي للقلق ولكن ينبغي عمل تخطيط كهربي للقلب لتحديد نوع التسارع وسببه ومن ثم الأسلوب الأمثل لعلاجه,Test,تخطيط كهربي للقلب
هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,ننصحك بمتابعه الحمل لدى طبيبك النسائيه وكذلك اجراء فحص رباعي الابعاد لسلامه الجنين في الشهر الثالث والخامس من الحمل للاطمئنان على سلامه الجنين,Treatment,أقراص ميزوتاك
"تعرضت حامل الاشعه للرأس خمس مرات متتاليه ولم تعلم انها حامل وهي في بدايه الحمل الان هل تؤثر الاشعه على الجنين؟
وشكرا",تاثير الاشعة على الحمل في الاشهر الاولى يتضمن اما ان يكون الحمل ضعيف ولايستمر اصلا او ان يكون الحمل سليم من اي تاثيرات ويكمل بالسلامة لذا لاداعي للقلق طالما الحمل مستمر .,Test,الاشعه للرأس
هل يوجد شئ غير الخصيتين داخل كيس الصفن اشعر بشي غير الخصيتين داخل الكيس لا تسبب اى الم حتى بعد الضغط عليها ترى ماذا تكون ؟,"يحتوي كيس الصفن على:

الخصيتين
البربخ
الاوعية الناقلة للحيوانات المنوية
اوعية دموية

 
الشعور ب أي شيء آخر قد يكون بسبب:

 التهاب البربخ
توسع بالاوعية الدموية ما يسمى ب دوالي الخصية
كيس او كتلة

 
عليك ب مراجعة طبيب المسالك البولية، لاخد تاريخ مرضي، واجراء فحص سريري، و صورة تلفزونية (التراساوند).
 
للمزيد:

خمسة أسئلة يتحرج الرجال من سؤالها للطبيب
أمور تضر بصحة الحيوانات المنوية

المرجع:

Scrotum
Scrotum Masses",DiseaseCondition,دوالي الخصية
عمري19 اعاني تقريبا من 3سنوات التهاب حاد في المعدة ويذهب ويعود مرة أخرى لكن في اللآونه الاخيرة اعاني الم في اعلى معدتي الى الاسفل جهه اليسار يزداد بشدة وخاصة اللحوم...,غالبا هناك مشكلة تحسسية من بعض الأطعمة في المعدة يفضل محاولة معرفتها وتجنبها,DiseaseCondition,التهاب حاد في المعدة
ما أسباب الشعور بالحرارة في المعدة ؟,اسباب الشعور بالحراره وتكرار الالم في المعده قد يكون بسبب طريقه الاكل الخاطئه وتناول كثر من الاشاء التي تذيد الحموضه او ارتجاع المرئ كالمياه الغازيه والدسوم والحراق وكذلك الزنجبيل والشكولاته والقهوه وكثره المسكنات والتدخين كل هذا يؤدي الي زياده حموضه المعده وارتجاع المرئ والعلاج يحتاج لتناول غذاء صحي كالفواكه والخضروات ووتقليل كل ماسبق ذكره وتناول وجبات صغيره ومتكرره وعدم الاكل قبل النوم مباشره كذلك ممارسه الرياضه واحيانا رفع الوساده قبل عند النوم واخذ علاج يخفف من الحموضه مثل بانتوبرازول ويحسن حركه المعده مثل موتيليم وقد يحتاج الامر لتحليل جرثومه المعده او حتي عمل منظار اذا لم يستجيب للعلاج,DiseaseCondition,حموضه المعده
السلام عليكم انا حامل فى نهاية الشهر السادس واعانى من صديد فى البول طلب منى الدكتور عمل مزرعة بول وقالى ان الماء نقص بشكل لا يثير القلق ماذا أفعل كى...,عالجي الالتهابات.واكثري من شرب السوائل,Test,مزرعة بول
انا عمري 23 سنه وكنت امارس العاده السريه منذ 3 شهرور تقريبا ولاكن ليسا باستمرار .وانا خائفه جدا لان دورتي انقطاعت منذ شهر ولاكن في نفس يوم الدوره احسست بالاعراض...,هناك عده اسباب لعدم انتظام الدوره الشهريه ومنها  ١. القلق والتوتر ٢. خلل في النظام الغذائي ٣. تكيس على المبايض ٤.خلل في هرمونات الجسم مثل : ١.زياده في هرمون الحليب ٢. خلل في هرمونات الغده النخاميه ٣. خلل في الهرمونات التي تفرزها الغده الدرقيه، والهيبوثلامس ٤. ارتفاع في الهرمون الذكري  لذلك انصحك بمراجعه اخصائي نسائيه لاجراء الفحوصات الهرمونيه اللازمه وكذلك فحص بجهاز الموجات الفوق صوتيه للرحم والمبايض لتشخيص حالتك.,DiseaseCondition,عدم انتظام الدوره الشهريه
لدي التهاب في لثة مما ادى الى ابتعاد سن الامامية وبعد معلجة التهاب اقترح علي الطبيب عملية اعادة زرع للسن لانها اصبحت بارزة . هل هي طريقة امنة ؟,إذا كنت تقصدين القلع و إعادة الزرع فهي آمنة عندما يقوم بها طبيب يعرف ما يفعل أي طبيب ملم بخطوات هذا الإجراء و هي إجراءات تعتمد الدقة و تحتاج للعديد من المراجعات الدورية كما انها مؤلمة نوعا ما بعد القلع و الزرع كما انها معرضة للفشل كأي عمل من هذا النوع و كأي معالجة أخرى,Treatment,اعادة زرع للسن
السلام عليكم مبارح بالليل شعرت بالم في الصدر شديد كالضغط عليه وتنميل في اليد والكتف وغثيان ودوخة واعياء بشكل مفاجئ,الاسباب كثيره ومتنوعه عليك مراجعة طبيب قلب للفحص السريري واجراء اللازم للتشخيص والعلاج او لتوجيهك للتخصص المعني,Symptom,الم في الصدر
ماهو حمى السحايا وكيف العﻻج,التهاب السحايا اصابة جرثومية بنايسيريا السحايا وتعالج باخذالمضادات الحيوية كالسبرودار,DiseaseCondition,التهاب السحايا
اعني من الم في مفصل الكتف والم في عظمة اليد فوق المرفق وكذلك مفاصل الاصابع في الصباح فقط مع العلم انني ذهبت للاطباء وافادوا اسباب برد والاخر افاد بسبب املاح...,"الالم لديك ناتج عن التهاب في الاوتار,عليك مراجعة مركز علاج طبيعي",DiseaseCondition,التهاب في الاوتار
بالامس قطعت اصبعي الصغير وتم خياطته باربع غرز اليوم اشعر بحرارة بالاصبع ونبض مصحوب بالم يتعدى منطقة الخياطة هل هذا طبيعي ام يجب مراجعة الدكتور ؟,مرحبا،،،الالم اول يومين بعد خياطة الجرح متوقعة وبحاجة الى مسكن،، ويكون هناك ورم، انتفاخ،بسيط في المنطقة،،ولاكن اذا كان هناك احمرار او انتفاخ كثير في المنطقة، عادة ما يكون مترافقا مع ارتفاع في درجة حرارة الجسم،،، يجب عندها مراجعة الطبيب، للتاكد من عدم وجود التهاب في المنطقة،،،وشكرا،،،الانتفاخ البسيط يزول عادة بعد اسبوع،،،,DiseaseCondition,التهاب في المنطقة
كشفت بالتحليل الرقمي وجود حمل بالاسبوع الثالث بنسبه ١٤٠٧ولم يظهر للدكتوره لا بالسونار المهبلي ولا عن طريق البطن اي علامه لوجود كيس الحمل فقط تقول سائل موجود مالعمل؟,انتظري وافحصي,Test,التحليل الرقمي
ما هي مضار الصوف الصخري عند لمسه و استنشاقه؟,"يستخدم الصوف الصخري في عزل البناء، ويتم انتاجه عن طريق أكاسيد معدنية وطبيعية. يتعرض العمال والأشخاص الذين يتعاملون معه بشكل كبير إلى أضراره والتي تحدث خلال فترة زمنية قصيرة (بالإنجليزية: Acute) أو فترة زمينة طويلة (بالإنجليزية: Chronic). 
فمن أضرار الصوف الصخري على الإنسان والتي تحدث عند ملامسته مباشرة ما يلي: 

تهيج واحمرار في الجلد والعينين: يؤدي تعرض للصوف الصخري في بعض الأحيان إلى التهاب الجلد والعينين، حيث تظهر الأعراض التالية: حكة، واحمرار، وتقشر، وظهور فقاعات مائية، وغيرها من التغيرات الجلدية. 
تهيج الجهاز التنفسي: يمكن أن تظهر بعض أعراض تهيج الجهاز التنفسي بعد استنشاق الصوف الصخري، مثل السعال، والتهاب الحلق، وحكة الأنف، واحتقان الأنف. 
الإصابة بالعدوى: قد تجرح الألياف الحادة من الصوف الصخري الجلد، وبالتالي يزيد من خطر دخول الجراثيم المسببة للعدوى. 

ومن أضرار الصوف الصخري على الإنسان والتي تحدث عند التعرض لفترات طويلة: 

زيادة من خطر الإصابة تليف الرئتين (بالإنجليزية: Lung fibrosis).
زيادة من خطر الإصابة بالتهاب الرئوي والتهاب الجنبي (بالإنجليزية: Pleural inflammation).
صنفت الوكالة الدولية لبحوث السرطان (IARC) الصوف الصخري كمادة غير مسببة للسرطان.
لا توجد دراسات كافية على تأثير الصوف الصخري على صحة الإنجاب.

لذا لمنع تعرض الجلد والجهاز التنفسي للصوف الصخري، وللتقليل من أضراره ينصح بأن يرتدي أولئك الذين يتعاملون مع الصوف الصخري قفازات واقية، وكمامة أو قناع مانع للاستنشاق، ونظارات واقية.
للمزيد:

أسباب وعلاج احمرار الجلد
تقشر الجلد: أسباب وعلاجات طبيعية
أشياء غير متوقعة تسبب حساسية الجلد

المراجع: 

Carcinogenicity of the insulation wools: Reassessment of the IARC evaluation
Health Hazards of Rockwool
Lung Cancer among Rock and Slag Wool Production Workers",DiseaseCondition,التهاب الجلد
"يادكتور الله يرضى عليك ...
عندي التهاب في جدار المعده والاثنى عشر وحموضه زائده في المعده عندما اتناول الخيار او الحليب خالي الدسم اشعر بارتياح لمدة النصف ساعه فقط وانا...",ارى انه يجب البحث عن السبب وعلى الاغلب هو بكتيريا الهيليكوباكتر بيلوري ولهذا يجب عمل الفحص للتأكد من ذلك واذا كانت موجودة ارجو اعلامي لاعطائك العلاج الشافي ان شاء الله,DiseaseCondition,بكتيريا الهيليكوباكتر بيلوري
ما علاقة التهاب المهبل اثناء الحمل بنزول الماء الكثير في الشهر 8,هناك نوع من الالتهابات يشبه المياه .. تحسي مياه دافئه صفراء تنزل من حين لاخر,DiseaseCondition,التهاب المهبل
هل الرضاعة الطبيعية مسموحة أثناء الحمل هل لها اضرار؟ وهل يمكن الولادة طبيعي بعد6 أشهر من الولادة القيصرية علما أن سبب الولادة القيصيرية هو قلة الماء عند الجنين.,ممكن ولادة طبيعية.ويفضل الفطام,Treatment,الرضاعة الطبيعية
عندي ضغط 140-75 وليس دائما هل انا مريض بإرتفاع الضغط مع انني كثير قياس الضغط,عليك بممارسة الرياضه وتقليل الوزن ووقف التدخين ووقف تناول الكحول والحمية غذائية من الدهون والاملاح بالاطعمه مع متابعة قياس الضغط,DiseaseCondition,إرتفاع الضغط
"تقويم الاسنان له ضرر على العمليه القيصريه
وايهم افضل البنج الكامل ولا النصفي انا انجبت طفلين عمليه قيصريه",تقويم الاسنان لا يمثل خطورة على صحتك الانجابية. اما بالنسبة للشق الاخر من سؤالك فدلك من اختصاص اخصائي الولادة,Treatment,تقويم الاسنان
لماذا عندما اتناول شي من الطعام اشعر بالم في المعدة فترة بسيطة ويختفي هل هذا مرض افيدوني؟,"آلام البطن التي تأتي بعد الطعام لها عدة أسباب:
- التهاب المعدة، وهو يسبب ألما بعد الطعام، ويكون في أعلى البطن وفي الوسط، وقد يترافق ذلك مع غثيان وإقياء.
- قرحة المعدة، وهي أيضا تسبب ألما بعد تناول الطعام، ويكون آلام في نفس المنطقة التي تم وصفها.
- حصوات المرارة، وهي تسبب ألما في أعلى البطن وإلى الأيمن قليلا تحت الأضلاع، ويكون بعد تناول الأطعمة الدسمة، وقد يترافق مع الإحساس بالانتفاخ، والتهاب المعدة والقرحة المعدية عادة ما يكون سببها جرثومة المعدة الحلزونية.
أرى أن تتناول واحدا من الأدوية التالية:
-Omeprazol
-losec
-nexium
وتؤخذ حبة واحدة من أحد هذه الأدوية قبل الطعام، إلا أنه إن استمر الألم أو عادة بعد التوقف عن استخدام الدواء لمدة أسبوعين عليك مراجعة طبيب مختص بالجهاز الهضمي، فقد يلزم إجراء منظار للمعدة أو صورة للمرارة.",DiseaseCondition,التهاب المعدة
ما فائدة الأملج للشعر...و إن كان جيدا ممكن تفيدوني بوصفة لذلك؟؟فشعري يعاني من كثيرا خصوصا في فصل الصيف؟؟ وجازاكم الله كل الخير,"_ الأملج . هر السنانير- اسرَكَ . (معجم أسماء النبات ). هو بالفارسية آملة : هو الأملس من أنواع الاهليلج . وفي (المعتمد في الأدوية المفردة) ثمرة سوداء، تشبه عيون البقر، لها نوئ مستدير حاد الطرفين فإذا نزعت قشرته انشق النوى على ثلاث قطع ، والمستعمل منه ثمرته التي على نواه ، ويقرب فعله فعل الهليلج الكابلي ، وقد ينقع في بلده باللبن والحليب ، فيسمى شير أملج .
_ وهو نبات يشبه حبة نبات جوزه الطيب ويباع في مراكز الأعشاب ولدى العطارين .
لفتح الشهية عند الاطفال وحثى الكبار لعلاج النحافة
عشرة جرام من الاملج مطحون يذاب في كيلو عسل نحل
ثم بعد ذلك ناخذ ملعقة صغيرة منه ونذيبها في كوب ماء وتشرب قبل الاكل بربع ساعة وتستخدم بدون العسل ايضًا ولكن يضاف اليه العسل لكي يعطي طعمه حلاوه لانه مر
استخداماته :
** كما ورد في الطب النبوي عن فائدة -نبات الأملج : لنعومة الشعر وكثافته الشعر ( يغلي 3 جرام من هذا النبات بالماء ويدلك به فروه الرأس ثم يغسل بعد فترة قصيرة
وصفة طبيعية للشعر المجعد لفرده وتمليسه وتجعله مفرود كأنه مكوي تمام وتزيد من نعومته وليونته وهي طبيعية 100% بحيث لا تعرض الشعر لأضرار الفرد الكيميائي أو للتقصف والجفاف
يؤخذ 25 جرام أملج مطحون ويعجن ب 50 سم زيت سمسم ويدهن به الشعر جيداً ويترك
لمدة طويلة حوالي ساعتين ويغسل بالشامبو الطبيعي المناسب لطبيعة شعرك .
_ والنتيجة اكتر من رائعة بحيث يكون شعرك وكأنه مفرود بمكواة مصفف الشعر وناعم كالحرير .
وأيضاً يستخدم للهالات السوداء :
ملعقة املج يوميا في الصباح والمساء
*******
مشاكل القولون ( الأنتفاخ والغازات و ..... ) وأضطرابات الأمعاء والحموضه ومشاكل سوء الهضم والأمتصاص
طريقه الأستخدام:
يطحن الأملج بالهون كويس ( لأنه صعب الطحن بالخلاط الكهربي )
وبعدين يؤخذ مرتين في اليوم قبل الفطار والعشاء بساعه
المهم تعمليه زي الشاي:
يوضع قليل من السكر مع حوالى (1\2 الى 1 )معلقه من الاملج المطحون فى كوب متوسط ويصب عليه الماء المغلي ويغطى الكوب بسرعه لتجنب خروج الأبخره التي تحمل بعض الزيوت الطياره الهامه
وبعد فتره : يقلب الكوب جيدا
وعلى فكره الأملج طعمه حلو يشبه كثيرا طعم ورائحه الكركديه
وممكن أن تأخذ الأملج عن طريق الســــــــــف حوالي نص معلقه ع الريق
فوائد أخرى للأملج:
له ميزه رائعه فى علاج الكبد الدهني fatty liver وهي من أهم المشاكل الحديثه
كما أنه له بعض التأثير في أذابه دهون الجسم ولذلك قد يستخدم في علاج السمنه
يعالج القولون المنتفخ و الكبد الدهني و انتفاخ الجفون ، كما يساعد على اختفاء الخطوط البيضاء من الجسم و يساعد على تفتيح لون البشرة.
للبشره للبياض:
200 جرام أملج مطحون
زيت زيتون
الطريقة :
نأخذ ملعقة صغيرة أملج مع ملعقة أكل زيت زيتون كل يوم مرتين قبل الأكل",Treatment,الأملج
اكل علك وابلعه هل يمكن ان يؤدي الى انسداد البلعوم؟,"بلع العلكة "" اللبانة "" عادةً لا يسبب مشاكل في البلعوم .. في حالات نادرة قد يسبب مشاكل إذا دخل إلى القصبات أو القصيبات الهوائية مثل الإختناق أو الإلتهابات الناتجة عن وجود جسم أجنبي فيها .. أما المشاكل الأخرى فهي ممكنة وتكون ناتجة عن صعوبات هضمية سواء في المعدة أو الأمعاء .. فهي تتكون من مواد صعبة الهضم .. لذلك أنصحك أن لا تقومي بذلك أبداً",DiseaseCondition,انسداد البلعوم
تقع هذه المناطق في جانبي أسفل الأنف وفي الحاجبين،و يحدث الإحمرار والإنتفاخ والتقشرو الحكة عندما أتوقف عن وضع الدواء على تلك المناطق،و الآن أستعمل بايكوتين وهو مرهم ضد الإكزيما كما...,"هذه علامات مرض العد الوردي أو الوردية الحمراء واسبابها غير معروفة تماما ،ولكن منها أسباب وراثية،أو مصاحبة لبعض الأمراض الداخلية مثل ارتفاع ضغط الدم والتهاب الجهاز الهضمي والتعرض لأشعة الشمس
العلاج :كريمات ميترونيدازول ، أزيليك أسيد ،أو ساليديكس ، نيزورال . مع دواء رواكيوتين بجرعة 20مغم صباحا و10مغم مساء، أو
500تتراسايكلين كبسولة 3مرات يوميا مع ملاحظة عدم تناول اللبن الرايب أثناء تناول التتراسايكلين ، مع ميترونيدازول مغم حبة 3مرات يوميا",DiseaseCondition,العد الوردي
اعاني من الخوف وحالات هلع وقلة النوم وتقطعه هل علاج 5htp مفيد لحالتي وهل له اعراض جانبيه او اعراض انسحابيه,(5-Hydroxytryptophan) لم يتم ترخيصه عالميا من قبل وكالة الأغذية و الدواء لعلاج نوبات الهلع و القلق و الاكتئاب كذلك لا توجد دراسات واسعة موثقة تؤكد فعالية هذا العلاج.. الدراسات الموثقة و المنتشرة عالميا تشجع استخدام الادوية المثبطة لامتصاص السيروتنين SSRI بالاضافة للعلاج النفسي,DiseaseCondition,نوبات الهلع
لوسمحت كيف يتعالج التهاب الدم وهل هو،خطير للاطفال بعمر،سنتين ونصف,ارجو التفصيل لان التهاب الدم هذا مصطلح غير دقيق,DiseaseCondition,التهاب الدم
انا بعاني من الباسور وبستعمل برهم وكمان ابوي نفس الشي من فتره تهت بالبرهم واستعملت برهم ابوي وابوي عندو باسور داخلي يعني بفوت عصا البرهم لحتى يدهن وانا خايفه يكون...,"١- لا خوف من استعمال الدواء وهو في الغالب واحد، وكذلك لا علاقة للدواء بالحمل بأي شكل كان فاطمئني من هذه الناحية
٢- ما دمت تعانين من الباسور، فعليك إخبار طبيبك النسائي لتجنب مضاعفات الحمل الذي يضغط على الأوردة ويبرز البواسير، وحاولي علاج الباسور في أقرب وقت.",DiseaseCondition,الباسور
حساسية الانف عند الاطفال,شائعة جدا ، و تسبب سعال دائم خصوصا اثناء الليل مصحوبا باستفراغ في بعض الاحيان و صعوبة في التنفس و علاجها بسيط عن طريق الادوية,DiseaseCondition,حساسية الانف
السلام عليكم انا عمري 23 اخذت منضم دوره من يوم الخامس لاكن بعد عدت ايام نزل عليه ماده سوداء راجعت الطبيبه اعطتني مانع حمل لقطع الدم لاكن الدم زاد ماذا...,ممكن بحاجة لتنظيفات ز,Treatment,مانع حمل
..عند حساسيه من٧ سنوات الان تحليل الدم نسبه الحساسبه٢٢٥ وانا الا اخذ علاج ولكن با الام وهرش والجلد يكاد يكون محروق وبه جروح الكريمات بموضعيه اريد الحل الله يرضى عايكم...,"سلامتك
لابد من معرفة سبب الحساسيه وهي تكملي تحليلك بأن تعملي ال RAST test
خدي مضاد هيستامين مثل زيرتك يوميا
ادهني جسمك بالكلامين بخفف من الحكه",Test,RAST test
"""""""اعاني من تحسس انفي ،والذي ادى بمرور الوقت الى تحسس قصبي وبشكل دائم ومستمر ومنذ سنتين ونصف ،.راجعت عدة اطباء واخذت العديد من الادوية ولكن دون اي تحسن يذكر .من...","""""""يمكنك استخدام فيكسوفينادين وبخاخ فليكسونيزمرتين في الانف وبخاخ جيمفايبروسيل 3 مرات في النهار ومرة عند النوم . والله هو الشافي",DiseaseCondition,تحسس انفي
