query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
evalv1_050,هل الخصية اليسرى دائما اق ارتفاع من اليمنى,general_medical,في العادة تكون الخصية اليسرى مرتفعة أكثر قليلا من الخصية اليمنى، ولكن هناك اختلافات شخصية كثيرة.,ent_merge_000121,men_merge_0003454,ahd10k_07658,rel_seed_4769fcc0c89e7ee0,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03035; source_row_number=804334; source_category=علم التشريح; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_051,اريد استفسار علي دواء valdoxan,treatment,يستخدم الدواء لعلاج الاكتئاب وهو يعمل ايضا على مستقبلات الدماغ (الميلاتونين) وهو الهرمون المسؤول عن تنظيم النوم ويجب استخدامه تحت اشراف طبي,ent_merge_000033|ent_merge_000040|ent_merge_000123,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01032; source_row_number=655686; source_category=علم الصيدلة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_052,لدي ألم في رأسي من الخلف حتى الامام من الجهة اليسرى وكثيرا ما تأتيني هذه النوبات أحيانا بعد أيام من زوال الألم يصاحب ذلك خروج الدم من أنفي ويصل هذه...,symptoms,اختي العزيزة ان الاعراض التي تتكلمين عنها قد تكون نتيجة ارتفاع ضغط الدم فلو حبذا لو راجعتي طبيب ليقيس لك الضغط ويتاكد من حالتكي فان كان ضغطكي طبيعي فهناك اسباب اخرى كالصداع النصفي وله علاج باذن بالله ولكن بما انه تعانين من نزف من الانف فانا ارجح الاحتمال الاول وشكر,ent_merge_000010|ent_merge_001735|ent_merge_000627|ent_merge_000826|ent_merge_000886,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01587; source_row_number=440965; source_category=صحة عامة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_053,مالفرق بين فحص VIT D Total وفحص 25 hydroxy vitamin D3حيث بلغ الأول لدي(9)ng/ml بينماالثاني (4)ng/ml مع انهما في يوم واحد غير انهما في مختبرين مغايرين,tests_diagnosis,"تختلف مسميات الفحص المخبري لفيتامين ( د ) ويُعرف عادة بفحص vit D3 , يعود سبب اختلاف نتيجة الفحص لتباين دقة الاجهزة المخبرية .",ent_merge_000352|ent_merge_001507|ent_merge_002015|ent_merge_002209,men_merge_0002871|men_merge_0002867,ahd10k_03104,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04377; source_row_number=728977; source_category=مختبر; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_054,ما سبب الفشل الكلوي وكيف يتم معالجته والوقاية منة؟,causes_safety,للفشل الكلوي اسباب كثيره جدا منها ما يتعلق بالكليه او بغير الكليه وهو نوعان حاد ومزمن ولكل سبب طريقة علاج تختلف عن الاخرى لكن بشكل عام اذا كان هنالك التهابات فيجب ان تعالج الالتهابات واذا كان هنالك معيقات لتدفق البول ل او من المثانه عندها يجب ان تزال هذه المعيقات ........وهكذا للوقايه....الغذاء المناسب والحميه المناسبه وكذلف الفحوصات الدوريه,ent_merge_000162|ent_merge_000043|ent_merge_000059|ent_merge_000106|ent_merge_000975|ent_merge_000173|ent_merge_001201|ent_merge_001964|ent_merge_002091,men_merge_0002022|men_merge_0002031|men_merge_0001488|men_merge_0000965|men_merge_0000971|men_merge_0002029|men_merge_0005725|men_merge_0005730|men_merge_0002035|men_merge_0001501,ahd5k_03407|ahd10k_05259|ahd10k_06958|ahd10k_01793|ahd10k_02085,rel_seed_e22b285afd3721c2|rel_seed_5cf14911e99ad269|rel_seed_504a3613bb12e397,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02829; source_row_number=802830; source_category=علم الأمراض; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_055,ماذا يحدث في حال تناول الكبدة يومياً؟,general_medical,على الرغم من فوائد الكبدة المتعددة واحتوائها على العديد من العناصر الغذائية الضرورية والفيتامينات والمعادن، إلا أن السؤال الأهم يبقى هل اكل الكبدة يوميا مضر؟ تجدر الإشارة إلى أن تناول الكبدة بصورة يومية بكميات كبيرة، قد يرتبط ببعض الآثار الجانبية ومنها ما يلي: ارتفاع مستويات الكوليسترول في الدم، وهو أمر خطير للأشخاص الذين يتناولون أدوية خفض الكوليسترول أو الذين لديهم مستويات مرتفعه منه، حيث أن ارتفاع الكوليسترول يزيد من خطر الإصابة بأمراض القلب والأوعية الدموية. سمية فيتامين أ، حيث لا يستطيع الكبد في جسم الإنسان معالجة كميات كبيرة من فيتامين أ، لذا يوصى بتناول ما لا يزيد عن حصة واحدة فقط من الكبد كل أسبوع. حدوث تداخلات دوائية، حيث أن الكبد غني بفيتامين أ وقد يتعارض مع بعض الأدوية المستخدمة مما يزيد أو يقلل من تأثيرها، أو يسبب آثار جانبية غير مرغوبة. للمزيد: اهم الفيتامينات التي يحتاجها الجسم ومصادرها فوائد كبدة الغنم، واضراره,ent_merge_000175|ent_merge_000196|ent_merge_000357|ent_merge_000508|ent_merge_000580|ent_merge_001502|ent_merge_001513|ent_merge_002205|ent_merge_001131|ent_merge_001011,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01473; source_row_number=23455; source_category=أمراض الدم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_056,سؤال هل فعلن ان اهداب قناة فالوب تكون كسلانه؟كيف اعرف ذلك؟هل فيه علاج لها؟,treatment,"يتأثر عبور الحيوانات المنوية في قناة فالوب بكل من: انقباضات عضلات قناة فالوب. نشاط الأهداب. تدفق الإفرازات فيها. على الرغم من أن الأهمية النسبية لهذه الآليات لا تزال غير واضحة، إلا أن هناك دليل على أن نشاط الأهداب قد يلعب الدور المهيمن في نقل الأمشاج والأجنة، كما أن الأهداب وحدها قادرة على نقل البويضة إلى موقع الإخصاب، لذلك تعاني النساء المصابات ""بمتلازمة الأهداب غير المتحركة"" أو الكسلانة أو متلازمة كارتاجينر، من ضعف الخصوبة، ويمكن معرفة إصابتك بهذه المتلازمة أم لا عن طريق استشارة الطبيب المختص كما أنه سيصف لك علاج تلف اهداب قناة فالوب. للمزيد: تقنيات المساعدة على الإنجاب كل ما تريد ان تعرفه عن الاخصاب الاصطناعي (IVF) او اطفال الانابيب",ent_merge_000645|ent_merge_000117|ent_merge_000341|ent_merge_001855|ent_merge_000291|ent_merge_000841|ent_merge_002011|ent_merge_000691,men_merge_0002083|men_merge_0002084|men_merge_0002086|men_merge_0002593|men_merge_0005861|men_merge_0002595|men_merge_0002596|men_merge_0002090|men_merge_0002091|men_merge_0002092,ahd10k_00037|ahd10k_00238|ahd5k_01192|ahd10k_01495|ahd10k_09698,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04259; source_row_number=771404; source_category=العقم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_057,االسلام عليكم انا ذكر عمري22لدي ضمور في النخاعsma3 والان وزني في تزايد وانا امشي بعكازات وللمسافات البعيده بكرسي ما الالات الرياضيه المفيدة في تخفيف وزني وتحسين قدرة عضلاتي وهل مع...,symptoms,ننصحك باستشارة الزميل استشارى العلاج الطبيعى والتخسيبس بموقع الطبى فى موضوع تخسيس الوزن وانشاء الله مع العلاجبالادوية وجلسات العلاج الطبيعى وانقاص الوزن يمكنك المشى بطريقة معقولة وبدون مساعدة,ent_merge_000912|ent_merge_001224|ent_merge_001256,men_merge_0002526|men_merge_0002527|men_merge_0002528,ahd10k_00676|ahd10k_01312|ahd10k_05972,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03903; source_row_number=687080; source_category=الأمراض العصبية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_058,قمت بإجراء تحليل دم لمعرفة هل أنا مصابة بالأنميا أو لا وخرج في التحليل lymphocytes كان مرتفع شوي 45.5% . ماذا يعني هذا؟,tests_diagnosis,من انواع كريات الدم البيضاء وقد يرتفع لوجود اي فايروس كالانفلونزا او الزكام...ﻻ داعي للقلق,ent_merge_000967|ent_merge_000983|ent_merge_001802|ent_merge_000046|ent_merge_000219|ent_merge_000782|ent_merge_000670|ent_merge_000871,men_merge_0005790|men_merge_0003166|men_merge_0001574|men_merge_0001596|men_merge_0004382|men_merge_0004381|men_merge_0001575,ahd5k_00679|ahd10k_08742|ahd10k_02730|ahd5k_03214|ahd10k_03419,rel_seed_d486db7668e0f802|rel_seed_0a366a937bc52f1c|rel_seed_1937eae47e21a4e4|rel_seed_0a1431857b516b45,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01367; source_row_number=558294; source_category=صحة عامة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_059,تعرضت لحادث الاصطدام كان من الخلف، سرعه الاصطدام جعلت راسي واعضائي الخلفيه ترتطم بكرسي السائق . هل الارتطام من الخلف يسبب خلل في الكلى او الاعضاء الاخرى؟؟ كيف اتاكد من...,causes_safety,اشعه عاديه x ray علي الاماكن المصابه للتاكد من عدم وجود كسور... اشعه تلفزيونيه ع البطن والحوض للتاكد من عدم وجود نزيف داخلي,ent_merge_000924|ent_merge_001953|ent_merge_000476|ent_merge_000887,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03887; source_row_number=718746; source_category=علم الأشعة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_060,السلام عليكم ..... انا اعاني من الاستيقاظ بعد النوم لثلاث ساعات ثم اخلد للنوم مرة اخرى . هل هذا قد يؤثر على النمو؟,general_medical,للاسف نعم يؤثر على النمو رجاء استبعاد اﻻسباب النفسية وتجنب شرب المنبهات ليﻻ و عمل تحليل غدة درقية,ent_merge_000429,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03966; source_row_number=553126; source_category=صحة عامة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_061,السلام عليكم انا من ممارسين العاده السريه وعمري 20 في بعض الأحيان يخرج مني السائل لا اراديا عند التحرك أو في حالة التهيج ما السبب والعلاج,treatment,قد يكون السبب هو التعود على الإثارة ، والعلاج هو تقليل العادة السرية وممارسة تمارين كيغل لتقوية عضلات الحوض.,ent_merge_000326|ent_merge_000637|ent_merge_001336,men_merge_0001968|men_merge_0001728|men_merge_0003164|men_merge_0003403|men_merge_0004327,ahd10k_04286|ahd10k_08965|ahd10k_03419|ahd10k_03921|ahd5k_03068,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03130; source_row_number=459536; source_category=الأمراض الجنسية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_062,"عندي ورم صلب في فروة الراس منذ 3 سنوات الى الان بينمو ببطئ وبيسبب صداع شديد لو لمسته او اتخبطت او اي حركة قريبة من مكان وجود الكتلة الصلبة ,مع...",symptoms,يجب مبدئيا معاينة هذا الورم لمعرفة طبيعته هل هو ورم فعلا أم كيس دهني أم ورم دهني؟من الممكن تصوير المنطقة المصابة من الرأس للمعاينة عن بعد أيضا,ent_merge_000830|ent_merge_000172|ent_merge_000568|ent_merge_000479|ent_merge_000378|ent_merge_000994|ent_merge_001766|ent_merge_000691,men_merge_0000187|men_merge_0003196|men_merge_0000703|men_merge_0000704|men_merge_0005625|men_merge_0000701|men_merge_0003195,ahd10k_06018|ahd10k_07885|ahd10k_05402|ahd10k_00800|ahd5k_04033,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00112; source_row_number=132433; source_category=الأورام الخبيثة والحميدة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_063,انا اعيش فى دوله عربيه وذهبت الى الحلاق وجرحنى ومن يومها صابنى الوسواس الى ان دخلت فى مرحله التغرب عن الذات واصبحت اتفحص جسمى كل دقيقه هل هل ممكن الاصابه...,tests_diagnosis,عزيزي أظن انك محطم نفسياً وهذا غير صحي ولا اعلم لماذا وصلت الى هذه المرحلة الحل بسيط جداً وتنتهي كل هذه المعاناة وذلك بعمل تحليل اعرف انك تخاف من النتيجة ربما ولكني اسألك هل خوفك هذا يغير بالنتيجة المحتملة اتكل على الله واعمل الفحص لان الوضع النفسي ممكن ان يدمرك تفسيا وحتى عضويا يمكنك ان تشعر بعوارضحقيقية وقريبة من عوارض امراض عديدة قم بعمل الفحص واتكل على الله,ent_merge_000187,men_merge_0003470,ahd10k_02488,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04264; source_row_number=769814; source_category=الطب الوقائي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_064,السلام عليكم انا شاب عمري 17 سنة لااستطيع نطق جميع الحرووف وبالذات حرف (س)مما يسبب احراج كبير لي عندما اتكلم فما الحل لذالك وهل يوجد علاااج لي ارجوو الرد,causes_safety,.هذه المشكلة النطقية ليست صعبة الحل ولا تحتاج الى الكثير من الوقت...عليك مراجعة اخصائي نطق ليدلك على مكان نطق صوت السين وهيئة نطقه لانتاجه منفردا اولا ثم تعميمه على الكلام العفوي,ent_merge_002226,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03534; source_row_number=764792; source_category=الامراض الوراثية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_065,انا عملت البي سي ار وطلع النتيجه 35000هل كدا عندي فيرس,general_medical,نعم هذا يعني وجود الفيروس، الرجاء زياره طبيب جهاز هضمي لبدأ كورس العلاج. الف سلامه علي حضرتك.,,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01209; source_row_number=220666; source_category=أمراض باطنية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_066,دكتور انا من قترة تظهر حب شباب على وجهي ويبقى الاثر واستخدم مقشرات لكن ماتنفع معي ابد وممكن استخدم الزيروكتان -- isotretinoin-- وجهي حار وتظهر بقع حمرا,treatment,يمكن تحت اشراف طبيب وبعد اجراء الفحوصات اللازمة حيث لا يؤخذ هذا الدواء من دون وصفة طبية.,ent_merge_000953,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03052; source_row_number=410543; source_category=الأمراض الجلدية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_067,من فترة بعانى من ضيق ف التنفس وبحس بضغط ع صدرى واما اتحرك او اعمل مجهود حتى لو خفيف مجرد مشى مثلا بحس بدوخة و نفسى بيروح,symptoms,إذا كنت لا تعاني من أي مشاكل صحية، من الأفضل المتابعة مع معالج نفسي لعلاج الأسباب النفسية لضيق التنفس والتوتر,ent_merge_000636|ent_merge_000059|ent_merge_000649|ent_merge_000802|ent_merge_000891|ent_merge_000845|ent_merge_001598|ent_merge_001599|ent_merge_000846|ent_merge_000847,men_merge_0001064|men_merge_0001354|men_merge_0002710|men_merge_0002712|men_merge_0003192|men_merge_0004012|men_merge_0001073|men_merge_0001352|men_merge_0001353|men_merge_0003189,ahd10k_02809|ahd10k_08138|ahd10k_00967|ahd10k_05130|ahd10k_08792,rel_seed_78a5886d3406fb54|rel_seed_09cd13831e099fe0|rel_seed_0cc62ec489d2296f|rel_seed_b1dc666f2d066b28|rel_seed_4e69d11f83a25ef7|rel_seed_096cac3fde260a90|rel_seed_83f83d7a8e5df1a6|rel_seed_842f4a63bcc1b9b0|rel_seed_904fd5ba46703e8d|rel_seed_48c55a2d659dee51,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02082; source_row_number=100334; source_category=أمراض نفسية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_068,سلام أنا سويت أشعة للكلى وباقي على دورتي 10 أيام .سؤالي هو لو صار في حمل هل في خطر عليه إن ينزل أو يكون عند تشوهات ،طيب ادى كان حمل...,tests_diagnosis,"لا اعتقد بأن عمل الاشعة قبل الدورة بعشرة ايام يضر بالجنين ان وجد لأن الجنين لم يتكون بعد واحتمال ان تؤثر الاشعة على الكروموزومات في هذه المرحلة قليل جدا لذا من رائيي ان تتوكلي على الله وان حدث الحمل فلا تقلقلي Ahmed El-Rass, M.D. Dalia Clinic",ent_merge_000265|ent_merge_000924|ent_merge_000117|ent_merge_000126|ent_merge_000804|ent_merge_000059|ent_merge_000112|ent_merge_000929,men_merge_0002680|men_merge_0005282|men_merge_0005283|men_merge_0005886|men_merge_0005887|men_merge_0005031|men_merge_0005032|men_merge_0005845|men_merge_0005846|men_merge_0002684,ahd5k_00876|ahd5k_00453|ahd5k_02387|ahd10k_04459|ahd5k_00920,rel_seed_3f4ecd6aead473a0|rel_seed_636070e77235dd06|rel_seed_6810d499ea283c90|rel_seed_69b607cacc0060b2|rel_seed_2ff3e8697bb6d58d|rel_seed_33ba126e4f8cb324|rel_seed_942c898ade0dd563|rel_seed_7075752c5c26aa45|rel_seed_e5cab223869d9e42|rel_seed_7843687e457da3a2,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01157; source_row_number=782776; source_category=علم الأشعة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_069,ما هي الوصفات الطبيعية التي تستخدم في التخسيس مع الابقاء على شكل الوجة ثابت ومع عدم الاضرار بطفلي في حالة الرضاعة الطبيعية ؟,causes_safety,من الصعب وصف حمية غذائية أو دواء للتخسيس يؤثر على جزء من الجسم ولا يؤثر على جزء آخر,ent_merge_001208,men_merge_0003803|men_merge_0003804|men_merge_0004749|men_merge_0002160,ahd10k_07580|ahd10k_04959|ahd5k_02532|ahd10k_03727,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04221; source_row_number=769727; source_category=الطب البديل; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_070,انا ذكر عمرى 18 عام هل من وصفات او اطعمه تساعد على اطاله الشعر فى مدد قصيره ؟؟,general_medical,"قبل الحديث عن اطعمة او وصفات تطيل الشعر من الضروري معرفة سبب المشكلة كتقصف الشعر او سقوطه بشكل كبير , ينصح مراجعة اخصائي جلدية او غدد صم وسكري من اجل الفحوصات المخبرية والتشخيص والعلاج",ent_merge_000954|ent_merge_002226|ent_merge_001802,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_02680; source_row_number=775461; source_category=علاج طبيعي; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_071,هل دواء انافرونيل يظهر فى تحليل المخدرات فى عينة الدم والبول,treatment,يحتوي الانافرانيل على الكللوميبرامين وهو يستخدم لعلاج الاكتئاب وهذه الدواء يطرح بالبول بنسبة 60 % ويحتاج مدة 3 ايام تقريبا ليتم خروج نصف كمية الدواء من الجسم,ent_merge_000033|ent_merge_000040,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_03247; source_row_number=692629; source_category=علم السموم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_072,هل رداء ايليت بادى اليابانى له تاثير فعال فى التخسيس وشد الجسم دون اضرار وماهى افضل كريمات التخسيس الموضعى وطرق تنحيف الوجه و شكرا جزيلا على تعاونكم,symptoms,رداء ايليت بادى اليابانى ليس هناك راسات علمية تظهر فعاليته في التخسيس وأما كريمات التخسيس الموضعىة ففاعليتها ليست مؤكدة والأفضل اللجوء إلى حمية غذائية تزودك ب1000سعر يوميا معتمدا على الخضروات الخضراء والفواكه وتناول حبوب قطع الشهية من الصيدلية لتساعدك على تحمل الحمية الغذائية ، وممارسة رياضة المشي السريع وليس الجري لمدة ساعة يوميا وذلك يفيدك في تنحيف الوجه ويمكنك إستخدام كريم Gold Shape,ent_merge_001537|ent_merge_001202|ent_merge_002092|ent_merge_001201|ent_merge_001256|ent_merge_001414|ent_merge_001526,men_merge_0003211,ahd10k_00938,rel_seed_4285e53bf4f6cbaa,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04366; source_row_number=733817; source_category=الأمراض الجلدية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_073,اعاني من النحافه وزني 44 وطولي 164 ومالقيت حل رغم اني اكل 3 و4 واكثر وجبات في اليوم بس عظمي مبين فجسمي عملت فحصص غدد وسليم ، احدهم قال لي...,tests_diagnosis,تحتاج إلى عرض حالتك على أخصائي تغذية لتحديد السبب الحقيقي لنحافتك ومن ثم وضع خطة غذائية مناسبة، قد تحتاج أيضا إلى إجراء المزيد من الاختبارات لتحديد إذا كان هناك مشاكل في الأيض. لا يمكن تحديد السبب الحقيقي والعلاج المناسب بدون الفحوصات اللازمة والتقييم من قبل خبراء في هذا المجال. لذلك، ننصح بالتوجه إلى أخصائي تغذية للحصول على العلاج الصحيح.,ent_merge_000685|ent_merge_000912|ent_merge_000953,men_merge_0002526|men_merge_0002527|men_merge_0002528|men_merge_0004143,ahd10k_01848|ahd10k_00676|ahd10k_01312|ahd10k_05972,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_01834; source_row_number=21547; source_category=تغذية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_074,هل زواج الاقارب له خطورة على انجاب اطفال اصحاء خاصة ان احد الزوجين لديه اخوة بهم اعاقة بسبب ايضا زواج الاقارب,causes_safety,يعتمد ذلك على نوع الاعاقة وهل الصفة الوراثية لهذا المرض او الاعاقة سائدة ام متنحية ففي الصفة السائدة تزيد احتمالية الاصابة بالمرض اما في الصفة المتنحية تزيد احتمالية ان يكون الشخص حاملا للمرض الرجاء توضيح ما هو المرض للاجابة بالتفصيل,ent_merge_000691,,,,false,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00845; source_row_number=793643; source_category=علم الوراثة; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_075,أعاني من تشققات في اللسان,general_medical,اللسان هو مرآة الجسم راجع طبيب الأسنان ليتسنى له رؤية لسانك وتحديد نوع التشققات ودراسة سببها المحتمل,ent_merge_001749|ent_merge_000018|ent_merge_001680,men_merge_0004766|men_merge_0004772|men_merge_0004777|men_merge_0004780|men_merge_0004783,ahd5k_02169|ahd5k_00736|ahd5k_02245|ahd5k_03427|ahd5k_02618,,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_00487; source_row_number=558109; source_category=أمراض الفم; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
evalv1_076,ظهرت ثاليل في وجه بنتي الصغيرة عمرها ٤ سنوات.وتم تشخيصها على انها ثاليل لؤلؤيه.وبعد علاج شهرين بالمراهم وشراب زنك.لم تتحسن وقرر الطبيب العلاج بالحامض...فهل العلاج بالحامض سيترك اثار في مكان...,treatment,العلاج بالليزر من أنجح الوسائل مقارنة بالمعالجات الأخرى، حقن بعض الكيماويات داخل السنط مثل بليومايسين أو انترفيرون أ علاجات بالفم أو بالوريد: مثل السايميتيدين و الريتينويدز. العلاج بالكى: *الكي الكهربي: اكثر ايلاما ويترك بعده ندب. *الكي بالتبريد: باستخدام النيتروجين. : وهذه طريقة جيدةأنظرأول ثالول طلع في جسمك وجيب خيط نحيف ولف الخيط على الثالول و شده جيدإلى درجة إنك تمنع الدم من انه يصل للثالوثم اربط الخيط بشدةواتركه اسبوع سيسقط الثالول المربوط وبعد ذلك تبدأ الثواليل الباقيه بالإختفاء,ent_merge_001423|ent_merge_001226|ent_merge_001250,men_merge_0003161,ahd10k_01813,rel_seed_559327e8cc7f4c77|rel_seed_2677935110f08a92|rel_seed_f49fe2c360ef90de,true,provisional_dataset_annotation,dataset_preannotation_v1,,PROVISIONAL DATASET-DERIVED LABELS; human confirmation required; original_dataset_row_verified=true; source_qa_id=ahd5k_04319; source_row_number=741522; source_category=الأمراض الجلدية; method=exact entity phrases in held-out question/reference plus frozen provenance overlap; not eligible for gold metrics until status is annotated or adjudicated
