query_id,query,subgraph_rank,rerank_score,max_hybrid_score,mean_top_hybrid_score,evidence_count,unique_qa_count,direct_edge_count,semantic_support,evidence_relevance,relation_weight,primary_intent_match,source_entity_id,source_name,source_type,graph_relation_type,target_entity_id,target_name,target_type,best_seed_entity_name,best_seed_source,rank_reason
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),1,0.759876,0.728601,0.728601,1,1,1,0.381798,0.071429,1.0,True,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,HAS_SYMPTOM,ent_symptom_249d07021a1b,الام,Symptom,ضرس العقل,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),2,0.758756,0.820601,0.820601,1,1,0,0.381798,0.071429,1.0,True,ent_symptom_249d07021a1b,الام,Symptom,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,الام,detected_exact,matches primary intent
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),3,0.748854,0.703008,0.703008,1,1,1,0.11495,0.178571,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c81532a33515,الم المعدجة,Symptom,فقر الدم,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),4,0.748854,0.703008,0.703008,1,1,1,0.11495,0.178571,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,فقر الدم,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),5,0.743612,0.705978,0.705978,1,1,1,0.211129,0.035714,1.0,True,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,صداع,Symptom,ضرس العقل,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),6,0.663254,0.663008,0.663008,1,1,0,0.11495,0.178571,1.0,True,ent_symptom_c81532a33515,الم المعدجة,Symptom,SYMPTOM_OF,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,الم المعدجة,semantic_qa_evidence,matches primary intent
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),7,0.663254,0.663008,0.663008,1,1,0,0.11495,0.178571,1.0,True,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,SYMPTOM_OF,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,فقدان الشهيه,semantic_qa_evidence,matches primary intent
trial_query_093,لا أستطبع النوم على جانبي لا الأيمن ولا الأيسر وأجد صعوبة في التنفس العميق. كما أشعر بين الفينة والأخرى بآلام قرب القلب. كما أخبركم أني مريصة بالقلب (مشكل في صمامتين),8,0.658012,0.665978,0.665978,1,1,0,0.211129,0.035714,1.0,True,ent_symptom_b754f1a1e5a8,صداع,Symptom,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,صداع,semantic_qa_evidence,matches primary intent
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,1,0.526712,0.56876,0.56876,1,1,1,0.188445,0.294118,0.4,False,ent_diseasecondition_780d3bf613f5,قرحة,DiseaseCondition,TREATED_BY,ent_treatment_90996a0e2d01,ايزومبرازول,Treatment,قرحة,semantic_qa_evidence,has original/direct edge support; evidence overlaps query terms
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,2,0.519498,0.562084,0.562084,1,1,1,0.162221,0.235294,0.4,False,ent_diseasecondition_7754d34e2c52,شيب,DiseaseCondition,TREATED_BY,ent_treatment_48712ae621b5,خلطة الريحان و الروزماري,Treatment,شيب,semantic_qa_evidence,has original/direct edge support
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,3,0.441112,0.52876,0.52876,1,1,0,0.188445,0.294118,0.4,False,ent_treatment_90996a0e2d01,ايزومبرازول,Treatment,TREATS,ent_diseasecondition_780d3bf613f5,قرحة,DiseaseCondition,ايزومبرازول,semantic_qa_evidence,evidence overlaps query terms
trial_query_094,هل هناك أسباب أخرى محددة تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت.,4,0.433898,0.522084,0.522084,1,1,0,0.162221,0.235294,0.4,False,ent_treatment_48712ae621b5,خلطة الريحان و الروزماري,Treatment,TREATS,ent_diseasecondition_7754d34e2c52,شيب,DiseaseCondition,خلطة الريحان و الروزماري,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,1,0.936577,0.936058,0.936058,1,1,1,0.571313,0.95,1.0,True,ent_diseasecondition_1730144a5e89,شظايا القنابل الصغيرة الانشطارية,DiseaseCondition,DIAGNOSED_BY,ent_test_c4cfd2d6468c,أشعة,Test,شظايا القنابل الصغيرة الانشطارية,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,2,0.748328,0.704418,0.704418,1,1,1,0.140981,0.15,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,DIAGNOSED_BY,ent_test_62f3f553cccf,تحليل بول,Test,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,3,0.748328,0.704418,0.704418,1,1,1,0.140981,0.15,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,TREATED_BY,ent_treatment_839837a8561b,الاكثار من شرب الماء,Treatment,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,4,0.404497,0.464058,0.464058,1,1,0,0.571313,0.95,-0.2,False,ent_test_c4cfd2d6468c,أشعة,Test,DIAGNOSES,ent_diseasecondition_1730144a5e89,شظايا القنابل الصغيرة الانشطارية,DiseaseCondition,أشعة,semantic_qa_evidence,strong semantic support; evidence overlaps query terms
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,5,0.300728,0.364418,0.364418,1,1,0,0.140981,0.15,-0.2,False,ent_test_62f3f553cccf,تحليل بول,Test,DIAGNOSES,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,تحليل بول,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_095,كيف تتم ازالة شظايا القنابل الصغيرة الانشطارية في المنزل عند عدم التمكن من الذهاب للمستشفى وهل هناك اخطار من بقائها؟,6,0.300728,0.364418,0.364418,1,1,0,0.140981,0.15,-0.2,False,ent_treatment_839837a8561b,الاكثار من شرب الماء,Treatment,TREATS,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,الاكثار من شرب الماء,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,1,0.770312,0.733126,0.733126,1,1,1,0.151602,0.222222,1.0,True,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,TREATED_BY,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,النقص الشديد للصفائح,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_096,السلام عليكم .. هل تناول ملعقة يوميا من زيت الحلبة على الريق يزيد من حجم الثدي بجانب التمارين ..؟؟ و ما المدة التى يمكن الاستمرار عليها فى تناول الزيت؟ و...,2,0.322712,0.393126,0.393126,1,1,0,0.151602,0.222222,-0.2,False,ent_treatment_0d20da4fd766,الروتيكسيماب,Treatment,TREATS,ent_diseasecondition_d039dca7a8c0,النقص الشديد للصفائح,DiseaseCondition,الروتيكسيماب,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,1,0.882909,0.900379,0.900379,1,1,1,0.582321,0.333333,1.0,True,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,HAS_SYMPTOM,ent_symptom_249d07021a1b,الام,Symptom,ضرس العقل,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,2,0.875543,0.895379,0.895379,1,1,1,0.582321,0.25,1.0,True,ent_symptom_249d07021a1b,الام,Symptom,TREATED_BY,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,الام,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,3,0.875166,0.894791,0.894791,1,1,1,0.577429,0.25,1.0,True,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,صداع,Symptom,ضرس العقل,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,4,0.875166,0.894791,0.894791,1,1,1,0.577429,0.25,1.0,True,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,TREATED_BY,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,ضرس العقل,detected_exact,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,5,0.854833,0.876041,0.876041,1,1,1,0.504508,0.083333,1.0,True,ent_symptom_fd750eeb2865,انتفاخ,Symptom,INVESTIGATED_BY,ent_test_c4cfd2d6468c,اشعة,Test,انتفاخ,detected_exact,matches primary intent; has original/direct edge support; strong semantic support
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,6,0.767353,0.732843,0.732843,1,1,1,0.369525,0.166667,1.0,True,ent_symptom_b754f1a1e5a8,صداع,Symptom,TREATED_BY,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,صداع,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,7,0.753054,0.717011,0.717011,1,1,1,0.279258,0.083333,1.0,True,ent_symptom_42ad4acdebc5,وجع,Symptom,INVESTIGATED_BY,ent_test_c4cfd2d6468c,اشعة,Test,وجع,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_097,كيفية التعامل مع انتفاخ ضرس العقل مسببا الام و احمرار الفك الاسفل,8,0.747207,0.701365,0.701365,1,1,1,0.107211,0.166667,1.0,True,ent_diseasecondition_4c4500ee0d57,ارتجاج دماغي,DiseaseCondition,DIAGNOSED_BY,ent_test_c4cfd2d6468c,أشعة,Test,ارتجاج دماغي,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,1,0.69404,0.641192,0.615386,3,3,3,0.62136,0.935484,-0.2,False,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,HAS_SYMPTOM,ent_symptom_724e59ded899,ضغط الدم,Symptom,مرض السكري,detected_exact,3 evidence rows; has original/direct edge support; strong semantic support; evidence overlaps query terms; 3 distinct QA sources
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,2,0.580792,0.557992,0.532186,3,3,0,0.62136,0.935484,-0.2,False,ent_symptom_724e59ded899,ضغط الدم,Symptom,SYMPTOM_OF,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,ضغط الدم,detected_alias,3 evidence rows; strong semantic support; evidence overlaps query terms; 3 distinct QA sources
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,3,0.52211,0.613176,0.613176,1,1,1,0.62136,0.193548,-0.2,False,ent_diseasecondition_380db6d92562,مرض السكري,DiseaseCondition,DIAGNOSED_BY,ent_test_dd68aa784555,تحاليل مخبرية,Test,مرض السكري,detected_exact,has original/direct edge support; strong semantic support
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,4,0.463395,0.521434,0.521434,1,1,1,0.215346,0.193548,-0.2,False,supp_ent_measurement_bp,ضغط الدم,Measurement,HAS_NORMAL_RANGE,supp_ent_range_bp,140-80 إذا لا توجد أمراض مصاحبة,Range,ضغط الدم,family_equivalent,has original/direct edge support
trial_query_098,تعاني والدتي من انسداد في الصمام الابهر بنسبة 40-60. حيث والتقرير ينصح باجراء عملية قلب مفتوح وتبديل صمامالابهر مع العلم انها تعاني من مرض السكري وضغط الدمز. العمر65س,5,0.414657,0.53903,0.53903,1,1,0,0.391812,0.193548,-0.2,False,ent_symptom_d713f64368d3,ضغط,Symptom,SYMPTOM_OF,ent_diseasecondition_ad3e19c416f6,التهاب الجيوب الأنفية,DiseaseCondition,ضغط,detected_exact,kept as lower-priority supporting graph edge
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,1,0.74235,0.694777,0.694777,1,1,1,0.058722,0.153846,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_d48190970b2d,تنميل,Symptom,فقر الدم,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,2,0.65675,0.654777,0.654777,1,1,0,0.058722,0.153846,1.0,True,ent_symptom_d48190970b2d,تنميل,Symptom,SYMPTOM_OF,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,تنميل,semantic_qa_evidence,matches primary intent
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,3,0.558659,0.613289,0.613289,1,1,1,0.395038,0.923077,-0.2,False,ent_diseasecondition_16a389cfd1bd,دبوس,DiseaseCondition,DIAGNOSED_BY,ent_test_c4cfd2d6468c,أشعة,Test,دبوس,detected_exact,has original/direct edge support; evidence overlaps query terms
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,4,0.484356,0.563296,0.563296,1,1,1,0.401503,0.076923,-0.2,False,ent_symptom_42ad4acdebc5,وجع,Symptom,INVESTIGATED_BY,ent_test_c4cfd2d6468c,اشعة,Test,وجع,detected_exact,has original/direct edge support
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,5,0.389321,0.402786,0.402786,1,1,1,0.087002,0.230769,-0.2,False,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,DIAGNOSED_BY,ent_test_3f0d2e079b73,RAST Test,Test,حساسية,semantic_qa_evidence,has original/direct edge support
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,6,0.388579,0.441289,0.441289,1,1,0,0.395038,0.923077,-0.2,False,ent_test_c4cfd2d6468c,أشعة,Test,DIAGNOSES,ent_diseasecondition_16a389cfd1bd,دبوس,DiseaseCondition,أشعة,semantic_qa_evidence,evidence overlaps query terms
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,7,0.379875,0.406055,0.406055,1,1,1,0.229629,0.0,-0.2,False,ent_symptom_fd750eeb2865,انتفاخ,Symptom,INVESTIGATED_BY,ent_test_c4cfd2d6468c,اشعة,Test,انتفاخ,semantic_qa_evidence,has original/direct edge support
trial_query_099,انا ابتلعت دبوس امس ولا اشعر ببلعه واعاني بوجع صدري كيف اعمل,8,0.314276,0.391296,0.391296,1,1,0,0.401503,0.076923,-0.2,False,ent_test_c4cfd2d6468c,اشعة,Test,INVESTIGATES,ent_symptom_42ad4acdebc5,وجع,Symptom,اشعة,semantic_qa_evidence,kept as lower-priority supporting graph edge
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,1,0.84997,0.772188,0.772188,2,2,2,0.523039,0.115385,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c81532a33515,الم المعدجة,Symptom,فقر الدم,semantic_candidate,matches primary intent; 2 evidence rows; has original/direct edge support; strong semantic support; 2 distinct QA sources
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,2,0.796769,0.776803,0.776803,1,1,1,0.523039,0.192308,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_d48190970b2d,تنميل,Symptom,فقر الدم,semantic_candidate,matches primary intent; has original/direct edge support; strong semantic support
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,3,0.78997,0.772188,0.772188,1,1,1,0.523039,0.115385,1.0,True,ent_diseasecondition_9719230327a2,فقر الدم,DiseaseCondition,HAS_SYMPTOM,ent_symptom_c48c0df96785,فقدان الشهيه,Symptom,فقر الدم,semantic_candidate,matches primary intent; has original/direct edge support; strong semantic support
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,4,0.767427,0.736966,0.736966,1,1,1,0.237027,0.115385,1.0,True,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,HAS_SYMPTOM,ent_symptom_f4cf885a0447,سعال,Symptom,حساسية الصدر,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,5,0.763357,0.730606,0.730606,1,1,1,0.239028,0.115385,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_59d5c1de0b88,الدم,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,6,0.681827,0.696966,0.696966,1,1,0,0.237027,0.115385,1.0,True,ent_symptom_f4cf885a0447,سعال,Symptom,SYMPTOM_OF,ent_diseasecondition_250910ab0701,حساسية الصدر,DiseaseCondition,سعال,semantic_qa_evidence,matches primary intent
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,7,0.677757,0.690606,0.690606,1,1,0,0.239028,0.115385,1.0,True,ent_symptom_59d5c1de0b88,الدم,Symptom,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,الدم,semantic_qa_evidence,matches primary intent
trial_query_100,عندى بقع بنية على جانبى الوجة وانا اعانى من انيميا 10 وكان عندى حصوات بالمرارة وعملت العملية ولا زالت البقع موجودة ما العلاج الاكيد وشكرا,8,0.555165,0.615162,0.615162,1,1,1,0.222566,0.269231,0.4,False,focus_ent_anemia,فقر الدم,DiseaseCondition,MANAGED_BY,focus_ent_iron_rich_foods,أغذية غنية بالحديد والفولات وفيتامين ب12,DietaryRecommendation,فقر الدم,family_equivalent,has original/direct edge support; evidence overlaps query terms
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,1,0.792457,0.770885,0.770885,1,1,1,0.67897,0.181818,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_fc32e4036e25,البردقوش,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support; strong semantic support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,2,0.79103,0.761552,0.761552,1,1,1,0.555738,0.272727,1.0,True,ent_symptom_215297000d7a,التدخين,Symptom,INVESTIGATED_BY,ent_test_51926b4c8cd0,الحيوانات المنوية,Test,التدخين,semantic_qa_evidence,matches primary intent; has original/direct edge support; strong semantic support; evidence overlaps query terms
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,3,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_fd42eb263b89,اكليل الجبل,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,4,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_b792fc31b8bb,الميرمية,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,5,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_c91b15de897a,البقدونس,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,6,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_c2ead061e2d0,حشيشة الملاك,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,7,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_895d0d591838,القرفة,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,8,0.752882,0.716151,0.716151,1,1,1,0.268302,0.090909,1.0,True,ent_diseasecondition_f870ba2ab6eb,الدورة الشهرية,DiseaseCondition,TREATED_BY,ent_treatment_639e625fe991,الزنجبيل,Treatment,الدورة الشهرية,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,1,0.78386,0.756031,0.756031,1,1,1,0.463592,0.2,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_28acc791e82d,تعب,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,2,0.78274,0.848031,0.848031,1,1,0,0.463592,0.2,1.0,True,ent_symptom_28acc791e82d,تعب,Symptom,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,تعب,detected_exact,matches primary intent
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,3,0.76938,0.736531,0.736531,1,1,1,0.293592,0.16,1.0,True,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,HAS_SYMPTOM,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,التهاب,semantic_qa_evidence,matches primary intent; has original/direct edge support
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,4,0.68378,0.696531,0.696531,1,1,0,0.293592,0.16,1.0,True,ent_symptom_7b839cc80688,ضيق تنفس,Symptom,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,ضيق تنفس,semantic_qa_evidence,matches primary intent
