query_id,source_entity_id,graph_relation_type,target_entity_id,evidence_rank,hybrid_score,evidence_relevance,qa_id,evidence,reason,edge_id,edge_direction
trial_query_103,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,1,0.796243,0.333333,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380,direct
trial_query_103,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,2,0.791243,0.25,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb,direct
trial_query_103,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,3,0.791243,0.25,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02,direct
trial_query_103,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,1,0.732243,0.333333,ahd5k_02607,مرض السكري وضغط الدم,Direct disease-symptom relationship established,rel_seed_1a25f42f93f6f380__inverse,inverse
trial_query_103,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,2,0.727243,0.25,ahd5k_04912,مع العلم أن المريض يعاني من مرض السكر,Explicit disease-symptom relationship,rel_seed_b3536762c6f85e02__inverse,inverse
trial_query_103,ent_diseasecondition_380db6d92562,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.517743,0.416667,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9,direct
trial_query_103,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_380db6d92562,1,0.453743,0.416667,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for diabetes.,rel_seed_fff580f977f6b0c9__inverse,inverse
trial_query_103,ent_diseasecondition_16cf4e77b755,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.432344,0.333333,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4,direct
trial_query_103,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_16cf4e77b755,1,0.392344,0.333333,ahd5k_01551,تحاليل مخبرية,Lab tests are standard diagnostic tools for inflammation.,rel_seed_85a95e9683ec40c4__inverse,inverse
trial_query_104,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_1f6a3892391d,1,0.4192,0.16,ahd5k_04701,تسارع في ضربات القلب,Direct symptom mentioned in hypertension context,rel_seed_a287eb5127f157e6,direct
trial_query_104,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_1f6a3892391d,2,0.4168,0.12,ahd5k_03624,خفقان القلب الشديد,Direct symptom mentioned in hypertension context,rel_seed_22133d1ffdf602e1,direct
trial_query_104,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.4126,0.16,ahd5k_04701,ضيق تنفس,Direct symptom mentioned in hypertension context,rel_seed_13b272c580e2d6d6,direct
trial_query_104,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_850b2a35c32d,1,0.4027,0.16,ahd5k_04701,دوخة,Direct symptom mentioned in hypertension context,rel_seed_06f1204a91052e39,direct
trial_query_104,ent_diseasecondition_380db6d92562,HAS_SYMPTOM,ent_symptom_724e59ded899,1,0.398061,0.12,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb,direct
trial_query_104,ent_symptom_1f6a3892391d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.3792,0.16,ahd5k_04701,تسارع في ضربات القلب,Direct symptom mentioned in hypertension context,rel_seed_a287eb5127f157e6__inverse,inverse
trial_query_104,ent_symptom_1f6a3892391d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,2,0.3768,0.12,ahd5k_03624,خفقان القلب الشديد,Direct symptom mentioned in hypertension context,rel_seed_22133d1ffdf602e1__inverse,inverse
trial_query_104,ent_symptom_7b839cc80688,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.3726,0.16,ahd5k_04701,ضيق تنفس,Direct symptom mentioned in hypertension context,rel_seed_13b272c580e2d6d6__inverse,inverse
trial_query_104,ent_symptom_850b2a35c32d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.3627,0.16,ahd5k_04701,دوخة,Direct symptom mentioned in hypertension context,rel_seed_06f1204a91052e39__inverse,inverse
trial_query_104,ent_symptom_724e59ded899,SYMPTOM_OF,ent_diseasecondition_380db6d92562,1,0.358061,0.12,ahd5k_01294,مرض السكري وضغط الدمز,Direct co-occurrence with explicit disease-symptom relationship,rel_seed_bd9e5c6d36b9dbdb__inverse,inverse
trial_query_105,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.72197,0.444444,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf,direct
trial_query_105,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c48c0df96785,1,0.72197,0.444444,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3,direct
trial_query_105,supp_ent_measurement_bp,HAS_NORMAL_RANGE,supp_ent_range_bp,1,0.446546,0.111111,ahd5k_00085,حسب عوامل الخطورة الأخرى كالسكري والكلى؛ إذا لا توجد أمراض مصاحبة فالقيمة المذكورة 140-80.,dataset-derived supplemental fact from ahd5k_00085,supp_rel_normal_bp,direct
trial_query_105,supp_ent_measurement_hr,HAS_NORMAL_RANGE,supp_ent_range_hr,1,0.446546,0.111111,ahd5k_00085,ضربات القلب تقريبا من 65-85، ويمكن قبول أقل أو أكثر حسب الحالة.,dataset-derived supplemental fact from ahd5k_00085,supp_rel_normal_hr,direct
trial_query_105,ent_symptom_c81532a33515,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.38197,0.444444,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf__inverse,inverse
trial_query_105,ent_symptom_c48c0df96785,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.38197,0.444444,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3__inverse,inverse
trial_query_106,ent_diseasecondition_9719230327a2,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.766981,0.137931,ahd5k_00757,تحليل فقر الدم,Direct diagnostic test explicitly mentioned for anemia,rel_seed_184239158a17a8bf,direct
trial_query_106,ent_diseasecondition_9719230327a2,DIAGNOSED_BY,ent_test_dd68aa784555,2,0.756688,0.241379,ahd5k_00696,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون,التحاليل المخبرية مذكورة بشكل مباشر كوسيلة لتشخيص نقص الأنزيم المرتبط بفقر الدم الانحلالي.,rel_seed_5fa73ea7b6f6ff3f,direct
trial_query_106,ent_diseasecondition_9719230327a2,DIAGNOSED_BY,ent_test_8dfa1780f518,1,0.756688,0.241379,ahd5k_01162,فحص التحاليل المخبرية مرتبط بتشخيص فقر الدم,الاختبار مذكور كوسيلة لتشخيص الحالة,rel_seed_c06b8520b4415b11,direct
trial_query_106,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_d48190970b2d,1,0.756688,0.241379,ahd5k_00838,نقص فيتامين (ب12) يسبب انيميا وتنميل,QA directly states vitamin B12 deficiency causes anemia and numbness,rel_seed_0e8bcb10a29e6d54,direct
trial_query_106,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.750481,0.137931,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb,direct
trial_query_106,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,2,0.750481,0.137931,ahd5k_02546,أحيانا الم في المعدة كسل وخمول اضطرابات في النوم,Directly links anemia to stomach pain as a symptom.,rel_seed_c660576254101bcf,direct
trial_query_106,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c48c0df96785,1,0.750481,0.137931,ahd5k_02546,فقر الدم سبب فقدان الشهيه,Directly states anemia causes loss of appetite.,rel_seed_90514571a31526b3,direct
trial_query_106,focus_ent_anemia,MANAGED_BY,focus_ent_iron_rich_foods,1,0.561141,0.275862,ahd5k_00594,يمكن دعم فقر الدم بنظام غذائي غني بعناصر مثل الحديد وحمض الفوليك وفيتامين ب-12، مع بقاء العلاج حسب نوع فقر الدم تحت إشراف الطبيب.,focused dataset-derived expansion from ahd5k_00594,focus_rel_anemia_managed_by_iron_rich_food,direct
trial_query_106,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_9719230327a2,1,0.392688,0.241379,ahd5k_00696,الفوال أو التفول هو الاضطراب الخلقي الجيني الناجم عن نقص الأنزيم المسؤول عن الحفاظ على تركيز ببتيد الغلوتاثيون,التحاليل المخبرية مذكورة بشكل مباشر كوسيلة لتشخيص نقص الأنزيم المرتبط بفقر الدم الانحلالي.,rel_seed_5fa73ea7b6f6ff3f__inverse,inverse
trial_query_107,ent_symptom_28acc791e82d,SYMPTOM_OF,ent_diseasecondition_16cf4e77b755,1,0.837456,0.09375,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation,rel_seed_b17e2cb75449ca9f__inverse,inverse
trial_query_107,ent_symptom_850b2a35c32d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.82673,0.15625,ahd5k_04701,دوخة,Direct symptom mentioned in hypertension context,rel_seed_06f1204a91052e39__inverse,inverse
trial_query_107,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_28acc791e82d,1,0.745456,0.09375,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Fatigue explicitly mentioned as symptom of inflammation,rel_seed_b17e2cb75449ca9f,direct
trial_query_107,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_1f6a3892391d,1,0.737717,0.15625,ahd5k_04701,تسارع في ضربات القلب,Direct symptom mentioned in hypertension context,rel_seed_a287eb5127f157e6,direct
trial_query_107,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_850b2a35c32d,1,0.73473,0.15625,ahd5k_04701,دوخة,Direct symptom mentioned in hypertension context,rel_seed_06f1204a91052e39,direct
trial_query_107,ent_diseasecondition_db17a406c72e,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.731117,0.15625,ahd5k_04701,ضيق تنفس,Direct symptom mentioned in hypertension context,rel_seed_13b272c580e2d6d6,direct
trial_query_107,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.726481,0.0625,ahd5k_03872,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,Direct symptom linkage in inflammation context,rel_seed_4e0920fcda8ee854,direct
trial_query_107,ent_symptom_1f6a3892391d,SYMPTOM_OF,ent_diseasecondition_db17a406c72e,1,0.697717,0.15625,ahd5k_04701,تسارع في ضربات القلب,Direct symptom mentioned in hypertension context,rel_seed_a287eb5127f157e6__inverse,inverse
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.930112,0.4,ahd5k_00970,هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم,Direct symptom attribution in allergy context,rel_seed_56abfb8d8355106e,direct
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_f4cf885a0447,2,0.895012,0.2,ahd5k_00069,حساسية الصدر وسعال,Direct symptom-disease link in QA context,rel_seed_7dd0c20df6697b64,direct
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_dc2c7333a505,1,0.923512,0.4,ahd5k_00970,ما علاج البلغم (حساسية الصدر) رغم اخذى هلاج اكثر من مرة ولا فائدة ؟,Phlegm explicitly linked to allergy condition,rel_seed_0c7a95bcebd3a487,direct
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_7b839cc80688,1,0.915512,0.266667,ahd5k_00683,ضيق تنفس وسرعة التعب وقلق,Direct symptom 'ضيق تنفس' explicitly linked to allergy in evidence,rel_seed_aad068f18b3b6989,direct
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_7b839cc80688,2,0.903012,0.333333,ahd5k_00010,حساسية تسبب ضيق تنفس,الحساسية تُعتبر سببًا مباشرًا لظهور ضيق التنفس كأعراض مرضية,rel_seed_07e32356e492ed5b,direct
trial_query_108,ent_diseasecondition_2f75d3dabe0b,HAS_SYMPTOM,ent_symptom_66c2e60e8e52,1,0.907512,0.133333,ahd5k_02124,واشعر بنشفان دائم في الحلق,Symptom explicitly linked to allergy,rel_seed_19c18472a8cd7446,direct
trial_query_108,ent_diseasecondition_250910ab0701,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.848674,0.2,ahd5k_04490,حساسية الصدر and سعال co-occur with explicit symptom-pathology link,Direct symptom-pathology relationship established in QA context,rel_seed_bae062ec77d09618,direct
trial_query_108,ent_diseasecondition_1c50bd11c45a,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.76627,0.4,ahd5k_00970,هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم,Cough directly attributed to asthma condition,rel_seed_0c18290c6e2c4697,direct
trial_query_108,ent_diseasecondition_1c50bd11c45a,HAS_SYMPTOM,ent_symptom_dc2c7333a505,1,0.76297,0.4,ahd5k_00970,هل هو ربو ؟؟ او هل هناك حساسية ابسط من ذلك وعوارضها فقط السعال والبلغم,Phlegm explicitly linked to asthma symptoms,rel_seed_2d8676e4afe037e2,direct
trial_query_108,ent_diseasecondition_16cf4e77b755,HAS_SYMPTOM,ent_symptom_f4cf885a0447,1,0.75637,0.4,ahd5k_00970,اذا كنت تعاني من التهاب ما في الجزء العلوي من الجهاز التنفسي يجب ان تتعالج,Cough directly associated with upper respiratory inflammation,rel_seed_bd265df67c4d74e3,direct
trial_query_109,ent_symptom_b754f1a1e5a8,INVESTIGATED_BY,ent_test_e668861db259,1,0.555791,0.03125,ahd5k_01058,الصور الشعاعية قد تُطلب لفحص الصداع,العلاقة مدعومة مباشرة من النص الذي يربط بين الأعراض والفحص,rel_seed_4c33ff1b89cf3eef,direct
trial_query_109,ent_treatment_450cbdcb87da,TREATS,ent_diseasecondition_6fc3f18427fb,1,0.544342,0.1875,ahd5k_04866,يستدعي الطبيب او المسعف للتعامل مع المصاب,Direct evidence of calling a doctor to treat the condition,rel_seed_8cd1644af5899ba5__inverse,inverse
trial_query_109,ent_treatment_450cbdcb87da,TREATS,ent_diseasecondition_5dcc30c3edc8,1,0.544342,0.1875,ahd5k_04866,يستدعي الطبيب او المسعف للتعامل مع المصاب,Direct evidence of calling a doctor to treat burns,rel_seed_1f346172d7d9ebdc__inverse,inverse
trial_query_109,ent_test_e668861db259,INVESTIGATES,ent_symptom_b754f1a1e5a8,1,0.515791,0.03125,ahd5k_01058,الصور الشعاعية قد تُطلب لفحص الصداع,العلاقة مدعومة مباشرة من النص الذي يربط بين الأعراض والفحص,rel_seed_4c33ff1b89cf3eef__inverse,inverse
trial_query_109,ent_diseasecondition_6fc3f18427fb,TREATED_BY,ent_treatment_450cbdcb87da,1,0.452342,0.1875,ahd5k_04866,يستدعي الطبيب او المسعف للتعامل مع المصاب,Direct evidence of calling a doctor to treat the condition,rel_seed_8cd1644af5899ba5,direct
trial_query_109,ent_diseasecondition_5dcc30c3edc8,TREATED_BY,ent_treatment_450cbdcb87da,1,0.452342,0.1875,ahd5k_04866,يستدعي الطبيب او المسعف للتعامل مع المصاب,Direct evidence of calling a doctor to treat burns,rel_seed_1f346172d7d9ebdc,direct
trial_query_109,ent_diseasecondition_00247d3d5c80,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,1,0.429021,0.09375,ahd5k_00780,الصداع التوتري قد يظهر كصداع يختلف حدته,العلاقة مدعومة مباشرة من النص الذي يربط بين الحالة المرضية والأعراض,rel_seed_f7f26f23fb811356,direct
trial_query_109,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_00247d3d5c80,1,0.389021,0.09375,ahd5k_00780,الصداع التوتري قد يظهر كصداع يختلف حدته,العلاقة مدعومة مباشرة من النص الذي يربط بين الحالة المرضية والأعراض,rel_seed_f7f26f23fb811356__inverse,inverse
trial_query_110,ent_diseasecondition_28abf8165f28,TREATED_BY,ent_treatment_b7e7fb09dd09,1,0.414564,0.333333,ahd5k_03468,العلاج الاهم هو السوائل للمحافظة على الكلى,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys,rel_seed_00ef9afb72a2a73b,direct
trial_query_110,ent_diseasecondition_5fea51591b68,TREATED_BY,ent_treatment_57825f7a3418,1,0.41374,0.333333,ahd5k_02702,مراجعة اخصائية النسائية,Direct treatment recommendation for the condition,rel_seed_161b6613a37c5ba2,direct
trial_query_110,ent_diseasecondition_5fea51591b68,DIAGNOSED_BY,ent_test_ce6fcb80c1fe,1,0.41374,0.333333,ahd5k_02702,فحص سريري,Clinical exam directly linked to diagnosis,rel_seed_50edf19b207eb0e8,direct
trial_query_110,ent_diseasecondition_7754d34e2c52,TREATED_BY,ent_treatment_48712ae621b5,1,0.412476,0.266667,ahd5k_04612,هل خلطة الريحان و الروزماري مفيدة للتخلص من الشيب,Direct treatment recommendation for gray hair,rel_seed_950a6cd53d4f8f78,direct
trial_query_110,ent_diseasecondition_2f75d3dabe0b,DIAGNOSED_BY,ent_test_433492431144,1,0.41133,0.266667,ahd5k_00864,تحليل الحساسية يُستخدم لتشخيص حساسية الصدر,الاختبار الطبي مرتبط مباشرة بتشخيص الحالة المرضية المذكورة,rel_seed_7744590f6ff0be93,direct
trial_query_110,ent_treatment_b7e7fb09dd09,TREATS,ent_diseasecondition_28abf8165f28,1,0.374564,0.333333,ahd5k_03468,العلاج الاهم هو السوائل للمحافظة على الكلى,QA explicitly states fluids are the primary treatment for myoglobinuria to protect kidneys,rel_seed_00ef9afb72a2a73b__inverse,inverse
trial_query_110,ent_treatment_57825f7a3418,TREATS,ent_diseasecondition_5fea51591b68,1,0.37374,0.333333,ahd5k_02702,مراجعة اخصائية النسائية,Direct treatment recommendation for the condition,rel_seed_161b6613a37c5ba2__inverse,inverse
trial_query_110,ent_test_ce6fcb80c1fe,DIAGNOSES,ent_diseasecondition_5fea51591b68,1,0.37374,0.333333,ahd5k_02702,فحص سريري,Clinical exam directly linked to diagnosis,rel_seed_50edf19b207eb0e8__inverse,inverse
trial_query_111,ent_diseasecondition_22348d970227,TREATED_BY,ent_treatment_3fd682796ae8,1,0.742883,0.142857,ahd5k_00035,اخذ التروكسين,Direct evidence of treatment for thyroid disease,rel_seed_5398af5e1a992c3d,direct
trial_query_111,ent_treatment_3fd682796ae8,TREATS,ent_diseasecondition_22348d970227,1,0.678883,0.142857,ahd5k_00035,اخذ التروكسين,Direct evidence of treatment for thyroid disease,rel_seed_5398af5e1a992c3d__inverse,inverse
trial_query_111,ent_diseasecondition_22348d970227,DIAGNOSED_BY,ent_test_234f794d532f,1,0.442883,0.142857,ahd5k_00035,مستوى الهرمون في الدم,Hormone level test directly linked to thyroid disease diagnosis,rel_seed_14a6be8faeb8ff92,direct
trial_query_111,ent_diseasecondition_532f5db9617f,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.439527,0.285714,ahd5k_02200,يتم تشخيص نشاط الغدة الدرقية عبر تحاليل مخبرية لهرمونات T3 وT4,التحليل المخبري لهرمونات الغدة الدرقية (T3 وT4) هو الطريقة المعيارية لتشخيص نشاط الغدة الدرقية,rel_seed_d54a8b0f1f19f3c5,direct
trial_query_111,ent_diseasecondition_09dfb160ec9a,DIAGNOSED_BY,ent_test_dd68aa784555,1,0.432927,0.285714,ahd5k_02200,يتم تشخيص مرض جريفز عبر تحاليل مخبرية لهرمونات الغدة الدرقية,التحاليل المخبرية لهرمونات الغدة الدرقية تُستخدم لتشخيص مرض جريفز كسبب للنشاط الدرقي,rel_seed_ab97cca01e3b333d,direct
trial_query_111,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_532f5db9617f,1,0.399527,0.285714,ahd5k_02200,يتم تشخيص نشاط الغدة الدرقية عبر تحاليل مخبرية لهرمونات T3 وT4,التحليل المخبري لهرمونات الغدة الدرقية (T3 وT4) هو الطريقة المعيارية لتشخيص نشاط الغدة الدرقية,rel_seed_d54a8b0f1f19f3c5__inverse,inverse
trial_query_111,ent_test_dd68aa784555,DIAGNOSES,ent_diseasecondition_09dfb160ec9a,1,0.392927,0.285714,ahd5k_02200,يتم تشخيص مرض جريفز عبر تحاليل مخبرية لهرمونات الغدة الدرقية,التحاليل المخبرية لهرمونات الغدة الدرقية تُستخدم لتشخيص مرض جريفز كسبب للنشاط الدرقي,rel_seed_ab97cca01e3b333d__inverse,inverse
trial_query_111,ent_test_234f794d532f,DIAGNOSES,ent_diseasecondition_22348d970227,1,0.378883,0.142857,ahd5k_00035,مستوى الهرمون في الدم,Hormone level test directly linked to thyroid disease diagnosis,rel_seed_14a6be8faeb8ff92__inverse,inverse
trial_query_112,ent_symptom_249d07021a1b,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,1,0.827336,0.115385,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to pain (الام) as a symptom.,rel_seed_88e6f3fee8de6995__inverse,inverse
trial_query_112,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_249d07021a1b,1,0.735336,0.115385,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to pain (الام) as a symptom.,rel_seed_88e6f3fee8de6995,direct
trial_query_112,ent_diseasecondition_04b436ff2a98,HAS_SYMPTOM,ent_symptom_b754f1a1e5a8,1,0.716334,0.076923,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to headache (صداع) as a symptom.,rel_seed_938a3b9670527bd9,direct
trial_query_112,ent_diseasecondition_f3982f19c624,HAS_SYMPTOM,ent_symptom_ad0da68fc73f,1,0.71147,0.230769,ahd5k_03738,الالم الدي الديم الديم الديم,The disease condition 'ارتياف دعب \u0627لديم' is directly described as involving 'الالم' (pain) in the evidence text.,rel_seed_a35d3fb4d695b101,direct
trial_query_112,ent_symptom_b754f1a1e5a8,SYMPTOM_OF,ent_diseasecondition_04b436ff2a98,1,0.676334,0.076923,ahd5k_04356,ضرس العقل,Wisdom teeth (ضرس العقل) are explicitly linked to headache (صداع) as a symptom.,rel_seed_938a3b9670527bd9__inverse,inverse
trial_query_112,ent_symptom_ad0da68fc73f,SYMPTOM_OF,ent_diseasecondition_f3982f19c624,1,0.67147,0.230769,ahd5k_03738,الالم الدي الديم الديم الديم,The disease condition 'ارتياف دعب \u0627لديم' is directly described as involving 'الالم' (pain) in the evidence text.,rel_seed_a35d3fb4d695b101__inverse,inverse
trial_query_112,ent_symptom_249d07021a1b,TREATED_BY,ent_treatment_1623092039ad,1,0.567336,0.115385,ahd5k_04356,مراجعة طبيبك او اخصائي جراحه وجه و فكين,Direct recommendation to consult a specialist for pain (الام) caused by wisdom teeth.,rel_seed_959ce061116b7eab,direct
trial_query_112,ent_symptom_b754f1a1e5a8,TREATED_BY,ent_treatment_1623092039ad,1,0.416334,0.076923,ahd5k_04356,مراجعة طبيبك او اخصائي جراحه وجه و فكين,Direct recommendation to consult a specialist for headache caused by wisdom teeth.,rel_seed_141b9acbdb0c5296,direct
trial_query_113,supp_ent_drug_primolut,REQUIRES_MEDICAL_SUPERVISION_FOR,supp_ent_state_pregnancy,1,0.768706,0.185185,ahd5k_00439,إذا كانت المريضة حاملا وتستعمل بريمولوت ن فيجب إيقافه؛ يذكر المصدر دراسات عن احتمال تشوهات في القلب والأوعية والأنبوب العصبي والدماغ.,dataset-derived supplemental fact from ahd5k_00439,supp_rel_primolut_pregnancy,direct
trial_query_113,ent_treatment_1479a48d3d42,TREATS,ent_diseasecondition_86e897b1e25a,1,0.696149,0.222222,ahd5k_03807,مضادات حيويه نكسيوم و كلاريثرومايسين واموكسسلين,السياق يربط العلاج مباشرة بالملوية البوابية كسبب للقرحة,rel_seed_ca33d772076cfe85__inverse,inverse
trial_query_113,supp_ent_fetal_bones,DEVELOPS_DURING,supp_ent_pregnancy_second_month,1,0.622442,0.148148,ahd5k_00230,في نهاية الأسبوع السادس يبدأ الجنين بتكوين العمود الفقري ويكون صغيرا جدا.,dataset-derived supplemental fact from ahd5k_00230,supp_rel_fetal_bones_timeline,direct
trial_query_113,ent_diseasecondition_7abdd04c7114,HAS_SYMPTOM,ent_symptom_7a79bce3a153,1,0.620365,0.111111,ahd5k_02903,قيء,Direct symptom-disease relationship supported by explicit mention of vomiting as a manifestation of pregnancy,rel_seed_d77bdc67649d436d,direct
trial_query_113,ent_diseasecondition_7abdd04c7114,HAS_SYMPTOM,ent_symptom_c42bbeabdb83,1,0.615921,0.037037,ahd5k_00568,"بعض الحالات المرضية مثل امراض القلب والشرايين , او امراض الجهاو التنفسي التي قد تؤدي الة ضيق النفس ونقص الاكسجين وبالتالي الزراق",Direct causal link between pregnancy and cyanosis via hypoxia,rel_seed_b8acae4ed65d8000,direct
trial_query_113,ent_diseasecondition_f3a36190d8c6,TREATED_BY,ent_treatment_d5946e76d323,1,0.584988,0.111111,ahd5k_00597,اللقاح,Direct evidence: Vaccine reduces Hepatitis B virus activity when followed correctly.,rel_seed_6708339bc60bd46e,direct
trial_query_113,ent_diseasecondition_f3a36190d8c6,TREATED_BY,ent_treatment_06f93bf4dc11,1,0.568488,0.111111,ahd5k_00597,الجرعات الثلاثه,Direct evidence: Three doses are sufficient for Hepatitis B prevention as per QA context.,rel_seed_e93540f09e8974da,direct
trial_query_113,ent_treatment_d5946e76d323,TREATS,ent_diseasecondition_f3a36190d8c6,1,0.544988,0.111111,ahd5k_00597,اللقاح,Direct evidence: Vaccine reduces Hepatitis B virus activity when followed correctly.,rel_seed_6708339bc60bd46e__inverse,inverse
trial_query_114,ent_diseasecondition_9719230327a2,HAS_SYMPTOM,ent_symptom_c81532a33515,1,0.703937,0.142857,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb,direct
trial_query_114,ent_symptom_c81532a33515,INVESTIGATED_BY,ent_test_2b2550da4a44,1,0.703937,0.142857,ahd5k_02292,فحص الجرثومة الحلزونية,Test is explicitly mentioned to investigate stomach pain.,rel_seed_b3cc817a83f9e586,direct
trial_query_114,ent_symptom_c81532a33515,SYMPTOM_OF,ent_diseasecondition_9719230327a2,1,0.363937,0.142857,ahd5k_02292,نقص في الدم مع الالم في المعده,Directly states anemia is associated with stomach pain.,rel_seed_6eed37b4f0733cbb__inverse,inverse
