query_id,query,context_rank,context_type,score,evidence_relevance,source_id,relation,evidence,qa_id,question,answer
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,26,semantic_evidence,0.16518,0.272727,mention::men_llm_0000521,,"Evidence: نمط الحياة والعادات المتبعة، مثل التدخين
Entity: التدخين
Surface form: التدخين
Field: answer
Relation context: التدخين INVESTIGATED_BY الحيوانات المنوية. Evidence: سلامة الحيوانات المنوية للزوج",ahd5k_01629,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية المتبعة في المركز العلاجي. خبرة الطبيب المعالج. يشار أن عمر المرأة يلعب دورًا مهمًا في تقدير نسبة نجاح الحمل باتباع طريقة أطفال الأنابيب، حيث تقدر نسبة نجاح الحمل 35% تقريبًا للنساء ذوات الأعمار الأقل من 35 عاماً بينما تبلغ نسبة النجاح 4% فقط لمن تزيد أعمارهن عن 42 عاماً. يجدر الذكر أيضًا أن تقنيات الحمل المساعدة في تطور دائم والتقنيات الحديثة تساهم في رفع فرص نجاح الحمل، كما يمكن اللجوء إلى أحد تقنيات الحمل المساعدة الأخرى ذات نسبة النجاح الأكبر. للمزيد: دليل نجاح عملية طفل الأنابيب. تحديات عمليه أطفال الأنابيب للسيدات فوق سن الأربعون. الفرق بين الحقن المجهري وأطفال الأنابيب.
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,27,semantic_evidence,0.161826,0.272727,mention::men_llm_0000523,,"Evidence: تقنية المتبعة في المركز العلاجي
Entity: المركز العلاجي
Surface form: مركز العلاجي
Field: answer
Relation context: التدخين INVESTIGATED_BY الحيوانات المنوية. Evidence: سلامة الحيوانات المنوية للزوج",ahd5k_01629,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية المتبعة في المركز العلاجي. خبرة الطبيب المعالج. يشار أن عمر المرأة يلعب دورًا مهمًا في تقدير نسبة نجاح الحمل باتباع طريقة أطفال الأنابيب، حيث تقدر نسبة نجاح الحمل 35% تقريبًا للنساء ذوات الأعمار الأقل من 35 عاماً بينما تبلغ نسبة النجاح 4% فقط لمن تزيد أعمارهن عن 42 عاماً. يجدر الذكر أيضًا أن تقنيات الحمل المساعدة في تطور دائم والتقنيات الحديثة تساهم في رفع فرص نجاح الحمل، كما يمكن اللجوء إلى أحد تقنيات الحمل المساعدة الأخرى ذات نسبة النجاح الأكبر. للمزيد: دليل نجاح عملية طفل الأنابيب. تحديات عمليه أطفال الأنابيب للسيدات فوق سن الأربعون. الفرق بين الحقن المجهري وأطفال الأنابيب.
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,28,semantic_evidence,0.153113,0.272727,mention::men_llm_0000111,,"Evidence: عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة
Entity: صغر الثدي
Surface form: صغر الثدي
Field: question
Relation context: ",ahd5k_01423,عمري 18 سنة وأنا أعاني من صغر الثدي هل يوجد أي حل لتكبيره دون جراحة?,حليب الصويا له فوائد عديدة فهو يزيد من افراز هرمون الأستروجين الأنثوي الذي يثير الرغبة الجنسية عند المرأة ويزيد من حجم الأعضاء التناسلية والثديين، يمكنك استعماله كما تشائين سواء شرب كالحليب أو عمل جبنة، وهناك الحلبة تعمل على تكبير الثدي.
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,29,semantic_evidence,0.150578,0.272727,mention::men_llm_0000518,,"Evidence: تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل
Entity: الحمل
Surface form: حمل الأنابيب
Field: answer
Relation context: التدخين INVESTIGATED_BY الحيوانات المنوية. Evidence: سلامة الحيوانات المنوية للزوج",ahd5k_01629,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية المتبعة في المركز العلاجي. خبرة الطبيب المعالج. يشار أن عمر المرأة يلعب دورًا مهمًا في تقدير نسبة نجاح الحمل باتباع طريقة أطفال الأنابيب، حيث تقدر نسبة نجاح الحمل 35% تقريبًا للنساء ذوات الأعمار الأقل من 35 عاماً بينما تبلغ نسبة النجاح 4% فقط لمن تزيد أعمارهن عن 42 عاماً. يجدر الذكر أيضًا أن تقنيات الحمل المساعدة في تطور دائم والتقنيات الحديثة تساهم في رفع فرص نجاح الحمل، كما يمكن اللجوء إلى أحد تقنيات الحمل المساعدة الأخرى ذات نسبة النجاح الأكبر. للمزيد: دليل نجاح عملية طفل الأنابيب. تحديات عمليه أطفال الأنابيب للسيدات فوق سن الأربعون. الفرق بين الحقن المجهري وأطفال الأنابيب.
trial_query_101,ماهو البردقوش وهل يوجد باليمن وهل يزيد من عدد الحيوانات المنويه؟,30,semantic_evidence,0.150578,0.272727,mention::men_llm_0000519,,"Evidence: تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل
Entity: الحمل
Surface form: أطفال الأنابيب
Field: answer
Relation context: التدخين INVESTIGATED_BY الحيوانات المنوية. Evidence: سلامة الحيوانات المنوية للزوج",ahd5k_01629,"على ماذا تعتمد نسبة نجاح أطفال الانابيب؟ ,ما هي نسبة نجاح طفل الانابيب ؟",تعتمد نسبة نجاح طفل الأنابيب على عدة عوامل، ومنها الآتي: عمر المرأة. وجود حمل سابق. الحالة الصحية للزوجين. سبب اللجوء لعملية الأنابيب. نمط الحياة والعادات المتبعة، مثل التدخين. سلامة الحيوانات المنوية للزوج. التقنية المتبعة في المركز العلاجي. خبرة الطبيب المعالج. يشار أن عمر المرأة يلعب دورًا مهمًا في تقدير نسبة نجاح الحمل باتباع طريقة أطفال الأنابيب، حيث تقدر نسبة نجاح الحمل 35% تقريبًا للنساء ذوات الأعمار الأقل من 35 عاماً بينما تبلغ نسبة النجاح 4% فقط لمن تزيد أعمارهن عن 42 عاماً. يجدر الذكر أيضًا أن تقنيات الحمل المساعدة في تطور دائم والتقنيات الحديثة تساهم في رفع فرص نجاح الحمل، كما يمكن اللجوء إلى أحد تقنيات الحمل المساعدة الأخرى ذات نسبة النجاح الأكبر. للمزيد: دليل نجاح عملية طفل الأنابيب. تحديات عمليه أطفال الأنابيب للسيدات فوق سن الأربعون. الفرق بين الحقن المجهري وأطفال الأنابيب.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,1,graph_relation,0.848031,0.2,rel_seed_b17e2cb75449ca9f__inverse,تعب SYMPTOM_OF التهاب,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,ahd5k_03872,السلام وعليكم ورحمة الله وبركاتو اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام .ارجو الاجابه وشكرا...,أعراض التهاب وحساسيه الجيوب الانفيه لابد من استخدام الادويه المناسبه بعد الفحص عند طبيب ENT
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,2,graph_relation,0.756031,0.2,rel_seed_b17e2cb75449ca9f,التهاب HAS_SYMPTOM تعب,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,ahd5k_03872,السلام وعليكم ورحمة الله وبركاتو اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام .ارجو الاجابه وشكرا...,أعراض التهاب وحساسيه الجيوب الانفيه لابد من استخدام الادويه المناسبه بعد الفحص عند طبيب ENT
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,3,graph_relation,0.736531,0.16,rel_seed_4e0920fcda8ee854,التهاب HAS_SYMPTOM ضيق تنفس,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,ahd5k_03872,السلام وعليكم ورحمة الله وبركاتو اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام .ارجو الاجابه وشكرا...,أعراض التهاب وحساسيه الجيوب الانفيه لابد من استخدام الادويه المناسبه بعد الفحص عند طبيب ENT
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,4,graph_relation,0.696531,0.16,rel_seed_4e0920fcda8ee854__inverse,ضيق تنفس SYMPTOM_OF التهاب,اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام,ahd5k_03872,السلام وعليكم ورحمة الله وبركاتو اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام .ارجو الاجابه وشكرا...,أعراض التهاب وحساسيه الجيوب الانفيه لابد من استخدام الادويه المناسبه بعد الفحص عند طبيب ENT
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,5,graph_relation,0.583072,0.16,rel_seed_b2361f2f508625ea,الكتف TREATED_BY البروفين,تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين,ahd5k_00486,السلام عليكم ورحمه الله وبركاته اناعندي الوالده كبيره بالسن تعاني من الم بالكتف وبعدالاشعات اخبروهابانه شخونه في الكتف واعطوهامسكنات وادويه ولاكن لم تفيدمعهاالابتخفبف الالم واخبروها كم دكتوربانه لازم تاخذابره بالكتف...,لم تذكر عمر الوالدة بالضبط، ولكن بشكل عام ، يحدث عند الكبار تاكل في الغضاريف ويسبب هذا الألم نتيجة احتكاك العظم،،هذا لا يمكن استعادته. لذلك يكون العلاج لتخفيف الألم ، والتدليك بالأدوية يفيد في تخفيف الألم ولكنه يجب أن يستمر، كذلك يجب تناول بعض المأكولات التي خفف الألم مثل الزنجبيل وغيره، أو تناول بعض الأدوية المسكنة للألم اللاستيروئيدية ،ثل البروفين وغيره، ولكن الإبر تعطي مفعولاً لمدة أسبوعين أو أكثر، ولهذا يحبها الناس.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,6,graph_relation,0.411072,0.16,rel_seed_b2361f2f508625ea__inverse,البروفين TREATS الكتف,تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين,ahd5k_00486,السلام عليكم ورحمه الله وبركاته اناعندي الوالده كبيره بالسن تعاني من الم بالكتف وبعدالاشعات اخبروهابانه شخونه في الكتف واعطوهامسكنات وادويه ولاكن لم تفيدمعهاالابتخفبف الالم واخبروها كم دكتوربانه لازم تاخذابره بالكتف...,لم تذكر عمر الوالدة بالضبط، ولكن بشكل عام ، يحدث عند الكبار تاكل في الغضاريف ويسبب هذا الألم نتيجة احتكاك العظم،،هذا لا يمكن استعادته. لذلك يكون العلاج لتخفيف الألم ، والتدليك بالأدوية يفيد في تخفيف الألم ولكنه يجب أن يستمر، كذلك يجب تناول بعض المأكولات التي خفف الألم مثل الزنجبيل وغيره، أو تناول بعض الأدوية المسكنة للألم اللاستيروئيدية ،ثل البروفين وغيره، ولكن الإبر تعطي مفعولاً لمدة أسبوعين أو أكثر، ولهذا يحبها الناس.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,7,semantic_qa,0.684692,1.0,qa::ahd5k_01350,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية
Answer: لا علاقه له بالقلب . اعمل رسم قلب وايكو ع الاقل وراجع طبيب الباطنه والعظام
Relation context: ",ahd5k_01350,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,لا علاقه له بالقلب . اعمل رسم قلب وايكو ع الاقل وراجع طبيب الباطنه والعظام
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,8,semantic_evidence,0.317592,0.2,mention::men_llm_0000011,,"Evidence: اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام
Entity: تعب
Surface form: تعب
Field: question
Relation context: التهاب HAS_SYMPTOM ضيق تنفس. Evidence: اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام | التهاب HAS_SYMP",ahd5k_03872,السلام وعليكم ورحمة الله وبركاتو اعاني من فتره من آلام في الانف والوجه والاخص الجبين واشعر بحساسيه في الحلق مما يسبب لي ضيق تنفس وتعب بشكل عام .ارجو الاجابه وشكرا...,أعراض التهاب وحساسيه الجيوب الانفيه لابد من استخدام الادويه المناسبه بعد الفحص عند طبيب ENT
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,9,semantic_evidence,0.289746,0.12,mention::men_llm_0001063,,"Evidence: حموضة في فمي
Entity: حموضة
Surface form: حموضة
Field: question
Relation context: ",ahd5k_01518,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,كشف سريري وعمل الفحوصات الاتية صورة دم لعدد الصفائح الدموية وكرات الدم البيضاء والحمراء تحليل سكر صايم وبعد الاكل بساعتين وتراكمي واستون بالدم تحليل وظائف كلي وال eGFR تحليل بول وبراز.. اشعة بالموجات ف الصوتية
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,10,semantic_evidence,0.262446,0.16,mention::men_llm_0000813,,"Evidence: الم بالكتف وبعد الاشعات اخبروهابانه شخونه في الكتف
Entity: الكتف
Surface form: الكتف
Field: answer
Relation context: الكتف TREATED_BY البروفين. Evidence: تناول بعض الأدوية المسكنة للألم اللاستيروئيدية، مثل البروفين",ahd5k_00486,السلام عليكم ورحمه الله وبركاته اناعندي الوالده كبيره بالسن تعاني من الم بالكتف وبعدالاشعات اخبروهابانه شخونه في الكتف واعطوهامسكنات وادويه ولاكن لم تفيدمعهاالابتخفبف الالم واخبروها كم دكتوربانه لازم تاخذابره بالكتف...,لم تذكر عمر الوالدة بالضبط، ولكن بشكل عام ، يحدث عند الكبار تاكل في الغضاريف ويسبب هذا الألم نتيجة احتكاك العظم،،هذا لا يمكن استعادته. لذلك يكون العلاج لتخفيف الألم ، والتدليك بالأدوية يفيد في تخفيف الألم ولكنه يجب أن يستمر، كذلك يجب تناول بعض المأكولات التي خفف الألم مثل الزنجبيل وغيره، أو تناول بعض الأدوية المسكنة للألم اللاستيروئيدية ،ثل البروفين وغيره، ولكن الإبر تعطي مفعولاً لمدة أسبوعين أو أكثر، ولهذا يحبها الناس.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,11,semantic_evidence,0.215139,0.24,mention::men_llm_0000031,,"Evidence: اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا
Entity: حساسية الصدر
Surface form: حساسية في الصدر
Field: question
Relation context: ",ahd5k_03662,اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا,متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,12,semantic_qa,0.208084,0.24,qa::ahd5k_03662,,"Category: أرجية حساسية (Allergic allergy)
Question: اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا
Answer: متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو
Relation context: ",ahd5k_03662,اعاني من حساسية في الصدر وضيق في التنفس وسعال وقئ صباحا,متابعة مع طبيب ضروري جدا للبدأ بالعلاج العلاجي والوقائي للربو
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,13,semantic_qa,0.200456,0.28,qa::ahd5k_03139,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: السلام عليكم ورحمه الله اشعر بطغنات في الجهه اليمن من الصدر ويمتد الى الكتف ماسبب هذه الالم؟؟
Answer: ينبغي فحص الفقرات العنقية ومفصل الكتف ، لأن أي التهاب على هذا المستوى يمكن أن يتسبب في هكذا أعراض
Relation context: ",ahd5k_03139,السلام عليكم ورحمه الله اشعر بطغنات في الجهه اليمن من الصدر ويمتد الى الكتف ماسبب هذه الالم؟؟,ينبغي فحص الفقرات العنقية ومفصل الكتف ، لأن أي التهاب على هذا المستوى يمكن أن يتسبب في هكذا أعراض
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,14,semantic_qa,0.197764,0.32,qa::ahd5k_02754,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: عمري 24 سنة اعاني من تسارع في دقات القلب مع العلم اني مريضة روماتويد منذ 2006 حاليا اتناول البردنيزون فهل السبب يعود لما يفرزه هذا الدواء من ادرينالين ام انه...
Answer: ينبغي تحديد نوع التسارع وسببه عبر تخطيط كهربي للقلب والعودة للمتابعة مع الطبيب المعالج لمعرفة إن كان هناك مضاعفات",ahd5k_02754,عمري 24 سنة اعاني من تسارع في دقات القلب مع العلم اني مريضة روماتويد منذ 2006 حاليا اتناول البردنيزون فهل السبب يعود لما يفرزه هذا الدواء من ادرينالين ام انه...,ينبغي تحديد نوع التسارع وسببه عبر تخطيط كهربي للقلب والعودة للمتابعة مع الطبيب المعالج لمعرفة إن كان هناك مضاعفات جديدة بسب التوقف عن العلاج الوقائي
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,15,semantic_qa,0.170881,0.28,qa::ahd5k_04235,,"Category: تشخيص (Diagnosis)
Question: اشعر باعراض لم اشعر بها من قبل فالبارحة احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة مع الم شديد في الصدر من جهة القلب كالسكين الحاد مع العلم...
Answer: ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر لتوضيح اذا ما كان هناك سبب عضوي يتعلق بالتهاب القصبات أو تحسس يُسبب ضيق التنفس والأجهاد الناجم عنه يؤدي إلى ت",ahd5k_04235,اشعر باعراض لم اشعر بها من قبل فالبارحة احسست بوخز في قلبي و اليوم عندما اتنفس اتنفس بصعوبة مع الم شديد في الصدر من جهة القلب كالسكين الحاد مع العلم...,ننصح باجراء فحص طبي للوقوف على تفاصيل أكثر لتوضيح اذا ما كان هناك سبب عضوي يتعلق بالتهاب القصبات أو تحسس يُسبب ضيق التنفس والأجهاد الناجم عنه يؤدي إلى تشنج العضلات الوربية وبالتالي الألم
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,16,semantic_qa,0.16718,0.24,qa::ahd5k_00162,,"Category: صحة الطفل (Child health)
Question: بسبب ظروف اجتماعية عصيبه لدى فقد تركت ابنى مع والده بعد شهر من ولادته على ان اعود بعد ثلاثة اشهر ويقول والده انه ينظر اليه نظرات عتاب دائما. كيف يؤثر...
Answer: في هذا العمر سيعود كل شئ لطبيعته بالتدريج عند رجوعك-
Relation context: ",ahd5k_00162,بسبب ظروف اجتماعية عصيبه لدى فقد تركت ابنى مع والده بعد شهر من ولادته على ان اعود بعد ثلاثة اشهر ويقول والده انه ينظر اليه نظرات عتاب دائما. كيف يؤثر...,في هذا العمر سيعود كل شئ لطبيعته بالتدريج عند رجوعك-
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,17,semantic_qa,0.16718,0.24,qa::ahd5k_03901,,"Category: أمراض باطنية (Esoteric)
Question: انتفاخ الكلى للحامل في الشهر السابع مع التهاب حا في البوم والدم
Answer: احيانا ينضغط الحالب الايمن بسبب نمو الرحم ينصج بالنوم على الجانب الايسر و لكن قي الحالات المتقدمة و الالتهابات لا بد من مضاد حيوي و قسطرة داخلية من الكلية الى المثانة.
Relation context: ",ahd5k_03901,انتفاخ الكلى للحامل في الشهر السابع مع التهاب حا في البوم والدم,احيانا ينضغط الحالب الايمن بسبب نمو الرحم ينصج بالنوم على الجانب الايسر و لكن قي الحالات المتقدمة و الالتهابات لا بد من مضاد حيوي و قسطرة داخلية من الكلية الى المثانة.
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,18,semantic_qa,0.164326,0.24,qa::ahd5k_00436,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: ضغط والم وشعور بعدم الراحة في منتصف الصدر يزداد عند الاستلقاء على الظهر ويخف عند الجلوس واشعر بالالم عند اخذ نفس عميق لاوجود لالتهاب التامور او ارتداد معدي وقلبيا لايوجد...
Answer: لا بد من فحص طبي سريري لاستبعاد فتق في الحجاب الحاجز
Relation context: ",ahd5k_00436,ضغط والم وشعور بعدم الراحة في منتصف الصدر يزداد عند الاستلقاء على الظهر ويخف عند الجلوس واشعر بالالم عند اخذ نفس عميق لاوجود لالتهاب التامور او ارتداد معدي وقلبيا لايوجد...,لا بد من فحص طبي سريري لاستبعاد فتق في الحجاب الحاجز
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,19,semantic_qa,0.161642,0.24,qa::ahd5k_03333,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: اسلام عليكم انا اعاني من ألم في الصدر مع الاحساس بوجود شئ في منطقة الظور والصدر والرغبه في القئ مع وجود ألم ونغزه في الجنب الشمال وتحت الابط.
Answer: لا داعي للقلق لكن ينبغي معرفة خصائص الالم وباقي الاعراض والعلامات المرافقة من خلال الفحص الطبي السريري اولا
Relation context: ",ahd5k_03333,اسلام عليكم انا اعاني من ألم في الصدر مع الاحساس بوجود شئ في منطقة الظور والصدر والرغبه في القئ مع وجود ألم ونغزه في الجنب الشمال وتحت الابط.,لا داعي للقلق لكن ينبغي معرفة خصائص الالم وباقي الاعراض والعلامات المرافقة من خلال الفحص الطبي السريري اولا
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,20,semantic_qa,0.160931,0.2,qa::ahd5k_00140,,"Category: تشخيص (Diagnosis)
Question: هل يمكن ان تحس المرأة بوجع طفيف على مستوى الثدي أثناء الدورة الشرية؟ مع العلم ان الألم على مستوى الثدي الايسر؟
Answer: يمكن ان يحدث هذا قبل او اثناء الدوره الشهريه نتيجه التغييرات الهرمونيه التي تحدث في هذه الاثناء, ولكن يختفي هذا الالم بعد انتهاء الدوره. لذلك اذا استمر الالم انصحك بمراجعه طبيبك للفحص.
Relation",ahd5k_00140,هل يمكن ان تحس المرأة بوجع طفيف على مستوى الثدي أثناء الدورة الشرية؟ مع العلم ان الألم على مستوى الثدي الايسر؟,"يمكن ان يحدث هذا قبل او اثناء الدوره الشهريه نتيجه التغييرات الهرمونيه التي تحدث في هذه الاثناء, ولكن يختفي هذا الالم بعد انتهاء الدوره. لذلك اذا استمر الالم انصحك بمراجعه طبيبك للفحص."
trial_query_102,اعاني من حموضة وصعوبة في التنفس وصعوبة بلع والم في الجانب الايسر من الصدر مع تعب في الكتف اليسرى بعد ابذال مجهود فهل هذا خطر على القلب ام حموضة عادية,21,semantic_qa,0.160558,0.28,qa::ahd5k_04742,,"Category: أمراض القلب و الشرايين (Cardiovascular disease)
Question: كنت احس من قبل بدقات قلب مفاجاة و انتهت وحدها و اليوم احسست ان قلبي المني و كان 20 ابرة دخلوا قلبي
Answer: يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار ٢٤ ساعه للتأكد من انتظام ضربات القلب لديك ..اما بالنسبه لالم القلب فلا استطيع تفريده هنا لعدم دقه وصفك له هل هو في منتصف ا",ahd5k_04742,كنت احس من قبل بدقات قلب مفاجاة و انتهت وحدها و اليوم احسست ان قلبي المني و كان 20 ابرة دخلوا قلبي,يجب عليك زياره طبيب القلب وتركيب جهاز هولتر علي مدار ٢٤ ساعه للتأكد من انتظام ضربات القلب لديك ..اما بالنسبه لالم القلب فلا استطيع تفريده هنا لعدم دقه وصفك له هل هو في منتصف الصدر ؟ ام للجهه اليسري او اليمني ؟؟ هل له علاقه بالمجهود او الاكل ..ما مده استمراره وماذا يذهبه ؟؟ اسئله كثيره ..يجب عليك زياره اقرب طبيب لديك
