doc_id,doc_type,source_id,entity_id,qa_id,title,embedding_text
mention::men_llm_0000935,evidence,men_llm_0000935,ent_test_dd68aa784555,ahd5k_00632,تحاليل مخبرية,"Evidence: يوجد كسل أولى بالغده الدرقيه ونحتاج للعلاج يجب زياره طبيب الغدد للفحص السريرى والاحتياج لاكمال باقى الفحوصات المعمليه وموجات صوتيه على الغده الدرقيه
Entity: تحاليل مخبرية
Surface form: تحاليل
Field: answer
Relation context: "
mention::men_llm_0000936,evidence,men_llm_0000936,ent_diseasecondition_7b4788cd854a,ahd5k_00632,الغدة الدرقية,"Evidence: يوجد كسل أولى بالغده الدرقيه ونحتاج للعلاج يجب زياره طبيب الغدد للفحص السريرى والاحتياج لاكمال باقى الفحوصات المعمليه وموجات صوتيه على الغده الدرقيه
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: answer
Relation context: "
mention::men_llm_0000937,evidence,men_llm_0000937,ent_diseasecondition_7b4788cd854a,ahd5k_02980,الغدة الدرقية,"Evidence: اذا كان ال TSH هو المقصود فهذه ممكن ان تكون بداية خمول ولكن عليكي اعادة التحليل للتأكد فإذا استمر ال tsh بالارتفاع فعليكب بدأ العلاج وتنظيم هرمون الغدة
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: answer
Relation context: "
mention::men_llm_0000938,evidence,men_llm_0000938,ent_diseasecondition_7b4788cd854a,ahd5k_03465,الغدة الدرقية,"Evidence: هناك زيادة نشاط بسيط جدا يدعى ماقبل السريري افضل اعادة الفحص والمتابعة مع اخصائي الغدد و مبدئيا ممكن اخذ علاج preponplol 10mg ثلاث مرات يوميا
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: answer
Relation context: "
mention::men_llm_0000939,evidence,men_llm_0000939,ent_diseasecondition_7b4788cd854a,ahd5k_02980,الغدة الدرقية,"Evidence: السلام عليكم أنا عملت تحليل للغدة الدرقيه قبل سنه وكانت النتائج ممتازه ولكن لما عملته بعد مرور سنه ظهر بالتحليل ان المعدل ٦ وقالت الدكتوره فيه ارتفاع في مستوى هرمون...
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: question
Relation context: "
mention::men_llm_0000940,evidence,men_llm_0000940,ent_diseasecondition_7b4788cd854a,ahd5k_03465,الغدة الدرقية,"Evidence: انا اعاني من جميع اعراض نشاط الغده الدرقيه واجريت تحليل وهذه النتائج TSH:0.32 ref range 0.35-5.5 freeT3:3 ref range 2.3-5.4 FreeT4:1.3 ref. Range 0.8-1.8 لذا هل ا عاني نشاط
Entity: الغدة الدرقية
Surface form: الغده الدرقيه
Field: question
Relation context: "
mention::men_llm_0000941,evidence,men_llm_0000941,ent_diseasecondition_385230d505f3,ahd5k_00372,تهاب,"Evidence: التحليل طبيعي
Entity: تهاب
Surface form: التحليل طبيعي . إذا كانت تأخد تيروكسين عليها أن تستمر بنفس الجرعة . وإذا لم تكن تأخذ فالغدة طبيعية ولاتحتاج لشيء
Field: answer
Relation context: "
mention::men_llm_0000942,evidence,men_llm_0000942,ent_diseasecondition_385230d505f3,ahd5k_00791,تهاب,"Evidence: تهاب
Entity: تهاب
Surface form: عزيزتي غالباً عن استخدام هرمون الثايروكسين بالجرعة المطلوبة يتحسن النوم لدى الأغلبية ولذلك يجب التأكد ان الجرعة كافية عن طريق تحليل الدم لمستوى هرمون الغدة tsh والأمر الآخر يتطلب استقصاء الأسباب الاخرى لكثرة النوم او الخمول والكسل بشكل عام العضوية والنفسية
Field: answer
Relation context: "
mention::men_llm_0000943,evidence,men_llm_0000943,ent_diseasecondition_385230d505f3,ahd5k_01491,تهاب,"Evidence: تهاب
Entity: تهاب
Surface form: عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها
Field: question
Relation context: "
mention::men_llm_0000944,evidence,men_llm_0000944,ent_diseasecondition_385230d505f3,ahd5k_01750,تهاب,"Evidence: تهاب
Entity: تهاب
Surface form: زدت جرعه الثيروكسبن من ٧٥ الى ١٠٠ وبعدها ب ٣ اسابيع احس بالم بالحلق مثل الاحتقان بس مو احتفان لي اسبوع كذا هل ارجع لجرعتي السابقه وماذا افعل
Field: question
Relation context: "
mention::men_llm_0000945,evidence,men_llm_0000945,ent_diseasecondition_385230d505f3,ahd5k_04258,تهاب,"Evidence: تهاب
Entity: تهاب
Surface form: عندكسل غده واخذت علاج اثيروكس 25 رجعت بعدها وحللت الحمدلله نزلت ورجعت للمعدل الطبيعي بعدها بشهرين قاعده اشوفها وصلت 3:11 وبعد 4شهور وصلت3:92 هل هذايعني خلاص استمرعلى الحبوب؟
Field: question
Relation context: "
mention::men_llm_0000946,evidence,men_llm_0000946,ent_treatment_72992721d87a,ahd5k_00372,جرعة,"Evidence: بنفس الجرعة
Entity: جرعة
Surface form: التحليل طبيعي . إذا كانت تأخد تيروكسين عليها أن تستمر بنفس الجرعة . وإذا لم تكن تأخذ فالغدة طبيعية ولاتحتاج لشيء
Field: answer
Relation context: "
mention::men_llm_0000947,evidence,men_llm_0000947,ent_treatment_72992721d87a,ahd5k_00791,جرعة,"Evidence: الجرعة المطلوبة
Entity: جرعة
Surface form: عزيزتي غالباً عن استخدام هرمون الثايروكسين بالجرعة المطلوبة يتحسن النوم لدى الأغلبية ولذلك يجب التأكد ان الجرعة كافية عن طريق تحليل الدم لمستوى هرمون الغدة tsh والأمر الآخر يتطلب استقصاء الأسباب الاخرى لكثرة النوم او الخمول والكسل بشكل عام العضوية والنفسية
Field: answer
Relation context: "
mention::men_llm_0000948,evidence,men_llm_0000948,ent_treatment_72992721d87a,ahd5k_01491,جرعة,"Evidence: جرعه
Entity: جرعة
Surface form: عمري ٢٥سنة واعاني من نشاط زائد في الغده الدرقية وقمت بأخذ جرعه من اليود النووي المشع وعندي طفل عمره سنه فما المده الزمنيه المحدده اللتي سأتمكن بعدها
Field: question
Relation context: "
mention::men_llm_0000949,evidence,men_llm_0000949,ent_treatment_72992721d87a,ahd5k_01750,جرعة,"Evidence: جرعتي السابقه
Entity: جرعة
Surface form: زدت جرعه الثيروكسبن من ٧٥ الى ١٠٠ وبعدها ب ٣ اسابيع احس بالم بالحلق مثل الاحتقان بس مو احتفان لي اسبوع كذا هل ارجع لجرعتي السابقه وماذا افعل
Field: question
Relation context: "
mention::men_llm_0000950,evidence,men_llm_0000950,ent_treatment_72992721d87a,ahd5k_04258,جرعة,"Evidence: استمرعلى الحبوب
Entity: جرعة
Surface form: عندكسل غده واخذت علاج اثيروكس 25 رجعت بعدها وحللت الحمدلله نزلت ورجعت للمعدل الطبيعي بعدها بشهرين قاعده اشوفها وصلت 3:11 وبعد 4شهور وصلت3:92 هل هذايعني خلاص استمرعلى الحبوب؟
Field: question
Relation context: "
mention::men_llm_0000951,evidence,men_llm_0000951,ent_diseasecondition_16cf4e77b755,ahd5k_00775,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000952,evidence,men_llm_0000952,ent_diseasecondition_7abdd04c7114,ahd5k_00775,الحمل,"Evidence: الحمل
Entity: الحمل
Surface form: الحمل
Field: question
Relation context: "
mention::men_llm_0000953,evidence,men_llm_0000953,ent_test_dd68aa784555,ahd5k_00775,تحاليل مخبرية,"Evidence: تحليل مخبري
Entity: تحاليل مخبرية
Surface form: تحليل مخبري
Field: answer
Relation context: "
mention::men_llm_0000954,evidence,men_llm_0000954,ent_diseasecondition_22348d970227,ahd5k_00035,مرض الغدة الدرقية,"Evidence: مرض الغدة الدرقية يعني يخفض
Entity: مرض الغدة الدرقية
Surface form: مرض الغدة الدرقية
Field: question
Relation context: مرض الغدة الدرقية TREATED_BY التروكسين. Evidence: اخذ التروكسين | مرض الغدة الدرقية DIAGNOSED_BY الهرمون. Evidence: مستوى الهرمون في الدم"
mention::men_llm_0000955,evidence,men_llm_0000955,ent_diseasecondition_22348d970227,ahd5k_00035,مرض الغدة الدرقية,"Evidence: علاج الغدة
Entity: مرض الغدة الدرقية
Surface form: مرض الغدة الدرقية
Field: answer
Relation context: مرض الغدة الدرقية TREATED_BY التروكسين. Evidence: اخذ التروكسين | مرض الغدة الدرقية DIAGNOSED_BY الهرمون. Evidence: مستوى الهرمون في الدم"
mention::men_llm_0000956,evidence,men_llm_0000956,ent_treatment_3fd682796ae8,ahd5k_00035,التروكسين,"Evidence: اخذ التروكسين
Entity: التروكسين
Surface form: التروكسين
Field: question
Relation context: مرض الغدة الدرقية TREATED_BY التروكسين. Evidence: اخذ التروكسين | مرض الغدة الدرقية DIAGNOSED_BY الهرمون. Evidence: مستوى الهرمون في الدم"
mention::men_llm_0000957,evidence,men_llm_0000957,ent_test_234f794d532f,ahd5k_00035,الهرمون,"Evidence: مستوى الهرمون في الدم
Entity: الهرمون
Surface form: الهرمون
Field: answer
Relation context: مرض الغدة الدرقية TREATED_BY التروكسين. Evidence: اخذ التروكسين | مرض الغدة الدرقية DIAGNOSED_BY الهرمون. Evidence: مستوى الهرمون في الدم"
mention::men_llm_0000958,evidence,men_llm_0000958,ent_diseasecondition_109e661e0028,ahd5k_02685,تهاب الغدة الدرقية,"Evidence: تهاب بالغدة الدرقيه زياده نشاط علما بانه بعد وﻻدتي السابقه حدث معي كذلك وزال بدون علاج ولكن هذه المره اشعر بان النشاط زاد وارهقني
Entity: تهاب الغدة الدرقية
Surface form: تهاب بالغدة الدرقيه
Field: question
Relation context: "
mention::men_llm_0000959,evidence,men_llm_0000959,ent_diseasecondition_16cf4e77b755,ahd5k_02685,التهاب,"Evidence: تهاب بالغدة الدرقيه زياده نشاط علما بانه بعد وﻻدتي السابقه حدث معي كذلك وزال بدون علاج ولكن هذه المره اشعر بان النشاط زاد وارهقني
Entity: التهاب
Surface form: التهاب
Field: question
Relation context: "
mention::men_llm_0000960,evidence,men_llm_0000960,ent_diseasecondition_16cf4e77b755,ahd5k_03376,التهاب,"Evidence: اعراض الغدة الدرقيه وعند اجراء التحليل وجد مايلي
Entity: التهاب
Surface form: اعراض الغدة الدرقيه
Field: question
Relation context: "
mention::men_llm_0000961,evidence,men_llm_0000961,ent_diseasecondition_16cf4e77b755,ahd5k_03376,التهاب,"Evidence: اعراض الغدة الدرقيه وعند اجراء التحليل وجد مايلي
Entity: التهاب
Surface form: التهاب
Field: question
Relation context: "
mention::men_llm_0000962,evidence,men_llm_0000962,ent_diseasecondition_16cf4e77b755,ahd5k_03385,التهاب,"Evidence: اعانى من تضخم فى حجم الثدى ...فهل يوجد علاقه بين قصر القضيب وتضخم حجم...
Entity: التهاب
Surface form: اعانى من تضخم فى حجم الثدى
Field: question
Relation context: "
mention::men_llm_0000963,evidence,men_llm_0000963,ent_diseasecondition_16cf4e77b755,ahd5k_03385,التهاب,"Evidence: اعانى من تضخم فى حجم الثدى ...فهل يوجد علاقه بين قصر القضيب وتضخم حجم...
Entity: التهاب
Surface form: تضخم فى حجم الثدى
Field: question
Relation context: "
mention::men_llm_0000964,evidence,men_llm_0000964,ent_diseasecondition_16cf4e77b755,ahd5k_03431,التهاب,"Evidence: الم في الرقبه ماهو سبب هل له علاقه بالعمليه
Entity: التهاب
Surface form: الم في الرقبه
Field: question
Relation context: "
mention::men_llm_0000965,evidence,men_llm_0000965,ent_diseasecondition_16cf4e77b755,ahd5k_03431,التهاب,"Evidence: الم في الرقبه ماهو سبب هل له علاقه بالعمليه
Entity: التهاب
Surface form: الم
Field: question
Relation context: "
mention::men_llm_0000966,evidence,men_llm_0000966,ent_diseasecondition_16cf4e77b755,ahd5k_02620,التهاب,"Evidence: لم يزداد طول القامة عندي بسرعة كما في البلوغ حيث ظهرت علامات البلوغ ما عدا النمو السريع حيث بلغت في سن 13 وانا لان عمري 15 ولم تاتي سرعة في...
Entity: التهاب
Surface form: البلغم
Field: question
Relation context: "
mention::men_llm_0000967,evidence,men_llm_0000967,ent_diseasecondition_16cf4e77b755,ahd5k_02971,التهاب,"Evidence: عند الاستيقاظ في الصباح اشعر بالام اسفل الظهر منذ فترة طويلة ما السبب انا استخدم علاج الثايروكسين هل له تاثير
Entity: التهاب
Surface form: الام اسفل الظهر
Field: question
Relation context: "
mention::men_llm_0000968,evidence,men_llm_0000968,ent_diseasecondition_16cf4e77b755,ahd5k_03154,التهاب,"Evidence: طب الغدد السلام عليكم اريد معرفة الحجم الطبيعي للغدة الدرقية بالسنتمتر
Entity: التهاب
Surface form: التهاب
Field: question
Relation context: "
mention::men_llm_0000969,evidence,men_llm_0000969,ent_diseasecondition_e70dbd4b1bf0,ahd5k_03831,Hashimot,"Evidence: لا يوجد تأثير ما دمتي تأخذي الدواء بانتظام
Entity: Hashimot
Surface form: Hashimot
Field: answer
Relation context: Hashimot TREATED_BY Tiroxine. Evidence: أَنِّي أعاني من هاشيموتو في بعض الأحيان في رمضان أخذ الدواء قبل السحور ولا اكل شي بعده وأصوم طوال النهار"
mention::men_llm_0000970,evidence,men_llm_0000970,ent_treatment_21722b3a3cbc,ahd5k_03831,Tiroxine,"Evidence: أَنِّي أعاني من هاشيموتو في بعض الأحيان في رمضان أخذ الدواء قبل السحور ولا اكل شي بعده وأصوم طوال النهار
Entity: Tiroxine
Surface form: Tiroxine
Field: question
Relation context: Hashimot TREATED_BY Tiroxine. Evidence: أَنِّي أعاني من هاشيموتو في بعض الأحيان في رمضان أخذ الدواء قبل السحور ولا اكل شي بعده وأصوم طوال النهار"
mention::men_llm_0000971,evidence,men_llm_0000971,ent_treatment_4d680c503ac2,ahd5k_03963,Radioactive Iodine,"Evidence: هذا يدل ان اليود لا يفيدك. قد تحتاجي الى جراحة
Entity: Radioactive Iodine
Surface form: جرعة يود مشع
Field: answer
Relation context: "
mention::men_llm_0000972,evidence,men_llm_0000972,ent_diseasecondition_85bdadb0e2a2,ahd5k_04335,Hypothyroidism,"Evidence: في موضوع خمول الغدة الدرقية ..هل عندما تعود الغدة الى وظيفتها الطبيعةبعد الخمول يعود الوزن كم كان قبل حدوث الخمول ؟
Entity: Hypothyroidism
Surface form: خمول الغدة الدرقية
Field: question
Relation context: "
mention::men_llm_0000973,evidence,men_llm_0000973,ent_treatment_7197c00f491c,ahd5k_04342,Vitamin D,"Evidence: نعم. ممكن اخذ فيتامينات اخرى. لا مانع
Entity: Vitamin D
Surface form: فيتامين د
Field: answer
Relation context: "
mention::men_llm_0000974,evidence,men_llm_0000974,ent_diseasecondition_8d0f4dc232cb,ahd5k_04373,Growth Hormone,"Evidence: نصحونا نذهب لاخصائي غدد صماء لانو احتمال يكون نقص في growth hormone
Entity: Growth Hormone
Surface form: growth hormone
Field: question
Relation context: "
mention::men_llm_0000975,evidence,men_llm_0000975,ent_diseasecondition_250910ab0701,ahd5k_04490,حساسية الصدر,"Evidence: حساسية الصدر
Entity: حساسية الصدر
Surface form: حساسية الصدر
Field: question
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
mention::men_llm_0000976,evidence,men_llm_0000976,ent_symptom_f4cf885a0447,ahd5k_04490,سعال,"Evidence: سعال
Entity: سعال
Surface form: سعال
Field: question
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
mention::men_llm_0000977,evidence,men_llm_0000977,ent_test_433492431144,ahd5k_04490,تحليل الحساسية,"Evidence: تحليل الحساسية
Entity: تحليل الحساسية
Surface form: تحليل الحساسية
Field: answer
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
mention::men_llm_0000978,evidence,men_llm_0000978,ent_treatment_90baddc0bf15,ahd5k_04490,العلاج,"Evidence: العلاج
Entity: العلاج
Surface form: العلاج
Field: answer
Relation context: حساسية الصدر HAS_SYMPTOM سعال. Evidence: حساسية الصدر and سعال co-occur with explicit symptom-pathology link | حساسية الصدر DIAGNOSED_BY تحليل الحساسية. Evidence: تحليل الحساسية explicitly mentioned as diagnostic tool for حساسية الصدر"
mention::men_llm_0000979,evidence,men_llm_0000979,ent_symptom_6e02a9cc4e27,ahd5k_04953,التوتر,"Evidence: التوتر والارهاق والقلق
Entity: التوتر
Surface form: التوتر والارهاق والقلق
Field: answer
Relation context: "
mention::men_llm_0000980,evidence,men_llm_0000980,ent_symptom_3ab5bd868858,ahd5k_04953,الارهاق,"Evidence: التوتر والارهاق والقلق
Entity: الارهاق
Surface form: التوتر والارهاق والقلق
Field: answer
Relation context: "
mention::men_llm_0000981,evidence,men_llm_0000981,ent_symptom_38888a2188fe,ahd5k_04953,القلق,"Evidence: التوتر والارهاق والقلق
Entity: القلق
Surface form: التوتر والارهاق والقلق
Field: answer
Relation context: "
mention::men_llm_0000982,evidence,men_llm_0000982,ent_diseasecondition_0058b0001848,ahd5k_00255,تضيق القنوات الموجودة داخل الكبد,"Evidence: تضيق القنوات الموجودة داخل الكبد عند الاطفال
Entity: تضيق القنوات الموجودة داخل الكبد
Surface form: تضيق القنوات الموجودة داخل الكبد
Field: question
Relation context: تضيق القنوات الموجودة داخل الكبد TREATED_BY منظار قنوات مرارية الف سلامة. Evidence: عمل منظار قنوات مرارية الف سلامة"
mention::men_llm_0000983,evidence,men_llm_0000983,ent_diseasecondition_c0d08edb6394,ahd5k_02213,تشمع الكبد,"Evidence: تشمع الكبد يؤثر على البول
Entity: تشمع الكبد
Surface form: تشمع الكبد
Field: answer
Relation context: "
mention::men_llm_0000984,evidence,men_llm_0000984,ent_diseasecondition_56b595f8a1f5,ahd5k_04633,فيروس الكبد الوبائي,"Evidence: فيروس الكبد الوبائي بي
Entity: فيروس الكبد الوبائي
Surface form: فيروس الكبد الوبائي
Field: answer
Relation context: "
mention::men_llm_0000985,evidence,men_llm_0000985,ent_treatment_07d0f0ae4c18,ahd5k_00255,منظار قنوات مرارية الف سلامة,"Evidence: عمل منظار قنوات مرارية الف سلامة
Entity: منظار قنوات مرارية الف سلامة
Surface form: عمل منظار قنوات مرارية الف سلامة
Field: answer
Relation context: تضيق القنوات الموجودة داخل الكبد TREATED_BY منظار قنوات مرارية الف سلامة. Evidence: عمل منظار قنوات مرارية الف سلامة"
mention::men_llm_0000986,evidence,men_llm_0000986,ent_test_e25254260950,ahd5k_01312,سونار بطن وحوض مع انريمات الكبد,"Evidence: عمل سونار بطن وحوض مع انريمات الكبد
Entity: سونار بطن وحوض مع انريمات الكبد
Surface form: عمل سونار بطن وحوض مع انريمات الكبد
Field: answer
Relation context: "
mention::men_llm_0000987,evidence,men_llm_0000987,ent_symptom_496829ff3f53,ahd5k_00072,البراز,"Evidence: البراز
Entity: البراز
Surface form: البراز
Field: answer
Relation context: "
mention::men_llm_0000988,evidence,men_llm_0000988,ent_diseasecondition_16cf4e77b755,ahd5k_00072,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000989,evidence,men_llm_0000989,ent_symptom_544114d1fc6b,ahd5k_00072,الغازات,"Evidence: الغازات
Entity: الغازات
Surface form: الغازات
Field: question
Relation context: "
mention::men_llm_0000990,evidence,men_llm_0000990,ent_diseasecondition_16cf4e77b755,ahd5k_00032,التهاب,"Evidence: التهاب العضلات والتهاب الاضلاع واعتلال الغدد الليمفاوية
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000991,evidence,men_llm_0000991,ent_diseasecondition_16cf4e77b755,ahd5k_00480,التهاب,"Evidence: التهاب بالمجاري البولية
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000992,evidence,men_llm_0000992,ent_diseasecondition_16cf4e77b755,ahd5k_01465,التهاب,"Evidence: التهاب مجرى البول
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000993,evidence,men_llm_0000993,ent_diseasecondition_16cf4e77b755,ahd5k_02282,التهاب,"Evidence: التهاب بمجرى التنفس العلوي
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000994,evidence,men_llm_0000994,ent_diseasecondition_16cf4e77b755,ahd5k_03901,التهاب,"Evidence: التهابات
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000995,evidence,men_llm_0000995,ent_diseasecondition_16cf4e77b755,ahd5k_04112,التهاب,"Evidence: التهاب أعصاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000996,evidence,men_llm_0000996,ent_diseasecondition_16cf4e77b755,ahd5k_04262,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000997,evidence,men_llm_0000997,ent_diseasecondition_16cf4e77b755,ahd5k_04517,التهاب,"Evidence: التهاب المسالك البولية
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: "
mention::men_llm_0000998,evidence,men_llm_0000998,ent_diseasecondition_ca9304cd0dde,ahd5k_01465,القولون العصبي,"Evidence: القولون العصبي
Entity: القولون العصبي
Surface form: القولون العصبي
Field: answer
Relation context: "
mention::men_llm_0000999,evidence,men_llm_0000999,ent_diseasecondition_ca9304cd0dde,ahd5k_04517,القولون العصبي,"Evidence: القولون العصبي
Entity: القولون العصبي
Surface form: القولون العصبي
Field: answer
Relation context: "
mention::men_llm_0001000,evidence,men_llm_0001000,ent_test_dd68aa784555,ahd5k_00480,تحاليل مخبرية,"Evidence: تحاليل مخبرية
Entity: تحاليل مخبرية
Surface form: تحاليل مخبرية
Field: answer
Relation context: "
mention::men_llm_0001001,evidence,men_llm_0001001,ent_diseasecondition_16cf4e77b755,ahd5k_04728,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: التهاب HAS_SYMPTOM المغص. Evidence: التهاب يسبب المغص"
mention::men_llm_0001002,evidence,men_llm_0001002,ent_diseasecondition_16cf4e77b755,ahd5k_04916,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: التهاب TREATED_BY الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم. Evidence: الامتناع عن الأطعمة يعالج التهاب | التهاب TREATED_BY استئصال المرارة. Evidence: استئصال المرارة يعالج التهاب"
mention::men_llm_0001003,evidence,men_llm_0001003,ent_diseasecondition_16cf4e77b755,ahd5k_04921,التهاب,"Evidence: التهاب
Entity: التهاب
Surface form: التهاب
Field: answer
Relation context: التهاب HAS_SYMPTOM الوجع الشديد في الجنب اليمين. Evidence: التهاب يسبب وجع الجنب"
mention::men_llm_0001004,evidence,men_llm_0001004,ent_symptom_4c83b1bd25ea,ahd5k_04728,المغص,"Evidence: المغص
Entity: المغص
Surface form: المغص
Field: answer
Relation context: التهاب HAS_SYMPTOM المغص. Evidence: التهاب يسبب المغص"
mention::men_llm_0001005,evidence,men_llm_0001005,ent_treatment_103a7b1accd7,ahd5k_04916,الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم,"Evidence: الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم
Entity: الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم
Surface form: الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم
Field: answer
Relation context: التهاب TREATED_BY الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم. Evidence: الامتناع عن الأطعمة يعالج التهاب | التهاب TREATED_BY استئصال المرارة. Evidence: استئصال المرارة يعالج التهاب"
mention::men_llm_0001006,evidence,men_llm_0001006,ent_treatment_543034bf73f8,ahd5k_04916,استئصال المرارة,"Evidence: استئصال المرارة
Entity: استئصال المرارة
Surface form: استئصال المرارة
Field: answer
Relation context: التهاب TREATED_BY الامتناع عن اعطاء أي أطعمة أو سوائل عن طريق الفم. Evidence: الامتناع عن الأطعمة يعالج التهاب | التهاب TREATED_BY استئصال المرارة. Evidence: استئصال المرارة يعالج التهاب"
mention::men_llm_0001007,evidence,men_llm_0001007,ent_symptom_cee2a1d85e2d,ahd5k_04921,الوجع الشديد في الجنب اليمين,"Evidence: الوجع الشديد في الجنب اليمين
Entity: الوجع الشديد في الجنب اليمين
Surface form: الوجع الشديد في الجنب اليمين
Field: question
Relation context: التهاب HAS_SYMPTOM الوجع الشديد في الجنب اليمين. Evidence: التهاب يسبب وجع الجنب"
mention::men_llm_0001008,evidence,men_llm_0001008,ent_diseasecondition_f3982f19c624,ahd5k_03738,ارتياف دعب \u0627لديم,"Evidence: الالم الدي الديم الديم الديم
Entity: ارتياف دعب \u0627لديم
Surface form: ارتياف دعب ديم
Field: answer
Relation context: ارتياف دعب \u0627لديم HAS_SYMPTOM الالم. Evidence: الالم الدي الديم الديم الديم"
mention::men_llm_0001009,evidence,men_llm_0001009,ent_symptom_ad0da68fc73f,ahd5k_03738,الالم,"Evidence: الالم الدي الديم الديم الديم
Entity: الالم
Surface form: الالم
Field: answer
Relation context: ارتياف دعب \u0627لديم HAS_SYMPTOM الالم. Evidence: الالم الدي الديم الديم الديم"
mention::men_llm_0001010,evidence,men_llm_0001010,ent_treatment_389c673b9b0c,ahd5k_04751,الديم,"Evidence: الديم الديم الديم الديم
Entity: الديم
Surface form: الديم
Field: answer
Relation context: "
mention::men_llm_0001011,evidence,men_llm_0001011,ent_test_c087a4192739,ahd5k_04751,الديم,"Evidence: الديم الديم الديم الديم
Entity: الديم
Surface form: الديم
Field: answer
Relation context: "
mention::men_llm_0001012,evidence,men_llm_0001012,ent_diseasecondition_ca9304cd0dde,ahd5k_00012,القولون العصبي,"Evidence: القولون العصبي ولدي توسع بالكليتين بسبب وجود الحصى
Entity: القولون العصبي
Surface form: القولون العصبي
Field: question
Relation context: "
mention::men_llm_0001013,evidence,men_llm_0001013,ent_diseasecondition_ca9304cd0dde,ahd5k_02411,القولون العصبي,"Evidence: ووالدي كان شال ورم في القولون من 3 سنين تقريبا
Entity: القولون العصبي
Surface form: القولون
Field: answer
Relation context: "
mention::men_llm_0001014,evidence,men_llm_0001014,ent_diseasecondition_ca9304cd0dde,ahd5k_02511,القولون العصبي,"Evidence: سببه التوتر العصبى و علاجه علاج التوتر العصبى
Entity: القولون العصبي
Surface form: القولون العصبى
Field: answer
Relation context: "
mention::men_llm_0001015,evidence,men_llm_0001015,ent_diseasecondition_ca9304cd0dde,ahd5k_02677,القولون العصبي,"Evidence: من أجل تقرحات فى القولون او البواسير
Entity: القولون العصبي
Surface form: القولون
Field: answer
Relation context: "
mention::men_llm_0001016,evidence,men_llm_0001016,ent_diseasecondition_ac6f7cbfb177,ahd5k_00012,الحصى,"Evidence: الحصى ومشاكل القولون
Entity: الحصى
Surface form: الحصى
Field: question
Relation context: "
mention::men_llm_0001017,evidence,men_llm_0001017,ent_diseasecondition_017a6d080eff,ahd5k_02411,القولون,"Evidence: ووالدي كان شال ورم في القولون من 3 سنين تقريبا
Entity: القولون
Surface form: القولون
Field: answer
Relation context: "
mention::men_llm_0001018,evidence,men_llm_0001018,ent_diseasecondition_017a6d080eff,ahd5k_02511,القولون,"Evidence: سببه التوتر العصبى و علاجه علاج التوتر العصبى
Entity: القولون
Surface form: القولون العصبى
Field: answer
Relation context: "
mention::men_llm_0001019,evidence,men_llm_0001019,ent_diseasecondition_017a6d080eff,ahd5k_02677,القولون,"Evidence: من أجل تقرحات فى القولون او البواسير
Entity: القولون
Surface form: القولون
Field: answer
Relation context: "
