entity_id,canonical_name,entity_type,surface_form,qa_id,chunk_id,source_row_number,field,evidence,llm_confidence,model,prompt_version
ent_symptom_db012388d676,الكتف,Symptom,الكتف,ahd5k_00486,chunk_00142,764818,answer,الم بالكتف وبعد الاشعات اخبروهابانه شخونه في الكتف,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_639e625fe991,الزنجبيل,Treatment,الزنجبيل,ahd5k_00486,chunk_00142,764818,answer,أو تناول بعض المأكولات التي خفف الألم مثل الزنجبيل وغيره,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_c93941cf1d98,البروفين,Treatment,البروفين,ahd5k_00486,chunk_00142,764818,answer,أو تناول بعض الأدوية المسكنة للألم اللاستيروئيدية ،ثل البروفين وغيره,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00171,chunk_00143,796753,answer,فحص الدهون لتحديد نوع الزيادة ومقدارها,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1cda0b09f82c,الكوليسترول,DiseaseCondition,الكوليسترول,ahd5k_00171,chunk_00143,796753,answer,فحص الدهون لتحديد نوع الزيادة ومقدارها,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_574f7ec272a2,الجرعة,Treatment,الجرعة,ahd5k_01831,chunk_00143,781654,answer,قراره على المعطيات السريرية والمخبرية الخاصة بالحالة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d99fb1a77d6c,الشيخوخة,DiseaseCondition,علامات الشيخوخة المبكرة,ahd5k_00987,chunk_00144,804794,answer,التقليل من علامات الشيخوخة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_925cfcb87467,الجلطات الدماغية,DiseaseCondition,جلطات دماغية,ahd5k_01783,chunk_00144,775935,question,جلطات دماغية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_f3a613a63534,التغذية بالأنبوب,Treatment,التغذية بالأنبوب,ahd5k_01783,chunk_00144,775935,answer,متابعة التغذية بالأنبوب لمدة طويلة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_35eb2b8f8638,اضطراب نفسي,DiseaseCondition,اضطراب نفسي,ahd5k_03579,chunk_00144,805596,answer,اضطراب نفسي يظهر لديها على شكل رهاب وعلى شكل الشك المرضي,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_b5d6db6d8c42,العقاقير المضادة للذهان,Treatment,العقاقير المضادة للذهان,ahd5k_03579,chunk_00144,805596,answer,العقاقير المضادة للذهان,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_00008,chunk_00145,807884,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00941,chunk_00145,802831,answer,الحمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_02bcaecf1a7e,التفاح,Treatment,التفاح,ahd5k_04616,chunk_00145,793031,answer,التفاح,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_604cc35281be,الشوكولاته,Treatment,الشوكولاته,ahd5k_04616,chunk_00145,793031,answer,الشوكولاته,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_612c88f2b060,العدس,Treatment,العدس,ahd5k_04616,chunk_00145,793031,answer,العدس,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_70946505d33a,عسل ملكات النحل,Treatment,عسل ملكات النحل,ahd5k_04616,chunk_00145,793031,answer,عسل ملكات النحل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_c8e54783a44f,اللحوم,Treatment,اللحوم,ahd5k_04616,chunk_00145,793031,answer,اللحوم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_edb14dbd221a,الجينسينغ,Treatment,الجينسينغ,ahd5k_04616,chunk_00145,793031,answer,الجينسينغ,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_f5972d4787bd,الأسماك الدهنية,Treatment,الأسماك الدهنية,ahd5k_04616,chunk_00145,793031,answer,الأسماك الدهنية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00230,chunk_00146,804638,question,في أي شهر من أشهر الحمل يتم تكوين عظام الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00439,chunk_00146,802304,answer,اذا كنت حامل وما زلت تستعملين اقراص ال بريمولوت ن فيجب ايقافها ، فهناك دراسات اثبتتت انه يمكن ان تؤدي هذه الاقراص الى تشوهات في القلب والاوعيه الدمويه لدى الجنين ، كما انه يمكن ان تؤدي الى تشوهات في الانبوب العصبي والدماغ,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_02841a5b9786,بريمولوت ن,Treatment,بريمولوت ن,ahd5k_00439,chunk_00146,802304,answer,اذا كنت حامل وما زلت تستعملين اقراص ال بريمولوت ن فيجب ايقافها ، فهناك دراسات اثبتتت انه يمكن ان تؤدي هذه الاقراص الى تشوهات في القلب والاوعيه الدمويه لدى الجنين ، كما انه يمكن ان تؤدي الى تشوهات في الانبوب العصبي والدماغ,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_891f5d08fec8,البريمولوت ن,Treatment,البريمولوت ن,ahd5k_00439,chunk_00146,802304,answer,اذا كنت حامل وما زلت تستعملين اقراص ال بريمولوت ن فيجب ايقافها ، فهناك دراسات اثبتتت انه يمكن ان تؤدي هذه الاقراص الى تشوهات في القلب والاوعيه الدمويه لدى الجنين ، كما انه يمكن ان تؤدي الى تشوهات في الانبوب العصبي والدماغ,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_3a654f2d937a,متلازمة Chiari,DiseaseCondition,متلازمة Chiari,ahd5k_00604,chunk_00146,787407,question,زوجتي حامل في نهاية شهرها السابع وتبين من صور الأشعة السينية أن الجنين يعاني من متلازمة Chiari من الدرجة الثانية، : هل من الممكن الحصول على قائمة بأسماء مراكز طبية...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00604,chunk_00146,787407,question,زوجتي حامل في نهاية شهرها السابع وتبين من صور الأشعة السينية أن الجنين يعاني من متلازمة Chiari من الدرجة الثانية، : هل من الممكن الحصول على قائمة بأسماء مراكز طبية...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00793,chunk_00146,782885,question,حبيت اسال عن زيت اللوز المر للجسم انا استخدمه لبطني وكامل جسمي الان لي تقريبا 3 اسابيع وانا حامل في الاسبوع الثاني عشر ولقد قرات...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_126db3468e93,زيت اللوز المر,Treatment,زيت اللوز المر,ahd5k_00793,chunk_00146,782885,question,حبيت اسال عن زيت اللوز المر للجسم انا استخدمه لبطني وكامل جسمي الان لي تقريبا 3 اسابيع وانا حامل في الاسبوع الثاني عشر ولقد قرات...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_01023,chunk_00146,807505,question,كيف يمكننا اكتشاف هذة الحاله؟في اي عمر,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_01515,chunk_00146,795116,question,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_2702542ba0eb,ميزوتاك,Treatment,ميزوتاك,ahd5k_01515,chunk_00146,795116,question,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_01585,chunk_00146,785691,question,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_02160,chunk_00146,806778,question,هل من علاج فعال لمن يعاني من مرض anorectal agenesis عدم تكون المستقيم والشرج منذ الولادة وقد أجريت لي عدة عمليات ومازال التحكم ضعيف وفتحة الشرج ضيقة مع بروزها للخارج,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_02381,chunk_00147,802707,question,ولدت الطفل داخل كيس اوغشاء عند ولداته,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_02665,chunk_00147,805812,answer,يستجيب الطفل في هذه المرحلة للصوت لذا يحبذ أن تسميعه ما تريدين من أصوات,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_03359,chunk_00147,785247,answer,حالة الحمل بسبب...,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_183e85947f1d,Deyamethasone,Treatment,Deyamethasone,ahd5k_03790,chunk_00147,801919,answer,Nnصح بالراحة فقط واخذ ابر Deyamethasone 12 mg X Twice for one time only,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_04001,chunk_00147,797317,question,حملي الاول,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_7dcc65be78f8,زيت الزيتون,Treatment,زيت الزيتون,ahd5k_04001,chunk_00147,797317,answer,بزيت الزيتون ثم حاولي شدها الى الخارج وذلك لمدة 3 - 5 دقائق 3 مرات في اليوم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_5f5cc11b7f72,Achondroplasia,DiseaseCondition,Achondroplasia,ahd5k_04892,chunk_00147,786375,answer,"Another possibility, Achondroplasia",0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_ae3dd473a795,Pallister Killian syndrome,DiseaseCondition,Pallister Killian syndrome,ahd5k_04892,chunk_00147,786375,answer,Among these syndromes: Pallister Killian syndrome,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d66c4956707a,Rhizomelic and Micromelia,DiseaseCondition,Rhizomelic and Micromelia,ahd5k_04892,chunk_00147,786375,question,اكتشفت فى نهاية الشهر السادس انه مصاب بRhizomelic and Micromelia,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_33ebca04d291,الحودة الصكري,DiseaseCondition,الحودة الصكري,ahd5k_02182,chunk_00148,803482,answer,الحودة الصكري اليثثار الحودة الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_41f520aa86a9,الحودة الحال,DiseaseCondition,الحودة الحال,ahd5k_02182,chunk_00148,803482,answer,الحودة الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_57992c2ef292,الحال,Symptom,الحال,ahd5k_02182,chunk_00148,803482,answer,الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_fdb2085491d0,الحال بالمرديدين,Symptom,الحال بالمرديدين,ahd5k_02182,chunk_00148,803482,answer,الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_33ebca04d291,الحودة الصكري,DiseaseCondition,الحودة الصكري,ahd5k_02249,chunk_00148,784955,answer,الحودة الصكري اليثثار الحودة الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_41f520aa86a9,الحودة الحال,DiseaseCondition,الحودة الحال,ahd5k_02249,chunk_00148,784955,answer,الحودة الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_57992c2ef292,الحال,Symptom,الحال,ahd5k_02249,chunk_00148,784955,answer,الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_fdb2085491d0,الحال بالمرديدين,Symptom,الحال بالمرديدين,ahd5k_02249,chunk_00148,784955,answer,الحال بالمرديدين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_03563,chunk_00149,804972,answer,الحمل,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_23da4c61fd5e,النزيف,Symptom,النزيف,ahd5k_03563,chunk_00149,804972,answer,النزيف,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_268a0d637f96,التهديد بالإجهاض,Symptom,التهديد بالإجهاض,ahd5k_03563,chunk_00149,804972,answer,التهديد بالإجهاض,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_433492431144,تحليل الحساسية,Test,تحليل الحساسية,ahd5k_03563,chunk_00149,804972,answer,تحليل الحساسية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_43cdb9f8f206,الجماع,Treatment,الجماع,ahd5k_03563,chunk_00149,804972,answer,الجماع,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_35d61a018e10,تشوه,DiseaseCondition,تشوهات في اليدين و رجلين,ahd5k_03355,chunk_00150,783177,question,تشوهات في اليدين و رجلين,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_b50b108a90f4,تشوهات,DiseaseCondition,تشوهات في اليدين و رجلين,ahd5k_03355,chunk_00150,783177,question,تشوهات في اليدين و رجلين,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_02903,chunk_00151,798607,answer,نجحت وتم الحمل,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_7a79bce3a153,قيء,Symptom,قيء,ahd5k_02903,chunk_00151,798607,question,قيء,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00876,chunk_00152,806090,answer,الحمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_c4cfd2d6468c,أشعة,Test,أشعة,ahd5k_00876,chunk_00152,806090,answer,أشعة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_03090,chunk_00152,790409,answer,الحمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_03870,chunk_00152,788044,answer,الحمل,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,فحوصات,ahd5k_01185,chunk_00153,806775,answer,إجراء فحوصات للتأكد,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحليل CMV IgM,ahd5k_04735,chunk_00153,803507,answer,عمل تحليل CMV IgM بصفة دورية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_6e2eca7e0846,حبوب تخسيس الوزن,Treatment,حبوب تخسيس الوزن,ahd5k_00127,chunk_00154,803173,answer,ماجريم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_2a6dda2fbaec,شفة مشقوقة,DiseaseCondition,شفة مشقوقة,ahd5k_01266,chunk_00154,787211,answer,الشفة الأرنبية تعتبر من التشوهات الخلقية الشائعة نسبيا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_07bda7f8e857,توبيراميت,Treatment,توبيراميت,ahd5k_01266,chunk_00154,787211,answer,التي تؤدي الى ولادة دات شفة مشقوقة من غير استعمال دواء التوبيراميت,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_adf1ea1ee5a7,موزة كبيرة,Treatment,موزة كبيرة,ahd5k_04065,chunk_00154,793039,answer,موزة كبيرة يوميا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_e10588af6bf0,الافطار,Treatment,الافطار,ahd5k_04065,chunk_00154,793039,answer,تناول وجبة الافطار يزيد من احتمالات انجاب اطفال ذكور,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_e8d6fe8e2a6a,كربونات الصودا,Treatment,كربونات الصودا,ahd5k_04065,chunk_00154,793039,answer,عمل دوش مهبلي بكربونات الصودا,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_fd47e672abb7,حلمة,Symptom,حلمة ثديي الايمن,ahd5k_00615,chunk_00155,802782,question,حلمة ثديي الايمن لا يوجد بها فتحة اي انها ملساء تماما,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_fd47e672abb7,حلمة,Symptom,حلمة مسطحه,ahd5k_00615,chunk_00155,802782,answer,فاذا كنت فقط تعانين من وجود حلمه مسطحه,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_ff3a8a841494,نبض,Symptom,نبض قلبه,ahd5k_01973,chunk_00155,788922,question,ولكن قالت حجم الجنين8ملم وهوغيرطبيعي ويجب ان يكون19ملم في هذا العمروحللت لجرثومةالتكسوبلازماواظهرالتحليل انه كنت مصابةبهافي صغري ونسبتها30%ولكن شفيت منهاوعندي مناعة منها... ولكن بما انه كان هنالك نبض عند زيارة الطبيب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_5947f4c8a22d,تطويل العظم,Treatment,تطويل العظم,ahd5k_02487,chunk_00155,808258,answer,هناك طريقة روسية اخترعها الجراح الروسي لازاروف لتطويل العظم,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_743481d9d387,التصاق التوائم السيامي,DiseaseCondition,التصاق التوائم السيامي,ahd5k_02748,chunk_00155,786045,answer,التوائم السيامية تحدث بعد ان يتم التلقيح بحوالي ثمن ايام حيث تنقسم الجسم التوتي الى قسمين ولكن هذا النقسام لا يكون تاما فيحدث الالتصاق,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02863,chunk_00156,805723,question,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02864,chunk_00156,808289,answer,التهاب,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_aaf0d0958a26,السرطان,DiseaseCondition,السرطان,ahd5k_03329,chunk_00156,785657,answer,السرطان,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d99fb1a77d6c,الشيخوخة,DiseaseCondition,الشيخوخة,ahd5k_03329,chunk_00156,785657,answer,الشيخوخة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1420aadad936,الجنين,DiseaseCondition,الجنين,ahd5k_03455,chunk_00156,800199,question,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_0e8b0f13e650,الجنين,Test,الجنين,ahd5k_03455,chunk_00156,800199,question,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_f7646981eb0a,الجنين,Treatment,الجنين,ahd5k_03455,chunk_00156,800199,answer,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_1420aadad936,الجنين,DiseaseCondition,الجنين,ahd5k_04815,chunk_00156,787753,answer,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_8dbc08affae1,الجنين,Symptom,الجنين,ahd5k_04815,chunk_00156,787753,answer,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_0e8b0f13e650,الجنين,Test,الجنين,ahd5k_04815,chunk_00156,787753,answer,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_f7646981eb0a,الجنين,Treatment,الجنين,ahd5k_04815,chunk_00156,787753,answer,الجنين,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_81ee665c48f1,Hashimoto,DiseaseCondition,غدة درقية (هاشيموتو),ahd5k_03394,chunk_00157,15485,question,غدة درقية (هاشيموتو),0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_81ee665c48f1,Hashimoto,DiseaseCondition,هاشيموتو,ahd5k_03394,chunk_00157,15485,question,هاشيموتو,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_891e6b99157e,الكلية,Test,الكلية,ahd5k_03394,chunk_00157,15485,question,الكلية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_891e6b99157e,الكلية,Test,الكلية,ahd5k_03394,chunk_00157,15485,answer,الكلية,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_ca6f7fce3808,PTH,Test,PTH,ahd5k_03833,chunk_00157,629051,answer,PTH,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_02203,chunk_00158,531473,answer,تهابات الغدة الدرقية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_4e4b38e6ff32,كاربيمازول,Treatment,كاربيمازول,ahd5k_02203,chunk_00158,531473,question,كاربيمازول 5mg,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,التهاب,ahd5k_03769,chunk_00158,384290,question,التهاب,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_08325dd63292,ثيروكسين,Treatment,levothyrox25,ahd5k_03769,chunk_00158,384290,answer,levothyrox25 1/2cp,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_00048,chunk_00159,799207,answer,ان هرمون الثيروكسين (هرمون الغده الدرقيه) مهم لنمو الجنين العقلي والجسدي، لذلك فان نقص افراز هذا الهرمون الذي يكون نتيجه خمول بالغده الدرقيه قد يؤدي اذا لم تتم معالجته لمده طويله خلال الحمل وخاصه في الثلث الثاني والثالث من الحمل الى تشوهات خلقية وحالات التقزم,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_7abdd04c7114,الحمل,DiseaseCondition,الحمل,ahd5k_01754,chunk_00159,643194,answer,نعم يجب علاجها,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_21962ce71aec,نقص هرمونات,DiseaseCondition,نقص هرمونات,ahd5k_04611,chunk_00160,722968,answer,التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_9510bd8242ac,انقطاع الطمث,Symptom,انقطاع الطمث,ahd5k_04611,chunk_00160,722968,question,اعاني من مشكلة انقطاع الطمث لمدة شهرين كل مرة اي غير منتظمة و عندما زرت اخصائي قال ان عندي مشكلة نقص هرمونات,0.900,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_c4ec2e232baf,الفحوصات المخبرية,Test,الفحوصات المخبرية,ahd5k_04611,chunk_00160,722968,answer,التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_ad98d6688d4a,التقيم,Treatment,التقيم,ahd5k_04611,chunk_00160,722968,answer,التقيم بحاجة الى اخذ تاريخ مرضي واضح ومن ثم الفحص السريري واخيرا عمل الفحوصات المخبرية والصورالشعاعية ومن ثم العلاج,0.800,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_d56405bafefa,تكيس المبايض,DiseaseCondition,تكيس المبايض,ahd5k_00772,chunk_00161,719773,answer,تكيس المبايض,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_symptom_dbef79463d2f,سمنة,Symptom,سمنة,ahd5k_00772,chunk_00161,719773,question,سمنة,0.850,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحاليل مخبرية,ahd5k_00772,chunk_00161,719773,answer,تحاليل مخبرية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_0faf4c6d9712,كليمين,Treatment,كليمين,ahd5k_00772,chunk_00161,719773,answer,كليمين,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_3ca399102196,GLUCOVIG,Treatment,GLUCOVIG,ahd5k_00772,chunk_00161,719773,answer,GLUCOVIG,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_f9afb64b4575,Euthyrox25,Treatment,Euthyrox25,ahd5k_00772,chunk_00161,719773,answer,Euthyrox25,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_09dfb160ec9a,مرض جريفز,DiseaseCondition,مرض جريفز,ahd5k_02200,chunk_00162,91240,answer,الإصابة بأحد اضطرابات المناعة الذاتية الوراثية مثل مرض جريفز,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_31c6f1e3a619,التهاب الغدة الدرقية,DiseaseCondition,التهاب الغدة الدرقية,ahd5k_02200,chunk_00162,91240,answer,الإصابة بحالة تسمى التهاب الغدة الدرقية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_532f5db9617f,نشاط الغدة الدرقية,DiseaseCondition,نشاط الغدة الدرقية,ahd5k_02200,chunk_00162,91240,answer,يعاني العديد من الأشخاص من حالة صحية تسمى نشاط الغدة الدرقية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_c123927b86ec,عقيدات الغدة الدرقية,DiseaseCondition,عقيدات الغدة الدرقية,ahd5k_02200,chunk_00162,91240,answer,الإصابة بحالة تسمى عقيدات الغدة الدرقية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_test_dd68aa784555,تحاليل مخبرية,Test,تحاليل مخبرية,ahd5k_02200,chunk_00162,91240,answer,يعاني العديد من الأشخاص من حالة صحية تسمى نشاط الغدة الدرقية حيث يحدث في هذه الحالة إفراز كمية كبيرة من هرمونات الغدة الدرقية وهما ثلاثي يودوثيرونين (T3) وهرمون ثيروكسين (T4).,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_treatment_72992721d87a,جرعة,Treatment,جرعة,ahd5k_02200,chunk_00162,91240,answer,العمل على تناول جرعات كبيرة من هرمون الغدة الدرقية,0.950,llama-3.1-8b-instant,legacy_entity_extraction
ent_diseasecondition_5fea51591b68,نقص بحجم الثدي,DiseaseCondition,نقص بحجم الثدي الايمن,ahd5k_02702,chunk_00163,652152,question,نقص بحجم الثدي الايمن,0.850,llama-3.1-8b-instant,legacy_entity_extraction
