entity_id,canonical_name,canonical_name_norm,entity_type,aliases,mention_count,qa_count,source_chunk_count,average_llm_confidence,source_models,source_origin
ent_diseasecondition_007646f95e3a,ناسور,ناسور,DiseaseCondition,"[""ناسور""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_c294dde65052,نزلة معوية,نزله معويه,DiseaseCondition,"[""ارتكاريا"", ""التهاب"", ""حساسية"", ""حساسية الصدر"", ""ربو"", ""نزلة معوية""]",3,3,3,0.850,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_diseasecondition_e7ca942c5236,نزيف بسيط,نزيف بسيط,DiseaseCondition,"[""نزيف بسيط""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_532f5db9617f,نشاط الغدة الدرقية,نشاط الغده الدرقيه,DiseaseCondition,"[""نشاط الدرقية"", ""نشاط الغدة الدرقية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_d17807bf385c,نقص البروتينات,نقص البروتينات,DiseaseCondition,"[""الأنيميا"", ""نقص البروتينات"", ""نقص الحديد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_diseasecondition_ddc87069534f,نقص الحليب,نقص الحليب,DiseaseCondition,"[""نقص الحليب""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_3d19d6125641,نقص الصفيحات,نقص الصفيحات,DiseaseCondition,"[""نقص الصفيحات"", ""نقص الصفيحات الدموية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,نقص الكريات البيضاء,DiseaseCondition,"[""نقص الكريات البيضاء""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_5fea51591b68,نقص بحجم الثدي,نقص بحجم الثدي,DiseaseCondition,"[""نقص بحجم الثدي"", ""نقص بحجم الثدي الايمن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_b36e8e3eea0d,نقص بقتامين د,نقص بقتامين د,DiseaseCondition,"[""نقص بقتامين د""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_6116bf50d3f1,نقص حديد,نقص حديد,DiseaseCondition,"[""نقص حديد""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_1b4cda592c0e,نقص فيتامين,نقص فيتامين,DiseaseCondition,"[""نقص فيتامين""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_74be32fb7f24,نقص فيتامين د,نقص فيتامين د,DiseaseCondition,"[""نقص فيتامين د""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_21962ce71aec,نقص هرمونات,نقص هرمونات,DiseaseCondition,"[""نقص هرمون"", ""نقص هرمونات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_diseasecondition_bc2bdd95ae64,ورم,ورم,DiseaseCondition,"[""ورم""]",5,5,2,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_5774b0592a02,Fshl Klowi,fshl klowi,Symptom,"[""Failing Kidneys"", ""Fshl Klowi""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_5a4646c01c0e,اختلال وظائف الكبد,اختلال وظايف الكبد,Symptom,"[""اختلال وظائف الكبد""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_a3c00de774da,ارتجاف,ارتجاف,Symptom,"[""ارتجاف""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,ارتفاع خضاب الدم,Symptom,"[""ارتفاع خضاب الدم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_fca11f2984f5,إسهال,اسهال,Symptom,"[""إسهال""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_98ced8571764,الاحساس بوجود هواء,الاحساس بوجود هواء,Symptom,"[""الاحساس بوجود هواء"", ""بلغم"", ""تعب"", ""حكة"", ""سعال"", ""صداع"", ""ضيق تنفس""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_df22c3f1a6e7,الارتداد المريئ,الارتداد المريي,Symptom,"[""الارتداد المريئ""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_93828ade2cbe,الارتكاريا,الارتكاريا,Symptom,"[""ارتكاريا"", ""الارتكاريا"", ""حكه""]",2,2,1,0.900,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_3ab5bd868858,الارهاق,الارهاق,Symptom,"[""الارهاق"", ""التوتر والارهاق والقلق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_c78812eeadda,الاصفرار,الاصفرار,Symptom,"[""yellowing"", ""الاصفرار""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_759403abc54c,الإغماء,الاغماء,Symptom,"[""الإغماء""]",1,1,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_d89240a33051,الافرازات,الافرازات,Symptom,"[""افرازات"", ""افرازات خضراء"", ""الافرازات""]",4,4,3,0.863,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_ad0da68fc73f,الالم,الالم,Symptom,"[""الالم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_249d07021a1b,آلام,الام,Symptom,"[""آلام"", ""الآلام""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_a995c615670f,الام البطن,الام البطن,Symptom,"[""الام البطن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_6a2fcaf793eb,الام عند الإخراج,الام عند الاخراج,Symptom,"[""الام عند الإخراج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_2473c72084ae,الامتلاء,الامتلاء,Symptom,"[""الامتلاء""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_20be964a4d5c,الانتان,الانتان,Symptom,"[""الانتان""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_a9f0b25807d2,الانتفاخ,الانتفاخ,Symptom,"[""الانتفاخ""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_9731436c9bf9,الانين,الانين,Symptom,"[""الانين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_496829ff3f53,البراز,البراز,Symptom,"[""البراز""]",7,6,3,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_cdf7db203339,البلغم,البلغم,Symptom,"[""البلغم"", ""مخاط""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_215297000d7a,التدخين,التدخين,Symptom,"[""التدخين"", ""تدخين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_e2d3b3389af6,التصاق,التصاق,Symptom,"[""التصاق"", ""تصاق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_268a0d637f96,التهديد بالإجهاض,التهديد بالاجهاض,Symptom,"[""التهديد بالإجهاض""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_6e02a9cc4e27,التوتر,التوتر,Symptom,"[""التوتر"", ""التوتر والارهاق والقلق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_8dbc08affae1,الجنين,الجنين,Symptom,"[""الجنين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_3600b8bcb53e,الجوع,الجوع,Symptom,"[""الجوع"", ""شعور بالجوع""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_8837f8fd35f4,الجيب اللثوي,الجيب اللثوي,Symptom,"[""الجيب اللثوي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_6ff36e848606,الحادِث الوِعائيٌّ الدِمَاغِيّ,الحادث الوعايي الدماغي,Symptom,"[""الحادِث الوِعائيٌّ الدِمَاغِيّ"", ""حادث وعائي دماغي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_57992c2ef292,الحال,الحال,Symptom,"[""الحال""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_fdb2085491d0,الحال بالمرديدين,الحال بالمرديدين,Symptom,"[""الحال بالمرديدين""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_53abceeb016c,الحرق,الحرق,Symptom,"[""الحرق"", ""حريق""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_c0304ff8b723,الحروق,الحروق,Symptom,"[""الحروق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_d0d35afb979b,الحساسية على الوسط التَبايُنِيّ,الحساسيه علي الوسط التبايني,Symptom,"[""الحساسية على الوسط التَبايُنِيّ"", ""حساسية على الوسط التبايني""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_d5ab0d06008b,الخراج,الخراج,Symptom,"[""الخراج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_800cfb42c0f8,الخريث,الخريث,Symptom,"[""الحصاصة"", ""الخريث""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_59d5c1de0b88,الدم,الدم,Symptom,"[""الدم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_7448c22419cc,الدورة,الدوره,Symptom,"[""الدورة"", ""دورة"", ""دورة منتظمة""]",2,2,1,0.900,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_4ee1ee88d9f2,الديدان الشريطية,الديدان الشريطيه,Symptom,"[""الديدان الشريطية""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_728fef77dd8e,الرائحة الكريهة,الرايحه الكريهه,Symptom,"[""الرائحة الكريهة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_c42bbeabdb83,الزراق,الزراق,Symptom,"[""الزراق"", ""ضيق تنفس"", ""نقص الاكسجين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_a3feb585db14,السمنة,السمنه,Symptom,"[""السمنة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_db192ff6d58b,الشرج,الشرج,Symptom,"[""الشرج""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_4631a1e68acb,الصداع,الصداع,Symptom,"[""الصداع""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_dedabaa302d4,الضيق,الضيق,Symptom,"[""الضيق""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_b5e5cc252e6a,الضيق التنفسي,الضيق التنفسي,Symptom,"[""الضيق التنفسي"", ""ضيق تنفس""]",7,7,1,0.700,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_544114d1fc6b,الغازات,الغازات,Symptom,"[""الغازات""]",3,3,3,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_044d4fd7c164,الفتحات,الفتحات,Symptom,"[""الفتحات""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_7a8f19ee637f,الفتحة الشرجية,الفتحه الشرجيه,Symptom,"[""الفتحة الشرجية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_b7235324781b,القطع من الشعر,القطع من الشعر,Symptom,"[""القطع من الشعر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_38888a2188fe,القلق,القلق,Symptom,"[""التوتر والارهاق والقلق"", ""القلق"", ""قلق""]",3,3,3,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_0f8f2716b4d6,القولون,القولون,Symptom,"[""القولون""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_f9f21f627264,القولون العصبى,القولون العصبي,Symptom,"[""القولون العصبى""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_db012388d676,الكتف,الكتف,Symptom,"[""الكتف""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_c81532a33515,الم المعدجة,الم المعدجه,Symptom,"[""الم المعدجة"", ""الم في المعده""]",2,2,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_202dedeff038,ألم المفاصل,الم المفاصل,Symptom,"[""ألم المفاصل""]",2,1,1,0.900,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_5af1ab49b9d7,الم في القلب,الم في القلب,Symptom,"[""الم في القلب""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_f28c266dc478,المضاعفات الوعائية,المضاعفات الوعاييه,Symptom,"[""المضاعفات الوعائية"", ""مضاعفات وعائية""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_4c83b1bd25ea,المغص,المغص,Symptom,"[""المغص"", ""المغص البطني""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_7b297d9851d1,الملابس,الملابس,Symptom,"[""الملابس"", ""كثرة الملابس""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_e276c7fd7e33,النزف,النزف,Symptom,"[""النزف""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_a6a5150fee6f,النزلة,النزله,Symptom,"[""النزلة"", ""نزلة""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_23da4c61fd5e,النزيف,النزيف,Symptom,"[""النزيف""]",2,2,2,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_df03b3e7eef5,النفخ,النفخ,Symptom,"[""النفخ"", ""النفخ القلبي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_19a4e01ad622,النقص الحاد,النقص الحاد,Symptom,"[""النقص"", ""النقص الحاد""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_cee2a1d85e2d,الوجع الشديد في الجنب اليمين,الوجع الشديد في الجنب اليمين,Symptom,"[""الوجع الشديد في الجنب"", ""الوجع الشديد في الجنب اليمين""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_5dc2556b8338,الوفاة,الوفاه,Symptom,"[""الوفاة"", ""وفاة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_cfad97177de2,انتاصبي,انتاصبي,Symptom,"[""انتاصبي""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_fd750eeb2865,انتفاخ,انتفاخ,Symptom,"[""انتفاخ"", ""انتفاخ بالوجه""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_068e7a65caa4,انفخ هواء,انفخ هواء,Symptom,"[""انفخ هواء"", ""بلغم"", ""تعب"", ""حكة"", ""سعال"", ""صداع"", ""ضيق تنفس""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_9510bd8242ac,انقطاع الطمث,انقطاع الطمث,Symptom,"[""انقطاع الدورة"", ""انقطاع الطمث""]",1,1,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_320d3e905b16,أوجاع العضلات,اوجاع العضلات,Symptom,"[""أوجاع العضلات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_976231d5f27b,أوجاع المفاصل,اوجاع المفاصل,Symptom,"[""أوجاع المفاصل""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_9462c717910d,برودة الطقس,بروده الطقس,Symptom,"[""برودة الطقس""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_d76ebd36291e,برودة الماء,بروده الماء,Symptom,"[""برودة الماء""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_6910233b82fc,بروز في البطن,بروز في البطن,Symptom,"[""بروز في البطن""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_dc2c7333a505,بلغم,بلغم,Symptom,"[""بلغم""]",3,2,2,0.883,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_3218dcecad3c,تشنجات,تشنجات,Symptom,"[""تشنجات""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_8d2e4253732b,تضخم في الارداف,تضخم في الارداف,Symptom,"[""تضخم"", ""تضخم في الارداف""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_28acc791e82d,تعب,تعب,Symptom,"[""تعب""]",2,2,2,0.900,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_d48190970b2d,تنميل,تنميل,Symptom,"[""تنميل""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1453763d6cd1,جحوظ العينين,جحوظ العينين,Symptom,"[""اعتلال عيني"", ""جحوظ العينين""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_b95cf6be420d,جرثومة,جرثومه,Symptom,"[""جرثومة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1b6daac014be,حرقان,حرقان,Symptom,"[""حرقان""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_ecf500c8beea,حرقه,حرقه,Symptom,"[""حرقه""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_fe424a778440,حصاصة,حصاصه,Symptom,"[""حصاصة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_7cfc95737dc0,حكة,حكه,Symptom,"[""حكة""]",3,3,3,0.800,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_fd47e672abb7,حلمة,حلمه,Symptom,"[""حلمة"", ""حلمة ثديي الايمن"", ""حلمة مسطحه""]",2,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1a7b2eae066b,حموضة,حموضه,Symptom,"[""حموضة""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_018ebc11f6df,حمى,حمي,Symptom,"[""حمى""]",14,14,10,0.886,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_0badae7bf340,حيلية الربو,حيليه الربو,Symptom,"[""حيلية الربو""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1f6a3892391d,خفقان القلب,خفقان القلب,Symptom,"[""تسارع في ضربات القلب"", ""خفقان القلب""]",4,4,1,0.900,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_2623f9ed0078,دقات سريعة للقلب,دقات سريعه للقلب,Symptom,"[""دقات سريعة للقلب""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_396eca996b53,دم,دم,Symptom,"[""دم""]",2,1,1,0.700,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_ec53995c86ca,دوار,دوار,Symptom,"[""دوار""]",2,2,2,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_54003f56157a,دوار الحركة,دوار الحركه,Symptom,"[""دوار الحركة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_15f699fd4691,دوائر حمراء,دواير حمراء,Symptom,"[""دوائر حمراء""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_850b2a35c32d,دوخة,دوخه,Symptom,"[""دوخة""]",1,1,1,0.800,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_e9ec482600f1,راسي تقيل,راسي تقيل,Symptom,"[""راسي تقيل""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1be733cac0ad,رجفان,رجفان,Symptom,"[""ارتخاء"", ""رجفان""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_f4cf885a0447,سعال,سعال,Symptom,"[""بلغم"", ""سعال"", ""ضيق تنفس""]",8,8,8,0.825,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_dbef79463d2f,سمنة,سمنه,Symptom,"[""سمنة""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_c411d2ed3083,سيلان الانف,سيلان الانف,Symptom,"[""سيلان الانف""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_5b879be56239,صبغات الشعر,صبغات الشعر,Symptom,"[""البرماننت"", ""صبغات الشعر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_b754f1a1e5a8,صداع,صداع,Symptom,"[""ألم"", ""ام حادة"", ""صداع"", ""صداع التوتري"", ""صداع القوي"", ""صداع في جنبي الرأس"", ""صداع قوي"", ""نض سريع""]",25,23,14,0.902,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_c01e00eb5c72,صداع التوتر,صداع التوتر,Symptom,"[""صداع"", ""صداع التوتر""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_f35b829098f5,صمم,صمم,Symptom,"[""بكم"", ""صمم""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_d713f64368d3,ضغط,ضغط,Symptom,"[""ضغط""]",3,3,3,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_724e59ded899,ضغط الدم,ضغط الدم,Symptom,"[""blood pressure"", ""ضغط"", ""ضغط الدم""]",11,11,2,0.923,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_7b839cc80688,ضيق تنفس,ضيق تنفس,Symptom,"[""بلغم"", ""سعال"", ""ضيق التنفس"", ""ضيق النفس"", ""ضيق بلتنفس"", ""ضيق تنفس"", ""ضيق نفس"", ""نفث""]",12,11,10,0.862,"[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_ca6890d2fa81,غثيان,غثيان,Symptom,"[""دوخه"", ""غثيان""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_ddd751d759ff,فتحة الشرج,فتحه الشرج,Symptom,"[""فتحة"", ""فتحة الشرج""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_c48c0df96785,فقدان الشهيه,فقدان الشهيه,Symptom,"[""فقدان الشهية""]",1,1,1,0.800,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_94e1fb05bddc,فقدان الشهية والرغبة في الاستفراغ,فقدان الشهيه والرغبه في الاستفراغ,Symptom,"[""فقدان الشهية والرغبة في الاستفراغ""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_1113453f7a36,فقدان الوعي,فقدان الوعي,Symptom,"[""فقدان الوعي"", ""نقص الوعي""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_d510acf78ae1,قرحة,قرحه,Symptom,"[""قرحة""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_f51ef98950a2,قلق,قلق,Symptom,"[""قلق""]",9,7,6,0.917,"[""llama-3.1-8b-instant""]",new_user_extraction
ent_symptom_7a79bce3a153,قيء,قيء,Symptom,"[""استفراغ"", ""تقيؤ"", ""قيء""]",3,3,3,0.917,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_7e128dee6510,كرات الدم البيضاء,كرات الدم البيضاء,Symptom,"[""خلايا المناعه"", ""كرات الدم البيضاء""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_170df8c18553,كيس,كيس,Symptom,"[""اللثة"", ""كيس""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_460951d9eb5e,ناسور مهبلي كولوني,ناسور مهبلي كولوني,Symptom,"[""ناسور مهبلي كولوني""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_ff3a8a841494,نبض,نبض,Symptom,"[""نبض"", ""نبض قلبه""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_19841fc2dc50,نبضات القلب,نبضات القلب,Symptom,"[""heartbeats"", ""نبضات القلب""]",6,6,1,0.700,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_b9ba6f86ab5a,نزف,نزف,Symptom,"[""نزف"", ""نزف بسيط""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_35638aceb970,نزول قطرات دماء مع البراز,نزول قطرات دماء مع البراز,Symptom,"[""نزول قطرات دماء مع البراز""]",1,1,1,0.800,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_66c2e60e8e52,نشفان,نشفان,Symptom,"[""نشفان""]",1,1,1,0.800,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_7d2fce86bc12,نغزات,نغزات,Symptom,"[""نغزات""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_17b6202362ba,نفخ,نفخ,Symptom,"[""نفخ""]",1,1,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_2b9271490fdf,نوبات,نوبات,Symptom,"[""نوبات""]",2,2,1,0.850,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_symptom_871c0c5d659d,نوبة,نوبه,Symptom,"[""نوبات جزئية"", ""نوبات عامة"", ""نوبة""]",2,1,1,0.900,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_1489f63a8622,هيشان الشعر,هيشان الشعر,Symptom,"[""هيشان الشعر""]",1,1,1,0.850,"[""llama-3.3-70b-versatile""]",previous_user_extraction
ent_symptom_42ad4acdebc5,وجع,وجع,Symptom,"[""وجع"", ""وجع بالجسم""]",2,2,2,0.775,"[""llama-3.1-8b-instant""]",previous_user_extraction
ent_test_d4c042551289,b12,b12,Test,"[""b12""]",1,1,1,0.950,"[""llama-3.1-8b-instant""]",previous_user_extraction
