query_id,query,final_answer_ar,explanation_ar,answerability_label,supporting_relations,sources_and_evidence,overall_reliability_score,reliability_score,reliability_label,relation_confidence,source_reliability,evidence_coverage,claim_support_rate,hallucination_rate,supporting_relation_count,unique_source_count,removed_claims,limitations_ar
trial_query_113,هل يوجد تأثير على الجنين في حالة تعاطي أقراص ميزوتاك في بداية الحمل بغرض الإجهاض وأنا الآن اقتنعت باكمال الحمل ولكن قلق من تأثر الجنين بالمادة الفعالة لهذا الدواء؟,يجب إيقاف بريمولوت ن أثناء الحمل بسبب احتمال حدوث تشوهات في القلب والأوعية الدموية والأنبوب العصبي والدماغ لدى الجنين. [E1 | ahd5k_00439],تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 6 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00439"", ""evidence_text"": ""إذا كانت المريضة حاملا وتستعمل بريمولوت ن فيجب إيقافه؛ يذكر المصدر دراسات عن احتمال تشوهات في القلب والأوعية والأنبوب العصبي والدماغ."", ""relation"": ""بريمولوت ن --REQUIRES_MEDICAL_SUPERVISION_FOR--> إيقاف الدواء ومراجعة الطبيب أثناء الحمل""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00230"", ""evidence_text"": ""في نهاية الأسبوع السادس يبدأ الجنين بتكوين العمود الفقري ويكون صغيرا جدا."", ""relation"": ""عظام الجنين --DEVELOPS_DURING--> نهاية الأسبوع السادس تقريبا""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03807"", ""evidence_text"": ""مضادات حيويه نكسيوم و كلاريثرومايسين واموكسسلين"", ""relation"": ""الدواء --TREATS--> الملوية البوابية""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00597"", ""evidence_text"": ""اللقاح"", ""relation"": ""فايروس الكبد --TREATED_BY--> اللقاح""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_02903"", ""evidence_text"": ""قيء"", ""relation"": ""الحمل --HAS_SYMPTOM--> قيء""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00597"", ""evidence_text"": ""الجرعات الثلاثه"", ""relation"": ""فايروس الكبد --TREATED_BY--> الجرعات الثلاثه""}]",0.8281,0.8281,high,0.7372,0.9504,0.1667,1.0,0.0,1,1,[],"[""ال أدلة المتوفرة تركز على بريمولوت ن وليس ميزوتاك، مما يشير إلى نقص في المعلومات حول تأثير ميزوتاك على الجنين.""]"
trial_query_114,حموضة في فمي واحساس برائحة تفاح متعفن مع كدمات زرقاء غامقة في قدماي واحساس بغبوش في الرؤية,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""نقص في الدم مع الالم في المعده"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""فحص الجرثومة الحلزونية"", ""relation"": ""الم المعدجة --INVESTIGATED_BY--> فحص الجرثومة الحلزونية""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""العلاقات المُسترجعة لا تغطي الأعراض المذكورة (حموضة الفم، رائحة الفم، الكدمات، الغبوش في الرؤية)."", ""الموثوقية المحدودة للعلاقات المُسترجعة.""]"
trial_query_115,قمت بعمل اشعة بالصبغة على الاورطى والشرايين الطرفية وجت انتفاخ بالوجه ووجع بالجسم ارجو الافادة,"أشعة الصبغة تُستخدم لفحص الشرايين الطرفية والأورطى لتحديد سبب الانتفاخ والوجع [E1,E2,E3,E4 | ahd5k_01537]",تم دعم الإجابة بواسطة 3 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""وجع --INVESTIGATED_BY--> اشعة"", ""انتفاخ --INVESTIGATED_BY--> اشعة"", ""اشعة --INVESTIGATES--> وجع""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01537"", ""evidence_text"": ""اشعة بالصبغة"", ""relation"": ""وجع --INVESTIGATED_BY--> اشعة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_00114"", ""evidence_text"": ""اجراء صورة اشعة عادية للحوض"", ""relation"": ""التهاب --DIAGNOSED_BY--> اشعة""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_02003"", ""evidence_text"": ""عمل صورة أشعة للرأس"", ""relation"": ""ارتجاج دماغي --DIAGNOSED_BY--> أشعة""}]",0.8625,0.8625,high,0.795,0.9551,0.6667,1.0,0.0,3,1,[],"[""البيانات المتوفرة لا تشمل تشخيصًا محددًا أو أسبابًا محتملة للانتفاخ والوجع"", ""لا توجد أدلة على وجود مسببات أو علاجات مرتبطة مباشرة بهذه الأعراض""]"
trial_query_116,ماهي أضرارشجرة القات وماهي منافعها إذا لها فوائد وهل صحيح أنها علاج لمرضى السكر,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_02607"", ""evidence_text"": ""مرض السكري وضغط الدم"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""ضغط الدم --SYMPTOM_OF--> مرض السكري""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""عدم وجود علاقات مباشرة بين شجرة القات ومرض السكري في السياق المقدم.""]"
trial_query_117,أعاني من حرقان بكامل بجسمي والتهاب المسالك البوليه وارتفاع الكلسترول والدهون الثلاثيه مال الحل جزاكم الله خير وما قد يكون المسبب,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00780"", ""evidence_text"": ""الصداع التوتري قد يظهر كصداع يختلف حدته"", ""relation"": ""الصداع التوتري --HAS_SYMPTOM--> صداع""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_03242"", ""evidence_text"": ""قد يعطى لك المهدئات لتقلصات العضلات والعقاقير من خلال الوريد (عن طريق الوريد) لعلاج ارتفاع ضغط الدم والإثارة والألم."", ""relation"": ""ارتفاع ضغط الدم --TREATED_BY--> العقاقير""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""عدم توفر أدلة مباشرة لربط الأعراض المذكورة (حرقان، التهاب مسالك بولية، ارتفاع الكوليسترول والدهون الثلاثية) بالعلاقات المستنتجة."", ""العلاقات المتوفرة ذات موثوقية محدودة (reliability=limited) ولا تغطي الجوانب العلاجية للأعراض المذكورة.""]"
trial_query_118,ماهي علاجات حمى التهاب باطن القدم وباطن اليد وماهي الفحوصات للتاكد من اسباب هذا المرض؟,"علاج حمى باطن القدم واليد يشمل مضادات حيوية مثل البنسيلين والسيبروفلوكساسين [E1 | ahd5k_01255] الحمى قد تكون نتيجة عضة الجرذ أو الجرذون، لكن لم تُذكر الفحوصات المحددة لتأكيد السبب [E1,E4 | ahd5k_01255]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""حمى عضة الجرذ --HAS_SYMPTOM--> حمى"", ""حمى --SYMPTOM_OF--> حمى عضة الجرذ""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الجرذ ، وحمى عضة الفأر"", ""relation"": ""حمى عضة الجرذ --HAS_SYMPTOM--> حمى""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الفأر"", ""relation"": ""حمى عضة الفأر --HAS_SYMPTOM--> حمى""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01255"", ""evidence_text"": ""حمى عضة الجرذون"", ""relation"": ""حمى عضة الجرذون --HAS_SYMPTOM--> حمى""}]",0.8039,0.8039,high,0.7269,0.7994,0.3333,1.0,0.0,2,1,[],"[""لا توجد أدلة مباشرة حول الفحوصات المخبرية لتأكيد سبب حمى باطن القدم واليد"", ""البيانات محدودة بحالات العضات وليس المرض المذكور في السؤال""]"
trial_query_119,والدي وقع من الدرج قبل ثلالث ايام نلاحظ هناك زغللة في عينه اليمنى مع حول فيها تم قياسة مستوى السكر اليوم 200 اتمنى افادتي بهذا الامر هل له علاقة بالحلطة...,"مرض السكري مرتبط بارتفاع ضغط الدم [E1,E2 | ahd5k_01294,ahd5k_04912] يمكن تشخيص مرض السكري عبر تحاليل مخبرية [E3,E5 | ahd5k_01551]",تم دعم الإجابة بواسطة 3 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""مرض السكري --HAS_SYMPTOM--> ضغط الدم"", ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية"", ""تحاليل مخبرية --DIAGNOSES--> مرض السكري""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01294"", ""evidence_text"": ""مرض السكري وضغط الدمز"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_04912"", ""evidence_text"": ""مع العلم أن المريض يعاني من مرض السكر"", ""relation"": ""مرض السكري --HAS_SYMPTOM--> ضغط الدم""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_01551"", ""evidence_text"": ""تحاليل مخبرية"", ""relation"": ""مرض السكري --DIAGNOSED_BY--> تحاليل مخبرية""}]",0.8787,0.8787,high,0.6649,0.9548,0.5714,1.0,0.0,3,3,[],"[""لا توجد أدلة مباشرة تربط مستوى السكر المرتفع بزغللة العين في السياق الحالي""]"
trial_query_120,ماهي الاهمية الطبية للجلوكوز والفركتوز والجالكتوز؟,الجلوكوز هو المصدر الأساسي للطاقة في الخلية [E1 | ahd5k_01578] الفركتوز مكون في جدار الخلايا [E1 | ahd5k_01578] الجلاكتوز يدخل في تركيب البروتينات والدهون الخلوية ويُشكّل اللاكتوز مع الجلوكوز [E1 | ahd5k_01578] خلل في تمثيل الجلوكوز أو الفركتوز أو الجلاكتوز يؤدي إلى أمراض في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى [E1 | ahd5k_01578],تم دعم الإجابة بواسطة 1 علاقة طبية مسترجعة. اعتمدت الإجابة على 1 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01578"", ""evidence_text"": ""التهاب في العين وفقدان حاسة الشم واختلال وظائف الكبد والكلى"", ""relation"": ""التهاب --HAS_SYMPTOM--> اختلال وظائف الكبد""}]",0.8478,0.8478,high,0.7576,0.7274,0.5,1.0,0.0,1,1,[],"[""العلاقات بين التهابات ووظائف الكبد محدودة في الأدلة [E2]""]"
trial_query_121,متى يلجأ الدكتور الي نزع عَصّب السن او الضرس,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00484"", ""evidence_text"": ""لا توجد علاقة مرتبطة بين حشو الأسنان وغمازة الوجه حسب مصدر AHD."", ""relation"": ""حشو الأسنان --NOT_ASSOCIATED_WITH--> غمازة الوجه""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00484"", ""evidence_text"": ""إذا تم تخدير منطقة الغمازة بمخدر قوي وكمية كبيرة فقد تزول الحالة خلال 24-48 ساعة."", ""relation"": ""تخدير موضعي قوي --MAY_TEMPORARILY_AFFECT--> غمازة الوجه""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00828"", ""evidence_text"": ""كثرة برد الأسنان قد تؤثر على الأسنان وتجعلها حساسة."", ""relation"": ""برد الأسنان --HAS_RISK--> حساسية الأسنان""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00828"", ""evidence_text"": ""برد الأسنان للتصغير قد يتم في جلسة واحدة، أما للتركيب وعمل أسنان صناعية فقد يحتاج جلسة أو جلستين."", ""relation"": ""برد الأسنان --PROCEDURE_DURATION--> جلسة واحدة أو جلستان""}]",0.025,0.025,low,0.0,0.0,0.0,0.0,1.0,0,0,"[""المعلومات المتاحة تركز على علاقات غير مباشرة مثل تأثير التخدير الموضعي على الغمزة أو مخاطر الحساسية بعد برد الأسنان، دون ذكر شروط أو أوقات محددة لعملية النزع""]","[""السياق لا يحتوي على علاقات أو أدلة توضح متى يتم اللجوء إلى نزع عَصّب السن أو الضرس.""]"
trial_query_122,سلام لقد اجريت فحص الهرمون B-HCG ،و نتائج التحاليل كما يللي 3-4 اسبوع 9-130 4-5 اسبوع 75-2600 5-6 اسبوع 850-20800 7-8 اسبوع 4000-100200 7-12 اسبوع 11500-289000 12-16 اسبوع 18300-137000 و...,لا توجد أدلة كافية. يُنصح باستشارة طبيب مختص للحصول على تقييم دقيق.,لم يتم إصدار إجابة طبية لأن الأدلة المسترجعة لا تدعم ادعاءات كافية. الجملة الخاصة باستشارة الطبيب تُعامل كتنبيه سلامة ثابت وليست ادعاءً طبياً محسوباً ضمن الأدلة.,insufficient_evidence,[],"[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_00855"", ""evidence_text"": ""ينبغي معرفة التاريخ المرضي وإجراء فحص للكشف عن علامات سريرية تساعد في تحديد طبيعة الحالة."", ""relation"": ""صعوبة التنفس والإرهاق --INVESTIGATED_BY--> التاريخ المرضي والفحص السريري""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00035"", ""evidence_text"": ""مستوى الهرمون في الدم"", ""relation"": ""مرض الغدة الدرقية --DIAGNOSED_BY--> الهرمون""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00313"", ""evidence_text"": ""فحص نخاع العظم مرتبط بتشخيص نقص الصفيحات"", ""relation"": ""نقص الصفيحات --DIAGNOSED_BY--> فحص نخاع العظم""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_00855"", ""evidence_text"": ""صعوبة التنفس والإرهاق قد تكون ناجمة عن التهاب في الجهاز التنفسي أو فقر الدم أو اضطرابات دموية أو متعلقة بجهاز الدورة الدموية."", ""relation"": ""صعوبة التنفس والإرهاق --MAY_BE_ASSOCIATED_WITH--> التهاب تنفسي أو فقر دم أو اضطراب دموي أو دوراني""}]",0.2,0.2,low,0.0,0.0,0.0,0.0,0.0,0,0,[],"[""الهرمون المذكور في الأدلة (الهرمون) لا يرتبط بـ B-HCG بشكل مباشر."", ""النتائج المقدمة من المستخدم لا تتوافق مع العلاقات المتوفرة في السياق.""]"
trial_query_123,لسلام عليكم ممكن تساعدوني ابني عملتله تطعيم سنة ونص اليوم هو يعاني من ارتفاع الحرارة ومايقدر يحرك رجلو وحتى يوقف وهو كتير البكاء كيف اتعامل معاه كيف اخفف من الم...,"استخدام خافض حرارة ومسكن للآلام بعد التطعيم يُخفف الأعراض [E1,E3 | ahd5k_01611,ahd5k_01611]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 3 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""حمى --TREATED_BY--> خافض حراره"", ""خافض حراره --TREATS--> حمى""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_01611"", ""evidence_text"": ""المفروض ان تزول هذه الاعراض خلال 48 ساعة وعليكي استخدام خافض حراره ومسكن للالم بعد تطعيم"", ""relation"": ""حمى --TREATED_BY--> خافض حراره""}, {""evidence_id"": ""E2"", ""qa_id"": ""ahd5k_00012"", ""evidence_text"": ""التخلص من الحصى يبدأ بدراستها لمعرفة مكانها وحجمها وطبيعتها ثم يقرر الطبيب كيفية التخلص منها."", ""relation"": ""حصى الكلى --TREATED_BY--> الإكثار من السوائل والتقييم الطبي""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00203"", ""evidence_text"": ""الروتيكسيماب يفيده في علاج النقص الشديد للصفائح"", ""relation"": ""النقص الشديد للصفائح --TREATED_BY--> الروتيكسيماب""}]",0.8109,0.8109,high,0.4477,0.8914,0.4,1.0,0.0,2,1,[],"[""العلاقات الطبية ذات موثوقية محدودة (reliability=limited)""]"
trial_query_124,هل زيت نبات الميرمية له آثار جانبية عند تناوله بشكل 3 كبسولات قبل الطعام للتخلص من افراز البرولاكتين المفرز والناتج عن ورم حميد في الغدة النخامية . .,"الميرمية قد تُستخدم لتنظيم الدورة الشهرية ولكنها لا تُغني عن العلاج الطبي الأساسي [E1,E2 | ahd5k_04015,ahd5k_04015]",تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 4 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,answerable,"[""الدورة الشهرية --TREATED_BY--> الميرمية"", ""الميرمية --TREATS--> الدورة الشهرية""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_04015"", ""evidence_text"": ""الميرمية"", ""relation"": ""الدورة الشهرية --TREATED_BY--> الميرمية""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_00035"", ""evidence_text"": ""اخذ التروكسين"", ""relation"": ""مرض الغدة الدرقية --TREATED_BY--> التروكسين""}, {""evidence_id"": ""E4"", ""qa_id"": ""ahd5k_00035"", ""evidence_text"": ""مستوى الهرمون في الدم"", ""relation"": ""مرض الغدة الدرقية --DIAGNOSED_BY--> الهرمون""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01128"", ""evidence_text"": ""الطعام"", ""relation"": ""الجوع --TREATED_BY--> الطعام""}]",0.7994,0.7994,medium,0.4386,0.8905,0.3333,1.0,0.0,2,1,[],"[""لا توجد أدلة مباشرة عن تأثير الميرمية على البرولاكتين أو الورم النخامي"", ""العلاقة بين الميرمية والهرمونات الأخرى غير مذكورة""]"
trial_query_125,عندي الم في منطقه البطن مع الم بصدر جهه اليمين الى الرقبه وماقدرت اعرف تفسير الالم ذا من ايش او سببه مع وجود احيان ضيق بالتنفس ،،،، افيدوني,"العلاقة بين الألم وحالة 'ارتياف دعب الديم' قد تكون مرتبطة بتشنج عضلي أو جهد بدني [E1][E2] [E1,E2 | ahd5k_03738,ahd5k_03738] لا توجد أدلة كافية في السياق المسترجع لدعم: الألم في البطن مع انتقاله إلى الصدر والرقبة لم يتم توثيقه في الأدلة المُسترجعة.",تمت الإجابة فقط عن الجزء المدعوم بالأدلة، مع توضيح الجزء غير المدعوم. تم دعم الإجابة بواسطة 2 علاقة طبية مسترجعة. اعتمدت الإجابة على 4 أدلة مصدرية من قاعدة AHD. درجة الثقة حُسبت من دعم الادعاءات، تغطية الأدلة، ثقة العلاقات، موثوقية المصادر، ومعدل الهلوسة. تم حذف الادعاءات غير المدعومة قبل إخراج الإجابة النهائية.,partially_answerable,"[""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم"", ""الالم --SYMPTOM_OF--> ارتياف دعب \\u0627لديم""]","[{""evidence_id"": ""E1"", ""qa_id"": ""ahd5k_03738"", ""evidence_text"": ""الالم الدي الديم الديم الديم"", ""relation"": ""ارتياف دعب \\u0627لديم --HAS_SYMPTOM--> الالم""}, {""evidence_id"": ""E3"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""نقص في الدم مع الالم في المعده"", ""relation"": ""فقر الدم --HAS_SYMPTOM--> الم المعدجة""}, {""evidence_id"": ""E5"", ""qa_id"": ""ahd5k_01190"", ""evidence_text"": ""يمكن شده بممارسة الرياضة أو بالجراحة التجميلية"", ""relation"": ""الجلد المترهل --TREATED_BY--> الجراحة التجميلية""}, {""evidence_id"": ""E6"", ""qa_id"": ""ahd5k_02292"", ""evidence_text"": ""فحص الجرثومة الحلزونية"", ""relation"": ""الم المعدجة --INVESTIGATED_BY--> فحص الجرثومة الحلزونية""}]",0.5537,0.5537,medium,0.7252,0.7992,0.3333,0.5,0.5,2,1,"[""الألم في البطن مع انتقاله إلى الصدر والرقبة لم يتم توثيقه في الأدلة المُسترجعة""]","[""البيانات المتوفرة لا تغطي أعراض الألم في البطن مع انتقاله إلى الصدر والرقبة"", ""عدم وجود أدلة حول العلاقة بين الألم المذكور وضيق التنفس""]"
