relation_id,chunk_id,qa_id,source_row_number,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,candidate_relation_type,validated_relation_type,keep,confidence,evidence,reason,provider,model,prompt_version,edge_id,source_relation_id,graph_relation_type,direction
rel_seed_ab4aa2056b01ea93,chunk_00321,ahd10k_07352,51309,ent_merge_000003,إجهاض,DiseaseCondition,ent_merge_001007,سونار,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,افحصي سونار,Ultrasound is used to diagnose miscarriage,groq,openai/gpt-oss-20b,dah_relation_validation_v1,rel_seed_ab4aa2056b01ea93,rel_seed_ab4aa2056b01ea93,DIAGNOSED_BY,original
rel_seed_ab4aa2056b01ea93,chunk_00321,ahd10k_07352,51309,ent_merge_001007,سونار,Test,ent_merge_000003,إجهاض,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,افحصي سونار,Ultrasound is used to diagnose miscarriage,groq,openai/gpt-oss-20b,dah_relation_validation_v1,rel_seed_ab4aa2056b01ea93__inverse,rel_seed_ab4aa2056b01ea93,DIAGNOSES,inverse
rel_seed_480013e11034def7,chunk_00322,ahd10k_07930,27126,ent_merge_000638,التوتر,Symptom,ent_merge_000946,الفحص,Test,INVESTIGATED_BY,INVESTIGATED_BY,true,1.000,"اشعر بالتوتر طوال الوقت, راجعي للفحص",The test is directly linked to investigating the cause of anxiety.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_480013e11034def7,rel_seed_480013e11034def7,INVESTIGATED_BY,original
rel_seed_480013e11034def7,chunk_00322,ahd10k_07930,27126,ent_merge_000946,الفحص,Test,ent_merge_000638,التوتر,Symptom,INVESTIGATED_BY,INVESTIGATED_BY,true,1.000,"اشعر بالتوتر طوال الوقت, راجعي للفحص",The test is directly linked to investigating the cause of anxiety.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_480013e11034def7__inverse,rel_seed_480013e11034def7,INVESTIGATES,inverse
rel_seed_a77ee8becbac5301,chunk_00322,ahd10k_08395,369406,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000946,الفحص,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,"وجود حمل, انتظري وافحصي",The test is explicitly stated as confirming pregnancy.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a77ee8becbac5301,rel_seed_a77ee8becbac5301,DIAGNOSED_BY,original
rel_seed_a77ee8becbac5301,chunk_00322,ahd10k_08395,369406,ent_merge_000946,الفحص,Test,ent_merge_000117,الحمل,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,"وجود حمل, انتظري وافحصي",The test is explicitly stated as confirming pregnancy.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a77ee8becbac5301__inverse,rel_seed_a77ee8becbac5301,DIAGNOSES,inverse
rel_seed_fd47be700e179951,chunk_00323,ahd10k_08918,633782,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001033,فحص الحمل,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,في اي وقت استخدام فحص الحمل المنزلي لتااكد لوجود حمل,الاختبار المستخدم لتأكيد وجود الحمل يُعتبر تشخيصًا مباشرًا للحالة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_fd47be700e179951,rel_seed_fd47be700e179951,DIAGNOSED_BY,original
rel_seed_fd47be700e179951,chunk_00323,ahd10k_08918,633782,ent_merge_001033,فحص الحمل,Test,ent_merge_000117,الحمل,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,في اي وقت استخدام فحص الحمل المنزلي لتااكد لوجود حمل,الاختبار المستخدم لتأكيد وجود الحمل يُعتبر تشخيصًا مباشرًا للحالة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_fd47be700e179951__inverse,rel_seed_fd47be700e179951,DIAGNOSES,inverse
rel_seed_01831ceeb688a6e9,chunk_00324,ahd10k_09169,248206,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000605,افرضات مهبلية,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,الحمل مذكور مع افراغات مهبلية كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_01831ceeb688a6e9,rel_seed_01831ceeb688a6e9,HAS_SYMPTOM,original
rel_seed_01831ceeb688a6e9,chunk_00324,ahd10k_09169,248206,ent_merge_000605,افرضات مهبلية,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,الحمل مذكور مع افراغات مهبلية كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_01831ceeb688a6e9__inverse,rel_seed_01831ceeb688a6e9,SYMPTOM_OF,inverse
rel_seed_c990f12da92f1204,chunk_00324,ahd10k_09175,315400,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000623,آلام في البطن,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,الحمل مذكور مع آلام البطن كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_c990f12da92f1204,rel_seed_c990f12da92f1204,HAS_SYMPTOM,original
rel_seed_c990f12da92f1204,chunk_00324,ahd10k_09175,315400,ent_merge_000623,آلام في البطن,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,الحمل مذكور مع آلام البطن كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_c990f12da92f1204__inverse,rel_seed_c990f12da92f1204,SYMPTOM_OF,inverse
rel_seed_27eaca0689282b03,chunk_00324,ahd10k_09248,700771,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000802,دوخة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,الحمل مذكور مع دوخة كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_27eaca0689282b03,rel_seed_27eaca0689282b03,HAS_SYMPTOM,original
rel_seed_27eaca0689282b03,chunk_00324,ahd10k_09248,700771,ent_merge_000802,دوخة,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.920,الحمل مذكور مع دوخة كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_27eaca0689282b03__inverse,rel_seed_27eaca0689282b03,SYMPTOM_OF,inverse
rel_seed_d9a99a7f81ffbca9,chunk_00324,ahd10k_09248,700771,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000794,خوف,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.880,الحمل مذكور مع خوف كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d9a99a7f81ffbca9,rel_seed_d9a99a7f81ffbca9,HAS_SYMPTOM,original
rel_seed_d9a99a7f81ffbca9,chunk_00324,ahd10k_09248,700771,ent_merge_000794,خوف,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.880,الحمل مذكور مع خوف كأعراض مباشرة,العلاقة مدعومة بذكر الحمل كسبب مباشر للأعراض المذكورة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d9a99a7f81ffbca9__inverse,rel_seed_d9a99a7f81ffbca9,SYMPTOM_OF,inverse
rel_seed_5e30d7c437082055,chunk_00324,ahd10k_09248,700771,ent_merge_000481,كيس على المبيض,DiseaseCondition,ent_merge_000802,دوخة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,1.000,احساس بدوخة,direct evidence,groq,openai/gpt-oss-20b,dah_relation_validation_v1,rel_seed_5e30d7c437082055,rel_seed_5e30d7c437082055,HAS_SYMPTOM,original
rel_seed_5e30d7c437082055,chunk_00324,ahd10k_09248,700771,ent_merge_000802,دوخة,Symptom,ent_merge_000481,كيس على المبيض,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,1.000,احساس بدوخة,direct evidence,groq,openai/gpt-oss-20b,dah_relation_validation_v1,rel_seed_5e30d7c437082055__inverse,rel_seed_5e30d7c437082055,SYMPTOM_OF,inverse
rel_seed_0dd288e296021ca5,chunk_00326,ahd10k_00525,677146,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000822,سعال,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,سعلة تؤثر ع حمل ب الأسابيع الأولى,Direct evidence of cough affecting pregnancy in first weeks,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_0dd288e296021ca5,rel_seed_0dd288e296021ca5,HAS_SYMPTOM,original
rel_seed_0dd288e296021ca5,chunk_00326,ahd10k_00525,677146,ent_merge_000822,سعال,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.900,سعلة تؤثر ع حمل ب الأسابيع الأولى,Direct evidence of cough affecting pregnancy in first weeks,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_0dd288e296021ca5__inverse,rel_seed_0dd288e296021ca5,SYMPTOM_OF,inverse
rel_seed_90356420e6805284,chunk_00327,ahd10k_06860,77138,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001079,هرمون الحمل,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.900,Pregnancy is directly diagnosed through pregnancy hormone testing,The evidence contextually supports hormone testing as a diagnostic method for pregnancy,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_90356420e6805284,rel_seed_90356420e6805284,DIAGNOSED_BY,original
rel_seed_90356420e6805284,chunk_00327,ahd10k_06860,77138,ent_merge_001079,هرمون الحمل,Test,ent_merge_000117,الحمل,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.900,Pregnancy is directly diagnosed through pregnancy hormone testing,The evidence contextually supports hormone testing as a diagnostic method for pregnancy,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_90356420e6805284__inverse,rel_seed_90356420e6805284,DIAGNOSES,inverse
rel_seed_2b0758580c90339d,chunk_00329,ahd10k_06359,542560,ent_merge_000555,نمش,DiseaseCondition,ent_merge_001107,hydroqinon mono benzyl ether,Treatment,TREATED_BY,TREATED_BY,true,1.000,hydroqinon mono benzyl ether is explicitly stated as the most effective cream for freckles ('نمش').,Direct evidence supports treatment of 'نمش' with hydroqinon mono benzyl ether.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_2b0758580c90339d,rel_seed_2b0758580c90339d,TREATED_BY,original
rel_seed_2b0758580c90339d,chunk_00329,ahd10k_06359,542560,ent_merge_001107,hydroqinon mono benzyl ether,Treatment,ent_merge_000555,نمش,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,hydroqinon mono benzyl ether is explicitly stated as the most effective cream for freckles ('نمش').,Direct evidence supports treatment of 'نمش' with hydroqinon mono benzyl ether.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_2b0758580c90339d__inverse,rel_seed_2b0758580c90339d,TREATS,inverse
rel_seed_be1ca6e287014b7c,chunk_00329,ahd10k_06359,542560,ent_merge_000555,نمش,DiseaseCondition,ent_merge_001503,فيتامين إي,Treatment,TREATED_BY,TREATED_BY,true,1.000,Vitamin E 400 is mentioned to prevent recurrence of freckles ('نمش').,Direct evidence supports treatment of 'نمش' with vitamin E.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_be1ca6e287014b7c,rel_seed_be1ca6e287014b7c,TREATED_BY,original
rel_seed_be1ca6e287014b7c,chunk_00329,ahd10k_06359,542560,ent_merge_001503,فيتامين إي,Treatment,ent_merge_000555,نمش,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,Vitamin E 400 is mentioned to prevent recurrence of freckles ('نمش').,Direct evidence supports treatment of 'نمش' with vitamin E.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_be1ca6e287014b7c__inverse,rel_seed_be1ca6e287014b7c,TREATS,inverse
rel_seed_46e55a32e5190e42,chunk_00329,ahd10k_06359,542560,ent_merge_000478,كلف,DiseaseCondition,ent_merge_001107,hydroqinon mono benzyl ether,Treatment,TREATED_BY,TREATED_BY,true,1.000,hydroqinon mono benzyl ether is explicitly stated as the best cream for melasma ('كلف').,Direct evidence supports treatment of 'كلف' with hydroqinon mono benzyl ether.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_46e55a32e5190e42,rel_seed_46e55a32e5190e42,TREATED_BY,original
rel_seed_46e55a32e5190e42,chunk_00329,ahd10k_06359,542560,ent_merge_001107,hydroqinon mono benzyl ether,Treatment,ent_merge_000478,كلف,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,hydroqinon mono benzyl ether is explicitly stated as the best cream for melasma ('كلف').,Direct evidence supports treatment of 'كلف' with hydroqinon mono benzyl ether.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_46e55a32e5190e42__inverse,rel_seed_46e55a32e5190e42,TREATS,inverse
rel_seed_5e1b85b4bdb47c79,chunk_00329,ahd10k_06359,542560,ent_merge_000478,كلف,DiseaseCondition,ent_merge_001503,فيتامين إي,Treatment,TREATED_BY,TREATED_BY,true,0.950,استخدام فيتامين اي 400 حبة مرة واحدة يوميا يعزز احتمالية عدم رجوع النمش ويساعد في اختفاء الكلف,الدليل يربط مباشرة استخدام فيتامين إي بتحسين الكلف وتجنب عودة النمش,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_5e1b85b4bdb47c79,rel_seed_5e1b85b4bdb47c79,TREATED_BY,original
rel_seed_5e1b85b4bdb47c79,chunk_00329,ahd10k_06359,542560,ent_merge_001503,فيتامين إي,Treatment,ent_merge_000478,كلف,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,استخدام فيتامين اي 400 حبة مرة واحدة يوميا يعزز احتمالية عدم رجوع النمش ويساعد في اختفاء الكلف,الدليل يربط مباشرة استخدام فيتامين إي بتحسين الكلف وتجنب عودة النمش,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_5e1b85b4bdb47c79__inverse,rel_seed_5e1b85b4bdb47c79,TREATS,inverse
rel_seed_80cf060cad5401f6,chunk_00331,ahd10k_03751,318632,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001582,مراقبة الحمل,Treatment,TREATED_BY,TREATED_BY,true,0.950,مراقبة الحمل كل اسبوعين,Pregnancy monitoring is explicitly mentioned as part of treatment during pregnancy,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_80cf060cad5401f6,rel_seed_80cf060cad5401f6,TREATED_BY,original
rel_seed_80cf060cad5401f6,chunk_00331,ahd10k_03751,318632,ent_merge_001582,مراقبة الحمل,Treatment,ent_merge_000117,الحمل,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,مراقبة الحمل كل اسبوعين,Pregnancy monitoring is explicitly mentioned as part of treatment during pregnancy,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_80cf060cad5401f6__inverse,rel_seed_80cf060cad5401f6,TREATS,inverse
rel_seed_1530884a67ba9d25,chunk_00332,ahd10k_00532,794016,ent_merge_000226,باسور,DiseaseCondition,ent_merge_001289,برهم,Treatment,TREATED_BY,TREATED_BY,true,0.900,بستعمل برهم,Direct evidence of treatment for الباسور,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1530884a67ba9d25,rel_seed_1530884a67ba9d25,TREATED_BY,original
rel_seed_1530884a67ba9d25,chunk_00332,ahd10k_00532,794016,ent_merge_001289,برهم,Treatment,ent_merge_000226,باسور,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.900,بستعمل برهم,Direct evidence of treatment for الباسور,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1530884a67ba9d25__inverse,rel_seed_1530884a67ba9d25,TREATS,inverse
rel_seed_e883b74f7eca42c2,chunk_00333,ahd10k_04737,792589,ent_merge_000150,الصدفية,DiseaseCondition,ent_merge_000776,حكة,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,Question explicitly mentions itching as a symptom,Direct symptom mention in patient description,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_e883b74f7eca42c2,rel_seed_e883b74f7eca42c2,HAS_SYMPTOM,original
rel_seed_e883b74f7eca42c2,chunk_00333,ahd10k_04737,792589,ent_merge_000776,حكة,Symptom,ent_merge_000150,الصدفية,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,Question explicitly mentions itching as a symptom,Direct symptom mention in patient description,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_e883b74f7eca42c2__inverse,rel_seed_e883b74f7eca42c2,SYMPTOM_OF,inverse
rel_seed_0222950d5babc3d2,chunk_00333,ahd10k_04737,792589,ent_merge_000150,الصدفية,DiseaseCondition,ent_merge_000639,الجفاف,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,Patient describes dry skin since birth,Clear symptom description in clinical context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_0222950d5babc3d2,rel_seed_0222950d5babc3d2,HAS_SYMPTOM,original
rel_seed_0222950d5babc3d2,chunk_00333,ahd10k_04737,792589,ent_merge_000639,الجفاف,Symptom,ent_merge_000150,الصدفية,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,Patient describes dry skin since birth,Clear symptom description in clinical context,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_0222950d5babc3d2__inverse,rel_seed_0222950d5babc3d2,SYMPTOM_OF,inverse
rel_seed_a4fd4be06e68afab,chunk_00333,ahd10k_04737,792589,ent_merge_000776,حكة,Symptom,ent_merge_001590,مرهم كورتيزوني,Treatment,TREATED_BY,TREATED_BY,true,0.900,Corticosteroid cream prescribed for itching,Direct treatment-symptom relationship stated,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a4fd4be06e68afab,rel_seed_a4fd4be06e68afab,TREATED_BY,original
rel_seed_a4fd4be06e68afab,chunk_00333,ahd10k_04737,792589,ent_merge_001590,مرهم كورتيزوني,Treatment,ent_merge_000776,حكة,Symptom,TREATED_BY,TREATED_BY,true,0.900,Corticosteroid cream prescribed for itching,Direct treatment-symptom relationship stated,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_a4fd4be06e68afab__inverse,rel_seed_a4fd4be06e68afab,TREATS,inverse
rel_seed_af917872d0dbf621,chunk_00333,ahd10k_06399,803820,ent_merge_000495,متلازمة داون,DiseaseCondition,ent_merge_001035,فحص السائل السلوي,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,الخضوع لفحص السائل السلوي للكشف عن متلازمة داون,النص يشير بشكل مباشر إلى استخدام فحص السائل السلوي للكشف عن متلازمة داون كخيار تشخيصي,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_af917872d0dbf621,rel_seed_af917872d0dbf621,DIAGNOSED_BY,original
rel_seed_af917872d0dbf621,chunk_00333,ahd10k_06399,803820,ent_merge_001035,فحص السائل السلوي,Test,ent_merge_000495,متلازمة داون,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,الخضوع لفحص السائل السلوي للكشف عن متلازمة داون,النص يشير بشكل مباشر إلى استخدام فحص السائل السلوي للكشف عن متلازمة داون كخيار تشخيصي,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_af917872d0dbf621__inverse,rel_seed_af917872d0dbf621,DIAGNOSES,inverse
rel_seed_7177d7ae37aab67c,chunk_00334,ahd10k_07953,792136,ent_merge_000205,انحلال الدم,DiseaseCondition,ent_merge_001122,Rhogam,Treatment,TREATED_BY,TREATED_BY,true,0.950,الوقاية تكون باعطاء الام السلبية الريزوس ل Rhogam خلال 72 ساعة من الولادة,الاستخدام المباشر لـ Rhogam كوقاية لانحلال الدم يُعتبر معالجة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_7177d7ae37aab67c,rel_seed_7177d7ae37aab67c,TREATED_BY,original
rel_seed_7177d7ae37aab67c,chunk_00334,ahd10k_07953,792136,ent_merge_001122,Rhogam,Treatment,ent_merge_000205,انحلال الدم,DiseaseCondition,TREATED_BY,TREATED_BY,true,0.950,الوقاية تكون باعطاء الام السلبية الريزوس ل Rhogam خلال 72 ساعة من الولادة,الاستخدام المباشر لـ Rhogam كوقاية لانحلال الدم يُعتبر معالجة,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_7177d7ae37aab67c__inverse,rel_seed_7177d7ae37aab67c,TREATS,inverse
rel_seed_b3a158be173c6861,chunk_00334,ahd10k_08067,725300,ent_merge_000495,متلازمة داون,DiseaseCondition,ent_merge_001048,فحص دم,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.900,بعد فحص دمها قالو انها تحمل متلازمة داون,الكشف عن متلازمة داون عبر فحص الدم يُعتبر تشخيصًا مباشرًا,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b3a158be173c6861,rel_seed_b3a158be173c6861,DIAGNOSED_BY,original
rel_seed_b3a158be173c6861,chunk_00334,ahd10k_08067,725300,ent_merge_001048,فحص دم,Test,ent_merge_000495,متلازمة داون,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.900,بعد فحص دمها قالو انها تحمل متلازمة داون,الكشف عن متلازمة داون عبر فحص الدم يُعتبر تشخيصًا مباشرًا,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_b3a158be173c6861__inverse,rel_seed_b3a158be173c6861,DIAGNOSES,inverse
rel_seed_10766dcd2919af74,chunk_00336,ahd10k_00815,793438,ent_merge_000847,ضيق تنفس,Symptom,ent_merge_001034,فحص الدم,Test,INVESTIGATED_BY,INVESTIGATED_BY,true,0.950,انصحك باجراء فحص لقوه الدم للتاكد من عدم وجود فقر دم لديك,Direct recommendation to investigate shortness of breath via blood test,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_10766dcd2919af74,rel_seed_10766dcd2919af74,INVESTIGATED_BY,original
rel_seed_10766dcd2919af74,chunk_00336,ahd10k_00815,793438,ent_merge_001034,فحص الدم,Test,ent_merge_000847,ضيق تنفس,Symptom,INVESTIGATED_BY,INVESTIGATED_BY,true,0.950,انصحك باجراء فحص لقوه الدم للتاكد من عدم وجود فقر دم لديك,Direct recommendation to investigate shortness of breath via blood test,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_10766dcd2919af74__inverse,rel_seed_10766dcd2919af74,INVESTIGATES,inverse
rel_seed_05ea6422f370a85d,chunk_00336,ahd10k_00815,793438,ent_merge_000448,فقر دم,DiseaseCondition,ent_merge_001034,فحص الدم,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,انصحك باجراء فحص لقوه الدم للتاكد من عدم وجود فقر دم لديك,Blood test explicitly recommended for diagnosing anemia,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_05ea6422f370a85d,rel_seed_05ea6422f370a85d,DIAGNOSED_BY,original
rel_seed_05ea6422f370a85d,chunk_00336,ahd10k_00815,793438,ent_merge_001034,فحص الدم,Test,ent_merge_000448,فقر دم,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,0.950,انصحك باجراء فحص لقوه الدم للتاكد من عدم وجود فقر دم لديك,Blood test explicitly recommended for diagnosing anemia,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_05ea6422f370a85d__inverse,rel_seed_05ea6422f370a85d,DIAGNOSES,inverse
rel_seed_41ea31a40c1aa9fa,chunk_00337,ahd10k_01435,757190,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001392,دانزين,Treatment,TREATED_BY,TREATED_BY,true,1.000,علاج اسمه دانزين,Direct treatment mention in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_41ea31a40c1aa9fa,rel_seed_41ea31a40c1aa9fa,TREATED_BY,original
rel_seed_41ea31a40c1aa9fa,chunk_00337,ahd10k_01435,757190,ent_merge_001392,دانزين,Treatment,ent_merge_000117,الحمل,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,علاج اسمه دانزين,Direct treatment mention in evidence,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_41ea31a40c1aa9fa__inverse,rel_seed_41ea31a40c1aa9fa,TREATS,inverse
rel_seed_1d29011c343397f4,chunk_00337,ahd10k_01435,757190,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001033,فحص الحمل,Test,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,اجرى فحص للحمل,Direct diagnostic test mention,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1d29011c343397f4,rel_seed_1d29011c343397f4,DIAGNOSED_BY,original
rel_seed_1d29011c343397f4,chunk_00337,ahd10k_01435,757190,ent_merge_001033,فحص الحمل,Test,ent_merge_000117,الحمل,DiseaseCondition,DIAGNOSED_BY,DIAGNOSED_BY,true,1.000,اجرى فحص للحمل,Direct diagnostic test mention,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1d29011c343397f4__inverse,rel_seed_1d29011c343397f4,DIAGNOSES,inverse
rel_seed_d9d27393f8fab8f3,chunk_00337,ahd10k_01903,600386,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000887,نزيف,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,1.000,يزيد احتمالية النزيف,Direct symptom association,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d9d27393f8fab8f3,rel_seed_d9d27393f8fab8f3,HAS_SYMPTOM,original
rel_seed_d9d27393f8fab8f3,chunk_00337,ahd10k_01903,600386,ent_merge_000887,نزيف,Symptom,ent_merge_000117,الحمل,DiseaseCondition,HAS_SYMPTOM,HAS_SYMPTOM,true,1.000,يزيد احتمالية النزيف,Direct symptom association,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_d9d27393f8fab8f3__inverse,rel_seed_d9d27393f8fab8f3,SYMPTOM_OF,inverse
rel_seed_1a8bce34bf4193af,chunk_00341,ahd10k_06386,625894,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_001206,الراحة,Treatment,TREATED_BY,TREATED_BY,true,1.000,مع الراحة الكاملة,الراحة is explicitly recommended as treatment for الحمل,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1a8bce34bf4193af,rel_seed_1a8bce34bf4193af,TREATED_BY,original
rel_seed_1a8bce34bf4193af,chunk_00341,ahd10k_06386,625894,ent_merge_001206,الراحة,Treatment,ent_merge_000117,الحمل,DiseaseCondition,TREATED_BY,TREATED_BY,true,1.000,مع الراحة الكاملة,الراحة is explicitly recommended as treatment for الحمل,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_1a8bce34bf4193af__inverse,rel_seed_1a8bce34bf4193af,TREATS,inverse
rel_seed_e43b45fbf18d3835,chunk_00342,ahd10k_07086,589563,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000874,قلة اﻻكل,Symptom,HAS_SYMPTOM,HAS_SYMPTOM,true,0.950,اعاني من قلة اﻻكل,Directly states symptom of loss of appetite during pregnancy.,groq,qwen/qwen3-32b,dah_relation_validation_v1,rel_seed_e43b45fbf18d3835,rel_seed_e43b45fbf18d3835,HAS_SYMPTOM,original
