mention_id,entity_id,canonical_name,entity_type,chunk_id,qa_id,source_row_number,surface_form,field,evidence,extraction_method,provider,model,confidence,llm_confidence,prompt_version
men_merge_0003317,ent_merge_000774,حساسية الجلد,Symptom,chunk_00482,ahd10k_02663,752229,حساسية في الجلد,question,هل الهرمونات تسبب حساسيه في الجلد( مثل منطقة الصدر)؟؟؟,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003318,ent_merge_000326,حساسية,DiseaseCondition,chunk_00483,ahd10k_08340,526958,حساسية,answer,عامل حساسية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003319,ent_merge_000904,هيستامين,Symptom,chunk_00483,ahd10k_08340,526958,الهستامين,question,فرط افراز الهستامين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003320,ent_merge_000327,حساسية الأسنان,DiseaseCondition,chunk_00484,ahd10k_03229,274267,تحسس الاسنان,question,تحسس الاسنان من الحلوى,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003321,ent_merge_000327,حساسية الأسنان,DiseaseCondition,chunk_00484,ahd10k_05477,268458,حساسية الأسنان,answer,تخفيف حساسية الأسنان عند البالغين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003322,ent_merge_000327,حساسية الأسنان,DiseaseCondition,chunk_00484,ahd10k_07345,572434,حساسية,answer,حساسية طبيعية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003323,ent_merge_000529,نخر الأسنان,DiseaseCondition,chunk_00484,ahd10k_03229,274267,نخر,answer,نخر في الأسنان,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003324,ent_merge_000676,ألم الأسنان,Symptom,chunk_00484,ahd10k_03229,274267,ألم,question,ألم من الحلوى,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003325,ent_merge_000676,ألم الأسنان,Symptom,chunk_00484,ahd10k_07345,572434,ألم,question,ألم عند الاكل,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003326,ent_merge_001488,فلورايد,Treatment,chunk_00484,ahd10k_05477,268458,مادة الفلورايد,question,مادة الفلورايد على الاسنان,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003327,ent_merge_001488,فلورايد,Treatment,chunk_00484,ahd10k_05477,268458,الفلورايد,answer,الفلورايد يفيد بشكل موضعي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003328,ent_merge_001014,صورة بانورامية,Test,chunk_00484,ahd10k_03229,274267,صورة بانورامية,answer,صورة بانورامية للفكين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.700,,
men_merge_0003329,ent_merge_000326,حساسية,DiseaseCondition,chunk_00485,ahd10k_02738,806178,حساسية,answer,التحسس من أحد المواد الغذائية مثل المكسرات أو لاكتوز الحليب أو غلوتين القمح,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003331,ent_merge_000170,القولون العصبي,DiseaseCondition,chunk_00485,ahd10k_02738,806178,القولون العصبي,answer,الإصابة بالقولون العصبي أو تقرح القولون أو مرض كورن,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003332,ent_merge_000283,تقرح القولون,DiseaseCondition,chunk_00485,ahd10k_02738,806178,تقرح القولون,answer,الإصابة بالقولون العصبي أو تقرح القولون أو مرض كورن,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003333,ent_merge_000517,مرض كورن,DiseaseCondition,chunk_00485,ahd10k_02738,806178,مرض كورن,answer,الإصابة بالقولون العصبي أو تقرح القولون أو مرض كورن,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003334,ent_merge_000776,حكة,Symptom,chunk_00485,ahd10k_02738,806178,حكه,question,سماط اي حكه اذا تاخرت عن التنظيف,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003335,ent_merge_000776,حكة,Symptom,chunk_00485,ahd10k_02738,806178,حكة,answer,يمكن علاج هذه الحالة ببعض الطرق,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003336,ent_merge_001612,مضادات حيوية,Treatment,chunk_00485,ahd10k_02738,806178,المضادات الحيوية,answer,تناول المضادات الحيوية للتخلص من البكتيريا المسببة للعدوى,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003337,ent_merge_001290,بروبيوتك,Treatment,chunk_00485,ahd10k_02738,806178,مكملات البروبيوتك,answer,شراء مكملات البروبيوتك أو البكتيريا النافعة التي تحسن من صحة الجهاز الهضمي وتنظم حركة الأمعاء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003338,ent_merge_000326,حساسية,DiseaseCondition,chunk_00486,ahd10k_03182,787723,حساسية,answer,ربما يكون حالة حساسية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003339,ent_merge_000753,تورم,Symptom,chunk_00486,ahd10k_03182,787723,تورم,question,ساقي قد ازداد إنتفاخ وتورم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003340,ent_merge_000696,انتفاخ,Symptom,chunk_00486,ahd10k_03182,787723,إنتفاخ,question,ساقي قد ازداد إنتفاخ وتورم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003341,ent_merge_000326,حساسية,DiseaseCondition,chunk_00487,ahd10k_02256,775075,تحسس,answer,تحسس او اذية كلوية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003342,ent_merge_000326,حساسية,DiseaseCondition,chunk_00487,ahd10k_04900,773899,حساسية,answer,حساسية هذه الاعضاء للاشعة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003343,ent_merge_000941,الرنين المغناطيسي,Test,chunk_00487,ahd10k_02256,775075,الرنين المغناطيسي,question,هل هنالك اضرار للرنين المغنطيسي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003344,ent_merge_000589,اذية كلوية,Symptom,chunk_00487,ahd10k_02256,775075,اذية كلوية,answer,تحسس او اذية كلوية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003345,ent_merge_000326,حساسية,DiseaseCondition,chunk_00488,ahd10k_07452,806506,الحساسية,answer,تسبب الحساسية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003346,ent_merge_000603,إعاقة التنفس,Symptom,chunk_00488,ahd10k_07452,806506,إعاقة التنفس,answer,إعاقة التنفس,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003347,ent_merge_001143,استخراج ذبابة الانف,Treatment,chunk_00488,ahd10k_07452,806506,استخراجها,answer,يمكن استخراجها,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003348,ent_merge_000326,حساسية,DiseaseCondition,chunk_00489,ahd10k_00025,398815,حساسية,question,عندي حساسيه قويه من ماده كلافونيك اسيد,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003349,ent_merge_000326,حساسية,DiseaseCondition,chunk_00489,ahd10k_00025,398815,حساسية,answer,الاموكسيسيللين هو مضاد حيوي من مجموعة البنسيللين، و اذا كان لديك حساسية من الكلافونيك أسيد يرجى اعلاط الطبيب أو الصيدلاني لتجنب الأضرار.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003350,ent_merge_000326,حساسية,DiseaseCondition,chunk_00489,ahd10k_07020,631968,حساسية,answer,مما يدل على وجود حساسية لجسمك تجاه الإريثرومايسين .. أنصحك بالإبتعاد عن تناول هذا الدواء بدون إشراف طبي و زيارة الطبيب للتعرف على مدى الحساسية و أنواع المضادات الحيوية الأخرى التي يمكن تناولها بدلاً من الاريثرومايسين.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003351,ent_merge_000326,حساسية,DiseaseCondition,chunk_00489,ahd10k_09159,423102,حساسية,question,هل من الممكن ان تحدث حساسيه اتجاه دواء الزنتاك,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003352,ent_merge_001132,إريثرومايسين,Treatment,chunk_00489,ahd10k_07020,631968,ازيثرومايسين,question,اخذت اقراص ازيثرومايسين 500 ملغم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003353,ent_merge_001132,إريثرومايسين,Treatment,chunk_00489,ahd10k_07020,631968,الإريثرومايسين,answer,مما يدل على وجود حساسية لجسمك تجاه الإريثرومايسين .. أنصحك بالإبتعاد عن تناول هذا الدواء بدون إشراف طبي و زيارة الطبيب للتعرف على مدى الحساسية و أنواع المضادات الحيوية الأخرى التي يمكن تناولها بدلاً من الاريثرومايسين.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003354,ent_merge_001173,الاموكسيسيللين,Treatment,chunk_00489,ahd10k_00025,398815,امكسيسلين,question,دواء امكسيسلين هل بحتوي على البنسلين..وعندي حساسيه قويه من ماده كلافونيك اسيد,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003355,ent_merge_001173,الاموكسيسيللين,Treatment,chunk_00489,ahd10k_00025,398815,الاموكسيسيللين,answer,الاموكسيسيللين هو مضاد حيوي من مجموعة البنسيللين، و اذا كان لديك حساسية من الكلافونيك أسيد يرجى اعلاط الطبيب أو الصيدلاني لتجنب الأضرار.,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003356,ent_merge_000296,تهاب,DiseaseCondition,chunk_00489,ahd10k_07020,631968,التهاب,question,قبل فترة اصبت بالتهاب في اللوزتين فاخذت اقراص ازيثرومايسين 500 ملغم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003357,ent_merge_000776,حكة,Symptom,chunk_00489,ahd10k_07020,631968,حكة,question,كثرة النبرز ويحتوي بقايا طعام وبهدها بفترة خفقان وبعدها تحسس بالجلد كلسع الحشرات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003358,ent_merge_000326,حساسية,DiseaseCondition,chunk_00490,ahd10k_00761,797702,العوامل العامل الحساسية,answer,العوامل العامل الحساسية التي تضعف الجهاز المناعي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003359,ent_merge_000326,حساسية,DiseaseCondition,chunk_00490,ahd10k_08365,760873,حساسية,question,حساسية مفاجئة من الرّوائح المركزة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003360,ent_merge_000371,ربو,DiseaseCondition,chunk_00490,ahd10k_08365,760873,الربو,answer,اظنك تعانين من الربو,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003361,ent_merge_000583,إحتقان في الأنف,Symptom,chunk_00490,ahd10k_08365,760873,إحتقان في الأنف,question,يحصل معي إحتقان في الأنف,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003362,ent_merge_000837,صعوبة في التنفس,Symptom,chunk_00490,ahd10k_08365,760873,صعوبة في التنفس,question,أجد صعوبة في التنفس,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003363,ent_merge_001556,ماء الأوزون,Treatment,chunk_00490,ahd10k_00761,797702,ماء الأوزون,question,اريد ا|لأفاده عن العلاج بماء الأزون,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003364,ent_merge_000326,حساسية,DiseaseCondition,chunk_00491,ahd10k_08315,742163,حساسية,question,الحساسية النفسية الزائدة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003365,ent_merge_000033,اكتئاب,DiseaseCondition,chunk_00491,ahd10k_08315,742163,اكتئاب,answer,في حالة استبعاد خلل عضوي يكون الاكتئاب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003366,ent_merge_000326,حساسية,DiseaseCondition,chunk_00492,ahd10k_04606,796477,حساسية,answer,ارتفاع حساسية وحدات الشعر الدهنية لهرمون الاندروجين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003367,ent_merge_000320,حبوب شباب,DiseaseCondition,chunk_00492,ahd10k_04606,796477,حبوب شباب,question,انا اعاني من حبوب شباب لها اكثر من اربع عشر سنه,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003368,ent_merge_000776,حكة,Symptom,chunk_00492,ahd10k_04606,796477,حك,answer,الحذر الشديد من حك حب الشباب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003369,ent_merge_000967,تحاليل مخبرية,Test,chunk_00492,ahd10k_04606,796477,تحليل مخبري,question,هل هناك تحليل لااتأكد من نقص فيتامين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003370,ent_merge_001601,مضاد حيوي,Treatment,chunk_00492,ahd10k_04606,796477,مضاد حيوي,answer,و استخدام المضادات الحيوية يتم الشفاء بإذن الله,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003371,ent_merge_001403,دوكسيسايكلين,Treatment,chunk_00492,ahd10k_04606,796477,دوكسيسايكلين,answer,دوكسيسايكلين عيار 100مغم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003372,ent_merge_001411,رواكيوتين,Treatment,chunk_00492,ahd10k_04606,796477,رواكيوتين,answer,افضل دواء هو رواكيوتين 20مغم صباحا و10مغم مساء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003373,ent_merge_000330,حساسية الغلوتين,DiseaseCondition,chunk_00493,ahd10k_07127,807659,حساسية الغلوتين,answer,مرضى حساسية الغلوتين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003374,ent_merge_000669,الغلوتين,Symptom,chunk_00493,ahd10k_07127,807659,الغلوتين,answer,الغلوتين هو بروتين يوجد في الحبوب,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003375,ent_merge_000326,حساسية,DiseaseCondition,chunk_00494,ahd10k_04754,729462,حساسية,question,ظهرت لي اعراض حساسية قوية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003376,ent_merge_000326,حساسية,DiseaseCondition,chunk_00494,ahd10k_04754,729462,حساسية,answer,فرط الحساسية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003377,ent_merge_000967,تحاليل مخبرية,Test,chunk_00494,ahd10k_04754,729462,تحليل مخبري,question,بعد التحليل ظهر ان نسبة التحسس بالدم عالية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003378,ent_merge_000967,تحاليل مخبرية,Test,chunk_00494,ahd10k_04754,729462,فحوصات مخبرية,answer,ننصح بمراجعة الطبيب المختص لعمل فحوصات مخبرية خاصة بفرط الحساسية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003379,ent_merge_000496,متلازمة عدم الحساسية للأندروجين الكاملة,DiseaseCondition,chunk_00495,ahd10k_03070,805138,متلازمة عدم الحساسية للأندروجين الكاملة,answer,قد يتسبب خلل مستقبلات هرمون التيستيسترون بالإصابة بمتلازمة عدم الحساسية للأندروجين الكاملة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003380,ent_merge_000498,متلازمة نقص الحساسية الجزئي للأندروجين,DiseaseCondition,chunk_00495,ahd10k_03070,805138,متلازمة نقص الحساسية الجزئي للأندروجين,answer,قد يتسبب خلل مستقبلات هرمون التيستيسترون بالإصابة بمتلازمة نقص الحساسية الجزئي للأندروجين,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003381,ent_merge_001649,هرمون الإستروجين,Treatment,chunk_00495,ahd10k_03070,805138,هرمون الإستروجين,answer,فيجب البدء بتناول هرمون الإستروجين بعد البلوغ,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003382,ent_merge_001651,هرمون التستوستيرون,Treatment,chunk_00495,ahd10k_03070,805138,هرمون التستوستيرون,answer,فيجب البدء بتناول هرمون التستوستيرون,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003383,ent_merge_001134,إزالة الأعضاء الذكرية,Treatment,chunk_00495,ahd10k_03070,805138,إزالة الأعضاء الذكرية,answer,فيجب إزالة الأعضاء الذكرية جراحياً,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003384,ent_merge_001361,جراحة لتعديل الأعضاء الذكرية,Treatment,chunk_00495,ahd10k_03070,805138,جراحة لتعديل الأعضاء الذكرية,answer,فيجب إجراء جراحة لتعديل الأعضاء الذكرية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003385,ent_merge_001135,إزالة التثدي,Treatment,chunk_00495,ahd10k_03070,805138,إزالة التثدي,answer,فيجب إجراء جراحة لتعديل الأعضاء الذكرية وإزالة التثدي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003386,ent_merge_000326,حساسية,DiseaseCondition,chunk_00496,ahd10k_00961,384811,حساسية,question,اعاني حساسية في الدم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003387,ent_merge_000708,بقع حمراء,Symptom,chunk_00496,ahd10k_00961,384811,بقع حمراء,question,بقع حمراء على كامل الجسم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003388,ent_merge_000781,حمة,Symptom,chunk_00496,ahd10k_00961,384811,حمى,question,حمى مرتفعة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003389,ent_merge_000207,انخفاض ضغط الدم,DiseaseCondition,chunk_00496,ahd10k_00961,384811,انخفاض الضغط الدموي,question,انخفاض الضغط الدموي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003390,ent_merge_000847,ضيق تنفس,Symptom,chunk_00496,ahd10k_00961,384811,ضيق في التنفس,question,ضيق في التنفس,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003391,ent_merge_000696,انتفاخ,Symptom,chunk_00496,ahd10k_00961,384811,انتفاخ عام,question,انتفاخ عام,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003392,ent_merge_001128,إبرة انقاذ الحياة,Treatment,chunk_00496,ahd10k_00961,384811,إبرة انقاذ الحياة,answer,إبرة انقاذ الحياة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003393,ent_merge_000010,ارتفاع ضغط الدم,DiseaseCondition,chunk_00497,ahd10k_05548,806708,ارتفاع ضغط الدم,answer,يمكن أن يؤدي تناول عرق السوس بكميات كبيرة إلى ارتفاع ضغط الدم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003394,ent_merge_000010,ارتفاع ضغط الدم,DiseaseCondition,chunk_00497,ahd10k_08103,737528,ارتفاع في ضغط الدم,answer,يمتنع عنها المصابون بارتفاع في ضغط الدم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003395,ent_merge_000059,التهاب,DiseaseCondition,chunk_00497,ahd10k_05548,806708,التهاب,answer,يحتوي عرق السوس على مركبات نباتية لها خصائص مضادة للالتهابات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003396,ent_merge_000830,صداع,Symptom,chunk_00497,ahd10k_05548,806708,صداع,answer,مسكن للألم: يحتوي عرق السوس أيضًا على مركبات نباتية لها خصائص مسكنة للألم، والتي يمكن أن تساعد في تخفيف الآلام الخفيفة إلى المتوسطة، مثل الصداع,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003397,ent_merge_001455,عرق السوس,Treatment,chunk_00497,ahd10k_05548,806708,عرق السوس,question,هل يفيد مسحوق العرقسوس في حالة البحة الصوتية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003398,ent_merge_001455,عرق السوس,Treatment,chunk_00497,ahd10k_05548,806708,عرق السوس,answer,نعم، يُعتقد أن عرق السوس يساهم في التخفيف من أعراض التهاب الحلق والحنجرة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003399,ent_merge_000887,نزيف,Symptom,chunk_00498,ahd10k_03548,154664,نزيف,question,خلعت اليوم الصباح سن اسفل جهه اليمين والى الان لم يتوقف الدم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003400,ent_merge_001593,مسكن,Treatment,chunk_00498,ahd10k_03548,154664,مسكن,answer,و اخذ مسكن كل ١٢ ساعه عند اللزوم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003401,ent_merge_000296,تهاب,DiseaseCondition,chunk_00498,ahd10k_05152,444013,التهاب,question,هل يمكن ان يكون العصب التهب بالبرودة,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003402,ent_merge_000326,حساسية,DiseaseCondition,chunk_00499,ahd10k_00669,157472,حساسية,question,امي عندها حساسيه علي الصدر من زمان,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003403,ent_merge_000326,حساسية,DiseaseCondition,chunk_00499,ahd10k_03921,766574,حساسية,answer,الرشح والتهاب الأنف التحسسي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003404,ent_merge_000371,ربو,DiseaseCondition,chunk_00499,ahd10k_03921,766574,ربو,answer,الربو القصبي,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003405,ent_merge_000822,سعال,Symptom,chunk_00499,ahd10k_03921,766574,سعال,question,ما هو المرض الذي تكون من اعراضه السعال,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003406,ent_merge_000822,سعال,Symptom,chunk_00499,ahd10k_03921,766574,سعال جاف,answer,السعال الجاف الذي لا يترافق مع خروج افرازات,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003407,ent_merge_000847,ضيق تنفس,Symptom,chunk_00499,ahd10k_09881,291315,ضيق في التنفس,question,اعاني من ضيق في التنفس,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003408,ent_merge_000847,ضيق تنفس,Symptom,chunk_00499,ahd10k_03921,766574,ضيق في الصدر,question,ضيق في الصدر يكون مصحوبا,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003409,ent_merge_001285,بخاخة,Treatment,chunk_00499,ahd10k_00669,157472,بخاخة,question,بتاخد لها بخاخه,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003410,ent_merge_000370,دوسنتاريا,DiseaseCondition,chunk_00500,ahd10k_05546,109332,دوسنتاريا,answer,غالبا ما تعاني من دوسنتاريا حاده,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003411,ent_merge_000600,إسهال,Symptom,chunk_00500,ahd10k_02731,807745,إسهال,unknown,إسهال,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003412,ent_merge_000600,إسهال,Symptom,chunk_00500,ahd10k_05546,109332,اسهال,question,اسهال شديد (مائي),llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003413,ent_merge_000010,ارتفاع ضغط الدم,DiseaseCondition,chunk_00500,ahd10k_02731,807745,ارتفاع اضغط البابي,answer,ارتفاع اضغط البابي في وريد الكبد,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003414,ent_merge_000010,ارتفاع ضغط الدم,DiseaseCondition,chunk_00500,ahd10k_05546,109332,ضغط الدم,question,ارتفاع في ضغط الدم,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003415,ent_merge_000368,دوالي المريء,DiseaseCondition,chunk_00500,ahd10k_02731,807745,دوالي المريء,answer,دوالي المريء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003416,ent_merge_001486,فلاجيل,Treatment,chunk_00500,ahd10k_05546,109332,فلاجيل,answer,خذ فلاجيل٥٠٠ مطهر للامعاء,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.950,,
men_merge_0003417,ent_merge_000010,ارتفاع ضغط الدم,DiseaseCondition,chunk_00501,ahd10k_00237,743021,ارتفاع حمض البول,answer,فعادة لا نعالج ارتفاع حمض البول بحد ذاته إلا إذا كان عند المريض قصة سابقة لحصوة في الكلية أو مرض النقرس أو زيادة في طرح حمض البول في البول,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.850,,
men_merge_0003418,ent_merge_000207,انخفاض ضغط الدم,DiseaseCondition,chunk_00501,ahd10k_02069,737949,انخفاض شديد فى ضغط الدم,question,انا فتاة متزوجة عمر 24 سنة ووزنى 60 كجم أعانى من انخفاض شديد فى ضغط الدم منذ 3 شهور,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003419,ent_merge_000207,انخفاض ضغط الدم,DiseaseCondition,chunk_00501,ahd10k_04638,519776,ضغط الدم منخفض للغاية,question,ضغط الدم منخفض للغاية مع عدم وضوح للرؤية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
men_merge_0003420,ent_merge_000446,فقر الدم,DiseaseCondition,chunk_00501,ahd10k_02069,737949,فقر الدم المزمن,answer,فقر الدم المزمن,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003421,ent_merge_000446,فقر الدم,DiseaseCondition,chunk_00501,ahd10k_04329,747266,الانيميا,question,انا حسيت بدوخه اكتر من مره فعملت تحليل صورة دم وكانت النتيجة كالتالي : Haemoglobin 13.8 Red cell count 4.63 pcv 36% mcv 77.7 mch 29.8 mchc 38.3 total leucocytic...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.800,,
men_merge_0003422,ent_merge_000802,دوخة,Symptom,chunk_00501,ahd10k_04329,747266,دوخه,question,انا حسيت بدوخه اكتر من مره فعملت تحليل صورة دم وكانت النتيجة كالتالي : Haemoglobin 13.8 Red cell count 4.63 pcv 36% mcv 77.7 mch 29.8 mchc 38.3 total leucocytic...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.700,,
men_merge_0003423,ent_merge_000802,دوخة,Symptom,chunk_00501,ahd10k_04638,519776,دوخة,question,ضغط الدم منخفض للغاية مع عدم وضوح للرؤية,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.700,,
men_merge_0003424,ent_merge_000984,تحليل صورة دم,Test,chunk_00501,ahd10k_04329,747266,تحليل صورة دم,question,انا حسيت بدوخه اكتر من مره فعملت تحليل صورة دم وكانت النتيجة كالتالي : Haemoglobin 13.8 Red cell count 4.63 pcv 36% mcv 77.7 mch 29.8 mchc 38.3 total leucocytic...,llm_structured_entity_extraction,groq,llama-3.3-70b-versatile,0.900,,
