entity_id,canonical_name,canonical_name_norm,entity_type,aliases,confidence,mention_count,provider,model
ent_merge_000993,تست,تست,Test,"[""تست""]",0.850,1,,
ent_merge_000994,تصوير,تصوير,Test,"[""تصوير"", ""تصوير لاسفل الظهر""]",0.900,2,,
ent_merge_000995,تصوير بالرنين المغناطيسي,تصوير بالرنين المغناطيسي,Test,"[""تصوير بالرنين المغناطيسي"", ""اشعة رنين مغناطيسى"", ""اشعة الرنين المغناطيسى"", ""صور الرنين المغناطيسي"", ""صورة رنين مغناطيسي"", ""تصوير بجهاز الرنين المغناطيسي"", ""تصوير الرنين المغناطيسى على منطقة الصدر"", ""صورة طبقية محوريه او صوره رنين مغناطيسي""]",0.940,10,,
ent_merge_000996,تقشير,تقشير,Test,"[""تقشير""]",0.850,1,,
ent_merge_000997,تقييم الحالة الوظيفية,تقييم الحاله الوظيفيه,Test,"[""تقييم الحالة الوظيفية""]",0.850,1,,
ent_merge_000998,تقييم للحالة,تقييم للحاله,Test,"[""تقييم للحالة""]",0.850,1,,
ent_merge_000999,تقييم للذاكرة,تقييم للذاكره,Test,"[""تقييم للذاكرة""]",0.850,1,,
ent_merge_001000,تنظير القولون,تنظير القولون,Test,"[""تنظير القولون""]",0.850,1,,
ent_merge_001001,تنظير علوي,تنظير علوي,Test,"[""تنظير علوي""]",0.950,1,,
ent_merge_001002,تيست,تيست,Test,"[""تيست""]",0.850,1,,
ent_merge_001003,رسم القلب,رسم القلب,Test,"[""رسم القلب"", ""رسم قلب كهربي""]",0.950,2,,
ent_merge_001004,رسم المخ بالكمبيوتر,رسم المخ بالكمبيوتر,Test,"[""رسم المخ بالكمبيوتر"", ""رسم مخ بالكمبيوتر""]",0.900,1,,
ent_merge_001005,رصد,رصد,Test,"[""رصد""]",0.850,2,,
ent_merge_001006,رنين مغناطيسي,رنين مغناطيسي,Test,"[""رنين مغناطيسي"", ""اشعة رنين مغناطيسى""]",0.883,3,,
ent_merge_001007,سونار,سونار,Test,"[""سونار"", ""السونار""]",0.873,13,,
ent_merge_001008,سونار علي البطن,سونار علي البطن,Test,"[""سونار علي البطن"", ""اشعه سونار علي البطن""]",0.950,2,,
ent_merge_001009,سونار على الثديين,سونار علي الثديين,Test,"[""سونار على الثديين""]",0.950,1,,
ent_merge_001010,صور طبقية,صور طبقيه,Test,"[""صور طبقية""]",0.900,1,,
ent_merge_001011,صورة,صوره,Test,"[""صورة""]",0.700,1,,
ent_merge_001012,صورة اشعة,صوره اشعه,Test,"[""صورة اشعة""]",0.800,1,,
ent_merge_001013,صورة ايكو,صوره ايكو,Test,"[""صورة ايكو""]",0.850,1,,
ent_merge_001014,صورة بانورامية,صوره بانوراميه,Test,"[""صورة بانورامية""]",0.700,1,,
ent_merge_001015,صورة رنين مغناطيسي,صوره رنين مغناطيسي,Test,"[""صورة رنين مغناطيسي""]",0.850,1,,
ent_merge_001016,صورة سي تي,صوره سي تي,Test,"[""صورة سي تي""]",0.900,1,,
ent_merge_001017,صورة طبقيه,صوره طبقيه,Test,"[""صورة طبقيه""]",0.900,1,,
ent_merge_001018,صورة للعصب البصري,صوره للعصب البصري,Test,"[""صورة للعصب البصري"", ""صورة""]",0.850,1,,
ent_merge_001019,صورة للقلب,صوره للقلب,Test,"[""صورة للقلب""]",0.900,1,,
ent_merge_001020,صوره ملونه للرحم,صوره ملونه للرحم,Test,"[""صوره ملونه للرحم""]",0.900,1,,
ent_merge_001022,غسيل الاذن,غسيل الاذن,Test,"[""غسيل الاذن""]",0.800,1,,
ent_merge_001023,فحص,فحص,Test,"[""فحص"", ""الفحص"", ""فحص من قبل اخصاءي الجراحه""]",0.823,13,,
ent_merge_001024,فحص FSH,فحص fsh,Test,"[""فحص FSH""]",0.925,2,,
ent_merge_001025,فحص karyotype analysis,فحص karyotype analysis,Test,"[""فحص karyotype analysis""]",0.950,1,,
ent_merge_001026,فحص LH,فحص lh,Test,"[""فحص LH""]",0.950,1,,
ent_merge_001027,فحص prolactin,فحص prolactin,Test,"[""فحص prolactin""]",0.950,1,,
ent_merge_001028,فحص TSH,فحص tsh,Test,"[""فحص TSH""]",0.950,1,,
ent_merge_001029,فحص البول,فحص البول,Test,"[""فحص البول""]",0.825,2,,
ent_merge_001030,فحص التراساوند,فحص التراساوند,Test,"[""فحص التراساوند""]",0.850,1,,
ent_merge_001031,فحص الجنين بواسطة الأمواج فوق الصوتية,فحص الجنين بواسطه الامواج فوق الصوتيه,Test,"[""فحص الجنين بواسطة الأمواج فوق الصوتية""]",0.950,1,,
ent_merge_001032,فحص الحساسية,فحص الحساسيه,Test,"[""فحص الحساسية"", ""فحص FSH, LH, prolactin""]",0.838,4,,
ent_merge_001033,فحص الحمل,فحص الحمل,Test,"[""فحص الحمل"", ""فحص حمل"", ""فحص"", ""فحص للحمل""]",0.838,8,,
ent_merge_001034,فحص الدم,فحص الدم,Test,"[""فحص الدم"", ""CBC"", ""فحص لقوه الدم"", ""فحص بالدم"", ""فحص دم و أشعة""]",0.856,8,,
ent_merge_001035,فحص السائل السلوي,فحص السايل السلوي,Test,"[""فحص السائل السلوي""]",0.900,1,,
ent_merge_001036,فحص السائل المنوى,فحص السايل المنوي,Test,"[""فحص السائل المنوى"", ""فحص للسائل المنوي""]",0.875,2,,
ent_merge_001037,فحص السكر,فحص السكر,Test,"[""فحص السكر""]",0.900,2,,
ent_merge_001038,فحص الشرج,فحص الشرج,Test,"[""فحص الشرج""]",0.900,1,,
ent_merge_001039,فحص العين,فحص العين,Test,"[""فحص العين"", ""فحص""]",0.850,1,,
ent_merge_001040,فحص العيون,فحص العيون,Test,"[""فحص العيون""]",0.800,1,,
ent_merge_001041,فحص القلب,فحص القلب,Test,"[""فحص القلب"", ""فحص للقلب""]",0.850,1,,
ent_merge_001042,فحص الكروموسومات,فحص الكروموسومات,Test,"[""فحص الكروموسومات""]",0.950,2,,
ent_merge_001043,فحص الكلى بال超صوت,فحص الكلي بال超صوت,Test,"[""فحص الكلى بال超صوت"", ""renal us""]",0.950,1,,
ent_merge_001044,فحص الموجات الفوق صوتيه,فحص الموجات الفوق صوتيه,Test,"[""فحص الموجات الفوق صوتيه""]",0.875,2,,
ent_merge_001045,فحص الهرمونات,فحص الهرمونات,Test,"[""فحص الهرمونات"", ""فحوصات الهرمونيه""]",0.850,2,,
ent_merge_001046,فحص ب12,فحص ب12,Test,"[""فحص ب12"", ""فخص b12""]",0.900,1,,
ent_merge_001047,فحص حمل,فحص حمل,Test,"[""فحص حمل""]",0.900,3,,
ent_merge_001048,فحص دم,فحص دم,Test,"[""فحص دم"", ""فحص دم الرقمي""]",0.890,5,,
ent_merge_001049,فحص رباعي الأبعاد,فحص رباعي الابعاد,Test,"[""فحص رباعي الأبعاد""]",0.900,1,,
ent_merge_001050,فحص سريري,فحص سريري,Test,"[""فحص سريري""]",0.879,7,,
ent_merge_001051,فحص طبي,فحص طبي,Test,"[""فحص طبي"", ""فحوصات""]",0.820,5,,
ent_merge_001052,فحص طبي شامل,فحص طبي شامل,Test,"[""فحص طبي شامل"", ""الفحص الطبي الشامل"", ""الفحص المخبري الشامل""]",0.950,2,,
ent_merge_001053,فحص عند طبيب العيون,فحص عند طبيب العيون,Test,"[""فحص عند طبيب العيون""]",0.850,2,,
ent_merge_001054,فحص قوة الدم,فحص قوه الدم,Test,"[""فحص قوة الدم""]",0.800,1,,
ent_merge_001055,فحص للبلعوم والحنجرة,فحص للبلعوم والحنجره,Test,"[""فحص للبلعوم والحنجرة""]",0.900,1,,
ent_merge_001056,فحص هرمون الحمل,فحص هرمون الحمل,Test,"[""فحص هرمون الحمل""]",0.800,1,,
ent_merge_001057,فحص هرمونات,فحص هرمونات,Test,"[""فحص هرمونات"", ""التحليل الهرموني"", ""فحص الهرمونات""]",0.850,4,,
ent_merge_001058,فحص هرموني,فحص هرموني,Test,"[""فحص هرموني"", ""فحوصات هرمونية""]",0.875,2,,
ent_merge_001059,فحص هشاشة عظام,فحص هشاشه عظام,Test,"[""فحص هشاشة عظام""]",0.900,1,,
ent_merge_001060,فحوص سريريه,فحوص سريريه,Test,"[""فحوص سريريه""]",0.800,1,,
ent_merge_001061,فحوصات,فحوصات,Test,"[""فحوصات""]",0.800,2,,
ent_merge_001062,فحوصات طبيه,فحوصات طبيه,Test,"[""فحوصات طبيه""]",0.850,1,,
ent_merge_001063,فحوصات مخبرية,فحوصات مخبريه,Test,"[""فحوصات مخبرية""]",0.850,2,,
ent_merge_001064,فحوصات هرمونية,فحوصات هرمونيه,Test,"[""فحوصات هرمونية"", ""فحوصاتي"", ""التحاليل المخبرية""]",0.850,2,,
ent_merge_001065,فيريتين,فيريتين,Test,"[""فيريتين"", ""Ferritin""]",0.850,1,,
ent_merge_001066,قسطرة,قسطره,Test,"[""قسطرة"", ""قسطرة التشخيصية"", ""قسطرة الشريانية"", ""القسطرة""]",0.950,6,,
ent_merge_001067,قسطرة القلب,قسطره القلب,Test,"[""قسطرة القلب"", ""القسطره القلبيه"", ""قسطرة القلب الأيسر"", ""قسطره""]",0.912,4,,
ent_merge_001068,قياس الضغط,قياس الضغط,Test,"[""قياس الضغط""]",0.950,1,,
ent_merge_001069,قياس ضغط الدم,قياس ضغط الدم,Test,"[""قياس ضغط الدم"", ""قياس للضغط""]",0.917,3,,
ent_merge_001070,كشق طبي,كشق طبي,Test,"[""كشق طبي""]",0.950,1,,
ent_merge_001071,مجال الرؤية,مجال الرويه,Test,"[""مجال الرؤية""]",0.850,1,,
ent_merge_001072,مزرعة بول,مزرعه بول,Test,"[""مزرعة بول""]",0.800,1,,
ent_merge_001073,مسح ذري,مسح ذري,Test,"[""مسح ذري""]",0.950,1,,
ent_merge_001074,مسحة عنق الرحم,مسحه عنق الرحم,Test,"[""مسحة عنق الرحم""]",0.950,1,,
ent_merge_001075,منظار,منظار,Test,"[""منظار""]",0.912,4,,
ent_merge_001076,منظار المعدة,منظار المعده,Test,"[""منظار المعدة"", ""منظار معدة"", ""منظار للمعدة""]",0.925,4,,
ent_merge_001077,منظار هضمي,منظار هضمي,Test,"[""منظار هضمي"", ""منظار معده"", ""منظار للمعده""]",0.900,2,,
ent_merge_001078,نظار,نظار,Test,"[""نظار"", ""ناظور"", ""المنظار""]",0.900,2,,
ent_merge_001079,هرمون الحمل,هرمون الحمل,Test,"[""هرمون الحمل""]",0.925,4,,
ent_merge_001080,هرمون جارات الغدة الدرقية,هرمون جارات الغده الدرقيه,Test,"[""هرمون جارات الغدة الدرقية""]",0.950,1,,
ent_merge_001081,هرمون مولريان,هرمون مولريان,Test,"[""هرمون مولريان"", ""فحص المضاد للهرمون مولريان""]",0.900,1,,
ent_merge_001082,هولتر,هولتر,Test,"[""هولتر"", ""جهاز تسجيل لمدة 24 ساعة (هولتر)"", ""جهاز تسجيل رسم القلب 24 ساعه الهولتر""]",0.933,3,,
ent_merge_001083,هيموغلوبين,هيموغلوبين,Test,"[""هيموغلوبين""]",0.850,2,,
ent_merge_001084,وظائف الكلية,وظايف الكليه,Test,"[""وظائف الكلية""]",0.950,1,,
ent_merge_001085,5-Hydroxytryptophan,5-hydroxytryptophan,Treatment,"[""5-Hydroxytryptophan"", ""5htp""]",0.700,1,,
ent_merge_001086,5ASA,5asa,Treatment,"[""5ASA""]",0.850,1,,
ent_merge_001087,amlor,amlor,Treatment,"[""amlor"", ""AMLOR 5mg""]",0.925,2,,
ent_merge_001088,azalic acid cream,azalic acid cream,Treatment,"[""azalic acid cream""]",0.950,1,,
ent_merge_001089,Azithromycin,azithromycin,Treatment,"[""Azithromycin""]",0.950,1,,
ent_merge_001090,betasept,betasept,Treatment,"[""betasept""]",0.800,1,,
ent_merge_001091,biprotens,biprotens,Treatment,"[""biprotens""]",0.900,1,,
ent_merge_001092,cazet,cazet,Treatment,"[""cazet""]",0.900,1,,
ent_merge_001093,cefuzime,cefuzime,Treatment,"[""cefuzime""]",0.950,1,,
ent_merge_001094,Ciprofloxacin,ciprofloxacin,Treatment,"[""Ciprofloxacin""]",0.850,1,,
ent_merge_001095,cipromax,cipromax,Treatment,"[""cipromax""]",0.800,1,,
ent_merge_001096,Clomipramine,clomipramine,Treatment,"[""Clomipramine""]",0.850,1,,
ent_merge_001097,Clotremazol kream,clotremazol kream,Treatment,"[""Clotremazol kream""]",0.900,1,,
ent_merge_001098,coxicam,coxicam,Treatment,"[""coxicam""]",0.850,1,,
ent_merge_001099,DACTACORT,dactacort,Treatment,"[""DACTACORT""]",0.850,1,,
ent_merge_001100,dalacin,dalacin,Treatment,"[""dalacin""]",0.900,1,,
ent_merge_001101,dalacin vaginal ovule,dalacin vaginal ovule,Treatment,"[""dalacin vaginal ovule""]",0.950,1,,
ent_merge_001102,dexon,dexon,Treatment,"[""dexon""]",0.850,1,,
ent_merge_001103,Deyamethasone,deyamethasone,Treatment,"[""Deyamethasone""]",0.850,2,,
ent_merge_001104,DIFLUCAN,diflucan,Treatment,"[""DIFLUCAN""]",0.850,1,,
ent_merge_001105,DIGOXIN,digoxin,Treatment,"[""DIGOXIN""]",0.950,1,,
ent_merge_001106,Equirab,equirab,Treatment,"[""Equirab"", ""لقاح Equirab""]",0.850,1,,
ent_merge_001107,hydroqinon mono benzyl ether,hydroqinon mono benzyl ether,Treatment,"[""hydroqinon mono benzyl ether""]",0.850,1,,
ent_merge_001108,indometacin,indometacin,Treatment,"[""indometacin""]",0.800,1,,
ent_merge_001109,levothyrox,levothyrox,Treatment,"[""levothyrox"", ""levothyrox25""]",0.900,2,,
ent_merge_001110,levothyroxine,levothyroxine,Treatment,"[""levothyroxine"", ""levothyroxine 50 mcg""]",0.950,1,,
ent_merge_001111,losec,losec,Treatment,"[""losec""]",0.950,1,,
ent_merge_001112,Mebo Cream,mebo cream,Treatment,"[""Mebo Cream""]",0.950,1,,
ent_merge_001113,Metrolag,metrolag,Treatment,"[""Metrolag""]",0.950,1,,
ent_merge_001114,mixavit,mixavit,Treatment,"[""mixavit""]",0.850,1,,
ent_merge_001115,MUCOSOLVAN,mucosolvan,Treatment,"[""MUCOSOLVAN""]",0.850,1,,
ent_merge_001116,Neostrata Facial cleanser,neostrata facial cleanser,Treatment,"[""Neostrata Facial cleanser""]",0.850,1,,
ent_merge_001117,nexium,nexium,Treatment,"[""nexium""]",0.950,1,,
ent_merge_001118,Omeprazol,omeprazol,Treatment,"[""Omeprazol""]",0.950,1,,
ent_merge_001119,omerozole,omerozole,Treatment,"[""omerozole""]",0.800,1,,
ent_merge_001120,peptec care,peptec care,Treatment,"[""peptec care""]",0.700,1,,
ent_merge_001121,PREFERTIL,prefertil,Treatment,"[""PREFERTIL""]",0.950,1,,
ent_merge_001122,Rhogam,rhogam,Treatment,"[""Rhogam""]",0.950,1,,
ent_merge_001123,safenac,safenac,Treatment,"[""safenac""]",0.850,1,,
ent_merge_001124,tamoxifen,tamoxifen,Treatment,"[""tamoxifen""]",0.950,1,,
ent_merge_001125,urea cream,urea cream,Treatment,"[""urea cream""]",0.950,1,,
ent_merge_001126,Vaseline,vaseline,Treatment,"[""Vaseline""]",0.950,1,,
ent_merge_001127,ابر منشطه,ابر منشطه,Treatment,"[""ابر منشطه""]",0.950,2,,
ent_merge_001128,إبرة انقاذ الحياة,ابره انقاذ الحياه,Treatment,"[""إبرة انقاذ الحياة""]",0.950,1,,
ent_merge_001129,اتاراكس,اتاراكس,Treatment,"[""اتاراكس""]",0.950,2,,
ent_merge_001130,إجراء عملية جراحية,اجراء عمليه جراحيه,Treatment,"[""إجراء عملية جراحية""]",0.850,1,,
ent_merge_001131,ادويه,ادويه,Treatment,"[""ادويه""]",0.850,1,,
ent_merge_001132,إريثرومايسين,اريثرومايسين,Treatment,"[""إريثرومايسين"", ""ازيثرومايسين"", ""الإريثرومايسين""]",0.900,2,,
ent_merge_001133,ازاثيوبرين,ازاثيوبرين,Treatment,"[""ازاثيوبرين""]",0.950,1,,
ent_merge_001134,إزالة الأعضاء الذكرية,ازاله الاعضاء الذكريه,Treatment,"[""إزالة الأعضاء الذكرية""]",0.850,1,,
ent_merge_001135,إزالة التثدي,ازاله التثدي,Treatment,"[""إزالة التثدي""]",0.850,1,,
ent_merge_001136,ازالة الدوالي,ازاله الدوالي,Treatment,"[""ازالة الدوالي"", ""ازالة الدوالي الموجوده على الخصيه اليسرى""]",0.900,1,,
ent_merge_001137,ازالة الشحوم,ازاله الشحوم,Treatment,"[""ازالة الشحوم"", ""ازالة الدهون""]",0.900,2,,
ent_merge_001138,إزالة الضغط,ازاله الضغط,Treatment,"[""إزالة الضغط""]",0.700,1,,
ent_merge_001139,إزالة جراحية,ازاله جراحيه,Treatment,"[""إزالة جراحية"", ""إزالتها جراحيا""]",0.800,1,,
ent_merge_001140,إزونيازيد,ازونيازيد,Treatment,"[""إزونيازيد""]",0.900,1,,
ent_merge_001141,أزيثرومايسين,ازيثرومايسين,Treatment,"[""أزيثرومايسين"", ""azithromycin""]",0.900,1,,
ent_merge_001142,استأصال الكلية,استاصال الكليه,Treatment,"[""استأصال الكلية"", ""استأصلت كليته""]",0.900,1,,
ent_merge_001143,استخراج ذبابة الانف,استخراج ذبابه الانف,Treatment,"[""استخراج ذبابة الانف"", ""استخراجها""]",0.800,1,,
ent_merge_001144,إستشارة طبيب,استشاره طبيب,Treatment,"[""إستشارة طبيب""]",0.850,1,,
ent_merge_001145,استئصال,استيصال,Treatment,"[""استئصال"", ""استئصاله"", ""الإستئصال"", ""العملية""]",0.870,5,,
ent_merge_001146,استئصال الرحم,استيصال الرحم,Treatment,"[""استئصال الرحم""]",0.850,1,,
ent_merge_001147,استئصال المرارة,استيصال المراره,Treatment,"[""استئصال المرارة""]",0.933,3,,
ent_merge_001148,استئصال الورم,استيصال الورم,Treatment,"[""استئصال الورم"", ""استئصال ورم""]",0.850,3,,
ent_merge_001149,استئصال جزء من الدرقية,استيصال جزء من الدرقيه,Treatment,"[""استئصال جزء من الدرقية""]",0.700,1,,
ent_merge_001150,اطفال انابيب,اطفال انابيب,Treatment,"[""اطفال انابيب""]",0.950,1,,
ent_merge_001151,اعشاب فيتارم,اعشاب فيتارم,Treatment,"[""اعشاب فيتارم""]",0.800,1,,
ent_merge_001152,إغلاق بالقسطرة,اغلاق بالقسطره,Treatment,"[""إغلاق بالقسطرة""]",0.850,1,,
ent_merge_001153,إغلاق جراحي,اغلاق جراحي,Treatment,"[""إغلاق جراحي""]",0.850,1,,
ent_merge_001154,أغمنتين,اغمنتين,Treatment,"[""أغمنتين""]",0.900,1,,
ent_merge_001155,اكتومثرين,اكتومثرين,Treatment,"[""اكتومثرين""]",0.850,1,,
ent_merge_001156,إكزايمر ليزر,اكزايمر ليزر,Treatment,"[""إكزايمر ليزر"", ""باكزايمر ليزر""]",0.900,2,,
ent_merge_001157,أكسجين,اكسجين,Treatment,"[""أكسجين"", ""الأكسجين""]",0.850,1,,
ent_merge_001158,اكليل الجبل,اكليل الجبل,Treatment,"[""اكليل الجبل""]",0.850,2,,
ent_merge_001159,الابتعاد عن التدخين,الابتعاد عن التدخين,Treatment,"[""الابتعاد عن التدخين""]",0.900,1,,
ent_merge_001160,الابتعاد عن جلسات التخزين,الابتعاد عن جلسات التخزين,Treatment,"[""الابتعاد عن جلسات التخزين""]",0.900,1,,
ent_merge_001161,الاختلاج الكهربائي,الاختلاج الكهربايي,Treatment,"[""الاختلاج الكهربائي""]",0.950,1,,
ent_merge_001162,الأدرياميسين,الادرياميسين,Treatment,"[""الأدرياميسين""]",0.950,1,,
ent_merge_001163,الأدرينالين,الادرينالين,Treatment,"[""الأدرينالين""]",0.850,1,,
ent_merge_001164,الادوية المثبطة لامتصاص السيروتنين,الادويه المثبطه لامتصاص السيروتنين,Treatment,"[""الادوية المثبطة لامتصاص السيروتنين""]",0.900,1,,
ent_merge_001165,الادويه مضادة الالتهاب,الادويه مضاده الالتهاب,Treatment,"[""الادويه مضادة الالتهاب""]",0.900,1,,
ent_merge_001166,الأسبرين,الاسبرين,Treatment,"[""الأسبرين"", ""بيبي اسبرين"", ""اسبرين بيبي"", ""اسبرين"", ""20 حبة بيبي اسبرين"", ""الأسبرين + البلافيكس""]",0.885,10,,
ent_merge_001167,الاستمناء,الاستمناء,Treatment,"[""الاستمناء"", ""عادة سرية"", ""تستمني""]",0.850,3,,
ent_merge_001168,الاستئصال,الاستيصال,Treatment,"[""الاستئصال"", ""عملية جراحية""]",0.900,2,,
ent_merge_001169,الأسماك الدهنية,الاسماك الدهنيه,Treatment,"[""الأسماك الدهنية""]",0.850,2,,
ent_merge_001170,الاشراف,الاشراف,Treatment,"[""الاشراف""]",0.800,1,,
ent_merge_001171,الاشعاع,الاشعاع,Treatment,"[""الاشعاع""]",0.900,2,,
ent_merge_001172,الأملج,الاملج,Treatment,"[""الأملج""]",0.950,1,,
ent_merge_001173,الاموكسيسيللين,الاموكسيسيللين,Treatment,"[""الاموكسيسيللين"", ""امكسيسلين""]",0.900,2,,
ent_merge_001174,الانابيب,الانابيب,Treatment,"[""الانابيب""]",0.800,2,,
ent_merge_001175,الأنسولين,الانسولين,Treatment,"[""الأنسولين"", ""اﻷنسولين""]",0.950,1,,
ent_merge_001176,الانعاش القلبي الرئوي,الانعاش القلبي الريوي,Treatment,"[""الانعاش القلبي الرئوي""]",0.870,5,,
ent_merge_001177,الايبوبروفين,الايبوبروفين,Treatment,"[""الايبوبروفين""]",0.850,1,,
ent_merge_001178,البابونج,البابونج,Treatment,"[""البابونج""]",0.900,2,,
ent_merge_001179,الباراسيتامول,الباراسيتامول,Treatment,"[""الباراسيتامول""]",0.850,1,,
ent_merge_001180,الباندول,الباندول,Treatment,"[""الباندول""]",0.950,1,,
ent_merge_001181,الببسين,الببسين,Treatment,"[""الببسين""]",0.900,1,,
ent_merge_001182,البرتقال,البرتقال,Treatment,"[""البرتقال""]",0.850,2,,
ent_merge_001183,البردقوش,البردقوش,Treatment,"[""البردقوش""]",0.875,4,,
ent_merge_001184,البروتينات الطبيعية,البروتينات الطبيعيه,Treatment,"[""البروتينات الطبيعية""]",0.800,1,,
ent_merge_001185,البروزاك,البروزاك,Treatment,"[""البروزاك""]",0.950,1,,
ent_merge_001186,البقدونس,البقدونس,Treatment,"[""البقدونس""]",0.850,2,,
ent_merge_001187,البلافكس,البلافكس,Treatment,"[""البلافكس""]",0.900,1,,
ent_merge_001188,التخدير,التخدير,Treatment,"[""التخدير"", ""تخدير""]",0.900,2,,
ent_merge_001189,الترفبرون,الترفبرون,Treatment,"[""الترفبرون""]",0.950,1,,
ent_merge_001190,التغذية المتوازنة,التغذيه المتوازنه,Treatment,"[""التغذية المتوازنة""]",0.850,3,,
ent_merge_001191,التمارين الرياضية,التمارين الرياضيه,Treatment,"[""التمارين الرياضية"", ""تمارين رياضية""]",0.850,2,,
ent_merge_001192,التمالرين الرياضيه,التمالرين الرياضيه,Treatment,"[""التمالرين الرياضيه""]",0.850,1,,
ent_merge_001193,التنظيف,التنظيف,Treatment,"[""التنظيف"", ""عملية تنظيفات""]",0.850,1,,
ent_merge_001194,التوعية الجنسية,التوعيه الجنسيه,Treatment,"[""التوعية الجنسية""]",0.850,1,,
ent_merge_001196,الجراحة,الجراحه,Treatment,"[""الجراحة""]",0.846,14,,
ent_merge_001197,الجوارب الضاغطة,الجوارب الضاغطه,Treatment,"[""الجوارب الضاغطة""]",0.950,1,,
ent_merge_001198,الحجامة,الحجامه,Treatment,"[""الحجامة""]",0.850,1,,
ent_merge_001199,الحفاظ على الوزن الصحي,الحفاظ علي الوزن الصحي,Treatment,"[""الحفاظ على الوزن الصحي""]",0.800,1,,
ent_merge_001200,الحلبة,الحلبه,Treatment,"[""الحلبة""]",0.950,1,,
ent_merge_001201,الحمية,الحميه,Treatment,"[""الحمية""]",0.950,1,,
ent_merge_001202,الخضروات الخضراء,الخضروات الخضراء,Treatment,"[""الخضروات الخضراء""]",0.800,1,,
ent_merge_001203,الخل,الخل,Treatment,"[""الخل""]",0.850,1,,
ent_merge_001204,الدواء,الدواء,Treatment,"[""الدواء"", ""مضمضة الكلورهيكسيدين"", ""vitamin b complex""]",0.850,5,,
ent_merge_001205,الدينكسيت,الدينكسيت,Treatment,"[""الدينكسيت""]",0.950,1,,
ent_merge_001206,الراحة,الراحه,Treatment,"[""الراحة""]",0.800,1,,
ent_merge_001207,الرضاعة,الرضاعه,Treatment,"[""الرضاعة"", ""حليب الأم"", ""رضاعة""]",0.863,4,,
ent_merge_001208,الرضاعة الطبيعية,الرضاعه الطبيعيه,Treatment,"[""الرضاعة الطبيعية""]",0.863,4,,
ent_merge_001209,الرياضة,الرياضه,Treatment,"[""الرياضة"", ""الرياضة اليومية""]",0.858,6,,
ent_merge_001210,الريبافيرين,الريبافيرين,Treatment,"[""الريبافيرين""]",0.950,1,,
ent_merge_001211,الزنجبيل,الزنجبيل,Treatment,"[""الزنجبيل"", ""مخلوط الزنجبيل""]",0.820,5,,
ent_merge_001212,السايكلوسبورين,السايكلوسبورين,Treatment,"[""السايكلوسبورين""]",0.950,1,,
ent_merge_001213,السباحة,السباحه,Treatment,"[""السباحة""]",0.850,1,,
ent_merge_001214,الستاتينات,الستاتينات,Treatment,"[""الستاتينات""]",0.900,1,,
ent_merge_001215,السوائل,السوايل,Treatment,"[""السوائل""]",0.900,3,,
ent_merge_001216,السيبرالكس,السيبرالكس,Treatment,"[""السيبرالكس""]",0.950,1,,
ent_merge_001217,السيلدنافيل,السيلدنافيل,Treatment,"[""السيلدنافيل""]",0.950,1,,
ent_merge_001218,الشاي,الشاي,Treatment,"[""الشاي"", ""الشاي الأسود""]",0.900,2,,
ent_merge_001219,الشاي الاخضر,الشاي الاخضر,Treatment,"[""الشاي الاخضر""]",0.850,1,,
ent_merge_001220,الشوكولاته,الشوكولاته,Treatment,"[""الشوكولاته""]",0.850,2,,
ent_merge_001221,العسل,العسل,Treatment,"[""العسل""]",0.850,1,,
ent_merge_001222,العلاج الجراحي,العلاج الجراحي,Treatment,"[""العلاج الجراحي""]",0.900,1,,
ent_merge_001223,العلاج الدوائي,العلاج الدوايي,Treatment,"[""العلاج الدوائي""]",0.950,1,,
ent_merge_001224,العلاج الطبيعي,العلاج الطبيعي,Treatment,"[""العلاج الطبيعي""]",0.867,6,,
ent_merge_001225,العلاج المعرفي والسلوكي,العلاج المعرفي والسلوكي,Treatment,"[""العلاج المعرفي والسلوكي""]",0.950,1,,
ent_merge_001226,العلاج بالليزر,العلاج بالليزر,Treatment,"[""العلاج بالليزر""]",0.925,2,,
ent_merge_001227,العلاج مزيل الاحتقان الكامل,العلاج مزيل الاحتقان الكامل,Treatment,"[""العلاج مزيل الاحتقان الكامل""]",0.900,1,,
ent_merge_001228,العمليه,العمليه,Treatment,"[""العمليه""]",0.900,1,,
ent_merge_001229,الغذاء الطبيعي,الغذاء الطبيعي,Treatment,"[""الغذاء الطبيعي""]",0.800,1,,
ent_merge_001230,الغرزه,الغرزه,Treatment,"[""الغرزه""]",0.850,1,,
ent_merge_001231,الفجل الابيض,الفجل الابيض,Treatment,"[""الفجل الابيض""]",0.800,1,,
ent_merge_001233,القرفة,القرفه,Treatment,"[""القرفة""]",0.850,2,,
ent_merge_001234,القهوه,القهوه,Treatment,"[""القهوه"", ""قهوة""]",0.833,3,,
ent_merge_001235,الكانيولا,الكانيولا,Treatment,"[""الكانيولا""]",0.850,1,,
ent_merge_001236,الكرفس,الكرفس,Treatment,"[""الكرفس""]",0.850,2,,
ent_merge_001237,الكركديه,الكركديه,Treatment,"[""الكركديه""]",0.825,2,,
ent_merge_001238,الكرنتين,الكرنتين,Treatment,"[""الكرنتين"", ""دواء الكرنتين""]",0.850,1,,
ent_merge_001239,الكرياتين,الكرياتين,Treatment,"[""الكرياتين""]",0.800,1,,
ent_merge_001240,الكريمات,الكريمات,Treatment,"[""الكريمات""]",0.850,1,,
