expansion_version,query_id,original_query,query_group,primary_intent,safety_mode,safety_reason,variant_c_query_source,graph_aliases_added,qa_id,source_row_number,question,answer,category,matched_variants,variant_a_rank,variant_b_rank,variant_c_rank,best_variant_rank,best_bm25_rank,variant_support_count,expansion_rank,relevance_label,error_reason,secondary_error_reason
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0018460,18460,امي تبلغ من العمر 43 سنة ومرضعة لطفل يبلغ 11 شهرا تعاني منذ اربعة اشهر عدم انتظام الدورة الشهرية فتأتي مرتين في الشهر. مع العلم انها لا تعاني من امراض...,تزاحع الطبيب,أمراض نسائية,C,,,1,1,-46.830297,1,1,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0251911,251911,أنا متزوجة منذ شهرين فى 21\6 ، كنت محتاجة أعرف أيام التبويض علماً بإن دورتى الشهر فى شهر6 جاءت يوم 30 ، وشهر7 جاءت 30,في اليوم 14 للدورة وقبله وبعده بيومين,أمراض نسائية,B,,1,,1,-13.024078,1,2,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0488931,488931,"عمري 27 سنة ومتزوج منذ 3سنوات
نتيجة التحليل
20% progressive movement
30% non - progressive movement
50% immotile
Sperm concentration 46000000 /ml
Abnormality 30%
افيدوني.جزاكم",عدد المنويات ٤٦ مليون، والفحص عادي.,الصحة الجنسية,B,,2,,2,-13.024078,1,3,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0431466,431466,أنا نفاس منذ ٣٠ يوم هل أستطيع ممارسة الرقص ام يضر بصحتي,ممكن لا ضرر منه,أمراض نسائية,B,,3,,3,-12.939777,1,4,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0723910,723910,مع والدتي ارتفاع بضغط الدم تاخذ ادوية ومستقر ومعها سكر نمط ثاني مستقر تاخذ حبة ولكن امي شديدة الخوف يعني لو احسست بخفقان القلب او بوجع بالصدر تخاف وتشعر انها...,ينبغي المتابعة مع الطبيب المعالج لتثبيت جرعة ثابتة تداوم عليا ولا تتوقف عن أخذها بغض النظر عن مستوى الضغط,ارتفاع ضغط الدم,C,,,4,4,-41.815134,1,5,1,missing key constraint,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0388096,388096,عمري 30 سنه متزوجه منذ 3 شهوى ونزل عليا بقع دم بنية في منتصف الدوره,افحصي داخلي,أمراض نسائية,B,,4,,4,-12.876401,1,6,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0625975,625975,امي تعاني من ارتفاع و انخفاض مفاجئ في الضغط بصورة مستمرة و عمرها فوق ال 40 مع العلم انها مريضة بالضغط ارجو العلاج بليزززززز,هل تقصدى اثناء اليوم الواحد يتم رصد انخفاض وارتفاع ام بشكل استثنائى وفى حاله عدم استخدام اى ادويه ما هو الحال,ارتفاع ضغط الدم,C,,,5,5,-41.566637,1,7,1,missing key constraint,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0233226,233226,دورتي يوم 27 بدأ ألم الدور منذ 24 ولم تأتي الدورة إلى 30 هل أحلل حمل,نعم...حللي,أمراض نسائية,B,,5,,5,-12.813644,1,8,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0738792,738792,"السلام عليكم .... اطباء الاعصاب والدورة الدموية ,,, امي 45 عام ,تعاني من حمية شيدة + نمنمة + خذلان اسفل باطن القدمين ,,, مع العلم انها كانت تعاني منذ خمس...","هناك اسباب كثيرة للتنميل ينصح العودة للطبي , مقالة بعنوان التنميل والخدران اسباب وحلول",مرض السكري,C,,,6,6,-40.466006,1,9,0,wrong symptom,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0106689,106689,"انا 30 سنه
امارس العاده العاده السريه منذ 7 سنوات
تزوجت منذ اسبوع
وعندي ضعف انتصاب
الدكتور قاللي آخذ
Cipalafil 5 mg tab كل 24 ساعه
: Atconfil 100 mg...",اوقف العادة السرية,الصحة الجنسية,B,,6,,6,-12.582285,1,10,0,wrong intent,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0363661,363661,منذ 3 ايام امي تعاني من الام حادة في المعدة ولاتستطيع البلع ابدا وان اكلتت فتاكل بصعوبة والام خلف عظام الصدر ماذا ترون في حالتها مع العلم انها تبلغ من...,"الاسباب كثيرة واكثرها شيوعا التهاب اسفل المري والقرحة الهضمية والفتق الحجابي والتهاب المعدة السحجي وتناول الادوية المخرشة مثل بعض المسكنات وحبوب الحديد وبعض المضادات الحيوية .
ولكن على اية حال ننصح بضرورة اجراء المنظار العلوي اولا..",أمراض الجهاز الهضمي,C,,,7,7,-39.951949,1,11,0,wrong disease,
partial_only_fts_v1,evalv1_094,هل من مغيث.تبلغ امي من العمر٧٦ سنة تعاني من تشنجات في الركبتين مع ارتفاع الضغط في اوقات كثيرة ودون اسباب واضحة مع العلم انها تداوم منذ ٣٠ سنة على ادوية...,treatment,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0376552,376552,دكتور انا سالتك البارحة باني اخذ دواء ميكروجينون 30 وارضع طفلتي ونزيف الدورة مستمر منذ 13 يوم اوقفت تناول الدواء منذ يومين ولكن لم يتوقف نزيف الدورة ماذا افعل لكي...,انتظري اسبوع,أمراض نسائية,B,,7,,7,-12.582285,1,12,0,wrong intent,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0343179,343179,انا حامل بالشهر السادس اعاني من الم شديد في الحوض مع كل نهوض اوحركه يخف الالم قليلاً عند استخدامي لبنادول اكسترا يعتبر مضر ؟من حبه الى حبتين مع العلم اني...,على الاغلب الالم من اربطه الرحم...و لا ينصح باستخدام بنادول اكسترا....استخدمي بنادول ادفانس فقط,أمراض نسائية,C,,,1,1,-43.833943,1,1,1,different clinical scenario,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0304034,304034,تحليل TSH 4.416 وانا حامل الان هل النتيجة طبيعيه واذا غير طبيعيه ماذا افعل,طبيعية......,أمراض نسائية,B,,1,,1,-16.42778,1,2,0,wrong disease,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0679736,679736,خلعت ضرس طاحن بالفك السفلي قبل الأخير من ٤ ايام ويوجد الم شديد عن لمس اللثة مكان الضرس من الخارج مع تغير لونها لون باهت علما لا يوجد الم مكان...,لا يا صديقي الامور ان شاء الله في تحسن وسلامتك,أمراض الأسنان,C,,,2,2,-43.110898,1,3,1,missing key constraint,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0250695,250695,حامل بشهري الاول واخذت 4 حبوب معالجه جرثومه القطه سبراماكس عيار 3 مليون وتبين فيما بعد ان الجرثومه غير نشطه هل اخذي 4 حبات من العلاج يؤذي الجنين؟,لا...لا يؤذيه,أمراض نسائية,B,,2,,2,-15.992604,1,4,0,wrong disease,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0190366,190366,عندى التهاب فى مفاصل الركبة فعايز افضل مسكن يخلينى اقدر اجرى عليه والعب عليها كرة قدم مع العلم ان الدكتور كتبلى على ابر olfen 75 وعندى برشام بنادول اكسترا,"السلام عليكم
اذا كان عمرك اقل من 40 سنة ممكن حقن التهاب بالبلازما الغنية بالصفائح الدموية فهدا افضل",أمراض العضلات والعظام و المفاصل,C,,,3,3,-41.47585,1,5,0,wrong anatomy,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0710437,710437,حامل في الشهر 4 غير محمية من داء المقوسات هل عادي إذا شربت الحليب المبستر باردا أم الأفضل تسخينه,"لا يؤثر
يمكن شربه بارد او ساخن",الحمل والولادة,B,,3,,3,-15.657161,1,6,0,wrong intent,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0374170,374170,السلام عليكم خلعت ضرس العقل السفلي منذ 5 أيام اشعر بألم بالفك يصل إلى الأذن و مكان الخلع أسود و يؤرقني تجمع الطعام به.أرجو المساعدة .,"تجمع الاكل ليس هو ما يقلق ...الذي يقلق استمرار الالم .هناك احتمالية لالتهاب مكان الخله ا ما يسمى dry socket او الم في ضرس آخر؛ عليك بمراجعة الطبيب للكشف ومعرفة السبب فورا...
شافاك الله من كل مكروه",طب الأسنان,C,,,4,4,-40.740255,1,7,2,,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0306194,306194,هل استطيع استعمال الفلتران وانا حامل في شهر 4,الاسم غير واضح,أمراض نسائية,B,,4,,4,-15.64899,1,8,,,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0212352,212352,تاخرت الدوره ٤ ايام عملت اختباؤ حمل بالدم كان سلبي .والان متاخره ٧ ايتم ولم تات .هل بذلك انا غير حامل ١٠٠%؟,اعملي فحص دم للحمل وسونار,أمراض نسائية,B,,5,,5,-15.584057,1,9,,,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0094048,94048,خلعت سن العقل بالفك السفلي قبل ٣سنوات ولكن الان ظهر بالطرف فقط ليس بكامل مكان السن شيء صلب مثل السن نصه طالع للخارج ونصفه مدفون لونه مائل للبني وملاصق للسن...,عليك بإجراء أشعة لأن هذا الجزء قد يكون بقايا من ضرس العقل,أمراض الأسنان,C,,,6,6,-39.110119,1,10,,,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0438849,438849,لدي تاخر الدورة 8 ايام هل ممكن ان اكون حامل دورتي كانة غير منتضم ولكني شربة حبوب دفستون 4 اشهر,اي نعم ممكن اعملي تحليل حمل افضل,أمراض نسائية,B,,6,,6,-15.584057,1,11,,,
partial_only_fts_v1,evalv1_095,انا حامل بالشهر التاسع خلعت رضسين جنب بعض بالفك السفلي قبل ٤ ايام لاكن في الم غير محتمل بالفك و الأذن والعين والراس الدكتور كتبلي فقط بنادول إكسترا,symptoms,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0489298,489298,ياتيني الم نابض خلف الاذن اليسرى واحيانا الجهه اليسرى من الراس فقط مع الم في الاذن والعين والفك العلوي من الاسنان علما اني سبقه خلعت ضرس العقل العلوي الالم فقط...,اسباب الصداع كثيره منها عيوب الابصار والتوتر العصبي والارهاق والانيميا والشقيقه ومن اهم اسباب وجود الم خلف الراس هو الارهاق وعيوب الابصار او شد او التهاب بعضلات الرقبه الخلفيه,الطب العام,C,,,7,7,-38.749256,1,12,,,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0525516,525516,"اريد تركيبه قويه لأزالة التصبغات الجلديه البيضاء الافتح قليلاً من باقي اجزاء الجسم.
للمعلوميه ماهو موجود لدي ليس بهاق إطلاقاً الحمدلله هل من تركيبه تكون فعالة ولكم جزيل الشكر",من خلال كريم متوفر في فلسطين,الأمراض الجلدية,C,,,3,3,-39.575555,1,1,0,wrong disease,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0613811,613811,الحمد لله لقد رزقنا الله بسارة منذ ثلاث ايام .ومازالت رجل زوجتي بها ورم وعندها امساك . ما هو الحل . ولكم جزيل الشكر,الورم يزول مع الوقت. والإمساك يجب علاجه يتحاميل غلسرين,الحمل والولادة,C,,,5,5,-38.887285,1,2,0,wrong disease,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0032883,32883,"السلام عليكم
امي خلعت جميع الاسنان وعندها ثقب في الفك العلوي ومسبب لها الام في الفم كامل ايش تنصحني
ولكم جزيل الشكر",و عليكم السلام محتاجة كشف و اشعة على مقطع الثقب,أمراض الأسنان,C,,,6,6,-38.709861,1,3,0,wrong anatomy,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0475579,475579,"السلام عليكم .
أريد معرفه العقارات البديله للترامادول للعلاج من الإدمان
لأن ظروفى لا تسمح بالذهاب إلى مركز متخصص
ولكم جزيل الشكر...","العلاج هو الانسحاب ببطء
بمعني تقليل الجرعه علي مراحل حتي تصل الي مرحله تقدر عندها التوقف",الطب العام,C,,,7,7,-37.880354,1,4,0,wrong intent,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0645855,645855,السلام عليكم عندي بنتي عمرها ١٢ سنه وعندها الم في الأسنان وجالس يبلع دواء روفيناك وهل يأثر عليها صحتها ولكم جزيل الشكر,الم اﻻسنان يشخص السبب ويعالج عند طبيب اﻻسنان وهو الوحيد الذي يقرر مع او بدون دواء,صحة الأسنان,C,,,8,8,-37.678407,1,5,0,wrong anatomy,
partial_only_fts_v1,evalv1_096,ابنتي لا تقدر تبتلع الحليب إطلاقا وعندها ريفلاكس كيف اجعلها تتقبل الببروني والرضاعة الاصطناعيه ولكم جزيل الشكر,general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0403004,403004,دخل الى عين ابنتي شامبو أثناء الحمام وبعدها أصبحت عينيها حمراء ويخرج منه الشامبو في اليوم الثاني مازالت حمراء ماذا أفعل ولكم جزيل الشكر,يلزمها فحص عند طبيب العيون,امراض العيون,C,,,10,10,-37.500091,1,6,0,wrong anatomy,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0402129,402129,"انا حللت غدة درقية وعايز اعرف النتيجة دي كدة سليمة ولكم جزيل الشكر .
Tsh 0.74
Tt3 120
Tt4 10.2
Fre t3 4.0
Fre t4 1.5",يجب ارسال النسب الطبيعية للمعمل اما كل نتيجة,أمراض الغدد الصماء,B,,1,,1,-28.052644,1,1,0,wrong disease,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0739658,739658,"سلام، أنا أعاني من استجماتيزم،طول نظر،حيث ان الؤية في العين اليمنى 10/10،وفي العين اليسرى 6/10،انا ارتدي نظارة ذات مقاس:العين اليمنى:sphère:+3.5,cylindre:+1.5,axe:110°.
العين اليسرى:sphère:+4.5,cylindre:+1.75,axe75°
سؤالي:هل يمكنني اجراء عملية ليزر لرفع وتحسين النظر...","بسم الله الرحمن الرحيم
نعم ممكن
عليك الحضور للعيادة وعمل اللازم وبعدها يمكن تةضيح كل اسئلتك",امراض العيون,B,,2,,2,-27.178716,1,2,0,wrong disease,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0727719,727719,"عمري 34سنه متزوج منذ 11سنة عملت تحاليل للسائل المنوي واخذعينة من الخصية ولاتوجدحيوانات منويه ونتائج الهرمونات كالتالي:
[email protected]=4.2@Prolactin=10@Testosteron=1.5
حجم الخصية اليمنى=29*14مم
حجم الخصية اليمنى=26*14مم
ماالعلاج المناسب لحالتي؟",في مثل هذه الحاله فان اخذ عينه انسجه من الخصيتين ضروري جدا للتاكد من مراحل نمو الحيوانات المنويه,أمراض المسالك البولية والتناسلية,B,,3,,3,-25.659622,1,3,0,wrong disease,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0338869,338869,السلام عليكم....هل يتعارض الدواء ١.٥ مغ مع تربتازول ١٠ مل,السؤال غير واضح,علم الصيدلة,B,,4,,4,-25.433067,1,4,0,generic medical overlap,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0452297,452297,والدي سبعيني ظهر له ورم في الرئه وانتشر في المخ عملنا اشعاع للمخ واشعاعزللرءه في نفس الوقت بس الملاحظ بعد توقف الاشعاع لثلاثة اسابيع عدم القدرة علي المشي تماما والكلام,من الواضح أن الورم في مراحل متقدمة جداً. للأسف في هذه الحالة العلاج الكيماوي غير مفيد.,الأورام الخبيثة والحميدة,C,,,5,5,-45.650327,1,5,1,different clinical scenario,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0554598,554598,"شاب 26 سنه
testosterone total4.4 ng/ml ref (2.4:8.3)
free24(8.7:40)
prolactin13.60 ng/ml(2.5 to 17)
estradiol E2 33pg/ml(up to 41)
Lh4.8 miu/ml(1.5 :9)
Fsh1.4 miu/ml(1.5:14)",هذه النسب كلها طبيعيه,أمراض الغدد الصماء,B,,5,,5,-25.104366,1,6,0,wrong disease,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0391761,391761,والدي عنده سرطان بالرئة من النوع nsclc انتقالي وتم استئصال ورم بالمخ بنسبة 100% واخذ جلسات اشعاع ..السرطان وصل لمفصل الحوض الايسر ويسبب الم عند المشي هل دواء alimta فعال...,إن هذا العلاج يعتبر من العلاج المناعي. وهو في بعض الحالات يعطي نتائج جيدة. لذلك من الممكن تجربته.,الأورام الخبيثة والحميدة,C,,,6,6,-45.285258,1,7,0,wrong intent,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0456957,456957,هل ادا كان يوم الاباضه 30/4 ولم اجامع زوجي الى يوم 1/5 هل لن يكون اخصاب علما انى لم اجامعه من 28/4 الى غاية 1/5 هل حقا تكون البويضه ماتت...,هذه اليوم المتوقع للتبويض وليس الاكيد ولو البويضه نزلت يوم ٣٠ تستمر في الحياة ٢٤ ساعه اي الى بوم ١-٥-٢٠١٦ لهذا احتمالية الحمل وارده,أمراض نسائية,B,,6,,6,-24.734266,1,8,0,wrong intent,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0529389,529389,والدى 78 سنه عندة سرطان عظم خاصه في اربعه فقرات من العمود الفقري ياخذ علاج اشعاعي سبب السرطان ورم خبيث في البروستاتا وشكرا,من الواضح أن السرطان في العظم لديه هو إنتشار لسرطان البروستات.,الأورام الخبيثة والحميدة,C,,,7,7,-43.799951,1,9,1,different clinical scenario,
partial_only_fts_v1,evalv1_099,"ا والدى عنده ورم بالكبد واتشعب لبورة فى العمود الفقرى حجمها ١ سم فى ١,٥ سم وعملنا ١٠ جلسات اشعاع ذرى واخدناهم ٤ مكثفين وهل ممكن بعد الاشعاع ماخلص بفترة...",general_medical,unclear_intent,all_three_variants,,fts_variant_C_full_query,,ahdqa_0076794,76794,"هل وجود فطريات قد يؤخر الدورة الشهرية و آخر دورة كانت من ٢٥/٤ الى ١/٥ و العلاقة الجنسية كانت في ١/٥ آخر يوم حيض و
الفطريات مع حكة و من...",لا شيء مما ذكرتيه يوحي بإمكانية الحمل,الصحة الجنسية,B,,7,,7,-24.672458,1,10,0,wrong intent,
