query_id,query,query_group,reference_answer,gold_entity_ids,gold_evidence_ids,gold_qa_ids,gold_relation_ids,answerable_from_final_graph,annotation_status,annotator_id,adjudicator_id,annotation_notes
entitygtv1_063,السلام عليكم ورحمت الله من فضلكم عوز اعرف ما علاج الدوالى,entity_ground_truth,"العلاج التصلبي للاوردةوهو عبارة عن عملية يتم فيها حقن مادة كيميائية خاصة داخل الاوردة الصغيرة
العلاج بالليزر +بالنسبة للاوردة الأكبر حجمآ والتي تسبب اعراضآ خطيرة فإن أفضل علاج لها على المدى الطويل هو ازالة الوريد جراحي
مارس التمرينات باستمرار +تناول طعام قليل الدهون و الملح والسكر لمنع زيادة الوزن +حرك قدميك باستمرار خاصة أثناء الجلوس الطويل
+امتنع عن التدخين + حاول دائما أن يكون المشي بديلا للوقوف
+ارتداء الجورب الطبي المانع للدوالي و هو جورب ضاغط يمكن أن يكون تحت الركبة أو إلى الفخذ
+ رفع الساقين أعلى من مستوي القلب لدقائق على فترات أثناء اليوم و خاصة بعد فترات الوقوف الطويل
+و يتم علاج دوالي الساقين عن طريق وضع كمادات من خل التفاح مرتين كل يوم على المنطقة المراد علاجها ثم تثبت الكمادة",ent_merge_000124,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_064,اعانى من ضيق فى التنفس ( كرشة نفس ) مستمرة لمدة 10 ايام متواصلة بعد عمل اشعة عادية على الصدر اظهرت التهابات بسيطة جدا وبعد المضاد الحيوى وموسعات الشعب مازالت...,entity_ground_truth,"هل هناك ارتفاع في الحرارة؟ سعال؟ أو أية أعراض أخرى؟
هل لضيق التنفس علاقة بالجهد؟
أنصحك بمراجعة أخصائي أمراض داخلية
تحياتي",ent_merge_000847,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_065,انني اعاني من التهاب في مفصل الفك الايسر وذهبت الى طبيب اختصاص انف واذن وحنجرة وانه لم يستطيع تشخيص حالتي علما اني اعاني من صداع يبدا من فكي حتى اعلى...,entity_ground_truth,قم بالذهاب لطبيب الأسنان للكشف عن أضراس العقل ووضعها وهل هي السبب في هذه الألام أم من سبب أخر,ent_merge_000830,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_066,"سوألي هناك فتاه تشعر بحراره شديده في جسمها الخارجي وقليل جدا من داخل جسمها
ولاترتاح الا بالاغتسال
ومستمر الحال معها قرابه الثلاث ايام ماهو التشخيص لهذي الحاله
وشكراا",entity_ground_truth,"قد يكون عندها نوع من أنواع الحساسية، ننصحها بالمكوث قي جو بارد وتناول
مضاد للهيستامين مثل تيليفاست أو إكزوفين أ, أي نوع آخر",ent_merge_000326,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_067,"كانت توجد لدي اميبا متكيسه وستخدمت عدة مضادات ولم اشفى منها
تم عمل تحليل قبل ايام وكانت النتيجه فطريات وتخمر ولا توجد اكياس اميبيه لكن اعاني من اعراضها وربما الاكياس...",entity_ground_truth,90 في المائه من الاصابه ىالاميبا لا يوجد أي اعراض لدي للمريض و تكتشف فقط بالتحاليل و يصفه عامه يتم علاج الامييا فقط لو هناك اعراض التهاب القولون والإسهال والم بالبطن و إسهال فيه دم بعلاج الفلاجيل flagyl وغير مجدي وغير لازم علاج الاكياس الاميبه في الدول التي بننشر بها وجود الامييا ومنها دول أسيا وأفريقيا ..........,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=الاميبا
entitygtv1_068,"الكوليسترول ال ldl لدى 195 وانا استخدم cazet 10/20
ونزل الى 120 فها اخفض الدواء الى 10/10 لتقليل الخطر ع الكبد ام استمر الى ما انا عليه",entity_ground_truth,ينبغي تخفيضه بعد التحقق طبيا من الاستجابة,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=الكوليسترول ال ldl
entitygtv1_069,اعاني من رعشة اليدين,entity_ground_truth,"تعتبر رعشة اليدين عبارة عن تقلصات لا إرادية في العضلات تسبب الاهتزاز و الرعشة في اليدين أو في أجزاء مختلفة من الجسم حيث تبدو كأنها ترتجف، وتعتبر رعشة اليدين في معظم الحالات  مصدر إزعاج بسيط إلا أنها في حالات أخرى قد تتداخل مع الحياة والأنشطة اليومية.
وتعتبر رعشة اليدين أكثر وضوحاً عند إصابة الشخص بالتوتر أو عند بسط اليدين أمام الجسم مباشرة، وقد تؤثر الرعشة على الرأس أو الذراعين أو الساقين وغيرها من أجزاء الجسم المختلفة. ويتم تقسيم رعشة اليدين بصورة رئيسية إلى نوعين هما:

رعشة اليدين خلال فترة الراحة، حيث يحدث هذا النوع عند استرخاء العضلات وعند راحة اليدين.
رعشة اليدين أثناء العمل، حيث يحدث هذا النوع عند انقباض العضلات نتيجة حركات إرادية يقوم بها الشخص.

ويوجد العديد من الأسباب المختلفة التي تؤدي إلى رعشة اليد ومن أبرزها ما يلي:

رعشة اليدين الفسيولوجية نتيجة لأحد الأسباب التالية:


القلق.
الضغط العصبي.
التعب.
الاضطرابات في النوم.
الإفراط في استهلاك الكافيين.
المبالغة في ممارسة التمارين الرياضية.
الاضطرابات في الغدة الدرقية مثل نشاط الغدة الدرقية.


رعشة اليدين نتيجة الإصابة بمشاكل في الجهاز العصبي بما في ذلك ما يلي:


التصلب اللويحي، حيث يؤثر على كل من الدماغ والحبل الشوكي وعلى مسار الجهاز العصبي المركزي والتحكم بالحركات.
الإصابة بمرض باركنسون، حيث تتطور الرعشة نتيجة فقدان الخلايا العصبية في جزء من الدماغ التي تتحكم في الحركة.
السكتة الدماغية.
التعرض لإصابة معينة في الدماغ.
الإصابة بخلل التوتر العضلي، حيث أنه اضطراب حركي تؤدي فيه تقلصات العضلات اللاإرادية إلى حدوث حركات وأوضاع متكررة بصورة لا إرادية.


وجود مشاكل صحية مزمنة بما في ذلك ما يلي:


المشاكل النفسية مثل الصدمة أو الاكتئاب وغيرها.
النشاط في الغدة الدرقية.
الفشل الكلوي ومشاكل في الكبد.


تناول أدوية معينة بما في ذلك ما يلي:


أدوية علاج الربو.
مضادات الاكتئاب.
أدوية علاج الصرع.
مثبطات المناعة.
بعض المضادات الحيوية.
الستيرويدات القشرية.

للمزيد:

7 طرق لعلاج رعشة اليد",,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=رعشة اليدين
entitygtv1_070,ما هو الاكل المناسب لمرضى القولون العصبى,entity_ground_truth,الخطوة الأساسية لعلاج القولون العصبي هي تجنب الأطعمة المسببة لتهيج القولون، حيث يمكن الاستعاضة عن منتجات الألبان باللبن الرائب الذي يحتوي على البكتيريا النافعة التي تفرز إنزيم اللاكتاز المسؤول عن هضم اللاكتوز المسبب لتهيج القولون، والإكثار من شرب الماء، وتجنب شرب المشروبات الغازية، وتناول وجبات قليلة الدهون وغنية بالكربوهيدرات,ent_merge_000170,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_071,يوجد لدي إنتفاخ بسيط في الفك السفلي قريب من منتصف الفك ولا استطيع فتح الفم بالكامل لوجود الم شديد,entity_ground_truth,قد يكون خراج او التهاب العقد اللمفاوية. راجع الطبيب للتشخيص,ent_merge_000059,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_072,"انا حامل ف 15 اسبوع و 1 يوم
رحت اتاكد من سلامة الجنين ب Regular Ultrasound
اللي بسويه كل شهر بس هذا المره قالت الدكتوره عندك ولد
يعني بين جنس...",entity_ground_truth,ليس اكيدا و لكنه ممكن و الله أعلم,ent_merge_000919,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_073,كنت مدمن ترامادول لمدة سنة كل يوم حبتين وتركتو لانو سببلي وجع في بطني واستفراغ وطلع عندي التهاب بالاثنى عشرالحمدلله الي 7 شهور تاركو وجع بطني خف كتير بس سرت...,entity_ground_truth,لا بد من معالجة الاثار النفسيه للتعاطي,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=التهاب بالاثنى عشر
entitygtv1_074,السعال الجاف المصحوب بكتمة في الرئة ويكون متكرر ويؤدي الى جرح في الحلق والم بالرأس,entity_ground_truth,السعال الجاف غلبا ما يكون التهاب فيروسي ن وعلاجه تناول مضادات السعال الجاف مثل توبليكسيل أو ميرلوسم ومضاد للهيستامين لا يسبب النعاس مثل بولارامين أو كلاريتين أو تليفاست ، بلاضافة للتغذية المتوازنة والعسل والمربى,ent_merge_001349,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=3 mapped_graph_entities=1 unresolved_entities=السعال الجاف|السعال الجاف
entitygtv1_075,السلام عليكم انا عملت التلقيح ضد فيروس الكبد ب بعد 9 اشهر عملت فحص لمعرفة هل تكونت لدي مضادات الاجسام كان العدد ممتاز وصل الى250 وهذا سنة 2010 بعد ذلك...,entity_ground_truth,"بعد المقرر الأول المكون من 3 جرعات من اللقاح، يتم عمل تحليل دم بعد فترة تتراوح من 1-4 أشهر من أخر جرعة لتحديد ما إذا كانت هناك استجابة كافية، وهو يعرف بأنه ، المستضدات السطحية المضادة التهاب الكبد باء ويجب أن يكون مستوى الأجسام المضادة فوق 100 ملي من الوحدة الدولية / مليلتر. وقد حصلت انت على مستوى عالي جدا 250 وهذا ممتاز
مستوى الأجسام المضادة ما بين 10 و 100 ملي من الوحدة الدولية/ مل يعتبر استجابة ضعيفة، وهؤلاء الناس يجب أن يحصلوا على جرعة معززة واحدة في هذا الوقت، ولكن لا تحتاج إلى مزيد من إعادة الاختبار.[
وينبغي اختبار الناس الذين يفشلون في الاستجابة (مستوى الأجسام المضادة تقل عن 10 ملي من الوحدة الدولية/ مل) لاستبعاد أي عدوى التهاب الكبد باء حالية أو سابقة، ويجب تكرار المقرر من 3 جرعات من اللقاح، تليها إعادة الاختبار من 1-4 أشهر بعد المقرر الثاني. الذين ما زالوا لا تستجيبوا للمقرر الثاني من التطعيم ويمكن أن يستجيبوا لجرعة عالية من اللقاح أو لحقن اللقاح داخل الجلد. هؤلاء الذين لا يزالون غير مستجيبين يتم اعطائهم أجسام مضادة ضد الفيروس الكبدي بي (HBIG) في وقت لاحق إذا ما تعرضوا للفيروس التهاب الكبد البائي.[
الاستجابة الضعيفة غالبا ترتبط في معظمها مع سن ما فوق 40 سنة، والسمنة والتدخين، وكذلك في الذين يشربون المشروبات الكحولية، وخاصة إذا مع مرض الكبد المتفشي. المرضى الذين يعانون من نقص المناعة أو معتمدين على الغسيل الكلوي قد تكون الاستجابة أقل وتتطلب المزيد من جرعات متكررة أو جرعة أكبر من اللقاح.",ent_merge_000983,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_076,السلام عليكم هل الطعام يسبب الاكتئاب مرات احس بالاكتئاب بعد تناول وجبة ثقية عمري 21,entity_ground_truth,قد تكون عالية بالدسم او لانك تشعرين بالحزن لتناولك كمية من الطعام و لكن ليس من الغذاء نفسه,ent_merge_000040,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_077,السلام عليكم ورحمة الله وبركاته عند سوال عمر 40 سنة عندى حرارة عند الاصابة بزكام,entity_ground_truth,الحرارة عند الإصابة بالزكام شئ طبيعي واساسي ،فكل التهاب بكتيري أو فيروسي تكون الحرارة هي العلامة الرتيسية، وفي حالة الزكام يتم تخفيض الحرارة بتناول خافضات الحرارة مثل باراسيتامول أو أيبوبروفين وكذلك تهدئ الصداع وآلام الجسم الأخرى,ent_merge_000765,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=2 mapped_graph_entities=1
entitygtv1_078,ما علاج الساركوما الدرجه الرابعه هل ممكن ان تتشابه نتيجة الخزعه للمريض مع نتيجة التهاب في عمليه سابقه في العظم قبل عام ونصف ام ان نتيجة الخزعه قاطعة وتعني الإصابة...,entity_ground_truth,لتطمئنوا أكثر من الممكن أخذ الشرائح للفحص في مختبر أنسجة آخر تأكيدا للنتيجة.,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=الساركوما
entitygtv1_079,ماسبب الوهن العام والدوخةوتسارع ضربات القلب والاحساس بالتقيؤ,entity_ground_truth,"هناك اسباب عديدة للوهن العام وللدوخة منها ما يتعلق بالجهلز الهضمي او بضغط فقرات عظام الرقبة على الاعصاب او اي خلل يتعلق بالكلاوي وعملها
ارجوك اشرح لي الحالة بالتفصيل العمر والجنس والتاريخ الصحي كي استطيع ارشادك او استشر طبيب فالمعاينة المباشرة افضل في وضعك لعمل الفحص السريري اولا قبل الفحوصات المخبرية",ent_merge_000690,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=3 mapped_graph_entities=1
entitygtv1_080,"السلام عليكم
لدي التهاب بالعصب السمعي الثالث مما أدى الى الطنين
ما هو علاج ذلك",entity_ground_truth,العصب الثالث ليس العصب السمعي . للطنين اسباب عديدة . يفضل الفحص عند الطبيب,ent_merge_000830,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_081,هل من الممكن ممارسة العملية الجنسية مع زوجى اثناء الدورية الشهرية . وماذا يحدث اذا حدث الحمل اثناء الدورة الشهرية . وهل يوجد تأثير على الجنين فى اوائل ايام الحمل...,entity_ground_truth,"من غير المستحب ممارسة الجنس أثناءالعادة الشهرية ، نظراً لكثرة الدم في المهبل، والحمل لا يمكن أن يحدث في أثناء الدورة، لأن وقت الإباض ما زال بعيداً حوالي أسبوعين.
ويفضل عدم ممارسة الجنس في الشهرين الأولين والأخيرين أيضاً حفاظاً على الجنين.",ent_merge_000640,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_082,ما هي الفصوحات المطلوبة من قبل الزوج والزوجة لاجراء عملية الحقن المجهري,entity_ground_truth,"بالنسبة للزوجة يجب اجراء فحص التراساوند في اليوم التاني من الدورة الشهرية للتأكد من وضع الرحم والمبايض واجراء فحص الهرمونات التالية
PRC,E2,LH
والبنسبة للزوج يجب اجراء فحص للسائل المنوي الرجاء تزويدنا بمعلومات اكثر عن حالتكم.",ent_merge_001030,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_083,"هل يغني الأسبرين عن ابر السيولة في الأسابيع الأولى من الحمل، علما بأني في الأسبوع السادس واعاني من الإجهاض المتكرر، وهل يمكن وصف ابر سيولة لي؟
وهل الميتوفورمين أمن في...",entity_ground_truth,الأسبرين لا يغني عن الابر..والميتفورمين آمن مع الحمل,ent_merge_000003,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_084,بحس بضيق في التنفس كل سنه في فتره دخول الصيف فقط و بحس ب صوت صفاره في صدري و بستخدم بخاخه فينتولين و الحاله بتفضل معايه لمده ١٠ ايام علي...,entity_ground_truth,اعراض ربو وحساسيه لابد من استخدام علاج وقائي وعمل تحاليل لمعرفة سبب الحساسيه عن طريق زيارة طبيب,ent_merge_000371,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_085,مرحبا بشرتي دهنية وعمري 27 سنة اعاني من حب الشباب جربت العديد من العلاجات دون فائدة والان استخدم اكرتين كريم دون اشراف طبيب فهل هذا جيد ومناسب لبشرتي,entity_ground_truth,اتبعي التعليمات المكتوبه في النشره الطبيه هو جيد لحب الشباب واستخدامه لفترهطويله مفيد يمنه فقط في الحمل,ent_merge_000318,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_086,عندي ضغط 140-75 وليس دائما هل انا مريض بإرتفاع الضغط مع انني كثير قياس الضغط,entity_ground_truth,عليك بممارسة الرياضه وتقليل الوزن ووقف التدخين ووقف تناول الكحول والحمية غذائية من الدهون والاملاح بالاطعمه مع متابعة قياس الضغط,ent_merge_000010,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=2 mapped_graph_entities=1
entitygtv1_087,هل لاستعمال المرميه مضار؟ومتى تكون اكثرفائده وقت الدوره ام في غير وقتها؟,entity_ground_truth,ليس للميرمية تأثير واضح في الدورة الشهرية، يمكنك شربه في أي وقت ، ولكن باعتدال.,ent_merge_001261,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_088,انا في الشهر 9 ورجلي اليمنى من اسفل الظهر الى الركبة تؤلمني بشدة ما الحل انصحوني,entity_ground_truth,عليك ألمشي قدر الأمكان ، يسمى هذا بالعامية عرق النسى ناتج عن الحمل المشي هو الدواء المناسب مع حذاء مريح بالسلامة,ent_merge_001256,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_089,"السلام عليكم
ما هو السبب في سرعة دقات القلب بشكل مفاجئ ....تقريبا لمدة 5 دقائق ...",entity_ground_truth,هناك أسباب كثيرة منها ما هو نفسي كالانعال والقلق وغير ذلك ومنها ما هو ناجن عن الافراط في تناول المنبهات، والأدوية، ومنها ما هو مرافق لحالة مرضية مجموعية كالالتهاب أو اضطراب الغة الدرقية ومنها ما هو ناجم عن اضطرابت كهربية قلبية ولتحديد السبب ينبغي فحص المريض وعلى ضوء العلامات السريرية الموجودة يمكن التعرف على السبب,ent_merge_000820,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_090,سائل أبيض مائل للصفرة داخل العين في المكان الابيض في العين و ليس في البؤبؤ الاسود. ماهو هذا السائل؟ وكيف علاجه؟ ومدى خطورته ؟ و شكرا,entity_ground_truth,ممكن ان يكون التهابات يلزمك فحص عند طبيب العيون,ent_merge_000106,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_091,ماهي نتائج واحتمالات زواج بنت حامل سكلسل و سايلنت الفا ثلاسيميا برجل مصاب بيتا ثلاسيميا؟,entity_ground_truth,لا ينصح بهكذا اقتران  لان كل الاحتمالات ممكنة من حيث اصابة الذرية تكون اصابة مختلطة شديدة,,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=0 unresolved_entities=بيتا ثلاسيميا
entitygtv1_092,ظهر دمل كبير الحجم نسبيا بجانب فتحة الشرج ويبدو كانه متدليا من الجلد ولونه بنفسجي ماذا علي افعل وما هو هذا الشئ؟,entity_ground_truth,احتمال يكون تجمع صديدى ويتوجب فتحه وتنظيفه بالمستشفى,ent_merge_000237,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_093,انا اعاني من اكتئاب ولا احب ان احادت اصدقائي و اتكلم مع اشخاص غير موجود في الواقع واتكلم يصوت مرتفع واشكي لهم مافي اعماق قلبي و انهار بلبكاء,entity_ground_truth,الإكتئاب يتعالج، عليك بمراجعة الطبيب النفساني وستكون الأمور بخير.,ent_merge_000033,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
entitygtv1_094,"انا عندي نقص فيتامين د ٤ وذي العلاجات
mixavitاخذت منها ٤ من اصل ٦٠
coxicamاخذت منه ٢٠ من اصل ٦٠
omerazole ما اخذت منها ولاشيء لانها توقف امتصاص البروتينات وانا...",entity_ground_truth,اعطاء فيتامين د لا يتعارض مع حصوة الكلى خاصة و انه توجد انواع من هذا الفيتامين تعطى حتى في اصعب حالات اصابة الكلى و يجب استشارة الطبيب المعالج لوصف هذا النوع,ent_merge_001507,,,,,annotated,source_entity_ground_truth,,Human entity name/type ground truth from ground_truth_entities_100.csv. Graph IDs mapped deterministically by normalized name and entity type. Exact-question QA artifacts must be removed by the evaluation leakage guard. source_entity_rows=1 mapped_graph_entities=1
