annotation_version,query_id,query,query_group,candidate_type,candidate_id,qa_id,source_quality,retrieval_channel,candidate_question,candidate_answer_or_evidence,relation_type,source_entity_name,target_entity_name,relevance_label,error_reason,secondary_error_reason,annotator_id,annotation_status,annotation_notes
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,mention::men_merge_0000109,ahd10k_04480,raw_ahd_source_row,vector,أمي مولودة خلال 1954 لديها إنتفاخ تحت جلد الرأس من الخلف يظهر في الآشعة كأنه ماء يسبب لها أغلب الأحيان الدوار و يسبب أيضا لها إنتفاخ في كامل فروة الرأس،ماهو...,هذا في الغالب كيس ماء تحت الجلد، يجب مراجعة اختصاصي جراحة عامة للفحص والتشخيص ،والعلاج، إذ يمكن استئصاله بسهولة.,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0457359,ahdqa_0457359,ahd_heldout_safe_corpus,fts_qa,عندما اقف على قدماي اشعر بالدوار دائما ارى كل شي اصفر او ربما ظلام او تدور الارض بي ، ثم ارجع لحالتي الطبيعية ماهو السبب؟ عمري ٢٠,راجع طبيب انف واذن وحنجرة لفحص الاذن الداخلية,,,,0,unsupported recommendation,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahd10k_04321,ahd10k_04321,raw_ahd_source_row,vector,أعاني من هذة الأعراض وليست لها فترة معينة ومنذ تقريباً سنتان ، دوخة عند الوقوف بسرعة وزغللة والشعور بعدم التركيز الذهني والشعور بالإرهاق بسرعة,هذه أعراض انخفاض الضغط الوضعي (Postural hypotension) وهو يحدث نتيجة سقوط الدم الى الساقين بفعل الجاذبية الأرضية وغالبا يحدث بدون أسباب وقليلا ما يكون له سبب مثل دوالي الساقين واستعمال أدوية ادرار البول أو توسيع الشرايين وهو لا يستدعي علاجا يكفي فقط الابطاء من سرعة الوقوف,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0187235,ahdqa_0187235,ahd_heldout_safe_corpus,fts_qa,أشعر بالدوار عندما اجلس لمده ٥ دقائق ثم انهض دوار مع هبوط وغشاه بالعينين,هذا هبوط ضغط انتصابي وله اسباب متعددة مثل بعض العقاقير,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0223855,ahdqa_0223855,ahd_heldout_safe_corpus,fts_qa,عندما اكون جالسة وانهض من مكاني اشعر بالدوار وايضا صعوبة في الرؤية كأن غشاءً موجودا على عيناي،وايضا اختلال في التوازن يحدث لبضعة ثواني ثم يزول وتعرضت مرتان للاغماء،ما هو السبب,"السلام عليكم هذه الحالة تحدث نتيجة انخفاض ضغط الدم بسبب النهوض السريع , يفضل تجنب الحركة السريعة خاصة بعد الجلوس لفترة طويلة او عند النهوض من وضعية الاستلقاء",,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0247864,ahdqa_0247864,ahd_heldout_safe_corpus,fts_qa,عندما نشعر بالدوار ونريد الاستفراغ وهناك الالام شديد ف منطقه المعده والامعاء (المنطقه تحت الصدر) ما هو السبب وحدث هذا فجأة للعلم لدي انقطاع ف الطمث لمده شهرين؟,السلام عليكم هذه الأعراض بحاجة لكشف دقيق والقيام بالفحوصات اللازمة مع طبيب باطني متخصص بعد استبعاد الحمل,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0046814,ahdqa_0046814,ahd_heldout_safe_corpus,fts_qa,لدي خمول شديد مع دوخة جداً وفقدان توازن عندما اشعر بالدوار اشعر به من خلف راسي ثم افقد التوازن واحياناً يأتيني صداع في جهة راسي اليمنى مع الم اسفل الرقبة...,ننصح ب. عمل اختبارات توازن. مع اشعة علي فقرات الرقبة,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,mention::men_exp1_0002284,ahdexp1_09262,preprocessed_source,vector,السلام عليكم،اعاني من وخز حارق بجميع أنحاء الجسم وفي الرأس والوجه مثل ضربات الكهرباءمنذ ١٠ سنوات ولا استطيع النوم اذا لم اخذ قرض مضادهيستامين لتخفيف الوخز الحارق هل السبب عصبي,فيتامين ب6 الإصابة بنوع نادر من فقر الدم. الاكتئاب وتغير الحالة النفسية والعصبية الزائدة وعدم التركيز. رجفة ووخز في الجسم واليدين. الشعور بالدوار. ضعف عام في العضلات. التهاب الجلد وتقشره. . فيتامين ب12 وهو أهم أنواع فيتامينات ب، حيث إنه يُحارب فقر الدم، كما يحمي الجهاز العصبي بشكل رئيسي من الإصابة بمختلف الأمراض المُتعلقة بالأعصاب والقدرات الذهنية، سلامات,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_039,لماذا نشعر بالدوار عندما نكون جالسين ونقف؟,causes_safety,evidence,qa::ahdqa_0139913,ahdqa_0139913,ahd_heldout_safe_corpus,fts_qa,اشعر بالدوخة والدوار عند رؤيتي لشي يتحرك مثلا حركة يد ابنتي وهي تلون-حركة الملابس عندما يحركها الهواء-حركة الماء كل شي يتحرك امامي يشعرني بالدوار كأني كنت ادور ثم وقفت فجأة,ده دوار بحر نتيجه التهاب الاذن الوسطي بيتاسيرك ١٦ قرص ٣ مرات,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0761655,ahdqa_0761655,ahd_heldout_safe_corpus,conditional_fts,السلام عليكم ورحمة الله وبركاته بسم الله الرحمن الرحيم هل ان دوالى الخصية لها تاثير على صغر حجم الخصيتين والقضيب لان كانت خصيتى كبيرة وفاجئة صغرت ما السبب لذلك,هل صغرت بعد استئصال الدوالي أم صغرت مع الدوالي؟؟ الدوالي عادة لا تؤثر في حجم الخصية الحقيقي.فإذا كانت الخصية كبيرة نتيجة وجود الدوالي، فمن الطبيعي أن تصغر بعد استئثصالها.,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0703053,ahdqa_0703053,ahd_heldout_safe_corpus,conditional_fts,خصيتي اليسرى بضعف الخصية اليمنى و لا اعاني من اي آلام على مستوى العضو الذكري او الخصيتين. فهل هاذا طبيعي ؟؟ و ان كان يجب العلاج فما هو ؟؟,الغالب أنه عادي ضمن عدم التناظر بين جزئي الجسم!! ولا داعي لقلق. راجع اختصاصي مسالك بولية للتقييم الموضوعي للحالة.,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahd5k_00261,ahd5k_00261,preprocessed_source,vector,اشعر بتدلى الخصيتين بشكل غير طبيعى لدرجة انه يؤثر على طول القضيب اثناء الارتخاء ويوجد بكيس الصفن عروق كثيره ولكنها لا تؤلمنى ما سبب هذه الحالة ارجو الاجابة,هي في الغالب دوالي الخصية. فاذهب إلى اختصاصي بالجراحة أو المسالك البولية واستشره. وراجع دوالي الخصية.,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahd10k_07658,ahd10k_07658,raw_ahd_source_row,vector,هل يوجد شئ غير الخصيتين داخل كيس الصفن اشعر بشي غير الخصيتين داخل الكيس لا تسبب اى الم حتى بعد الضغط عليها ترى ماذا تكون ؟,يحتوي كيس الصفن على: الخصيتين البربخ الاوعية الناقلة للحيوانات المنوية اوعية دموية الشعور ب أي شيء آخر قد يكون بسبب: التهاب البربخ توسع بالاوعية الدموية ما يسمى ب دوالي الخصية كيس او كتلة عليك ب مراجعة طبيب المسالك البولية، لاخد تاريخ مرضي، واجراء فحص سريري، و صورة تلفزونية (التراساوند). للمزيد: خمسة أسئلة يتحرج الرجال من سؤالها للطبيب أمور تضر بصحة الحيوانات المنوية المرجع: Scrotum Scrotum Masses,,,,0,wrong intent,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0788326,ahdqa_0788326,ahd_heldout_safe_corpus,fts_qa,ب-تلقيت ظربة على خصيتي اليسرى فاصبحت متدلية كثيرا مع انتفاخ في اسفل الخصية لكن احيانا احس انها رجعت الى حجمها الطبيعي و لكن في اوقات ترجع الى التدلي مع اوجاع,ربما كنت تعاني من دوالي الخصيه اليسرى والذي بالاصل لا علاقه له بالضربه للتاكد عليك عمل صورة التراساوند للخصيتين,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0313663,ahdqa_0313663,ahd_heldout_safe_corpus,conditional_fts,كيس الصفن ليس له شكل ثابت احيانا الخصية اليسرى تصغر وايضاً الخصية ترجع للحجم الطبيعي وبتصير طالعة ع اليمنى وفي الم واحيانا بيصير الشكل طبيعي,ان رغبت التاكد من سلامة الخصيتين فانه بإمكانك عمل صورة التراساوند مع دوبلار للخصيتين,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0578177,ahdqa_0578177,ahd_heldout_safe_corpus,conditional_fts,وجدت خصيتي اليسرى وكأن اصابها التواء واصبحت معكوسة الشكل لكن بدون اي الام وعادت الى وضعها الطبيعي بعد عدة دقائق فما حالتي الخصية اليسرى يوجد عليها من الداخل حبة صغيرة...,ربما يكون الأفضل مراجعة اختصاصي مسالك بولية فقد تكون هناك حاجة لتثبيتها جراحياً لمنع التوائها مرة ثانية، لأن لالتواء قد يكون مؤلماً وخطيراً وقد يسبب العقم.,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0248261,ahdqa_0248261,ahd_heldout_safe_corpus,conditional_fts,اشعر ان حجم الخصية اليمني اصغر من البسري وفي بعض الأحيان يتغير الحجم وتصبح تقريبا نفس حجم الخصية اليمني فما السبب في ذلك ؟؟ واحيانا اخري تنكمش الخصيتين بشكل عام...,كل هذا طبيعي لا تقلق,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0477226,ahdqa_0477226,ahd_heldout_safe_corpus,conditional_fts,عندما تنكمش الخصية نتيجة النكاف هل تعود لحجمها الطبيعي ?,للاسف فانها لا تعود لحجمها الطبيعي,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_040,. خصيتي لا تاخذالشكل الطبيعي فهي ليست منتفخة كالكرة . بل اغلب الوقت متدلية جدا .احيانا كيس الصفن يتمدد ولايوجد به اي انتفاخ وتظهر الخصيتين بوضوح احيانا تنكمش الخصية فتصبح...,general_medical,evidence,qa::ahdqa_0716847,ahdqa_0716847,ahd_heldout_safe_corpus,conditional_fts,اعاني من مشكلة صعود الخصيتين من كيس الصفن واستقرارها بجانب قاعدة العضو الذكري وتحصل هذه المشكله عند انتصاب العضو الذكري وكذالك في وقت البرد تنكمش الخصيه فتخرج الخصيتين من كيس...,ليس بالضروره عمل اي شيء....... اذ انه من الطبيعي ان تنكمش عضلات كيس الصفن بالبروده...... بما انه لا يوجد اية اعراض اخرى...فباعتقادي ان الامر لديك طبيعي تماما,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,mention::men_merge_0001184,ahd10k_01695,raw_ahd_source_row,vector,ماهو علاج الفطريات في الفم,ان من اهم علاجات الفطريات فى الفم دكتارين اورال جل ولكن من الافضل اجراء التشخيص السليم للفطريات والتمييز ما بين الفطريات او البكتيريا او الفيروس لكى يتم الوصول الى العلاج الشافى السريع ومن العوامل التى قد تسبب فطريات فى الفم مايلى : -المضادات الحيويه احيانا لا تناسب الجسم - وجود اضطرابات فى بعض اعضاء الجسم - التهابات باللسان او اللثه او الخدين من الداخل - وجود جسور غير صحيه - وجود عادات غير سليمه - تناول اطعمه معينه تساعد على توفير بيئه لمهاجمة البكتيريا للفم - الاهمال فى تفريش الاسنان - عدم استخدام المضمضات الطبيه والخيط الطبى السنى يساعد فى توفير بيئه لوجود الفطريات,,,,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,qa::ahdqa_0527427,ahdqa_0527427,ahd_heldout_safe_corpus,fts_qa,السلام عليكم ... .لدى بقعه بيضاء واحيانا تميل الى الاحمرار عند الضغط فى منتصف العضو الذكرى.... ولا اشعر بأى الم.. شكرا..,ربما وعلى الاغلب ان يكون هذا امر طبيعي ( ليس بحاله مرضيه ),,,,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,mention::men_exp1_0002729,ahdexp1_08889,preprocessed_source,vector,مرحبا دكتور انا دايما عندي بلغم مع رغوة وطعم مالح في الفم مع هيجان وحرقه في اللثة,هاد دليل وجود التهاب يجب مراجعة طبيبك لتشخيص مصدر الالتهاب من اللثة او من مصدر اخر,,,,0,wrong symptom,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,mention::men_exp1_0004499,ahdexp1_09624,preprocessed_source,vector,السلام عليكم تظهر حول عنقي بقع افتح من بشرتي بقليل و هي تنتشر بالتدريج فماهي و ماهو علاجها من فضلكم,"33 البقع البيضاء ترجع لعدة أمراض مختلفة في أسبابها وعلاجها وه كما يلي : ---أولا :النخالة البيضاء :طفح جلدي على شكل بقع دائرية أو بيضاوية عليها حليمات جافة مغطاة بقشور تشبه الردة (النخالة) لونها أبيض، تظهر اساسا على الدقن والفم والخدين ،وهي ليست خطيرة ولا معدية ، اسبابها غير معروفة ولكن هناك ميل الى انها نوع خفيف من الالتهاب أو الحساسية .ولا تحتاج الى علاج ولكن يستخجم أحيانا مرطبات للحلد وأحيانا هيدروكورتيزون ، وننصحك باستخدام الكريمات الواقية للشمس . ---ثانيا : النخالة المبرقشة أو السعفة الملونة (التينيا المرقشة)طفح جلدي على هيئة بقع صغيرة صفراء اللون ويمكن ان تكوون بيضاء او بنيةيتساقط منها قشور ناعمة تشبه الردة (النخالة)وتظهر على الصدر والرقية والذراعين وقد تمتد الى الظهر والبطن والفخذين وخاصة عنج الأشخاص ذوي لبشرة السمراء. سببها فطر ""بيتريسبوريوم"". علاجها كريم مضاد للفطريات مثل كر لاميزيل أو ميكونازول مرتين يوميا أو شامبو يحتوي على كيتوكونازول ، واقراص ايتراكونازول أو أقراص كيتوكونازول400مغم كبسولة واحدة. ولتأكيد التشخيص تؤخذ مسحة وتفحص في المختبر بواسطة ضوء وود.. ---ثالثا : النخالة الوردية : طفح جلدي يبدأ ببقعة كبيرة وردية اللون على الصدر أو الظهر لونها وردي وعليها قشور تاعمة يصاحبها حكة ، تزول خلال 6-8أسابيع بدون آثار. السبب غير معروف، ولكن يعتقد ان المسبب نوع من الفيروسات وغي غير معدية والشفاء تلقائياخلال 6-- 8 ---رابعا: البهاق مرض جلدي مزمن غير معد ، من أمراض الجهاز المناعي يصيب الخلايا الصبغية الموجودة في الجلد فينتج عن ذلك يقع بيضاء خالية من المادة الصبغية الميلانين ، يمكن أن تصيب أي منطقة من الجسم ، وهي محاطة بهالة داكنة اللون . +العوامل المسلعدة على ظهور المرض : متعددة منها صدمة عصبية --أزمة نفسية --مرض أديسون --فرط افراز الغدة الدرقية --اضطرابات في الكبد --اضطرايات قي جهاز المناعة والتلوث المناخي . ---العلاج :بطريقة PUV.وهي استعمال حبوب سورالين وبعد ساعتين يتعرض للشمس أو الأشعة فوق البنفسجية لأنه يجعل للشمسالجلد أكثر حساسية للشمس .-----والعلاج باستعمال كريم ات أحدثها كريم فيتيفيرا أو ايزالين بينت دهن مرتين يوميا ثم التعرض ااشمس أولأشعة فوق بنفسجية لمدة 30--60 دقيقة ---خامسا :الثعلبة : مرض مناعة ذاتية فهو غير معد وربما يكون فطريا ، على شكل بقع مستديرةفي فروة الرأس وأحيانا يحمر لونها وتفرز سائل ، وأسبابها غير معروفة ولكن يعتقد أن هناك أسباب مناعية وأخرى نفسية والاستعداد الوراثي تظهر في شعر الرأس أو أي منطقة شعر في الجسم ، وتكون على هيئة بقع دائرية محددة يكون الجلد فيها أبيض ناعم املس كالعاج وليس فيها شعرويصاحبها تنقيط وتشقق الأظافر. يمكن علاجها بوضع كريم تريتنيون أو محلول مينوكسيديل ممزوجة مع أنثيرالين ويمكن استخدام الكورتيزون حقنا بواسطة جهاز خاص في مكان الإصابة . وهذه وصفة أعشاب : وضع الفلفل مع عسل النحل والبصل على النار ثم يصفى ويدهن به المك...",,,,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,qa::ahdexp1_09431,ahdexp1_09431,preprocessed_source,vector,توجد لدي بقع حمراء ومتشققه في زاويه الفم واشعر بحراره وحرقه ما هو السبب وكيف اعالجها بالببيت,قد يكون لديك التهاب زاوية الشفه وعليه يجب عدم لمس المنطقه بللسان وعدم وترطيبها باللعاب واستخدام كريم مضاد فطريات وبكتيريا مثل الكوليمتازول والفيوسيديك اسيد ووضعه يوميا قبل النوم واستخدام الفازلين للترطيب,,,,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,qa::ahdqa_0392242,ahdqa_0392242,ahd_heldout_safe_corpus,fts_qa,طفلي يعاني من احمرار شديد وتسلخ وهذا الاحمرار يخرج منه نقط من الدم ويعاني منها منذ اشهر وراجعت عدة اطباء يصفو المراهم والادوية الفموية دون فائدة والتحاليل لايوجد بها شيء,هل تم تشخيص الحالة من قبل اخصائي امراض جلدية ؟وهذا مهم جدا ليتسنى بعدها البحث بالعلاج. كما ان السؤال ناقص لانه لم يتم تحديد مكان هذه التسلخات..وكم عمر هذا الطفل؟,,,,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,qa::ahdqa_0015154,ahdqa_0015154,ahd_heldout_safe_corpus,fts_qa,السلام عليكم ولدت منذ 6 ايام واعاني من ألم شديد في الثدي عند ارضاع طفلي وعندما اكتمل من ارضاعه يحصل احمرار وحراره في الحلمه هل هذه فطريات الثدي ام انه...,استخدمي دهون الفطريات عليه,,,,0,wrong anatomy,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,mention::men_merge_0001211,ahd10k_08157,raw_ahd_source_row,vector,كيف اعالج قرحة الفم المؤلمة داخل الفم في منطقة القوس الحنكي الساني .,استعمال غسولات فموية طبية مثل الكلورهيكيسدين او المضمضة بالماء الدافئ و الملح عدة مرات في اليوم مع تجنب ايذاء المنطقة بتجنب المشروبات و الاطعمة الساخنة و الحارة و الصلبة - اذا كانت القرحة ملتهبة بوجود احمرار و الم شديد يمكن استخدام جل موضعي مضاد للالتهاب . اذا كان سبب القرحة سن حاد الطرف مثلا فيجب ازالة الحواف الحادة و تنعيمها عند طبيب الاسنان - استعمال فرشاة ناعمة - زيارة الطبيب لتشخيص الحالة بدقة فقد تكون ناتجة عن عدوى فيروسية او حساسية تجاه منتج او طعام معين او ادوية او نقص مناعة او فيتامينات و معادن,,,,2,,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,mention::men_merge_0001186,ahd10k_01997,raw_ahd_source_row,vector,سلام عليكم لدي خطيبي انه مريض لديه التهاب في الفم و كل يوم في الليل يعاني من الحمي,يجب تحديد نوع الالتهاب.,,,,1,missing key constraint,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_041,ما هو علاج حمو الفم ( بقعة بيضاء في المنتصف وشديدة الأحمرار من الاطراف ) اعاني منها من ٤ أيام أشعر بتعب شديد و ألم ؟!,treatment,evidence,qa::ahdexp1_03174,ahdexp1_03174,preprocessed_source,vector,السلام عليكم لدي بقعة حمراء غير مؤلمة كتسلخ قريب مقدمة اللسان مع حكة بسقف الفم و تقرح صغير بجانب الايسر للسان علما ان تقرحات الفم لدي شبه مستمرة و تدوم...,التهاب فيروسي عليك بالغسول الفموي,,,,1,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_042,اخي يبلغ من العمر 24 وكان لديه ثقب في القلب مما ادى الى تجمع ماء في الرئه ولكن الثقب اغلق ومازال يعاني من ضيق التنفس والماء الذي في الرئه لم...,symptoms,relation,rel_seed_4029f49360fdb5ad,ahd10k_00982,raw_ahd_source_row,graph_relation,,السلام عليكم انا بنت عمري ٢٠ سنة اعاني دوما من انخفاض في ضغط الدم يصل الى ٥٠ على ٩٠ ويزداد التوتر وضيق التنفس السلام عليكم انا بنت عمري ٢٠ سنة اعاني دوما من انخفاض في ضغط الدم السلام عليكم انا بنت عمري ٢٠ سنة اعاني دوما من انخفاض في ضغط الدم يصل الى ٥٠ على ٩٠ ويزداد التوتر السلام عليكم انا بنت عمري ٢٠ سنة اعاني دوما من انخفاض في ضغط الدم يصل الى ٥٠ على ٩٠ ويزداد التوتر وضيق التنفس,HAS_SYMPTOM,انخفاض ضغط الدم,ضيق التنفس,0,wrong disease,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_042,اخي يبلغ من العمر 24 وكان لديه ثقب في القلب مما ادى الى تجمع ماء في الرئه ولكن الثقب اغلق ومازال يعاني من ضيق التنفس والماء الذي في الرئه لم...,symptoms,evidence,relation::rel_seed_09cd13831e099fe0,ahd10k_05130,raw_ahd_source_row,graph,ما سبب تحسس العالي من دخان السكائر بحيث يودي اعراض ضيق التنفس وسعال وتقيؤ ودوخه,هذا يعود إلى الجهاز المناعي حيث يكون محفز من قبل مونات الخان المنبعث من السيجاز ، وينبغي أن تتجنب الأماكن التي يمكن أن تكون ملوثة بها، وعند الضرورة يُمكنك استخدام مضادات الحساسية ولكن بعد اجراء اختبار الحساسية بإشراف الأخصائي,,,,0,different clinical scenario,,GPT-5.6 Thinking,annotated,
final_v2_independent_relevance_v1,evalv1_042,اخي يبلغ من العمر 24 وكان لديه ثقب في القلب مما ادى الى تجمع ماء في الرئه ولكن الثقب اغلق ومازال يعاني من ضيق التنفس والماء الذي في الرئه لم...,symptoms,relation,rel_seed_451eef4754fd9292,ahd10k_09462,raw_ahd_source_row,graph_relation,,هل اعراض نقص فيتامين دال يسبب ضيق التنفس وخمول بالجسم؟ هل اعراض نقص فيتامين دال يسبب ضيق التنفس وخمول بالجسم؟ هل اعراض نقص فيتامين دال يسبب ضيق التنفس وخمول بالجسم؟ ودقات القلب السريع هل اعراض نقص فيتامين دال يسبب ضيق التنفس وخمول بالجسم؟,HAS_SYMPTOM,نقص فيتامين د,ضيق التنفس,0,wrong disease,,GPT-5.6 Thinking,annotated,
