entity_id,canonical_name,canonical_name_norm,entity_type,entity_quality,is_actionable_medical_entity,aliases,mention_count,source_chunk_count,qa_count,avg_confidence,source_chunks,source_models,qa_ids
ent_diseasecondition_3d19d6125641,نقص الصفيحات,نقص الصفيحات,DiseaseCondition,high,true,"[""نقص الصفيحات"", ""نقص الصفيحات الدموية""]",1,1,1,0.850,"[""chunk_00059""]","[""llama-3.1-8b-instant""]","[""ahd5k_00313""]"
ent_diseasecondition_dc66fee46819,نقص الكريات البيضاء,نقص الكريات البيضاء,DiseaseCondition,high,true,"[""نقص الكريات البيضاء""]",1,1,1,0.850,"[""chunk_00059""]","[""llama-3.1-8b-instant""]","[""ahd5k_02552""]"
ent_diseasecondition_5fea51591b68,نقص بحجم الثدي,نقص بحجم الثدي,DiseaseCondition,high,true,"[""نقص بحجم الثدي"", ""نقص بحجم الثدي الايمن""]",1,1,1,0.850,"[""chunk_00163""]","[""llama-3.1-8b-instant""]","[""ahd5k_02702""]"
ent_diseasecondition_6116bf50d3f1,نقص حديد,نقص حديد,DiseaseCondition,high,true,"[""نقص حديد""]",1,1,1,0.850,"[""chunk_00059""]","[""llama-3.1-8b-instant""]","[""ahd5k_01162""]"
ent_diseasecondition_1b4cda592c0e,نقص فيتامين,نقص فيتامين,DiseaseCondition,high,true,"[""نقص فيتامين""]",2,1,2,0.850,"[""chunk_00136""]","[""llama-3.1-8b-instant""]","[""ahd5k_00142"", ""ahd5k_01874""]"
ent_diseasecondition_74be32fb7f24,نقص فيتامين د,نقص فيتامين د,DiseaseCondition,high,true,"[""نقص فيتامين د""]",1,1,1,0.850,"[""chunk_00059""]","[""llama-3.1-8b-instant""]","[""ahd5k_01162""]"
ent_diseasecondition_21962ce71aec,نقص هرمونات,نقص هرمونات,DiseaseCondition,high,true,"[""نقص هرمون"", ""نقص هرمونات""]",1,1,1,0.950,"[""chunk_00160""]","[""llama-3.1-8b-instant""]","[""ahd5k_04611""]"
ent_symptom_5a4646c01c0e,اختلال وظائف الكبد,اختلال وظايف الكبد,Symptom,high,true,"[""اختلال وظائف الكبد""]",1,1,1,0.950,"[""chunk_00037""]","[""llama-3.1-8b-instant""]","[""ahd5k_01578""]"
ent_symptom_a3c00de774da,ارتجاف,ارتجاف,Symptom,high,true,"[""ارتجاف""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_symptom_f6203734ffc7,ارتفاع خضاب الدم,ارتفاع خضاب الدم,Symptom,high,true,"[""ارتفاع خضاب الدم""]",1,1,1,0.850,"[""chunk_00059""]","[""llama-3.1-8b-instant""]","[""ahd5k_00313""]"
ent_symptom_93828ade2cbe,الارتكاريا,الارتكاريا,Symptom,high,true,"[""ارتكاريا"", ""الارتكاريا"", ""حكه""]",2,1,2,0.900,"[""chunk_00005""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04654"", ""ahd5k_04733""]"
ent_symptom_3ab5bd868858,الارهاق,الارهاق,Symptom,high,true,"[""الارهاق"", ""التوتر والارهاق والقلق""]",1,1,1,0.850,"[""chunk_00173""]","[""llama-3.1-8b-instant""]","[""ahd5k_04953""]"
ent_symptom_759403abc54c,الإغماء,الاغماء,Symptom,high,true,"[""الإغماء""]",1,1,1,0.900,"[""chunk_00140""]","[""llama-3.1-8b-instant""]","[""ahd5k_03423""]"
ent_symptom_ad0da68fc73f,الالم,الالم,Symptom,high,true,"[""الالم""]",1,1,1,0.850,"[""chunk_00179""]","[""llama-3.1-8b-instant""]","[""ahd5k_03738""]"
ent_symptom_249d07021a1b,الام,الام,Symptom,high,true,"[""الام""]",1,1,1,0.850,"[""chunk_00116""]","[""llama-3.1-8b-instant""]","[""ahd5k_04356""]"
ent_symptom_9731436c9bf9,الانين,الانين,Symptom,high,true,"[""الانين""]",1,1,1,0.850,"[""chunk_00138""]","[""llama-3.1-8b-instant""]","[""ahd5k_00774""]"
ent_symptom_496829ff3f53,البراز,البراز,Symptom,high,true,"[""البراز""]",1,1,1,0.850,"[""chunk_00176""]","[""llama-3.1-8b-instant""]","[""ahd5k_00072""]"
ent_symptom_cdf7db203339,البلغم,البلغم,Symptom,high,true,"[""البلغم"", ""مخاط""]",1,1,1,0.850,"[""chunk_00107""]","[""llama-3.1-8b-instant""]","[""ahd5k_04277""]"
ent_symptom_215297000d7a,التدخين,التدخين,Symptom,high,true,"[""التدخين"", ""تدخين""]",1,1,1,0.850,"[""chunk_00092""]","[""llama-3.1-8b-instant""]","[""ahd5k_01629""]"
ent_symptom_e2d3b3389af6,التصاق,التصاق,Symptom,high,true,"[""التصاق"", ""تصاق""]",1,1,1,0.850,"[""chunk_00047""]","[""llama-3.1-8b-instant""]","[""ahd5k_04492""]"
ent_symptom_268a0d637f96,التهديد بالإجهاض,التهديد بالاجهاض,Symptom,high,true,"[""التهديد بالإجهاض""]",1,1,1,0.950,"[""chunk_00149""]","[""llama-3.1-8b-instant""]","[""ahd5k_03563""]"
ent_symptom_6e02a9cc4e27,التوتر,التوتر,Symptom,high,true,"[""التوتر"", ""التوتر والارهاق والقلق""]",1,1,1,0.850,"[""chunk_00173""]","[""llama-3.1-8b-instant""]","[""ahd5k_04953""]"
ent_symptom_8dbc08affae1,الجنين,الجنين,Symptom,high,true,"[""الجنين""]",1,1,1,0.850,"[""chunk_00156""]","[""llama-3.1-8b-instant""]","[""ahd5k_04815""]"
ent_symptom_3600b8bcb53e,الجوع,الجوع,Symptom,high,true,"[""الجوع"", ""شعور بالجوع""]",1,1,1,0.850,"[""chunk_00097""]","[""llama-3.1-8b-instant""]","[""ahd5k_01128""]"
ent_symptom_8837f8fd35f4,الجيب اللثوي,الجيب اللثوي,Symptom,high,true,"[""الجيب اللثوي""]",1,1,1,0.850,"[""chunk_00121""]","[""llama-3.1-8b-instant""]","[""ahd5k_02986""]"
ent_symptom_6ff36e848606,الحادِث الوِعائيٌّ الدِمَاغِيّ,الحادث الوعايي الدماغي,Symptom,high,true,"[""الحادِث الوِعائيٌّ الدِمَاغِيّ"", ""حادث وعائي دماغي""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_symptom_57992c2ef292,الحال,الحال,Symptom,high,true,"[""الحال""]",2,1,2,0.850,"[""chunk_00148""]","[""llama-3.1-8b-instant""]","[""ahd5k_02182"", ""ahd5k_02249""]"
ent_symptom_fdb2085491d0,الحال بالمرديدين,الحال بالمرديدين,Symptom,high,true,"[""الحال بالمرديدين""]",2,1,2,0.850,"[""chunk_00148""]","[""llama-3.1-8b-instant""]","[""ahd5k_02182"", ""ahd5k_02249""]"
ent_symptom_d0d35afb979b,الحساسية على الوسط التَبايُنِيّ,الحساسيه علي الوسط التبايني,Symptom,high,true,"[""الحساسية على الوسط التَبايُنِيّ"", ""حساسية على الوسط التبايني""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_symptom_59d5c1de0b88,الدم,الدم,Symptom,high,true,"[""الدم""]",1,1,1,0.850,"[""chunk_00117""]","[""llama-3.1-8b-instant""]","[""ahd5k_00666""]"
ent_symptom_c42bbeabdb83,الزراق,الزراق,Symptom,high,true,"[""الزراق"", ""ضيق تنفس"", ""نقص الاكسجين""]",1,1,1,0.850,"[""chunk_00099""]","[""llama-3.1-8b-instant""]","[""ahd5k_00568""]"
ent_symptom_b5e5cc252e6a,الضيق التنفسي,الضيق التنفسي,Symptom,high,true,"[""الضيق التنفسي"", ""ضيق تنفس""]",7,1,7,0.700,"[""chunk_00072""]","[""llama-3.1-8b-instant""]","[""ahd5k_00515"", ""ahd5k_00656"", ""ahd5k_01510"", ""ahd5k_01669"", ""ahd5k_02719"", ""ahd5k_02761"", ""ahd5k_03333""]"
ent_symptom_544114d1fc6b,الغازات,الغازات,Symptom,high,true,"[""الغازات""]",1,1,1,0.850,"[""chunk_00176""]","[""llama-3.1-8b-instant""]","[""ahd5k_00072""]"
ent_symptom_38888a2188fe,القلق,القلق,Symptom,high,true,"[""التوتر والارهاق والقلق"", ""القلق"", ""قلق""]",3,3,3,0.850,"[""chunk_00077"", ""chunk_00128"", ""chunk_00173""]","[""llama-3.1-8b-instant""]","[""ahd5k_01574"", ""ahd5k_02662"", ""ahd5k_04953""]"
ent_symptom_0f8f2716b4d6,القولون,القولون,Symptom,high,true,"[""القولون""]",1,1,1,0.950,"[""chunk_00180""]","[""llama-3.1-8b-instant""]","[""ahd5k_02677""]"
ent_symptom_f9f21f627264,القولون العصبى,القولون العصبي,Symptom,high,true,"[""القولون العصبى""]",1,1,1,0.950,"[""chunk_00180""]","[""llama-3.1-8b-instant""]","[""ahd5k_02511""]"
ent_symptom_db012388d676,الكتف,الكتف,Symptom,high,true,"[""الكتف""]",1,1,1,0.850,"[""chunk_00142""]","[""llama-3.1-8b-instant""]","[""ahd5k_00486""]"
ent_symptom_c81532a33515,الم المعدجة,الم المعدجه,Symptom,high,true,"[""الم المعدجة"", ""الم في المعده""]",2,1,2,0.900,"[""chunk_00054""]","[""llama-3.1-8b-instant""]","[""ahd5k_02292"", ""ahd5k_02546""]"
ent_symptom_202dedeff038,ألم المفاصل,الم المفاصل,Symptom,high,true,"[""ألم المفاصل"", ""الم المفاصل""]",2,1,1,0.900,"[""chunk_00010""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04473""]"
ent_symptom_f28c266dc478,المضاعفات الوعائية,المضاعفات الوعاييه,Symptom,high,true,"[""المضاعفات الوعائية"", ""مضاعفات وعائية""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_symptom_4c83b1bd25ea,المغص,المغص,Symptom,high,true,"[""المغص"", ""المغص البطني""]",1,1,1,0.850,"[""chunk_00178""]","[""llama-3.1-8b-instant""]","[""ahd5k_04728""]"
ent_symptom_7b297d9851d1,الملابس,الملابس,Symptom,high,true,"[""الملابس"", ""كثرة الملابس""]",1,1,1,0.850,"[""chunk_00099""]","[""llama-3.1-8b-instant""]","[""ahd5k_00568""]"
ent_symptom_e276c7fd7e33,النزف,النزف,Symptom,high,true,"[""النزف"", ""نزف""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_symptom_a6a5150fee6f,النزلة,النزله,Symptom,high,true,"[""النزلة"", ""نزلة""]",1,1,1,0.950,"[""chunk_00052""]","[""llama-3.1-8b-instant""]","[""ahd5k_04944""]"
ent_symptom_23da4c61fd5e,النزيف,النزيف,Symptom,high,true,"[""النزيف""]",1,1,1,0.950,"[""chunk_00149""]","[""llama-3.1-8b-instant""]","[""ahd5k_03563""]"
ent_symptom_df03b3e7eef5,النفخ,النفخ,Symptom,high,true,"[""النفخ"", ""النفخ القلبي""]",1,1,1,0.850,"[""chunk_00079""]","[""llama-3.1-8b-instant""]","[""ahd5k_03469""]"
ent_symptom_19a4e01ad622,النقص الحاد,النقص الحاد,Symptom,high,true,"[""النقص"", ""النقص الحاد""]",1,1,1,0.950,"[""chunk_00060""]","[""llama-3.1-8b-instant""]","[""ahd5k_04583""]"
ent_symptom_cee2a1d85e2d,الوجع الشديد في الجنب اليمين,الوجع الشديد في الجنب اليمين,Symptom,high,true,"[""الوجع الشديد في الجنب"", ""الوجع الشديد في الجنب اليمين""]",1,1,1,0.850,"[""chunk_00178""]","[""llama-3.1-8b-instant""]","[""ahd5k_04921""]"
ent_symptom_5dc2556b8338,الوفاة,الوفاه,Symptom,high,true,"[""الوفاة"", ""وفاة""]",1,1,1,0.850,"[""chunk_00081""]","[""llama-3.1-8b-instant""]","[""ahd5k_04533""]"
ent_symptom_fd750eeb2865,انتفاخ,انتفاخ,Symptom,high,true,"[""انتفاخ"", ""انتفاخ بالوجه""]",1,1,1,0.850,"[""chunk_00086""]","[""llama-3.1-8b-instant""]","[""ahd5k_01537""]"
ent_symptom_9510bd8242ac,انقطاع الطمث,انقطاع الطمث,Symptom,high,true,"[""انقطاع الدورة"", ""انقطاع الطمث""]",1,1,1,0.900,"[""chunk_00160""]","[""llama-3.1-8b-instant""]","[""ahd5k_04611""]"
ent_symptom_320d3e905b16,أوجاع العضلات,اوجاع العضلات,Symptom,high,true,"[""أوجاع العضلات""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_symptom_976231d5f27b,أوجاع المفاصل,اوجاع المفاصل,Symptom,high,true,"[""أوجاع المفاصل""]",1,1,1,0.950,"[""chunk_00198""]","[""llama-3.1-8b-instant""]","[""ahd5k_01255""]"
ent_symptom_9462c717910d,برودة الطقس,بروده الطقس,Symptom,high,true,"[""برودة الطقس""]",1,1,1,0.850,"[""chunk_00099""]","[""llama-3.1-8b-instant""]","[""ahd5k_00568""]"
ent_symptom_d76ebd36291e,برودة الماء,بروده الماء,Symptom,high,true,"[""برودة الماء""]",1,1,1,0.850,"[""chunk_00099""]","[""llama-3.1-8b-instant""]","[""ahd5k_00568""]"
ent_symptom_6910233b82fc,بروز في البطن,بروز في البطن,Symptom,high,true,"[""بروز في البطن""]",1,1,1,0.850,"[""chunk_00022""]","[""llama-3.1-8b-instant""]","[""ahd5k_04986""]"
ent_symptom_dc2c7333a505,بلغم,بلغم,Symptom,high,true,"[""بلغم""]",2,1,1,0.850,"[""chunk_00001""]","[""llama-3.3-70b-versatile""]","[""ahd5k_00970""]"
ent_symptom_3218dcecad3c,تشنجات,تشنجات,Symptom,high,true,"[""تشنجات""]",1,1,1,0.850,"[""chunk_00137""]","[""llama-3.1-8b-instant""]","[""ahd5k_04924""]"
ent_symptom_8d2e4253732b,تضخم في الارداف,تضخم في الارداف,Symptom,high,true,"[""تضخم"", ""تضخم في الارداف""]",1,1,1,0.850,"[""chunk_00046""]","[""llama-3.1-8b-instant""]","[""ahd5k_00647""]"
ent_symptom_28acc791e82d,تعب,تعب,Symptom,high,true,"[""تعب""]",1,1,1,0.850,"[""chunk_00001""]","[""llama-3.3-70b-versatile""]","[""ahd5k_03872""]"
ent_symptom_d48190970b2d,تنميل,تنميل,Symptom,high,true,"[""تنميل""]",1,1,1,0.950,"[""chunk_00182""]","[""llama-3.1-8b-instant""]","[""ahd5k_00838""]"
ent_symptom_ecf500c8beea,حرقه,حرقه,Symptom,high,true,"[""حرقه""]",1,1,1,0.950,"[""chunk_00091""]","[""llama-3.1-8b-instant""]","[""ahd5k_01099""]"
ent_symptom_fe424a778440,حصاصة,حصاصه,Symptom,high,true,"[""حصاصة""]",1,1,1,0.850,"[""chunk_00138""]","[""llama-3.1-8b-instant""]","[""ahd5k_00774""]"
ent_symptom_7cfc95737dc0,حكة,حكه,Symptom,high,true,"[""حكة""]",1,1,1,0.850,"[""chunk_00001""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04414""]"
ent_symptom_fd47e672abb7,حلمة,حلمه,Symptom,high,true,"[""حلمة"", ""حلمة ثديي الايمن"", ""حلمة مسطحه""]",2,1,1,0.850,"[""chunk_00155""]","[""llama-3.1-8b-instant""]","[""ahd5k_00615""]"
ent_symptom_1a7b2eae066b,حموضة,حموضه,Symptom,high,true,"[""حموضة""]",1,1,1,0.850,"[""chunk_00188""]","[""llama-3.1-8b-instant""]","[""ahd5k_01518""]"
ent_symptom_018ebc11f6df,حمى,حمي,Symptom,high,true,"[""ارتفاع حرارة"", ""ارتكاريا"", ""الم"", ""حماى"", ""حمى"", ""حمى عضة الجرذ"", ""حمى عضة الفأر"", ""ضربة الشمس""]",13,9,13,0.872,"[""chunk_00030"", ""chunk_00040"", ""chunk_00093"", ""chunk_00101"", ""chunk_00102"", ""chunk_00165"", ""chunk_00181"", ""chunk_00198"", ""chunk_00199""]","[""llama-3.1-8b-instant""]","[""ahd5k_00348"", ""ahd5k_00438"", ""ahd5k_00679"", ""ahd5k_01255"", ""ahd5k_01262"", ""ahd5k_01567"", ""ahd5k_01611"", ""ahd5k_02142"", ""ahd5k_02595"", ""ahd5k_03053"", ""ahd5k_03137"", ""ahd5k_04651"", ""ahd5k_04919""]"
ent_symptom_1f6a3892391d,خفقان القلب,خفقان القلب,Symptom,high,true,"[""تسارع في ضربات القلب"", ""خفقان القلب""]",4,1,4,0.900,"[""chunk_00069""]","[""llama-3.1-8b-instant""]","[""ahd5k_00823"", ""ahd5k_01690"", ""ahd5k_03624"", ""ahd5k_04701""]"
ent_symptom_2623f9ed0078,دقات سريعة للقلب,دقات سريعه للقلب,Symptom,high,true,"[""دقات سريعة للقلب""]",1,1,1,0.850,"[""chunk_00136""]","[""llama-3.1-8b-instant""]","[""ahd5k_01140""]"
ent_symptom_ec53995c86ca,دوار,دوار,Symptom,high,true,"[""دوار""]",1,1,1,0.850,"[""chunk_00136""]","[""llama-3.1-8b-instant""]","[""ahd5k_01140""]"
ent_symptom_15f699fd4691,دوائر حمراء,دواير حمراء,Symptom,high,true,"[""دوائر حمراء""]",1,1,1,0.850,"[""chunk_00001""]","[""llama-3.3-70b-versatile""]","[""ahd5k_04414""]"
ent_symptom_850b2a35c32d,دوخة,دوخه,Symptom,high,true,"[""دوخة""]",1,1,1,0.800,"[""chunk_00069""]","[""llama-3.1-8b-instant""]","[""ahd5k_04701""]"
ent_symptom_e9ec482600f1,راسي تقيل,راسي تقيل,Symptom,high,true,"[""راسي تقيل""]",1,1,1,0.850,"[""chunk_00136""]","[""llama-3.1-8b-instant""]","[""ahd5k_01140""]"
ent_symptom_f4cf885a0447,سعال,سعال,Symptom,high,true,"[""بلغم"", ""سعال"", ""ضيق تنفس""]",7,7,7,0.807,"[""chunk_00001"", ""chunk_00009"", ""chunk_00096"", ""chunk_00119"", ""chunk_00123"", ""chunk_00172"", ""chunk_00192""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00069"", ""ahd5k_00883"", ""ahd5k_00970"", ""ahd5k_01584"", ""ahd5k_03544"", ""ahd5k_04490"", ""ahd5k_04942""]"
ent_symptom_dbef79463d2f,سمنة,سمنه,Symptom,high,true,"[""سمنة""]",1,1,1,0.850,"[""chunk_00161""]","[""llama-3.1-8b-instant""]","[""ahd5k_00772""]"
ent_symptom_c411d2ed3083,سيلان الانف,سيلان الانف,Symptom,high,true,"[""سيلان الانف""]",1,1,1,0.950,"[""chunk_00108""]","[""llama-3.1-8b-instant""]","[""ahd5k_04444""]"
ent_symptom_b754f1a1e5a8,صداع,صداع,Symptom,high,true,"[""ألم"", ""ام حادة"", ""صداع"", ""صداع التوتري"", ""صداع في جنبي الرأس"", ""صداع قوي"", ""نض سريع""]",14,9,13,0.861,"[""chunk_00014"", ""chunk_00074"", ""chunk_00103"", ""chunk_00116"", ""chunk_00124"", ""chunk_00128"", ""chunk_00130"", ""chunk_00131"", ""chunk_00196""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00065"", ""ahd5k_00222"", ""ahd5k_00507"", ""ahd5k_00780"", ""ahd5k_00887"", ""ahd5k_01058"", ""ahd5k_02266"", ""ahd5k_02318"", ""ahd5k_02662"", ""ahd5k_03689"", ""ahd5k_03737"", ""ahd5k_04265"", ""ahd5k_04356""]"
ent_symptom_c01e00eb5c72,صداع التوتر,صداع التوتر,Symptom,high,true,"[""صداع"", ""صداع التوتر""]",1,1,1,0.850,"[""chunk_00128""]","[""llama-3.1-8b-instant""]","[""ahd5k_02662""]"
ent_symptom_d713f64368d3,ضغط,ضغط,Symptom,high,true,"[""ضغط""]",3,3,3,0.850,"[""chunk_00078"", ""chunk_00128"", ""chunk_00140""]","[""llama-3.1-8b-instant""]","[""ahd5k_00436"", ""ahd5k_02662"", ""ahd5k_03423""]"
ent_symptom_724e59ded899,ضغط الدم,ضغط الدم,Symptom,high,true,"[""blood pressure"", ""ضغط"", ""ضغط الدم""]",11,2,11,0.900,"[""chunk_00064"", ""chunk_00084""]","[""llama-3.1-8b-instant""]","[""ahd5k_00085"", ""ahd5k_00691"", ""ahd5k_00756"", ""ahd5k_01259"", ""ahd5k_01294"", ""ahd5k_01350"", ""ahd5k_01894"", ""ahd5k_02577"", ""ahd5k_02607"", ""ahd5k_02754"", ""ahd5k_04912""]"
ent_symptom_7b839cc80688,ضيق تنفس,ضيق تنفس,Symptom,high,true,"[""بلغم"", ""سعال"", ""ضيق التنفس"", ""ضيق النفس"", ""ضيق بلتنفس"", ""ضيق تنفس"", ""ضيق نفس"", ""نفث""]",11,9,10,0.850,"[""chunk_00001"", ""chunk_00007"", ""chunk_00022"", ""chunk_00068"", ""chunk_00069"", ""chunk_00073"", ""chunk_00074"", ""chunk_00089"", ""chunk_00090""]","[""llama-3.1-8b-instant"", ""llama-3.3-70b-versatile""]","[""ahd5k_00010"", ""ahd5k_00683"", ""ahd5k_00823"", ""ahd5k_02329"", ""ahd5k_03444"", ""ahd5k_03671"", ""ahd5k_03872"", ""ahd5k_04265"", ""ahd5k_04701"", ""ahd5k_04898""]"
ent_symptom_ca6890d2fa81,غثيان,غثيان,Symptom,high,true,"[""دوخه"", ""غثيان""]",1,1,1,0.950,"[""chunk_00186""]","[""llama-3.1-8b-instant""]","[""ahd5k_04926""]"
ent_symptom_c48c0df96785,فقدان الشهيه,فقدان الشهيه,Symptom,high,true,"[""فقدان الشهية"", ""فقدان الشهيه""]",1,1,1,0.800,"[""chunk_00054""]","[""llama-3.1-8b-instant""]","[""ahd5k_02546""]"
ent_symptom_94e1fb05bddc,فقدان الشهية والرغبة في الاستفراغ,فقدان الشهيه والرغبه في الاستفراغ,Symptom,high,true,"[""فقدان الشهية والرغبة في الاستفراغ""]",1,1,1,0.850,"[""chunk_00190""]","[""llama-3.1-8b-instant""]","[""ahd5k_00916""]"
ent_symptom_1113453f7a36,فقدان الوعي,فقدان الوعي,Symptom,high,true,"[""فقدان الوعي"", ""نقص الوعي""]",1,1,1,0.950,"[""chunk_00197""]","[""llama-3.1-8b-instant""]","[""ahd5k_00992""]"
ent_symptom_f51ef98950a2,قلق,قلق,Symptom,high,true,"[""تأغر فى غلق فتحة الرأس الأماميه"", ""توتر"", ""قلق"", ""وخزات""]",5,4,4,0.890,"[""chunk_00068"", ""chunk_00075"", ""chunk_00104"", ""chunk_00132""]","[""llama-3.1-8b-instant""]","[""ahd5k_00671"", ""ahd5k_00683"", ""ahd5k_00804"", ""ahd5k_02476""]"
ent_symptom_7a79bce3a153,قيء,قيء,Symptom,high,true,"[""تقيؤ"", ""قيء""]",2,2,2,0.900,"[""chunk_00105"", ""chunk_00151""]","[""llama-3.1-8b-instant""]","[""ahd5k_02903"", ""ahd5k_04856""]"
ent_symptom_170df8c18553,كيس,كيس,Symptom,high,true,"[""اللثة"", ""كيس""]",1,1,1,0.850,"[""chunk_00120""]","[""llama-3.1-8b-instant""]","[""ahd5k_02131""]"
ent_symptom_ff3a8a841494,نبض,نبض,Symptom,high,true,"[""نبض"", ""نبض قلبه""]",1,1,1,0.850,"[""chunk_00155""]","[""llama-3.1-8b-instant""]","[""ahd5k_01973""]"
ent_symptom_19841fc2dc50,نبضات القلب,نبضات القلب,Symptom,high,true,"[""heartbeats"", ""نبضات القلب""]",6,1,6,0.700,"[""chunk_00064""]","[""llama-3.1-8b-instant""]","[""ahd5k_00085"", ""ahd5k_00691"", ""ahd5k_00756"", ""ahd5k_01259"", ""ahd5k_01350"", ""ahd5k_01894""]"
ent_symptom_b9ba6f86ab5a,نزف,نزف,Symptom,high,true,"[""نزف"", ""نزف بسيط""]",1,1,1,0.850,"[""chunk_00056""]","[""llama-3.1-8b-instant""]","[""ahd5k_01440""]"
ent_symptom_66c2e60e8e52,نشفان,نشفان,Symptom,high,true,"[""نشفان""]",1,1,1,0.800,"[""chunk_00006""]","[""llama-3.3-70b-versatile""]","[""ahd5k_02124""]"
ent_symptom_7d2fce86bc12,نغزات,نغزات,Symptom,high,true,"[""نغزات""]",1,1,1,0.950,"[""chunk_00070""]","[""llama-3.1-8b-instant""]","[""ahd5k_04975""]"
ent_symptom_17b6202362ba,نفخ,نفخ,Symptom,high,true,"[""نفخ""]",1,1,1,0.850,"[""chunk_00078""]","[""llama-3.1-8b-instant""]","[""ahd5k_01017""]"
ent_symptom_2b9271490fdf,نوبات,نوبات,Symptom,high,true,"[""نوبات""]",2,1,2,0.850,"[""chunk_00077""]","[""llama-3.1-8b-instant""]","[""ahd5k_00189"", ""ahd5k_01574""]"
ent_symptom_871c0c5d659d,نوبة,نوبه,Symptom,high,true,"[""نوبات جزئية"", ""نوبات عامة"", ""نوبة""]",2,1,1,0.900,"[""chunk_00016""]","[""llama-3.3-70b-versatile""]","[""ahd5k_02823""]"
ent_symptom_1489f63a8622,هيشان الشعر,هيشان الشعر,Symptom,high,true,"[""هيشان الشعر""]",1,1,1,0.850,"[""chunk_00020""]","[""llama-3.3-70b-versatile""]","[""ahd5k_00149""]"
ent_symptom_42ad4acdebc5,وجع,وجع,Symptom,high,true,"[""وجع"", ""وجع بالجسم""]",1,1,1,0.850,"[""chunk_00086""]","[""llama-3.1-8b-instant""]","[""ahd5k_01537""]"
ent_test_d4c042551289,b12,b12,Test,high,true,"[""b12""]",1,1,1,0.950,"[""chunk_00050""]","[""llama-3.1-8b-instant""]","[""ahd5k_02605""]"
ent_test_eb10148e602f,CBC,cbc,Test,high,true,"[""CBC""]",1,1,1,0.950,"[""chunk_00050""]","[""llama-3.1-8b-instant""]","[""ahd5k_02605""]"
ent_test_f405aec80933,CBC التحليل الكامل للدم,cbc التحليل الكامل للدم,Test,high,true,"[""CBC التحليل الكامل للدم""]",1,1,1,0.950,"[""chunk_00186""]","[""llama-3.1-8b-instant""]","[""ahd5k_04926""]"
ent_test_7f9e855cef19,E.S.R.,e.s.r.,Test,high,true,"[""E.S.R.""]",1,1,1,0.850,"[""chunk_00060""]","[""llama-3.1-8b-instant""]","[""ahd5k_04249""]"
ent_test_9b953964df1c,ferritin,ferritin,Test,high,true,"[""ferritin""]",1,1,1,0.950,"[""chunk_00050""]","[""llama-3.1-8b-instant""]","[""ahd5k_02605""]"
ent_test_a720c5e59e85,iron,iron,Test,high,true,"[""iron""]",1,1,1,0.950,"[""chunk_00050""]","[""llama-3.1-8b-instant""]","[""ahd5k_02605""]"
ent_test_ca6f7fce3808,PTH,pth,Test,high,true,"[""PTH"", ""parathyroid hormone""]",1,1,1,0.950,"[""chunk_00157""]","[""llama-3.1-8b-instant""]","[""ahd5k_03833""]"
ent_test_3f0d2e079b73,RAST Test,rast test,Test,high,true,"[""RAST Test""]",1,1,1,0.850,"[""chunk_00003""]","[""llama-3.3-70b-versatile""]","[""ahd5k_01245""]"
ent_test_c4cfd2d6468c,أشعة,اشعه,Test,high,true,"[""أشعة"", ""اشعة"", ""اشعة بالصبغة"", ""اشعة عادية""]",12,9,12,0.894,"[""chunk_00031"", ""chunk_00055"", ""chunk_00086"", ""chunk_00115"", ""chunk_00130"", ""chunk_00133"", ""chunk_00152"", ""chunk_00188"", ""chunk_00200""]","[""llama-3.1-8b-instant""]","[""ahd5k_00114"", ""ahd5k_00876"", ""ahd5k_01220"", ""ahd5k_01290"", ""ahd5k_01295"", ""ahd5k_01537"", ""ahd5k_02003"", ""ahd5k_03019"", ""ahd5k_04468"", ""ahd5k_04648"", ""ahd5k_04844"", ""ahd5k_04934""]"
ent_test_6f946fa998e8,اشعة تلفزيونية,اشعه تلفزيونيه,Test,high,true,"[""اشعة تلفزيونية""]",1,1,1,0.950,"[""chunk_00187""]","[""llama-3.1-8b-instant""]","[""ahd5k_02673""]"
ent_test_a8cf24723db9,التطعيمات,التطعيمات,Test,high,true,"[""التطعيم"", ""التطعيمات""]",1,1,1,0.950,"[""chunk_00110""]","[""llama-3.1-8b-instant""]","[""ahd5k_01847""]"
