mention_id,entity_id,canonical_name,entity_type,chunk_id,qa_id,source_row_number,surface_form,field,evidence,extraction_method,provider,model,confidence
men_llm_0000571,ent_treatment_273455224ab7,فيتامين-د-,Treatment,chunk_00106,ahd5k_03516,487108,فيتامين-د-,answer,يعطى ٤٠٠ وحده دوليه من فيتامين-د- وهذا موجود على النشره الداخليه والطبيب يحدد الجرعه حسب احتياج الطفل من الفيتامينات الاخرى ولكن حليب الام لوحده والتعرض للشمس الخفيفه يكفي ولا داعي علميا لكل هذه الفيتامينات للطفل السليم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000572,ent_treatment_f484b8bb62d4,حليب الام,Treatment,chunk_00106,ahd5k_03516,487108,حليب الام,answer,يعطى ٤٠٠ وحده دوليه من فيتامين-د- وهذا موجود على النشره الداخليه والطبيب يحدد الجرعه حسب احتياج الطفل من الفيتامينات الاخرى ولكن حليب الام لوحده والتعرض للشمس الخفيفه يكفي ولا داعي علميا لكل هذه الفيتامينات للطفل السليم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000573,ent_treatment_dcbc13cd571f,الشمس,Treatment,chunk_00106,ahd5k_03516,487108,الشمس,answer,يعطى ٤٠٠ وحده دوليه من فيتامين-د- وهذا موجود على النشره الداخليه والطبيب يحدد الجرعه حسب احتياج الطفل من الفيتامينات الاخرى ولكن حليب الام لوحده والتعرض للشمس الخفيفه يكفي ولا داعي علميا لكل هذه الفيتامينات للطفل السليم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000574,ent_treatment_cb5aeb58976f,أبيتنانت,Treatment,chunk_00107,ahd5k_01824,484948,أبيتنانت,answer,حسب تركيبة الدواء ومحتواه من الفيتامينات,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000575,ent_symptom_cdf7db203339,البلغم,Symptom,chunk_00107,ahd5k_04277,391739,البلغم,answer,نعم ممكن من البلغم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000576,ent_treatment_62b0f0db0c20,حبوب اوميجا 3,Treatment,chunk_00107,ahd5k_03828,481655,حبوب اوميجا 3,answer,انصحك باستخدام حبوب اوميجا 3 حبه باليوم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000577,ent_symptom_c411d2ed3083,سيلان الانف,Symptom,chunk_00108,ahd5k_04444,484235,سيلان الانف,question,سيلان الانف باستمرار,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000578,ent_treatment_43526f78a371,مضاد حيوي,Treatment,chunk_00108,ahd5k_04444,484235,مضاد حيوي,answer,علاجات مضاد حيوي دون فايده,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000579,ent_treatment_34b849dbecc0,بخاخات الماء والملح,Treatment,chunk_00108,ahd5k_04444,484235,بخاخات الماء والملح,answer,جرب بخاخات الماء والملح,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000580,ent_test_84971d541245,خصائي الاطفال,Test,chunk_00108,ahd5k_04444,484235,خصائي الاطفال,answer,لابد من عرضه على اخصائي الاطفال,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000581,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,chunk_00109,ahd5k_00891,584442,تهاب,answer,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000582,ent_treatment_307b31c3646d,فيتامين أ,Treatment,chunk_00109,ahd5k_00891,584442,فيتامين أ,answer,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000583,ent_treatment_1d451938e684,فروتا,Treatment,chunk_00109,ahd5k_00891,584442,فروتا,answer,فربما تكون فطريات. أما سقوط الشعر فسببه نقص فيتامين أ وعﻻجه شراب فروتال 5 مل يوميا,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000584,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,chunk_00109,ahd5k_00162,650715,تهاب,question,كيف يؤثر...,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000585,ent_diseasecondition_584b39abb33a,الكساح,DiseaseCondition,chunk_00110,ahd5k_01701,403311,كساح,answer,أهلا بحضرتك ..... نعم .. هناك أنواع من الكساح أو لين العظام,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000586,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00110,ahd5k_02532,690845,تهاب,answer,ليس مضرا و لكن قد يؤذي الام ينصح بعلاج الحلمات,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000587,ent_treatment_23b78e4c5546,فيتامين د,Treatment,chunk_00110,ahd5k_01701,403311,فيتامين دي,answer,أهلا بحضرتك ..... نعم .. هناك أنواع من الكساح أو لين العظام تصنف بأنها ( Vit.D-Resistant Rickets ) ، أي لا تستجيب للعلاج بالجرعات المعتادة من فيتامين ( د ) ..,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000588,ent_treatment_aa15c31ba83e,الرضاعة الطبيعية,Treatment,chunk_00110,ahd5k_02532,690845,الرضاعة الطبيعية,answer,ليس مضرا و لكن قد يؤذي الام ينصح بعلاج الحلمات,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000589,ent_test_a8cf24723db9,التطعيمات,Test,chunk_00110,ahd5k_01847,483569,التطعيمات,answer,مسكن باراسيتامول عند اللزوم..وكمادات على مكان التطعيمة ان تورمت.وبالسلامة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000590,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_02569,518611,التهاب في عينه,question,التهاب في عينه بعد يومين من ولادته,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000591,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_02569,518611,التهاب,answer,يجب اخذ مسحة من هذه الافرازات بعيادة الطبيب وارسالها لعمل مزرعة لمعرفة نوع الميكروب. وفي بعض الحالات يحتاج الطفل لعلاج بالنضاد الحيوي عن طريق الفم الي جانب العلاج الموضعي ولمدة كافية للقضاء عالميكروب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000592,ent_treatment_ab5802cc2c0c,النضاد الحيوي,Treatment,chunk_00111,ahd5k_02569,518611,علاج بالنضاد الحيوي,answer,يجب اخذ مسحة من هذه الافرازات بعيادة الطبيب وارسالها لعمل مزرعة لمعرفة نوع الميكروب. وفي بعض الحالات يحتاج الطفل لعلاج بالنضاد الحيوي عن طريق الفم الي جانب العلاج الموضعي ولمدة كافية للقضاء عالميكروب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000593,ent_diseasecondition_6ed57271807f,التهاب الحفاظ,DiseaseCondition,chunk_00111,ahd5k_02569,518611,التهاب الحفاظ,question,التهاب الحفاظ,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000594,ent_diseasecondition_6ed57271807f,التهاب الحفاظ,DiseaseCondition,chunk_00111,ahd5k_03234,317666,التهاب الحفاظ,question,هل يمكن استخدام مرهم كورتيزون ١٪؜ ل رضيع لعمر الشهر لالتهاب الحفاظ,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000595,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_03234,317666,التهاب,answer,1- حسب تركيبة الكورتيزون 2- لو كان السبب تحسسي..فالكورتيزون قد يفيد.أما لو كان السبب التهاباً فالكورتيزون قد يزيد الوضع سوءاً سلامته,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000596,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_04067,624844,التهاب,question,طفلي عمره اربعة اشهر الاحظ بين فتره واخرى ارتعاش يديه وقدميه وعندما امسك بها تتوقف واتركها تعود وترتعش ويجفل طفلي عندما امسك به,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000597,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_04067,624844,التهاب,answer,قد يكون هناك نقص عناصر لازمه في هذا العمر مثل الكالسيوم الذي يسبب مثل ذالك او فيتامين د= انصح مراجعة الاخصائى لتشخيص السبب واعطاء العلاج المناسب-,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000598,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_04279,662414,التهاب,question,ابني عمره 4 سنوات يعاني التاتاة رغم ذكائه وفطنته ارجوا ان اجد الحل عندكم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000599,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00111,ahd5k_04546,476124,التهاب,answer,ولاً،لنتحدث عن الفوائد المحتملة لاستخدام اللهاية: 1- قد تهدئ من بكاء الطفل،وتلهيه إن كان يتألم مثلاً عن سبب الألم 2- قد تساعده على النوم 3- قد تقلل من خطر التعرض لموت الرضع المفاجئ ثانياً ، المخاطر المحتملة : 1- استخدامها المبكر قد يؤثر على الرضاعة الطبيعية 2- قد يعتاد الطفل عليها إلى درجة أنه سوف يبكي كلما سقطت من فمه 3- قد تزيد من خطر الإصابة بالتهابات الأذن الوسطى 4- استخدامها لفترات طويلة قد يؤثر على نمو الأسنان بشكل سليم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000600,ent_diseasecondition_22b7b2b1b34f,حساسية البروتين البقري,DiseaseCondition,chunk_00112,ahd5k_04793,255677,حساسية البروتين البقري,answer,حليب خاص لحساسية البروتين البقري,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000601,ent_diseasecondition_443aafd23ff7,التوحد السلوكي,DiseaseCondition,chunk_00112,ahd5k_04764,530033,التوحد السلوكي,answer,التوحد يعني ضعف اوعدم القدره على التواصل مع الاخرين- والمصاب لا يقدر على التواصل البصري مع الاخرين-ينعزل ويكرر نفس العمل كتلبيس لعبته اوتنظيفها-قد يصاحبه تشنجات احيانا وضعف الكلام ويعالج فيالمراكز المتخصصه وحسب الاعراض,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000602,ent_treatment_2a81ae8e5fd2,فيتامين بوليفيتال,Treatment,chunk_00112,ahd5k_04642,703679,فيتامين بوليفيتال,question,فكتب له الدكتور قبل طهارته فيتامين بوليفيتال نقط كم نقطة...,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000603,ent_treatment_b5f12c81a7ee,سباستال,Treatment,chunk_00112,ahd5k_04907,451744,سباستال,answer,يعطى السباستال بمقدار قطرتين لكل كيلو غرام من وزن الطفل,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000604,ent_treatment_d440760c4700,بروبايوتيك,Treatment,chunk_00112,ahd5k_04907,451744,بروبايوتيك,answer,قطرات أو مسحوق البروبايوتيك الذي يعمل على تقوية المناعة وتخفيف الإنتفاخ والمغص لدى الرضع,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000605,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_00736,390106,التهاب,answer,التهاب في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000606,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_01751,84518,التهاب,answer,التهاب الاسنجه المحيطه بالسن او اللثه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000607,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_02169,186436,التهاب,answer,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000608,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_02245,299957,التهاب,answer,يمكن إجراء الفحص عند طبيب آخر و الأفضل الاستعانة بصور الأشعة و التهاب لثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000609,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_02618,105556,التهاب,answer,تحتاج إلى إزالة الرواسب الجيرية و علاج التهاب اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000610,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00113,ahd5k_03427,270249,التهاب,answer,ظهر التهاب بقمةجذر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000611,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_00736,390106,اللثه,answer,التهاب في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية ... الحل باجراء تنظيف للاسنان عند الطبيب و تفريش الاسنان بطريقة صحيحة و استعال مضمضة طبية و اتباع التعليمات الاضافية التي يمليها عليك الطبيب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000612,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_01751,84518,اللثه,answer,التهاب اللثة في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000613,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_02169,186436,اللسان,answer,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000614,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_02245,299957,اللثه,answer,يمكن إجراء الفحص عند طبيب آخر و الأفضل الاستعانة بصور الأشعة و التهاب اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000615,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_02618,105556,اللثه,answer,تحتاج إلى إزالة الرواسب الجيرية و علاج التهاب اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000616,ent_diseasecondition_4171598a5900,اللثة,DiseaseCondition,chunk_00113,ahd5k_03427,270249,اللثه,answer,ظهر التهاب بقمةجذر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000617,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_00736,390106,التهاب اللثه,answer,التهاب في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية ... الحل باجراء تنظيف للاسنان عند الطبيب و تفريش الاسنان بطريقة صحيحة و استعال مضمضة طبية و اتباع التعليمات الاضافية التي يمليها عليك الطبيب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000618,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_01751,84518,التهاب اللثه,answer,التهاب اللثة في اغلب الاحيان يكمن السبب في اهمال الاعتناء بالنظافة الفمية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000619,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_02169,186436,التهاب اللثه,answer,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000620,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_02245,299957,التهاب اللثه,answer,يمكن إجراء الفحص عند طبيب آخر و الأفضل الاستعانة بصور الأشعة و التهاب اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000621,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_02618,105556,التهاب اللثه,answer,تحتاج إلى إزالة الرواسب الجيرية و علاج التهاب اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000622,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00113,ahd5k_03427,270249,التهاب اللثه,answer,ظهر التهاب بقمةجذر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000623,ent_diseasecondition_5a02034f11b7,التهاب بكتيري,DiseaseCondition,chunk_00113,ahd5k_02169,186436,التهاب بكتيري,answer,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000624,ent_diseasecondition_9c03a470d940,التهاب فطري,DiseaseCondition,chunk_00113,ahd5k_02169,186436,التهاب فطري,answer,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000625,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,chunk_00114,ahd5k_02966,650929,حساسية,answer,حساسية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.950
men_llm_0000626,ent_treatment_fca1a888ae57,تنظيف اللثة,Treatment,chunk_00114,ahd5k_02966,650929,تنظيف اللثة,answer,تنظيف اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.900
men_llm_0000627,ent_treatment_948c17b9713d,النظافة اليومية,Treatment,chunk_00114,ahd5k_02966,650929,النظافة اليومية,answer,النظافة اليومية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000628,ent_treatment_48d78ab2fe1d,التفريش,Treatment,chunk_00114,ahd5k_02966,650929,التفريش,answer,التفريش,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.800
men_llm_0000629,ent_treatment_451ebfb7cce2,التغذية,Treatment,chunk_00114,ahd5k_02966,650929,التغذية,answer,التغذية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.750
men_llm_0000630,ent_diseasecondition_8b9d599f7475,الأسنان,DiseaseCondition,chunk_00114,ahd5k_02966,650929,الأسنان,answer,الأسنان,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.700
men_llm_0000631,ent_treatment_43526f78a371,مضاد حيوي,Treatment,chunk_00115,ahd5k_01293,469627,مضاد حيوي,answer,لا بد من مضاد حيوي و مسكن الم و مضمضة فموية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000632,ent_treatment_b8b3fb59e87b,مسكن الم,Treatment,chunk_00115,ahd5k_00625,639070,مسكن الم,answer,ممكن تأخذ منه ولكن انت بحاجة إلى مسكن الم أيضا مثل Brufen,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000633,ent_treatment_b8b3fb59e87b,مسكن الم,Treatment,chunk_00115,ahd5k_01293,469627,مسكن الم,answer,لا بد من مضاد حيوي و مسكن الم و مضمضة فموية,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000634,ent_treatment_b8b3fb59e87b,مسكن الم,Treatment,chunk_00115,ahd5k_03925,597066,مسكن ألم,answer,إذا لم يترافق مع الألم ورم أو انتباج لاداعي للمضاد الحيوي ويكفي مسكن ألم,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000635,ent_test_c4cfd2d6468c,أشعة,Test,chunk_00115,ahd5k_03019,162372,اشعه,answer,"ان شاء الله مع الوقت تخف, انصحك بزيارة الطبيب في أقرب وقت للفحص اللازم و عمل اشعه علي أسنانك للاطمئنان عليها",llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000636,ent_test_c4cfd2d6468c,أشعة,Test,chunk_00115,ahd5k_04648,139259,اشعة بانورامية,answer,يجب اجراء صورة اشعة بانورامية لتشخيص المشكلة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000637,ent_symptom_b754f1a1e5a8,صداع,Symptom,chunk_00116,ahd5k_04356,662197,صداع,question,صداع,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000638,ent_diseasecondition_04b436ff2a98,ضرس العقل,DiseaseCondition,chunk_00116,ahd5k_04356,662197,ضرس العقل,question,ضرس العقل,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000639,ent_symptom_249d07021a1b,الام,Symptom,chunk_00116,ahd5k_04356,662197,الام,question,الام,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000640,ent_treatment_1623092039ad,المراجعة الطبية,Treatment,chunk_00116,ahd5k_04356,662197,مراجعة طبيبك او اخصائي جراحه وجه و فكين,answer,مراجعة طبيبك او اخصائي جراحه وجه و فكين,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000641,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00117,ahd5k_00666,808135,التهاب,answer,التهاب في المثانة أو الإحليل,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000642,ent_symptom_59d5c1de0b88,الدم,Symptom,chunk_00117,ahd5k_00666,808135,الدم,answer,خروج الدم يعني وجود جرح في المثانة أو الإحليل,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000643,ent_test_f6ff9119ed14,تصوير الجهاز البولي,Test,chunk_00117,ahd5k_00666,808135,تصوير الجهاز البولي,answer,تصوير الجهاز البولي بصورة ملونر أي في بي لتحديد السبب والمكان,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000644,ent_treatment_90baddc0bf15,العلاج,Treatment,chunk_00117,ahd5k_00666,808135,العلاج,answer,وبعدها يتحدد العلاج,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000645,ent_diseasecondition_4ea30d57b62c,التصبغات السوداء,DiseaseCondition,chunk_00118,ahd5k_00209,392462,التصبغات السوداء,answer,التصبغات السوداء متنوعة المصدر منها ما هو خارجي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000646,ent_diseasecondition_30c063bfe92d,التسوس,DiseaseCondition,chunk_00118,ahd5k_00209,392462,التسوس,answer,التسوس يكونه اسود اللون لكن يكون هناك نخر او تاكل في سطح السن,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000647,ent_treatment_1479a48d3d42,الدواء,Treatment,chunk_00118,ahd5k_00209,392462,مضمضة الكلورهيكسيدين,answer,مضمضة الكلورهيكسيدين,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000648,ent_treatment_1479a48d3d42,الدواء,Treatment,chunk_00118,ahd5k_03474,350141,vitamin b complex,answer,الدواءvitamin b complex,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000649,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,chunk_00119,ahd5k_00069,89781,حساسية,question,حساسية الصدر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000650,ent_diseasecondition_2f75d3dabe0b,حساسية,DiseaseCondition,chunk_00119,ahd5k_00069,89781,حساسية,answer,حساسية الصدر,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000651,ent_symptom_f4cf885a0447,سعال,Symptom,chunk_00119,ahd5k_00069,89781,سعال,question,سعال,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000652,ent_diseasecondition_16cf4e77b755,التهاب,DiseaseCondition,chunk_00119,ahd5k_00069,89781,التهاب,answer,التهاب,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000653,ent_treatment_249018a21aa8,القهوة,Treatment,chunk_00119,ahd5k_00315,237723,القهوة,answer,القهوة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000654,ent_treatment_06010a2495f7,الشمع,Treatment,chunk_00119,ahd5k_00315,237723,الشمع,answer,الشمع,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000655,ent_diseasecondition_ee57bd84c53c,الضرس,DiseaseCondition,chunk_00119,ahd5k_00484,62516,الضرس,question,الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000656,ent_diseasecondition_ee57bd84c53c,الضرس,DiseaseCondition,chunk_00119,ahd5k_00977,474581,الضرس,question,الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000657,ent_diseasecondition_ee57bd84c53c,الضرس,DiseaseCondition,chunk_00119,ahd5k_01094,190690,الضرس,question,الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000658,ent_diseasecondition_ee57bd84c53c,الضرس,DiseaseCondition,chunk_00119,ahd5k_00821,723162,الضرس,question,الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000659,ent_diseasecondition_ee57bd84c53c,الضرس,DiseaseCondition,chunk_00119,ahd5k_00828,419047,الضرس,question,الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000660,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,chunk_00120,ahd5k_01579,494295,التهاب,answer,علامات متقدمة لتسوس الاسنان او كسر بالسن يصل لمنطقة عصب السن او الضرس,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000661,ent_treatment_07c97c044791,تبييض,Treatment,chunk_00120,ahd5k_01878,129102,لصقات,answer,لصقات التبييض تعمل على تنظيف سطح الاسنان الطبيعي,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000662,ent_diseasecondition_385230d505f3,تهاب,DiseaseCondition,chunk_00120,ahd5k_02037,663742,التهاب,answer,انصحك بمراجعه طبيبك للكشف والنصيحه,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000663,ent_symptom_170df8c18553,كيس,Symptom,chunk_00120,ahd5k_02131,303735,كيس,question,هل كلاموكسيل يقظي على الكيس الموجود في اللثة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000664,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00121,ahd5k_02491,690449,تورم اللثه من الداخل,question,ما علاج تورم اللثه من الداخل؟,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
men_llm_0000665,ent_diseasecondition_6e95846a4080,التهاب اللثة,DiseaseCondition,chunk_00121,ahd5k_02491,690449,التهاب,answer,لابد من تحديد السبب عن طريق الفحص واجراء الاشعة قد يكون بسبب سني او خراج لثوي لابد من مراجعة العيادة,llm_structured_entity_extraction,groq,llama-3.1-8b-instant,0.850
