qa_id,source_row_number,split,category,category_en,question,answer,question_norm,answer_norm,qa_char_len
ahd5k_02169,186436,graph_train,أمراض الأسنان,Dental,منذ ٢٠ يوم حصل مثل التورم التدريجي من الخلف للأمام في جوف الفم أولا في الجهة اليسرى و من ثم اليمنى بنفس الطريقة دكتور الأسنان قال ممكن احتمال ضرس العقل...,قد تكون المشكلة في اللسان وله عدة اسباب مثل التهاب بكتيري او فطري او فيروسي معرفة السبب تؤدي الى المعالجة,منذ 20 يوم حصل مثل التورم التدريجي من الخلف للامام في جوف الفم اولا في الجهه اليسري و من ثم اليمني بنفس الطريقه دكتور الاسنان قال ممكن احتمال ضرس العقل.,قد تكون المشكله في اللسان وله عده اسباب مثل التهاب بكتيري او فطري او فيروسي معرفه السبب تودي الي المعالجه,259
ahd5k_02182,803482,graph_train,علم الأجنة,Embryology,ماأسباب تشوهات اصابع القدم؟,من اكثر الاسباب شيوعالتشوهات اصابع القدم انتعال الحذاء الضيق ومرض السكري وضعف التروية الدموية للاصابع واصابات الدماغ والنخاع الشوكي او الاعصاب والتهاب العظام,مااسباب تشوهات اصابع القدم?,من اكثر الاسباب شيوعالتشوهات اصابع القدم انتعال الحذاء الضيق ومرض السكري وضعف الترويه الدمويه للاصابع واصابات الدماغ والنخاع الشوكي او الاعصاب والتهاب العظام,184
ahd5k_02200,91240,graph_train,أمراض الغدد الصماء,Endocrine,ما هي أهم أسباب نشاط الغدة الدرقية؟,"يعاني العديد من الأشخاص من حالة صحية تسمى نشاط الغدة الدرقية حيث يحدث في هذه الحالة إفراز كمية كبيرة من هرمونات الغدة الدرقية وهما ثلاثي يودوثيرونين (T3) وهرمون ثيروكسين (T4). ويوجد العديد من الحالات الصحية التي تسبب نشاط الغدة الدرقية ومن أسباب نشاط الغدة الدرقية ما يلي: الإصابة بأحد اضطرابات المناعة الذاتية الوراثية مثل مرض جريفز، حيث يتم إنتاج أجسام مضادة تهاجم الغدة الدرقية وتسبب إنتاج كميات كبيرة من هرمونات الغدة الدرقية. وتشيع هذه الحالة عند الإناث مقارنة بالذكور وتشكل حوالي 85% من حالات نشاط الغدة الدرقية. الإصابة بحالة تسمى عقيدات الغدة الدرقية، وهي عبارة عن كتلة في الغدة الدرقية تسبب إنتاج هرمونات الغدة الدرقية بكمية أكبر مما يحتاجه الجسم, الإصابة بحالة تسمى التهاب الغدة الدرقية. العمل على استهلاك كميات كبيرة من اليود ضمن النظام الغذائي أو من خلال الأدوية مثل علاج أميودارون الذي يستخدم في حالات عدم انتظام ضربات القلب، حيث أن الغدة الدرقية تستخدم اليود من أجل إنتاج هرمون الغدة الدرقية وبالتالي فإن استهلاك كمية كبيرة من اليود يسبب نشاط الغدة الدرقية. الإصابة بوجود مستويات مرتفعة من هرمون الحمل في الدم خاصة في بداية الحمل أو الحمل المتعدد أو الحمل العنقودي. الإصابة بوجود ورم في الغدة النخامية التي توجد في قاعدة الدماغ مما يؤثر على مستويات الهرمونات التي تنتجها الغدة الدرقية. الإصابة بحالات سرطان الغدة الدرقية. الإصابة بوجود ورم في المبيض أو الخصيتين. العمل على تناول جرعات كبيرة من هرمون الغدة الدرقية الذي يستخدم في علاج حالات خمول الغدة الدرقية. وتوجد بعض عوامل الخطورة التي تزيد من خطر الإصابة بحالات نشاط الغدة الدرقية ومن أبرز هذه الحالات ما يلي: الجنس، حيث أن الإناث أكثر عرضة للإصابة بنشاط الغدة الدرقية. العمر، حيث تزيد نسبة الإصابة بنشاط الغدة الدرقية بعد عمر ال 60. الحمل أو إنجاب طفل خلال ال6 أشهر الماضية. الخضوع لعملية جراحية في الغدة الدرقية أو الإصابة بمشاكل في الغدة الدرقية مثل تضخم الغدة الدرقية. التاريخ العائلي لمشاكل الغدة الدرقية. استخدام المكملات الغذائية التي تحتوي على اليود. الإصابة بحالات فقر الدم الوبيل، حيث لا يمكن إنتاج خلايا الدم الحمراء نتيجة عدم وجود كمية كافية من فيتامين ب 12. الإصابة باضطرابات هرمونية مختلفة في الجسم. الإصابة بحالات قصور الغدة الكظرية الأولي. الإصابة بمرض السكري من النوع الأول. للمزيد: أدوية الغدة الدرقية النشطة جراحة الغدة الدرقية",ما هي اهم اسباب نشاط الغده الدرقيه?,"يعاني العديد من الاشخاص من حاله صحيه تسمي نشاط الغده الدرقيه حيث يحدث في هذه الحاله افراز كميه كبيره من هرمونات الغده الدرقيه وهما ثلاثي يودوثيرونين (t3) وهرمون ثيروكسين (t4). ويوجد العديد من الحالات الصحيه التي تسبب نشاط الغده الدرقيه ومن اسباب نشاط الغده الدرقيه ما يلي: الاصابه باحد اضطرابات المناعه الذاتيه الوراثيه مثل مرض جريفز, حيث يتم انتاج اجسام مضاده تهاجم الغده الدرقيه وتسبب انتاج كميات كبيره من هرمونات الغده الدرقيه. وتشيع هذه الحاله عند الاناث مقارنه بالذكور وتشكل حوالي 85% من حالات نشاط الغده الدرقيه. الاصابه بحاله تسمي عقيدات الغده الدرقيه, وهي عباره عن كتله في الغده الدرقيه تسبب انتاج هرمونات الغده الدرقيه بكميه اكبر مما يحتاجه الجسم, الاصابه بحاله تسمي التهاب الغده الدرقيه. العمل علي استهلاك كميات كبيره من اليود ضمن النظام الغذايي او من خلال الادويه مثل علاج اميودارون الذي يستخدم في حالات عدم انتظام ضربات القلب, حيث ان الغده الدرقيه تستخدم اليود من اجل انتاج هرمون الغده الدرقيه وبالتالي فان استهلاك كميه كبيره من اليود يسبب نشاط الغده الدرقيه. الاصابه بوجود مستويات مرتفعه من هرمون الحمل في الدم خاصه في بدايه الحمل او الحمل المتعدد او الحمل العنقودي. الاصابه بوجود ورم في الغده النخاميه التي توجد في قاعده الدماغ مما يوثر علي مستويات الهرمونات التي تنتجها الغده الدرقيه. الاصابه بحالات سرطان الغده الدرقيه. الاصابه بوجود ورم في المبيض او الخصيتين. العمل علي تناول جرعات كبيره من هرمون الغده الدرقيه الذي يستخدم في علاج حالات خمول الغده الدرقيه. وتوجد بعض عوامل الخطوره التي تزيد من خطر الاصابه بحالات نشاط الغده الدرقيه ومن ابرز هذه الحالات ما يلي: الجنس, حيث ان الاناث اكثر عرضه للاصابه بنشاط الغده الدرقيه. العمر, حيث تزيد نسبه الاصابه بنشاط الغده الدرقيه بعد عمر ال 60. الحمل او انجاب طفل خلال ال6 اشهر الماضيه. الخضوع لعمليه جراحيه في الغده الدرقيه او الاصابه بمشاكل في الغده الدرقيه مثل تضخم الغده الدرقيه. التاريخ العايلي لمشاكل الغده الدرقيه. استخدام المكملات الغذاييه التي تحتوي علي اليود. الاصابه بحالات فقر الدم الوبيل, حيث لا يمكن انتاج خلايا الدم الحمراء نتيجه عدم وجود كميه كافيه من فيتامين ب 12. الاصابه باضطرابات هرمونيه مختلفه في الجسم. الاصابه بحالات قصور الغده الكظريه الاولي. الاصابه بمرض السكري من النوع الاول. للمزيد: ادويه الغده الدرقيه النشطه جراحه الغده الدرقيه",2149
ahd5k_02203,531473,graph_train,أمراض الغدد الصماء,Endocrine,السلام عليكم انا مصاب بالغدة السامة منذ 8 اشهر وقد تحولت الى خاملة بعد اخذ لدواء المضاد فماهو العلاج المناسب لهما .علما الدواء الذي استعمله هو carbimazole 5mg فقط,يوجد سببين لتحول الغدة من سامة الى خاملة هما 1) التهابات الغدة الدرقية (Thyroiditis) تحدث تكسيرا في الغدة فيزداد اطلاق الهرمون المختزن فيها (ولا يزداد الافراز أو الانتاج) مسببا السمية في البداية ولكن يعقب هذا خمول بسبب استهلاك الغدة والعلاج بعد انتهاء الفترة السامة المؤقتة يعتمد على نوع الالتهاب فمثلا الالتهاب الفيروسي يشفى منه المريض تلقائيا بعد فترة أما التهاب هاشيموتو فيحتاج لعلاج تعويضي مستمر بالثيروكسين 2) جرعة أكثر من اللازم من كاربيمازول والعلاج هو خفض الجرعة حتى تتناسب مع الافراز,السلام عليكم انا مصاب بالغده السامه منذ 8 اشهر وقد تحولت الي خامله بعد اخذ لدواء المضاد فماهو العلاج المناسب لهما .علما الدواء الذي استعمله هو carbimazole 5mg فقط,يوجد سببين لتحول الغده من سامه الي خامله هما 1) التهابات الغده الدرقيه (thyroiditis) تحدث تكسيرا في الغده فيزداد اطلاق الهرمون المختزن فيها (ولا يزداد الافراز او الانتاج) مسببا السميه في البدايه ولكن يعقب هذا خمول بسبب استهلاك الغده والعلاج بعد انتهاء الفتره السامه الموقته يعتمد علي نوع الالتهاب فمثلا الالتهاب الفيروسي يشفي منه المريض تلقاييا بعد فتره اما التهاب هاشيموتو فيحتاج لعلاج تعويضي مستمر بالثيروكسين 2) جرعه اكثر من اللازم من كاربيمازول والعلاج هو خفض الجرعه حتي تتناسب مع الافراز,654
ahd5k_02207,808012,graph_train,علم التشريح,Anatomy,عندي سؤال عن سرطان القولون والكلى مش شغاله,"سرطان المستقيم هو سرطان الجزء الاخير من القولون. ويشكل سرطان المستقيم 50% من سرطانات القولون , والذي تزداد درجة تطوره بازدياد حجمه أو تسطحه , الشكل الشائع: هو الشكل اللاعرضي وحتى مرحلة متقدمة من الورم. - الشكل الاعتيادي: خروج الدم مع البراز, الم اسفل البطن , حيث أن اكثر من نصف الحالات تترافق مع الم عند التشخيص وخاصة الم القولون , حيث يشعر الشخص بألم من 2-3 نوبة / اليوم تترافق مع قرقرة وارتياح بعد طرح الغازات و الفضلات . - فقر الدم ،تدهور الحالة العامة ، اضطرابات عادات التغوط (إسهال / إمساك ) أي تناوب حالات الإسهال والإمساك - جس كتلة بطنية ، نزف دم احمر من المستقيم ،البراز الزفتي ،انسداد الأمعاء. حالات نادرة: - انثقاب أمعاء - خراج حول القولون. يتم العلاج بطرق عديدة منها: 1- الجراحة: قد يكون الحل استئصال الورم عن طريق الجراحة. 2- المعالجة الكيماوية: يجب البدء بها خلال شهرين من انتهاء العمل الجراحي.تستمر 6-12 شهر. الادوية المستعملة:ليفاميسول ٥ ف يوLevamisole -5FU . 3. المعالجة الشعاعية (علاج بالاشعة) :- المعالجة بالليزر عن طريق التنظير . وبالنسبه لمساكل الكلى قد يكون لها اكثر من سبب لذا يجب مراجعة الطبيب لتحديد المشكلة بدقة",عندي سوال عن سرطان القولون والكلي مش شغاله,"سرطان المستقيم هو سرطان الجزء الاخير من القولون. ويشكل سرطان المستقيم 50% من سرطانات القولون , والذي تزداد درجه تطوره بازدياد حجمه او تسطحه , الشكل الشايع: هو الشكل اللاعرضي وحتي مرحله متقدمه من الورم. - الشكل الاعتيادي: خروج الدم مع البراز, الم اسفل البطن , حيث ان اكثر من نصف الحالات تترافق مع الم عند التشخيص وخاصه الم القولون , حيث يشعر الشخص بالم من 2-3 نوبه / اليوم تترافق مع قرقره وارتياح بعد طرح الغازات و الفضلات . - فقر الدم ,تدهور الحاله العامه , اضطرابات عادات التغوط (اسهال / امساك ) اي تناوب حالات الاسهال والامساك - جس كتله بطنيه , نزف دم احمر من المستقيم ,البراز الزفتي ,انسداد الامعاء. حالات نادره: - انثقاب امعاء - خراج حول القولون. يتم العلاج بطرق عديده منها: 1- الجراحه: قد يكون الحل استيصال الورم عن طريق الجراحه. 2- المعالجه الكيماويه: يجب البدء بها خلال شهرين من انتهاء العمل الجراحي.تستمر 6-12 شهر. الادويه المستعمله:ليفاميسول 5 ف يوlevamisole -5fu . 3. المعالجه الشعاعيه (علاج بالاشعه) :- المعالجه بالليزر عن طريق التنظير . وبالنسبه لمساكل الكلي قد يكون لها اكثر من سبب لذا يجب مراجعه الطبيب لتحديد المشكله بدقه",1078
ahd5k_02213,236748,graph_train,أمراض باطنية,Esoteric,هل تشمع الكبد يوثر على مقدار البول او يسمع اصوات للسوائل في البطن,السلام عليكم ورحمة الله وبركاته بالنسبه لتشمع الكبد يؤثر على البول الله يكرمك من لون وكميه كما يوجد مرض يصاب فيه مريض التشمع الكبدي يسمى hepatorenal syndrome مما يسبب فشل بالكلى من اثر الكبد موضوع سماع اصوات في البطن وارد بسبب انه تشمع الكبد يسبب ترسبات سوائل في البطن ومما يسبب انتفاخ,هل تشمع الكبد يوثر علي مقدار البول او يسمع اصوات للسوايل في البطن,السلام عليكم ورحمه الله وبركاته بالنسبه لتشمع الكبد يوثر علي البول الله يكرمك من لون وكميه كما يوجد مرض يصاب فيه مريض التشمع الكبدي يسمي hepatorenal syndrome مما يسبب فشل بالكلي من اثر الكبد موضوع سماع اصوات في البطن وارد بسبب انه تشمع الكبد يسبب ترسبات سوايل في البطن ومما يسبب انتفاخ,350
ahd5k_02217,426546,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,علاج كونكور 2.5ملجم تم وصفه لي من قبل دكتور القلب حيث انني لدي تشوه خلقي في صمام القلب وحصل لي تعب بسيط خاصه اذا اردت الاستلقاء على الفراش ومع هذا...,"لا نعرف لماذا لم تستخدم العلاج الموصوف من قبل أخصائي القلبية ما دام قد شخص الحالة بدقة, وننصح الآن بمعاودته للتحقق من الأعراض الجديدة وإعادة تقييم الحالة إن كان قد مضى فترة طويلة على التشخيص الأول.",علاج كونكور 2.5ملجم تم وصفه لي من قبل دكتور القلب حيث انني لدي تشوه خلقي في صمام القلب وحصل لي تعب بسيط خاصه اذا اردت الاستلقاء علي الفراش ومع هذا.,"لا نعرف لماذا لم تستخدم العلاج الموصوف من قبل اخصايي القلبيه ما دام قد شخص الحاله بدقه, وننصح الان بمعاودته للتحقق من الاعراض الجديده واعاده تقييم الحاله ان كان قد مضي فتره طويله علي التشخيص الاول.",346
ahd5k_02245,299957,graph_train,أمراض الأسنان,Dental,سؤال .. عندي الم في ضروس في الفك العلوي لما رحت لطبيب الاسنان فحص قالي لا يوجد اي تسوس . عمل فحص لكن الم مازال مستمر قال ممكن التهاب لثة...,يمكن إجراء الفحص عند طبيب آخر و الأفضل الاستعانة بصور الأشعة,سوال . عندي الم في ضروس في الفك العلوي لما رحت لطبيب الاسنان فحص قالي لا يوجد اي تسوس . عمل فحص لكن الم مازال مستمر قال ممكن التهاب لثه.,يمكن اجراء الفحص عند طبيب اخر و الافضل الاستعانه بصور الاشعه,199
ahd5k_02249,784955,graph_train,علم الأجنة,Embryology,كيف يمكن ان يتاثر الجنين باضطرابات السكر في الام بمعنى هل اذا حدث هبوط او ارتفاع للسكر مرة واحدة يتاثر الجنين فوراحيث انني مصابة بالسكري واجهضت في الاسبوع السابع حيث...,يمكن أن يؤثر مرض السكري أثناء الحمل بما في ذلك النوع الأول، أو الثاني، أو سكري الحمل بشكل سلبي على صحة الأم والجنين. بالنسبة للنساء المصابات بمرض السكري من النوع الأول أو الثاني، فإن ارتفاع نسبة السكر في الدم واضطرابات السكر في الدم قبل حدوث الحمل وخلال الأشهر الثلاثة الأولى من الحمل يزيد من خطر إصابة الأطفال بالعيوب الخلقية والولادة المبكرة. وبالنسبة للنساء المصابات بأي نوع من مرض السكري، فإن ارتفاع نسبة السكر في الدم طوال فترة الحمل يزيد من خطر المشاكل التالية: تعرض النساء للولادة القيصرية. الإصابة بتسمم الحمل. زيادة خطر الولادة المبكرة أو الإجهاض. ولادة الطفل بوزن أكبر من اللازم وأن يصاب بالسمنة. إصابة الطفل بمرض السكري من النوع الثاني في المستقبل. وترجع هذه المخاطر إلى حصول الجنين على الكثير من السكر عبر المشيمة، وهذا السكر الزائد يستشعره بنكرياس الطفل ويصنع المزيد من الأنسولين لاستخدامه. بعد ذلك، يتم تحويل هذا السكر الإضافي إلى دهون، مما يجعل حجم الطفل كبير. هناك تساؤل قد يدور في ذهن كثير من الحوامل وهو هل سكر الحمل يؤثر على حركة الجنين، وبالنسبة لذلك يمكن ملاحظة العلاقة بين حركة الجنين وارتفاع السكر، حيث أن فرط الحركة قد يعتبر مؤشراً على ارتفاع سكر الدم. كما تتساءل العديد من النساء هل انخفاض السكر يسبب وفاة الجنين، ويجب العلم أنه يشكل انخفاض السكر لدى الحامل خطورة كبيرة على الطفل، حيث يعرض المرأة للإجهاض أو موت الجنين داخل الرحم، وذلك في حالة عدم علاجه بأسرع وقت ممكن. ولتفادي هذه المخاطر، يجب على الحامل المصابة بمرض السكري أن تتبع الإجراءات التالية: مراقبة معدلات السكر باستمرار والمتابعة مع الطبيب. الإلتزام بتناول أدوية السكري بالجرعات المحددة. اتباع نمط غذائي مناسب لمرضى السكري. اقرأ أيضاً: هل يؤثر مرض السكري على الحمل والإنجاب؟ الحمل ومرض السكري المراجع Diabetes During Pregnancy Diabetes and Pregnancy Type 1 or Type 2 Diabetes and Pregnancy,كيف يمكن ان يتاثر الجنين باضطرابات السكر في الام بمعني هل اذا حدث هبوط او ارتفاع للسكر مره واحده يتاثر الجنين فوراحيث انني مصابه بالسكري واجهضت في الاسبوع السابع حيث.,"يمكن ان يوثر مرض السكري اثناء الحمل بما في ذلك النوع الاول, او الثاني, او سكري الحمل بشكل سلبي علي صحه الام والجنين. بالنسبه للنساء المصابات بمرض السكري من النوع الاول او الثاني, فان ارتفاع نسبه السكر في الدم واضطرابات السكر في الدم قبل حدوث الحمل وخلال الاشهر الثلاثه الاولي من الحمل يزيد من خطر اصابه الاطفال بالعيوب الخلقيه والولاده المبكره. وبالنسبه للنساء المصابات باي نوع من مرض السكري, فان ارتفاع نسبه السكر في الدم طوال فتره الحمل يزيد من خطر المشاكل التاليه: تعرض النساء للولاده القيصريه. الاصابه بتسمم الحمل. زياده خطر الولاده المبكره او الاجهاض. ولاده الطفل بوزن اكبر من اللازم وان يصاب بالسمنه. اصابه الطفل بمرض السكري من النوع الثاني في المستقبل. وترجع هذه المخاطر الي حصول الجنين علي الكثير من السكر عبر المشيمه, وهذا السكر الزايد يستشعره بنكرياس الطفل ويصنع المزيد من الانسولين لاستخدامه. بعد ذلك, يتم تحويل هذا السكر الاضافي الي دهون, مما يجعل حجم الطفل كبير. هناك تساول قد يدور في ذهن كثير من الحوامل وهو هل سكر الحمل يوثر علي حركه الجنين, وبالنسبه لذلك يمكن ملاحظه العلاقه بين حركه الجنين وارتفاع السكر, حيث ان فرط الحركه قد يعتبر موشرا علي ارتفاع سكر الدم. كما تتساءل العديد من النساء هل انخفاض السكر يسبب وفاه الجنين, ويجب العلم انه يشكل انخفاض السكر لدي الحامل خطوره كبيره علي الطفل, حيث يعرض المراه للاجهاض او موت الجنين داخل الرحم, وذلك في حاله عدم علاجه باسرع وقت ممكن. ولتفادي هذه المخاطر, يجب علي الحامل المصابه بمرض السكري ان تتبع الاجراءات التاليه: مراقبه معدلات السكر باستمرار والمتابعه مع الطبيب. الالتزام بتناول ادويه السكري بالجرعات المحدده. اتباع نمط غذايي مناسب لمرضي السكري. اقرا ايضا: هل يوثر مرض السكري علي الحمل والانجاب? الحمل ومرض السكري المراجع diabetes during pregnancy diabetes and pregnancy type 1 or type 2 diabetes and pregnancy",1844
ahd5k_02266,432464,graph_train,صحة الطفل,Child health,لدى والدتي صداع في جنبي الرأس فحص النظر سليم تقريبا تستخدم النظارات تبلغ من العمر 44 سنة ما العمل الرجاء الرد,سؤالك لاعلاقة له بصحة الاطفال.سلامتك,لدي والدتي صداع في جنبي الراس فحص النظر سليم تقريبا تستخدم النظارات تبلغ من العمر 44 سنه ما العمل الرجاء الرد,سوالك لاعلاقه له بصحه الاطفال.سلامتك,145
ahd5k_02282,559113,graph_train,أمراض باطنية,Esoteric,انا اشعر بلحرقان ف الكبد و الم ف الجسم مشابه إلئ الم المفاصل مع الدوار و الصداع في فترات متقاربه بشكلً ما ، و الم ف الحلق ...هل هي اعراض...,ليست اعراض كورونا او فلو لكن ربما التهاب بمجرى التنفس العلوي,"انا اشعر بلحرقان ف الكبد و الم ف الجسم مشابه الي الم المفاصل مع الدوار و الصداع في فترات متقاربه بشكل ما , و الم ف الحلق .هل هي اعراض.",ليست اعراض كورونا او فلو لكن ربما التهاب بمجري التنفس العلوي,199
ahd5k_02292,738610,graph_train,أمراض الدم,Blood,والدتي تعاني من نقص في الدم مع الالم في المعده,الم المعدجة يجب معرفة سببه وذل بعمل دراسة للمعدة ولنبدأ بفحص الجرثومة الحلزونية ، وربما سنحتاج لاحقا لمنظار للمعدة اما نقص الدم فهذ يجب توضيحة بشكل جيد ودراسته لمعرفة السبب وعلاجه,والدتي تعاني من نقص في الدم مع الالم في المعده,"الم المعدجه يجب معرفه سببه وذل بعمل دراسه للمعده ولنبدا بفحص الجرثومه الحلزونيه , وربما سنحتاج لاحقا لمنظار للمعده اما نقص الدم فهذ يجب توضيحه بشكل جيد ودراسته لمعرفه السبب وعلاجه",225
ahd5k_02313,807750,graph_train,علم التشريح,Anatomy,"اجريت عملية جراحية على الركبة استئصال الغضروفي وهذاقبل ثلاثة اشهرولكن حثى الان لم اتعفى تماماف يتمتل \"" متى اشفىمن هذا المرض اي المدةالزمانية وهل استطيع العودة الى الاعب كرة القذم...",قد تستمر ثلاثة أشهر أخرى ، وفي الغالب لن تتمكن من اللعب مرة آخرى بشكل محترف. استشر جراحك.,"اجريت عمليه جراحيه علي الركبه استيصال الغضروفي وهذاقبل ثلاثه اشهرولكن حثي الان لم اتعفي تماماف يتمتل \"" متي اشفيمن هذا المرض اي المدهالزمانيه وهل استطيع العوده الي الاعب كره القذم.","قد تستمر ثلاثه اشهر اخري , وفي الغالب لن تتمكن من اللعب مره اخري بشكل محترف. استشر جراحك.",271
ahd5k_02318,777880,graph_train,تشخيص,Diagnosis,زوجي يشكوو من ألم فضيع بالجنب مع صداع وظهور عرق بارز في جهه من الراس وضيق بالتنفس ولايستطيع ان يتحرك عندما تنتابه هذي الحاله وتستمرنصف ساعه او اقل وذهب لطبيب...,كون الحالة غير ناجمة عن آفة قلبية لا يعني أن لا سبب لها ، فالفحص الطبي السريري ينبغي أن يحدد إن كان هنا شيء عضوي أم لا وعلى ضوء نتيجة الفحص سيكون السلوك الطبي الأمثل وفقاً لخصائص الحالة وسببها,زوجي يشكوو من الم فضيع بالجنب مع صداع وظهور عرق بارز في جهه من الراس وضيق بالتنفس ولايستطيع ان يتحرك عندما تنتابه هذي الحاله وتستمرنصف ساعه او اقل وذهب لطبيب.,"كون الحاله غير ناجمه عن افه قلبيه لا يعني ان لا سبب لها , فالفحص الطبي السريري ينبغي ان يحدد ان كان هنا شيء عضوي ام لا وعلي ضوء نتيجه الفحص سيكون السلوك الطبي الامثل وفقا لخصايص الحاله وسببها",352
ahd5k_02329,327080,graph_train,أرجية حساسية,Allergic allergy,اعاني من ضيق بلتنفس عند حدوث الغبار في الجو ماهي الوسائل المعالجه,اخذ علاج وقائي وعلاجي عند طبيب,اعاني من ضيق بلتنفس عند حدوث الغبار في الجو ماهي الوسايل المعالجه,اخذ علاج وقايي وعلاجي عند طبيب,95
ahd5k_02381,802707,graph_train,علم الأجنة,Embryology,اريد اعرف ماهى الحقيق العلمى فى ولدت الطفل داخل كيس اوغشاء عند ولداته,"تكون الولاده بعد انفجار كيس او غشاء الماء حول الجنين الذي يحتوي على السائل الامنيوسي. فاذا ولد الجنين داخل الكيس فعادة\"" يكون هذا فقط جزء من الكيس وليس له اي منافع او اضرار",اريد اعرف ماهي الحقيق العلمي في ولدت الطفل داخل كيس اوغشاء عند ولداته,"تكون الولاده بعد انفجار كيس او غشاء الماء حول الجنين الذي يحتوي علي السايل الامنيوسي. فاذا ولد الجنين داخل الكيس فعاده\"" يكون هذا فقط جزء من الكيس وليس له اي منافع او اضرار",241
ahd5k_02399,526387,graph_train,جراحة القلب والشرايين,Cardiovascular surgery,عندي عمليه قلب مفتوح لتغيير اربع شرايين ولا أعاني من اي شي سوي الضغط فقط وعندي ٣٩سنه ومركب ثلاث دعامات من ثلاث سنوات والآن محتاج قلب مفتوح نسبه نجاح العمليه...,نسبه النجاح يتم تحديدها طبقا لعمليات كثيره بواسطه الطبيب منها كفائه عضله القلب ؤجود سكر الوزن وظيفه الكلي العمر تاريخ جلطات قبل ذلك من عدمه,عندي عمليه قلب مفتوح لتغيير اربع شرايين ولا اعاني من اي شي سوي الضغط فقط وعندي 39سنه ومركب ثلاث دعامات من ثلاث سنوات والان محتاج قلب مفتوح نسبه نجاح العمليه.,نسبه النجاح يتم تحديدها طبقا لعمليات كثيره بواسطه الطبيب منها كفايه عضله القلب وجود سكر الوزن وظيفه الكلي العمر تاريخ جلطات قبل ذلك من عدمه,298
ahd5k_02411,136621,graph_train,أمراض باطنية,Esoteric,والدي كان شال ورم في القولون من 3 سنين تقريبا و نقل على الكبد بؤرتين وعمل تردد حراري من سنة بس ماتشالوش ووالدي خايف يعمل جراحة ويشيل الجزء من الكبد...,لازم يعمل العملية ليس لها بديل ولو الطبيب المعالج أقر بها يبقي لازم,والدي كان شال ورم في القولون من 3 سنين تقريبا و نقل علي الكبد بورتين وعمل تردد حراري من سنه بس ماتشالوش ووالدي خايف يعمل جراحه ويشيل الجزء من الكبد.,لازم يعمل العمليه ليس لها بديل ولو الطبيب المعالج اقر بها يبقي لازم,217
ahd5k_02443,45863,graph_train,أمراض الدم,Blood,الدكتور متابع الحاله قال ثلاسيمياوقالى حالته العامه كويسه ممكن يكون بسيط وطلب تحليل لتحديد الدرجه والنوع دكتور تانى قالى التحليل مش محدد و طالب إعادة التحليل بعد تمام عمر السنه...,يجب المقارنة مع صورة الدم توجد زيادة في بعض انواع الهيموكلوبين التي تتكون في ( صفة ) و ليس مرض الثلاسيميا في كل الأحوال صفة الثلاسيميا محتملة بهذا التحليل و لا تحتاج تداخل علاجي لانها صفة وليست مرض,الدكتور متابع الحاله قال ثلاسيمياوقالي حالته العامه كويسه ممكن يكون بسيط وطلب تحليل لتحديد الدرجه والنوع دكتور تاني قالي التحليل مش محدد و طالب اعاده التحليل بعد تمام عمر السنه.,يجب المقارنه مع صوره الدم توجد زياده في بعض انواع الهيموكلوبين التي تتكون في ( صفه ) و ليس مرض الثلاسيميا في كل الاحوال صفه الثلاسيميا محتمله بهذا التحليل و لا تحتاج تداخل علاجي لانها صفه وليست مرض,376
ahd5k_02465,771895,graph_train,الطب البديل,Alternative medicine,السلام عليكم هل يوجد علاج بالطب البديل لعلاج التهاب اللوزتين لان كثرة استعمال المضادات الحيويه تصعف المناعه وشكرا,لا يوجد علاج شافي بالأعشاب لإلتهاب اللحلق واللوزتينوزتين بدل المضادات الحيوية ولكن يمكنك تناول الثوم والبصل فهم مطهرانلإلتهاب ال,السلام عليكم هل يوجد علاج بالطب البديل لعلاج التهاب اللوزتين لان كثره استعمال المضادات الحيويه تصعف المناعه وشكرا,لا يوجد علاج شافي بالاعشاب لالتهاب اللحلق واللوزتينوزتين بدل المضادات الحيويه ولكن يمكنك تناول الثوم والبصل فهم مطهرانلالتهاب ال,241
ahd5k_02470,774384,graph_train,تشخيص,Diagnosis,سوألي هناك فتاه تشعر بحراره شديده في جسمها الخارجي وقليل جدا من داخل جسمها ولاترتاح الا بالاغتسال ومستمر الحال معها قرابه الثلاث ايام ماهو التشخيص لهذي الحاله وشكراا,"قد يكون عندها نوع من أنواع الحساسية، ننصحها بالمكوث قي جو بارد وتناول مضاد للهيستامين مثل تيليفاست أو إكزوفين أ, أي نوع آخر",سوالي هناك فتاه تشعر بحراره شديده في جسمها الخارجي وقليل جدا من داخل جسمها ولاترتاح الا بالاغتسال ومستمر الحال معها قرابه الثلاث ايام ماهو التشخيص لهذي الحاله وشكراا,"قد يكون عندها نوع من انواع الحساسيه, ننصحها بالمكوث قي جو بارد وتناول مضاد للهيستامين مثل تيليفاست او اكزوفين ا, اي نوع اخر",288
