relation_id,chunk_id,qa_id,source_row_number,candidate_relation_type,source_entity_id,source_name,source_type,target_entity_id,target_name,target_type,source_evidence,target_evidence,candidate_method,needs_llm_validation
rel_seed_c864015f641da4b3,chunk_00253,ahd5k_04317,16556,TREATED_BY,ent_merge_001802,سكري,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,تعاني جدتي من عضه بسبب الطفل في الثدي وهي تعاني من السكري,اخذت مضاد حيوي,entity_type_cooccurrence_same_qa,true
rel_seed_6c560d35cef42f44,chunk_00254,ahd10k_04169,642615,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000924,آشعة,Test,تم عمل التراسوند لرجلي الشمال لالتهاب مع نهاية العرقوب,ينصح بعمل أشعة رنين لتحديد وجود قطع جزئي بوتر اكيلس من عدمه,entity_type_cooccurrence_same_qa,true
rel_seed_e7216611a7319d32,chunk_00255,ahd10k_02440,456862,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001492,فوتركس,Treatment,هو مسكن ألم و خافض حرارة و مضاد التهاب,طلب مني طبيب الأسنان تناول فوتركس 50,entity_type_cooccurrence_same_qa,true
rel_seed_dba54353e9afe5a0,chunk_00255,ahd5k_02099,404723,HAS_SYMPTOM,ent_merge_000201,امساك,DiseaseCondition,ent_merge_001861,البراز,Symptom,انا اعاني من الامساك,وعندما ادخل الى المرحاض اشعر بان البراز في فتحة المستقيم,entity_type_cooccurrence_same_qa,true
rel_seed_723b96cbe0672bd4,chunk_00255,ahd5k_03904,618255,HAS_SYMPTOM,ent_merge_000201,امساك,DiseaseCondition,ent_merge_001879,الشرج,Symptom,لاحظت أن الشّرج لديّ متسع اتساع خفيف وأجهل السبب هل هو بفعل الامساك,لاحظت أن الشّرج لديّ متسع اتساع خفيف,entity_type_cooccurrence_same_qa,true
rel_seed_38aecd238d559d29,chunk_00255,ahd5k_04018,589854,HAS_SYMPTOM,ent_merge_000201,امساك,DiseaseCondition,ent_merge_001861,البراز,Symptom,لعلاج الامساك وبالتالي شفاء الشق الشرجي,تناول كأس ماء كبير على الريق يوميا فور النهوض من الفراش والانتظار حوالي 15 دقيقة حيث يبدأ الشعور بالتغوط,entity_type_cooccurrence_same_qa,true
rel_seed_26c2d9caf83cbd0e,chunk_00255,ahd5k_04338,694132,HAS_SYMPTOM,ent_merge_000232,بواسير,DiseaseCondition,ent_merge_001861,البراز,Symptom,هل هذه بواسير...,نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,entity_type_cooccurrence_same_qa,true
rel_seed_f0e667fdbcb0e65c,chunk_00255,ahd5k_04338,694132,HAS_SYMPTOM,ent_merge_000232,بواسير,DiseaseCondition,ent_merge_001879,الشرج,Symptom,هل هذه بواسير...,لدي بروزات في فتحة الشرج,entity_type_cooccurrence_same_qa,true
rel_seed_904cce4b2d47f509,chunk_00255,ahd5k_04338,694132,HAS_SYMPTOM,ent_merge_000201,امساك,DiseaseCondition,ent_merge_001861,البراز,Symptom,اعتقد انها داخلية لانها تظهر الى الخارج واتحسسها بعد عملية التغوط نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,entity_type_cooccurrence_same_qa,true
rel_seed_d926eb9127731825,chunk_00255,ahd5k_04338,694132,HAS_SYMPTOM,ent_merge_000201,امساك,DiseaseCondition,ent_merge_001879,الشرج,Symptom,اعتقد انها داخلية لانها تظهر الى الخارج واتحسسها بعد عملية التغوط نتبجة لتوسع فتحة الشرج .مالعمل ؟هل هذه بواسير... ام انني اعاني من امساك,لدي بروزات في فتحة الشرج,entity_type_cooccurrence_same_qa,true
rel_seed_aae466398f4d5374,chunk_00256,ahd10k_06466,666277,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000830,صداع,Symptom,انني اعاني من التهاب في مفصل الفك الايسر,انني اعاني من التهاب في مفصل الفك الايسر وذهبت الى طبيب اختصاص انف واذن وحنجرة وانه لم يستطيع تشخيص حالتي علما اني اعاني من صداع يبدا من فكي حتى اعلى,entity_type_cooccurrence_same_qa,true
rel_seed_3b793cce887f334b,chunk_00256,ahd5k_03529,226881,HAS_SYMPTOM,ent_merge_001729,الخراج,DiseaseCondition,ent_merge_000617,آلام,Symptom,الخراج المستمر,آلام,entity_type_cooccurrence_same_qa,true
rel_seed_654ce540e88b72c5,chunk_00256,ahd5k_03529,226881,TREATED_BY,ent_merge_001729,الخراج,DiseaseCondition,ent_merge_002089,العمليات,Treatment,الخراج المستمر,عملية,entity_type_cooccurrence_same_qa,true
rel_seed_9ab9e256703f46d1,chunk_00256,ahd5k_03529,226881,TREATED_BY,ent_merge_000617,آلام,Symptom,ent_merge_002089,العمليات,Treatment,آلام,عملية,entity_type_cooccurrence_same_qa,true
rel_seed_c40c42e1eef81dd6,chunk_00257,ahd10k_09355,457059,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001422,زرع السن,Treatment,لدي التهاب في لثة,اقترح علي الطبيب عملية اعادة زرع للسن,entity_type_cooccurrence_same_qa,true
rel_seed_0381e15f6c3fe687,chunk_00257,ahd5k_03486,212585,DIAGNOSED_BY,ent_merge_001781,تكيسات مائية,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,تكيسات مائية في الغدة الدرقية,تحليل العينات,entity_type_cooccurrence_same_qa,true
rel_seed_7daece724072ec57,chunk_00257,ahd5k_03486,212585,TREATED_BY,ent_merge_001781,تكيسات مائية,DiseaseCondition,ent_merge_001145,استئصال,Treatment,تكيسات مائية في الغدة الدرقية,استئصال الفص او الفصوص,entity_type_cooccurrence_same_qa,true
rel_seed_d534a97dc7df4983,chunk_00258,ahd10k_00498,642811,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,استشارة الطبيب حول الحاجة لاستخدام مضاد حيوي في حال وجود التهاب في أحد المسالك البولية,استشارة الطبيب حول الحاجة لاستخدام مضاد حيوي في حال وجود التهاب في أحد المسالك البولية,entity_type_cooccurrence_same_qa,true
rel_seed_3fb2bc68e2800904,chunk_00258,ahd10k_00498,642811,TREATED_BY,ent_merge_000336,حصى الحالب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,زوجي يعاني من وجود حصى وبالاشعه وجدت في الحالب وبحجم كبير,استشارة الطبيب حول الحاجة لاستخدام مضاد حيوي في حال وجود التهاب في أحد المسالك البولية,entity_type_cooccurrence_same_qa,true
rel_seed_010726fd84a291db,chunk_00258,ahd10k_01114,633664,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000981,تحليل بول,Test,الصديد يظهر لوجود التهاب في المسالك البولية,قمت بعمل تحليل بول فوجدت أن هناك صديد في البول,entity_type_cooccurrence_same_qa,true
rel_seed_4137fee44b6f2df8,chunk_00258,ahd5k_01271,645363,TREATED_BY,ent_merge_001791,حصوة المرارة,DiseaseCondition,ent_merge_002023,استئصال المرارة بالتنظير,Treatment,العلاج الوحيد الناجع للحصيات المرارية العرضية..هو استئصال المرارة بالتنظير.,العلاج الوحيد الناجع للحصيات المرارية العرضية..هو استئصال المرارة بالتنظير.,entity_type_cooccurrence_same_qa,true
rel_seed_7d8ae06785868f59,chunk_00259,ahd10k_07355,557205,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000981,تحليل بول,Test,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,entity_type_cooccurrence_same_qa,true
rel_seed_5179f4233ef2a4ee,chunk_00259,ahd10k_07355,557205,DIAGNOSED_BY,ent_merge_000064,التهاب البول,DiseaseCondition,ent_merge_000981,تحليل بول,Test,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,entity_type_cooccurrence_same_qa,true
rel_seed_5fc8fd85c6843cda,chunk_00259,ahd10k_07355,557205,DIAGNOSED_BY,ent_merge_000075,التهاب الفرج,DiseaseCondition,ent_merge_000981,تحليل بول,Test,اسباب كثيره مثل الالتهابات البوليه او التهاب الفرج,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,entity_type_cooccurrence_same_qa,true
rel_seed_f3bc37fd673e52c9,chunk_00259,ahd10k_07355,557205,DIAGNOSED_BY,ent_merge_000092,التهاب المثانة,DiseaseCondition,ent_merge_000981,تحليل بول,Test,اسباب كثيره مثل الالتهابات البوليه او التهاب الفرج والمهبل,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,entity_type_cooccurrence_same_qa,true
rel_seed_3fb3591f17dd3aed,chunk_00259,ahd10k_07355,557205,DIAGNOSED_BY,ent_merge_000099,التهاب المهبل,DiseaseCondition,ent_merge_000981,تحليل بول,Test,اسباب كثيره مثل الالتهابات البوليه او التهاب الفرج والمهبل,انصح بعمل تحليل بول وعلاج التهابات البول ان وجدت,entity_type_cooccurrence_same_qa,true
rel_seed_2145f169787ad414,chunk_00259,ahd10k_07816,475677,DIAGNOSED_BY,ent_merge_000089,التهاب الكلى,DiseaseCondition,ent_merge_000981,تحليل بول,Test,ربما يكون هذا لتكون حصوه جديده او لوجود التهابات عليك عمل تحليل مخبري للبول,ربما يكون هذا لتكون حصوه جديده او لوجود التهابات عليك عمل تحليل مخبري للبول,entity_type_cooccurrence_same_qa,true
rel_seed_ff8f547a42f291bc,chunk_00259,ahd5k_04283,137316,TREATED_BY,ent_merge_001690,البحبس,DiseaseCondition,ent_merge_002229,مرحم الفوسيدين,Treatment,البحبس,مرحم الفوسيدين,entity_type_cooccurrence_same_qa,true
rel_seed_9253eb1b177822d2,chunk_00259,ahd5k_04283,137316,TREATED_BY,ent_merge_001690,البحبس,DiseaseCondition,ent_merge_002224,مدد حيوي,Treatment,البحبس,مدد حيوي,entity_type_cooccurrence_same_qa,true
rel_seed_a9081056cdd3cd50,chunk_00259,ahd5k_04283,137316,TREATED_BY,ent_merge_001690,البحبس,DiseaseCondition,ent_merge_002175,دوكسي صيكلين,Treatment,البحبس,دوكسي صيكلين,entity_type_cooccurrence_same_qa,true
rel_seed_30e66851de9874e0,chunk_00260,ahd10k_08100,609643,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,كان لدي التهاب فالبول,اجريت تحاليل للالتهابات,entity_type_cooccurrence_same_qa,true
rel_seed_9c496564a09637cd,chunk_00260,ahd10k_08100,609643,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001090,betasept,Treatment,كان لدي التهاب فالبول,غسول betasept,entity_type_cooccurrence_same_qa,true
rel_seed_60764bbdf2932b4e,chunk_00260,ahd10k_08100,609643,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001095,cipromax,Treatment,كان لدي التهاب فالبول,نوعين من الحبوب cipromax500- nospasm,entity_type_cooccurrence_same_qa,true
rel_seed_74e73676e0add7c5,chunk_00261,ahd10k_03334,563248,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001023,فحص,Test,حدثت التهابات و إفرازات من نفس العملية,يجب عمل فحص للسائل لتحديد الالتهاب,entity_type_cooccurrence_same_qa,true
rel_seed_2380425dfa288ddb,chunk_00261,ahd10k_03334,563248,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001601,مضاد حيوي,Treatment,حدثت التهابات و إفرازات من نفس العملية,واخد المضاد الحيوي المناسب,entity_type_cooccurrence_same_qa,true
rel_seed_230a92f40448e2b9,chunk_00261,ahd10k_04221,81158,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000776,حكة,Symptom,احتمال وجود التهاب فطرى خاصة أسفل الثدى,حكه بصدر,entity_type_cooccurrence_same_qa,true
rel_seed_b10b98f121ea52aa,chunk_00261,ahd5k_01533,29172,TREATED_BY,ent_merge_000232,بواسير,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,عملت عملية شرخ بالليزر منذ شهر و اسبوع و الجرح لم يلتئم هل هاذا طبييعي,السلام عليكم يا فندم قد بستغرق من اسبوع الى ١٠ ايام,entity_type_cooccurrence_same_qa,true
rel_seed_d723147c7790005b,chunk_00261,ahd5k_01543,578211,TREATED_BY,ent_merge_000232,بواسير,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,زوجتي تعاني من بديت بواسير وعمرها22سنه هل يوجدعلاج نهاءي وماهو العلاج,لا شك ان العلاج النهائي و الجذري للبواسير هو الجراحة و لكن نلجا اليه في حال فشل المعالجة المحافظة و في حالتك لا بد من التقييم من قبل الجراح لنصحبالمعلجة الامثل للحالة,entity_type_cooccurrence_same_qa,true
rel_seed_680fcd35665450fc,chunk_00261,ahd5k_02034,20482,TREATED_BY,ent_merge_000232,بواسير,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,اذا كانت لديك ماهو موضح في الصورة امامنا فهذي بواسير وقد تكون تحتوي على تجلطات دموية,انصحك بالذهاب لمتخصص بالجراحة العامة لاخذ نظرة عن قرب وعمل فحص لمعرفة اذا ما كان خراج شرجي ام بواسير,entity_type_cooccurrence_same_qa,true
rel_seed_3d0e9548921c2c5a,chunk_00262,ahd10k_04286,773622,DIAGNOSED_BY,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_000924,آشعة,Test,هل من الممكن اجراء عمليه تكبير صدر ؟؟ وماهي المخاطر التي...,كما أن عملية تكبير حجم الثديين لا تؤثر على نتيجة أشعة الثدي،,entity_type_cooccurrence_same_qa,true
rel_seed_d6e7a1b2ebca3c8b,chunk_00262,ahd10k_04286,773622,TREATED_BY,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_001327,تكبير الصدر,Treatment,هل من الممكن اجراء عمليه تكبير صدر ؟؟ وماهي المخاطر التي...,هل من الممكن اجراء عمليه تكبير صدر ؟؟,entity_type_cooccurrence_same_qa,true
rel_seed_51dfa3d735c42586,chunk_00262,ahd10k_04286,773622,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000924,آشعة,Test,موانع الاستعمال : 1- يمنع استعمال الجهاز للمراه الحامل والمرضعه وامراض القلب الخطيره .,كما أن عملية تكبير حجم الثديين لا تؤثر على نتيجة أشعة الثدي،,entity_type_cooccurrence_same_qa,true
rel_seed_fa13f40f10004f04,chunk_00262,ahd10k_04286,773622,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001327,تكبير الصدر,Treatment,موانع الاستعمال : 1- يمنع استعمال الجهاز للمراه الحامل والمرضعه وامراض القلب الخطيره .,هل من الممكن اجراء عمليه تكبير صدر ؟؟,entity_type_cooccurrence_same_qa,true
rel_seed_1825a9da9b453b3e,chunk_00262,ahd5k_02698,94283,HAS_SYMPTOM,ent_merge_000326,حساسية,DiseaseCondition,ent_merge_001925,فتحة الشرج,Symptom,حساسية,فتحة الشرج,entity_type_cooccurrence_same_qa,true
rel_seed_8bff484488a9615d,chunk_00263,ahd10k_08290,797807,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000696,انتفاخ,Symptom,ربما هو التهاب لمكان الغرز,أجريت عملية لشد الثدي وقد لاحظت بأنه حدث إنتفاخ مؤلم فوق غرز الجرح,entity_type_cooccurrence_same_qa,true
rel_seed_778b063eb07c1770,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001859,الانتان,Symptom,التهاب,الانتان,entity_type_cooccurrence_same_qa,true
rel_seed_99324e5a96b1991f,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001873,الخراج,Symptom,التهاب,الخراج,entity_type_cooccurrence_same_qa,true
rel_seed_d6137eb9f749c52d,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001893,النزف,Symptom,التهاب,النزف,entity_type_cooccurrence_same_qa,true
rel_seed_0a005731c80f5cbf,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002114,النظافة,Treatment,التهاب,النظافة,entity_type_cooccurrence_same_qa,true
rel_seed_0ecac0628c1f680c,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002080,الطعام,Treatment,التهاب,الطعام,entity_type_cooccurrence_same_qa,true
rel_seed_23908494c3f0799e,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_002091,الغذاء,Treatment,التهاب,الغذاء,entity_type_cooccurrence_same_qa,true
rel_seed_75c27085ca2efb87,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,التهاب,الجراحة,entity_type_cooccurrence_same_qa,true
rel_seed_a845a97c8afb7786,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001859,الانتان,Symptom,الناسور,الانتان,entity_type_cooccurrence_same_qa,true
rel_seed_fbfe4de33f572340,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001873,الخراج,Symptom,الناسور,الخراج,entity_type_cooccurrence_same_qa,true
rel_seed_a88d8f9a94fec851,chunk_00263,ahd5k_04455,651664,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001893,النزف,Symptom,الناسور,النزف,entity_type_cooccurrence_same_qa,true
rel_seed_8050780357cf5490,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_002114,النظافة,Treatment,الناسور,النظافة,entity_type_cooccurrence_same_qa,true
rel_seed_80ed2f2fd47a4d1b,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_002080,الطعام,Treatment,الناسور,الطعام,entity_type_cooccurrence_same_qa,true
rel_seed_28847cdb29b7bd1b,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_002091,الغذاء,Treatment,الناسور,الغذاء,entity_type_cooccurrence_same_qa,true
rel_seed_0f96997f0713625e,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,الناسور,الجراحة,entity_type_cooccurrence_same_qa,true
rel_seed_4dca69e2f643498d,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001859,الانتان,Symptom,ent_merge_002114,النظافة,Treatment,الانتان,النظافة,entity_type_cooccurrence_same_qa,true
rel_seed_313be09e6f29242a,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001859,الانتان,Symptom,ent_merge_002080,الطعام,Treatment,الانتان,الطعام,entity_type_cooccurrence_same_qa,true
rel_seed_8ebd9ba83982d3da,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001859,الانتان,Symptom,ent_merge_002091,الغذاء,Treatment,الانتان,الغذاء,entity_type_cooccurrence_same_qa,true
rel_seed_739f99f4c23189db,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001859,الانتان,Symptom,ent_merge_001196,الجراحة,Treatment,الانتان,الجراحة,entity_type_cooccurrence_same_qa,true
rel_seed_e8a4035c3dd1c682,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001873,الخراج,Symptom,ent_merge_002114,النظافة,Treatment,الخراج,النظافة,entity_type_cooccurrence_same_qa,true
rel_seed_f04d644889cece00,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001873,الخراج,Symptom,ent_merge_002080,الطعام,Treatment,الخراج,الطعام,entity_type_cooccurrence_same_qa,true
rel_seed_118b9221f6f79e05,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001873,الخراج,Symptom,ent_merge_002091,الغذاء,Treatment,الخراج,الغذاء,entity_type_cooccurrence_same_qa,true
rel_seed_511f170d61fe70af,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001873,الخراج,Symptom,ent_merge_001196,الجراحة,Treatment,الخراج,الجراحة,entity_type_cooccurrence_same_qa,true
rel_seed_9bfa3a08862b9d7d,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001893,النزف,Symptom,ent_merge_002114,النظافة,Treatment,النزف,النظافة,entity_type_cooccurrence_same_qa,true
rel_seed_fc04495f4461f2ec,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001893,النزف,Symptom,ent_merge_002080,الطعام,Treatment,النزف,الطعام,entity_type_cooccurrence_same_qa,true
rel_seed_b0f90fbfa3eafbcf,chunk_00263,ahd5k_04455,651664,TREATED_BY,ent_merge_001893,النزف,Symptom,ent_merge_002091,الغذاء,Treatment,النزف,الغذاء,entity_type_cooccurrence_same_qa,true
rel_seed_b87b92e05edde143,chunk_00263,ahd5k_04587,171888,TREATED_BY,ent_merge_001692,البواسير,DiseaseCondition,ent_merge_002049,الجراح,Treatment,البواسير,الجراح,entity_type_cooccurrence_same_qa,true
rel_seed_d1c0c520758d355c,chunk_00263,ahd5k_04587,171888,TREATED_BY,ent_merge_001692,البواسير,DiseaseCondition,ent_merge_002031,الانجح,Treatment,البواسير,الانجح,entity_type_cooccurrence_same_qa,true
rel_seed_e151a63060ac5e5b,chunk_00263,ahd5k_04587,171888,TREATED_BY,ent_merge_001692,البواسير,DiseaseCondition,ent_merge_002051,الجراحة العادية,Treatment,البواسير,الجراحة العادية,entity_type_cooccurrence_same_qa,true
rel_seed_4478c33ea59b509a,chunk_00263,ahd5k_04587,171888,TREATED_BY,ent_merge_001692,البواسير,DiseaseCondition,ent_merge_001196,الجراحة,Treatment,البواسير,الجراحة,entity_type_cooccurrence_same_qa,true
rel_seed_6810d499ea283c90,chunk_00264,ahd10k_00138,43308,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000924,آشعة,Test,دا غالبا التهاب في الغدد الليمفاوية,دا غالبا التهاب في الغدد الليمفاوية تحتاج مراجعه طبيب وعمل اشعه تلفزيونيه,entity_type_cooccurrence_same_qa,true
rel_seed_df8f9ac16d4ccb19,chunk_00264,ahd10k_00138,43308,DIAGNOSED_BY,ent_merge_000428,غدد ليمفاوية,DiseaseCondition,ent_merge_000924,آشعة,Test,دا غالبا التهاب في الغدد الليمفاوية,دا غالبا التهاب في الغدد الليمفاوية تحتاج مراجعه طبيب وعمل اشعه تلفزيونيه,entity_type_cooccurrence_same_qa,true
rel_seed_ea9d7640e7beb33e,chunk_00264,ahd10k_05620,108253,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000995,تصوير بالرنين المغناطيسي,Test,القسوه او التحجير في منطقة الشرج يشير لوجود خراج او التهاب بين الانسجه حول الشرج,القسوه او التحجير في منطقة الشرج يشير لوجود خراج او التهاب بين الانسجه حول الشرج يجب فحصك وربما يساعد للتشخيص ان عملتي صورة رنين مغناطيسي للشرح مع الصبغه,entity_type_cooccurrence_same_qa,true
rel_seed_ffd4b37429a2e4b6,chunk_00264,ahd5k_04634,222806,DIAGNOSED_BY,ent_merge_001779,تكيس الثدي,DiseaseCondition,ent_merge_001948,Mammoraphy,Test,تكيس الثدي ...مجموعة صغيرة من اكياس داخلها رواسب الكلس,Mammoraphy,entity_type_cooccurrence_same_qa,true
rel_seed_a6c12f284c1bfaab,chunk_00264,ahd5k_04634,222806,DIAGNOSED_BY,ent_merge_001779,تكيس الثدي,DiseaseCondition,ent_merge_001949,MRI,Test,تكيس الثدي ...مجموعة صغيرة من اكياس داخلها رواسب الكلس,MRI,entity_type_cooccurrence_same_qa,true
rel_seed_0880558ba0cc1162,chunk_00264,ahd5k_04982,98524,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001882,الفتحات,Symptom,فتحات ناسور,فتحات,entity_type_cooccurrence_same_qa,true
rel_seed_b86b33180d384c6e,chunk_00264,ahd5k_04982,98524,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001884,القطع من الشعر,Symptom,فتحات ناسور,قطع من الشعر المتجمع,entity_type_cooccurrence_same_qa,true
rel_seed_6a12de15a83b4a35,chunk_00264,ahd5k_04982,98524,HAS_SYMPTOM,ent_merge_001755,الناسور,DiseaseCondition,ent_merge_001855,الافرازات,Symptom,فتحات ناسور,افرازات,entity_type_cooccurrence_same_qa,true
rel_seed_14cef65a789e05ef,chunk_00265,ahd10k_05738,658115,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001112,Mebo Cream,Treatment,هذا يختلف الترميم بحسب مكان ومرحلة الإلتئام وهل يوجد إلتهاب أوصديد,Mebo Cream -من أفضل المراهم المسرعة للإلتئام يختلف الترميم بحسب مكان ومرحلة الإلتئام وهل يوجد إلتهاب أوصديد,entity_type_cooccurrence_same_qa,true
rel_seed_6cb9c78415090379,chunk_00265,ahd10k_07846,137330,DIAGNOSED_BY,ent_merge_000527,ناسور,DiseaseCondition,ent_merge_000941,الرنين المغناطيسي,Test,تم تشخيصي مرتين مره ناسور و مره شرخ شرجي...,الرنين المغناطيسي مفيد قبل العمل الجراحي...,entity_type_cooccurrence_same_qa,true
rel_seed_d63b612900d63ae1,chunk_00265,ahd10k_07846,137330,DIAGNOSED_BY,ent_merge_000394,شرخ شرجي,DiseaseCondition,ent_merge_000941,الرنين المغناطيسي,Test,تم تشخيصي مرتين مره ناسور و مره شرخ شرجي...,الرنين المغناطيسي مفيد قبل العمل الجراحي...,entity_type_cooccurrence_same_qa,true
rel_seed_567661f5bb6b22f0,chunk_00265,ahd5k_01608,803990,TREATED_BY,ent_merge_000499,متلازمة نونان,DiseaseCondition,ent_merge_002018,إدخال أنبوب لشفط السائل,Treatment,إدخال أنبوب لشفط السائل,إدخال أنبوب لشفط السائل,entity_type_cooccurrence_same_qa,true
rel_seed_26093c51616178e1,chunk_00266,ahd10k_03467,795161,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,ماسبب في التهاب,اجري فحص للحمل,entity_type_cooccurrence_same_qa,true
rel_seed_48002de5347da4b0,chunk_00266,ahd10k_04008,791069,DIAGNOSED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_000967,تحاليل مخبرية,Test,وجود التهابات بوليه,اجراء تحليل وزراعه للبول,entity_type_cooccurrence_same_qa,true
rel_seed_5c8e13ef5bd7127d,chunk_00266,ahd10k_04510,776504,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001355,جراحة,Treatment,اعاني من التهاب متكرر,العلاج في مثل هذه الحالات يكون استئصالها جراحيا,entity_type_cooccurrence_same_qa,true
rel_seed_e7720695ab3b44e2,chunk_00266,ahd10k_08169,799912,TREATED_BY,ent_merge_000059,التهاب,DiseaseCondition,ent_merge_001355,جراحة,Treatment,اذا لم يكن هناك التهاب,اما اذا كان الكيس يحتوي على عمل او خراج نتيجه التهابه فعلاجه هو جراحياً,entity_type_cooccurrence_same_qa,true
rel_seed_91e28d1f5a4fbfc0,chunk_00267,ahd10k_08693,628555,HAS_SYMPTOM,ent_merge_000117,الحمل,DiseaseCondition,ent_merge_000768,حرقة,Symptom,زوجتي حامل,حرقه في المهبل,entity_type_cooccurrence_same_qa,true
