entity_id,canonical_name,canonical_name_norm,entity_type,aliases,confidence,provider,model
ent_merge_000996,تقشير,تقشير,Test,"[""تقشير""]|تقشير",0.0,,
ent_merge_000997,تقييم الحالة الوظيفية,تقييم الحاله الوظيفيه,Test,"[""تقييم الحالة الوظيفية""]|تقييم الحالة الوظيفية",0.0,,
ent_merge_000998,تقييم للحالة,تقييم للحاله,Test,"[""تقييم للحالة""]|تقييم للحالة",0.0,,
ent_merge_000999,تقييم للذاكرة,تقييم للذاكره,Test,"[""تقييم للذاكرة""]|تقييم للذاكرة",0.0,,
ent_merge_001000,تنظير القولون,تنظير القولون,Test,"[""تنظير القولون""]|تنظير القولون",0.0,,
ent_merge_001001,تنظير علوي,تنظير علوي,Test,"[""تنظير علوي""]|تنظير علوي",0.0,,
ent_merge_001002,تيست,تيست,Test,"[""تيست""]|تيست",0.0,,
ent_merge_001003,رسم القلب,رسم القلب,Test,"[""رسم القلب""]|رسم القلب",0.0,,
ent_merge_001004,رسم المخ بالكمبيوتر,رسم المخ بالكمبيوتر,Test,"""رسم مخ بالكمبيوتر""]|[""رسم المخ بالكمبيوتر""|رسم المخ بالكمبيوتر",0.0,,
ent_merge_001005,رصد,رصد,Test,"[""رصد""]|رصد",0.0,,
ent_merge_001006,رنين مغناطيسي,رنين مغناطيسي,Test,"""رنين مغناطيسي""]|[""اشعة رنين مغناطيسى""|رنين مغناطيسي",0.0,,
ent_merge_001007,سونار,سونار,Test,"[""سونار""]|سونار",0.0,,
ent_merge_001008,سونار علي البطن,سونار علي البطن,Test,"[""سونار علي البطن""]|سونار علي البطن",0.0,,
ent_merge_001009,سونار على الثديين,سونار علي الثديين,Test,"""سونار على الثديين""]|[""سونار""|سونار على الثديين",0.0,,
ent_merge_001010,صور طبقية,صور طبقيه,Test,"[""صور طبقية""]|صور طبقية",0.0,,
ent_merge_001011,صورة,صوره,Test,"[""صورة""]|صورة",0.0,,
ent_merge_001012,صورة اشعة,صوره اشعه,Test,"[""صورة اشعة""]|صورة اشعة",0.0,,
ent_merge_001013,صورة ايكو,صوره ايكو,Test,"[""صورة ايكو""]|صورة ايكو",0.0,,
ent_merge_001014,صورة بانورامية,صوره بانوراميه,Test,"[""صورة بانورامية""]|صورة بانورامية",0.0,,
ent_merge_001015,صورة رنين مغناطيسي,صوره رنين مغناطيسي,Test,"[""صورة رنين مغناطيسي""]|صورة رنين مغناطيسي",0.0,,
ent_merge_001016,صورة سي تي,صوره سي تي,Test,"[""صورة سي تي""]|صورة سي تي",0.0,,
ent_merge_001017,صورة طبقيه,صوره طبقيه,Test,"[""صورة طبقيه""]|صورة طبقيه",0.0,,
ent_merge_001018,صورة للعصب البصري,صوره للعصب البصري,Test,"""صورة للعصب البصري""]|[""صورة""|صورة للعصب البصري",0.0,,
ent_merge_001019,صورة للقلب,صوره للقلب,Test,"[""صورة للقلب""]|صورة للقلب",0.0,,
ent_merge_001020,صوره ملونه للرحم,صوره ملونه للرحم,Test,"[""صوره ملونه للرحم""]|صوره ملونه للرحم",0.0,,
ent_merge_001021,ضغط الدم,ضغط الدم,Test,"""قياس ضغط الدم""]|[""ضغط الدم""|ضغط الدم",0.0,,
ent_merge_001022,غسيل الاذن,غسيل الاذن,Test,"[""غسيل الاذن""]|غسيل الاذن",0.0,,
ent_merge_001023,فحص,فحص,Test,"""فحص حمل""]|[""فحص""|[""فحص""]|فحص",0.0,,
ent_merge_001024,فحص FSH,فحص fsh,Test,"[""فحص FSH""]|فحص FSH",0.0,,
ent_merge_001025,فحص karyotype analysis,فحص karyotype analysis,Test,"[""فحص karyotype analysis""]|فحص karyotype analysis",0.0,,
ent_merge_001026,فحص LH,فحص lh,Test,"[""فحص LH""]|فحص LH",0.0,,
ent_merge_001027,فحص prolactin,فحص prolactin,Test,"[""فحص prolactin""]|فحص prolactin",0.0,,
ent_merge_001028,فحص TSH,فحص tsh,Test,"[""فحص TSH""]|فحص TSH",0.0,,
ent_merge_001029,فحص البول,فحص البول,Test,"[""فحص البول""]|فحص البول",0.0,,
ent_merge_001030,فحص التراساوند,فحص التراساوند,Test,"[""فحص التراساوند""]|فحص التراساوند",0.0,,
ent_merge_001031,فحص الجنين بواسطة الأمواج فوق الصوتية,فحص الجنين بواسطه الامواج فوق الصوتيه,Test,"[""فحص الجنين بواسطة الأمواج فوق الصوتية""]|فحص الجنين بواسطة الأمواج فوق الصوتية",0.0,,
ent_merge_001032,فحص الحساسية,فحص الحساسيه,Test,"""فحص الحساسية""]|[""تحليل الحساسية""|فحص الحساسية",0.0,,
ent_merge_001033,فحص الحمل,فحص الحمل,Test,"""فحص الحمل""|""فحص حمل""|""فحص للحمل""]|[""فحص""|فحص الحمل",0.0,,
ent_merge_001034,فحص الدم,فحص الدم,Test,"""فحص الدم""|""فحص لقوه الدم""]|[""تحاليل دم""|[""فحص الدم""]|فحص الدم",0.0,,
ent_merge_001035,فحص السائل السلوي,فحص السايل السلوي,Test,"[""فحص السائل السلوي""]|فحص السائل السلوي",0.0,,
ent_merge_001036,فحص السائل المنوى,فحص السايل المنوي,Test,"""فحص السائل المنوي""]|[""فحص السائل المنوى""|فحص السائل المنوى",0.0,,
ent_merge_001037,فحص السكر,فحص السكر,Test,"[""فحص السكر""]|فحص السكر",0.0,,
ent_merge_001038,فحص الشرج,فحص الشرج,Test,"[""فحص الشرج""]|فحص الشرج",0.0,,
ent_merge_001039,فحص العين,فحص العين,Test,"""فحص العين""]|[""فحص""|فحص العين",0.0,,
ent_merge_001040,فحص العيون,فحص العيون,Test,"[""فحص العيون""]|فحص العيون",0.0,,
ent_merge_001041,فحص القلب,فحص القلب,Test,"""فحص للقلب""]|[""فحص القلب""|فحص القلب",0.0,,
ent_merge_001042,فحص الكروموسومات,فحص الكروموسومات,Test,"[""فحص الكروموسومات""]|فحص الكروموسومات",0.0,,
ent_merge_001043,فحص الكلى بال超صوت,فحص الكلي بال超صوت,Test,"""فحص الكلى بال超صوت""]|[""renal us""|فحص الكلى بال超صوت",0.0,,
ent_merge_001044,فحص الموجات الفوق صوتيه,فحص الموجات الفوق صوتيه,Test,"""فحص الموجات الفوق صوتيه""]|[""فحص الموجات الفوق صوتية""|فحص الموجات الفوق صوتيه",0.0,,
ent_merge_001045,فحص الهرمونات,فحص الهرمونات,Test,"""فحوصات الهرمونيه""]|[""فحص الهرمونات""|فحص الهرمونات",0.0,,
ent_merge_001046,فحص ب12,فحص ب12,Test,"[""فحص ب12""]|فحص ب12",0.0,,
ent_merge_001047,فحص حمل,فحص حمل,Test,"""فحص حمل الطبي""]|""فحص حمل""]|[""فحص حمل""|[""فحص""|فحص حمل",0.0,,
ent_merge_001048,فحص دم,فحص دم,Test,"""فحص دم الرقمي""]|""فحص دم""|[""فحص""|فحص دم",0.0,,
ent_merge_001049,فحص رباعي الأبعاد,فحص رباعي الابعاد,Test,"[""فحص رباعي الأبعاد""]|فحص رباعي الأبعاد",0.0,,
ent_merge_001050,فحص سريري,فحص سريري,Test,"""فحص سريري""]|[""التقييم""|[""فحص سريري""]|فحص سريري",0.0,,
ent_merge_001051,فحص طبي,فحص طبي,Test,"""فحوصات""]|[""فحص طبي""|[""فحص طبي""]|فحص طبي",0.0,,
ent_merge_001052,فحص طبي شامل,فحص طبي شامل,Test,"""فحص طبي شامل""]|[""الفحص المخبري الشامل""|فحص طبي شامل",0.0,,
ent_merge_001053,فحص عند طبيب العيون,فحص عند طبيب العيون,Test,"[""فحص عند طبيب العيون""]|فحص عند طبيب العيون",0.0,,
ent_merge_001054,فحص قوة الدم,فحص قوه الدم,Test,"[""فحص قوة الدم""]|فحص قوة الدم",0.0,,
ent_merge_001055,فحص للبلعوم والحنجرة,فحص للبلعوم والحنجره,Test,"[""فحص للبلعوم والحنجرة""]|فحص للبلعوم والحنجرة",0.0,,
ent_merge_001056,فحص هرمون الحمل,فحص هرمون الحمل,Test,"""فحص هرمون الحمل""]|[""فحص الحمل""|فحص هرمون الحمل",0.0,,
ent_merge_001057,فحص هرمونات,فحص هرمونات,Test,"[""فحص هرمونات""]|فحص هرمونات",0.0,,
ent_merge_001058,فحص هرموني,فحص هرموني,Test,"""فحص هرموني""|""فحوصات هرمونية""]|[""فحص هرمونات""|فحص هرموني",0.0,,
ent_merge_001059,فحص هشاشة عظام,فحص هشاشه عظام,Test,"[""فحص هشاشة عظام""]|فحص هشاشة عظام",0.0,,
ent_merge_001060,فحوص سريريه,فحوص سريريه,Test,"[""فحوص سريريه""]|فحوص سريريه",0.0,,
ent_merge_001061,فحوصات,فحوصات,Test,"[""فحوصات""]|فحوصات",0.0,,
ent_merge_001062,فحوصات طبيه,فحوصات طبيه,Test,"[""فحوصات طبيه""]|فحوصات طبيه",0.0,,
ent_merge_001063,فحوصات مخبرية,فحوصات مخبريه,Test,"[""فحوصات مخبرية""]|فحوصات مخبرية",0.0,,
ent_merge_001064,فحوصات هرمونية,فحوصات هرمونيه,Test,"""فحوصات هرمونية""]|[""فحوصات مخبرية""|فحوصات هرمونية",0.0,,
ent_merge_001065,فيريتين,فيريتين,Test,"[""فيريتين""]|فيريتين",0.0,,
ent_merge_001066,قسطرة,قسطره,Test,"[""قسطرة""]|قسطرة",0.0,,
ent_merge_001067,قسطرة القلب,قسطره القلب,Test,"""قسطرة القلب الأيسر""]|[""قسطرة القلب""|قسطرة القلب",0.0,,
ent_merge_001068,قياس الضغط,قياس الضغط,Test,"[""قياس الضغط""]|قياس الضغط",0.0,,
ent_merge_001069,قياس ضغط الدم,قياس ضغط الدم,Test,"""قياس ضغط الدم""]|[""قياس الضغط""|قياس ضغط الدم",0.0,,
ent_merge_001070,كشق طبي,كشق طبي,Test,"""كشق طبي""]|[""كشق طبى""|كشق طبي",0.0,,
ent_merge_001071,مجال الرؤية,مجال الرويه,Test,"[""مجال الرؤية""]|مجال الرؤية",0.0,,
ent_merge_001072,مزرعة بول,مزرعه بول,Test,"""مزرعة بول""]|[""مزرعة""|مزرعة بول",0.0,,
ent_merge_001073,مسح ذري,مسح ذري,Test,"[""مسح ذري""]|مسح ذري",0.0,,
ent_merge_001074,مسحة عنق الرحم,مسحه عنق الرحم,Test,"[""مسحة عنق الرحم""]|مسحة عنق الرحم",0.0,,
ent_merge_001075,منظار,منظار,Test,"[""منظار""]|منظار",0.0,,
ent_merge_001076,منظار المعدة,منظار المعده,Test,"[""منظار المعدة""]|منظار المعدة",0.0,,
ent_merge_001077,منظار هضمي,منظار هضمي,Test,"""منظار هضمي""]|[""منظار""|منظار هضمي",0.0,,
ent_merge_001078,نظار,نظار,Test,"""نظار""]|[""المنظار""|نظار",0.0,,
ent_merge_001079,هرمون الحمل,هرمون الحمل,Test,"[""هرمون الحمل""]|هرمون الحمل",0.0,,
ent_merge_001080,هرمون جارات الغدة الدرقية,هرمون جارات الغده الدرقيه,Test,"[""هرمون جارات الغدة الدرقية""]|هرمون جارات الغدة الدرقية",0.0,,
ent_merge_001081,هرمون مولريان,هرمون مولريان,Test,"""هرمون مولريان""]|[""فحص المضاد للهرمون مولريان""|هرمون مولريان",0.0,,
ent_merge_001082,هولتر,هولتر,Test,"""هولتر""]|[""جهاز هولتر""|هولتر",0.0,,
ent_merge_001083,هيموغلوبين,هيموغلوبين,Test,"[""هيموغلوبين""]|هيموغلوبين",0.0,,
ent_merge_001084,وظائف الكلية,وظايف الكليه,Test,"[""وظائف الكلية""]|وظائف الكلية",0.0,,
ent_merge_001085,5-Hydroxytryptophan,5-hydroxytryptophan,Treatment,"""5htp""]|5-Hydroxytryptophan|[""5-Hydroxytryptophan""",0.0,,
ent_merge_001086,5ASA,5asa,Treatment,"5ASA|[""5ASA""]",0.0,,
ent_merge_001087,amlor,amlor,Treatment,"""amlor""]|[""AMLOR""|amlor",0.0,,
ent_merge_001088,azalic acid cream,azalic acid cream,Treatment,"[""azalic acid cream""]|azalic acid cream",0.0,,
ent_merge_001089,Azithromycin,azithromycin,Treatment,"Azithromycin|[""Azithromycin""]",0.0,,
ent_merge_001090,betasept,betasept,Treatment,"[""betasept""]|betasept",0.0,,
ent_merge_001091,biprotens,biprotens,Treatment,"[""biprotens""]|biprotens",0.0,,
ent_merge_001092,cazet,cazet,Treatment,"[""cazet""]|cazet",0.0,,
ent_merge_001093,cefuzime,cefuzime,Treatment,"[""cefuzime""]|cefuzime",0.0,,
ent_merge_001094,Ciprofloxacin,ciprofloxacin,Treatment,"""سيفلوكساسين""]|Ciprofloxacin|[""Ciprofloxacin""",0.0,,
ent_merge_001095,cipromax,cipromax,Treatment,"[""cipromax""]|cipromax",0.0,,
ent_merge_001096,Clomipramine,clomipramine,Treatment,"Clomipramine|[""Clomipramine""]",0.0,,
ent_merge_001097,Clotremazol kream,clotremazol kream,Treatment,"Clotremazol kream|[""Clotremazol kream""]",0.0,,
ent_merge_001098,coxicam,coxicam,Treatment,"[""coxicam""]|coxicam",0.0,,
ent_merge_001099,DACTACORT,dactacort,Treatment,"DACTACORT|[""DACTACORT""]",0.0,,
ent_merge_001100,dalacin,dalacin,Treatment,"[""dalacin""]|dalacin",0.0,,
ent_merge_001101,dalacin vaginal ovule,dalacin vaginal ovule,Treatment,"[""dalacin vaginal ovule""]|dalacin vaginal ovule",0.0,,
ent_merge_001102,dexon,dexon,Treatment,"[""dexon""]|dexon",0.0,,
ent_merge_001103,Deyamethasone,deyamethasone,Treatment,"Deyamethasone|[""Deyamethasone""]",0.0,,
ent_merge_001104,DIFLUCAN,diflucan,Treatment,"DIFLUCAN|[""DIFLUCAN""]",0.0,,
ent_merge_001105,DIGOXIN,digoxin,Treatment,"DIGOXIN|[""DIGOXIN""]",0.0,,
ent_merge_001106,Equirab,equirab,Treatment,"Equirab|[""Equirab""]",0.0,,
ent_merge_001107,hydroqinon mono benzyl ether,hydroqinon mono benzyl ether,Treatment,"[""hydroqinon mono benzyl ether""]|hydroqinon mono benzyl ether",0.0,,
ent_merge_001108,indometacin,indometacin,Treatment,"[""indometacin""]|indometacin",0.0,,
ent_merge_001109,levothyrox,levothyrox,Treatment,"[""levothyrox""]|levothyrox",0.0,,
ent_merge_001110,levothyroxine,levothyroxine,Treatment,"""levothyroxine 50 mcg""]|[""levothyroxine""|levothyroxine",0.0,,
ent_merge_001111,losec,losec,Treatment,"[""losec""]|losec",0.0,,
ent_merge_001112,Mebo Cream,mebo cream,Treatment,"Mebo Cream|[""Mebo Cream""]",0.0,,
ent_merge_001113,Metrolag,metrolag,Treatment,"Metrolag|[""Metrolag""]",0.0,,
ent_merge_001114,mixavit,mixavit,Treatment,"[""mixavit""]|mixavit",0.0,,
ent_merge_001115,MUCOSOLVAN,mucosolvan,Treatment,"MUCOSOLVAN|[""MUCOSOLVAN""]",0.0,,
ent_merge_001116,Neostrata Facial cleanser,neostrata facial cleanser,Treatment,"Neostrata Facial cleanser|[""Neostrata Facial cleanser""]",0.0,,
ent_merge_001117,nexium,nexium,Treatment,"[""nexium""]|nexium",0.0,,
ent_merge_001118,Omeprazol,omeprazol,Treatment,"Omeprazol|[""Omeprazol""]",0.0,,
ent_merge_001119,omerozole,omerozole,Treatment,"[""omerozole""]|omerozole",0.0,,
ent_merge_001120,peptec care,peptec care,Treatment,"[""peptec care""]|peptec care",0.0,,
ent_merge_001121,PREFERTIL,prefertil,Treatment,"PREFERTIL|[""PREFERTIL""]",0.0,,
ent_merge_001122,Rhogam,rhogam,Treatment,"Rhogam|[""Rhogam""]",0.0,,
ent_merge_001123,safenac,safenac,Treatment,"[""safenac""]|safenac",0.0,,
ent_merge_001124,tamoxifen,tamoxifen,Treatment,"[""tamoxifen""]|tamoxifen",0.0,,
ent_merge_001125,urea cream,urea cream,Treatment,"[""urea cream""]|urea cream",0.0,,
ent_merge_001126,Vaseline,vaseline,Treatment,"Vaseline|[""Vaseline""]",0.0,,
ent_merge_001127,ابر منشطه,ابر منشطه,Treatment,"[""ابر منشطه""]|ابر منشطه",0.0,,
ent_merge_001128,إبرة انقاذ الحياة,ابره انقاذ الحياه,Treatment,"""إبرة انقاذ الحياة""]|[""epipen injector""|إبرة انقاذ الحياة",0.0,,
ent_merge_001129,اتاراكس,اتاراكس,Treatment,"[""اتاراكس""]|اتاراكس",0.0,,
ent_merge_001130,إجراء عملية جراحية,اجراء عمليه جراحيه,Treatment,"""جراحة""]|[""إجراء عملية جراحية""|إجراء عملية جراحية",0.0,,
ent_merge_001131,ادويه,ادويه,Treatment,"[""ادويه""]|ادويه",0.0,,
ent_merge_001132,إريثرومايسين,اريثرومايسين,Treatment,"""الاريثرومايسين""]|[""إريثرومايسين""|إريثرومايسين",0.0,,
ent_merge_001133,ازاثيوبرين,ازاثيوبرين,Treatment,"[""ازاثيوبرين""]|ازاثيوبرين",0.0,,
ent_merge_001134,إزالة الأعضاء الذكرية,ازاله الاعضاء الذكريه,Treatment,"[""إزالة الأعضاء الذكرية""]|إزالة الأعضاء الذكرية",0.0,,
ent_merge_001135,إزالة التثدي,ازاله التثدي,Treatment,"""إزالة التثدي""]|[""Gynecomastia""|إزالة التثدي",0.0,,
ent_merge_001136,ازالة الدوالي,ازاله الدوالي,Treatment,"""ازالة الدوالي الموجوده على الخصيه اليسرى""]|[""ازالة الدوالي""|ازالة الدوالي",0.0,,
ent_merge_001137,ازالة الشحوم,ازاله الشحوم,Treatment,"""ازالة الشحوم""]|[""ازالة الدهون""|ازالة الشحوم",0.0,,
ent_merge_001138,إزالة الضغط,ازاله الضغط,Treatment,"[""إزالة الضغط""]|إزالة الضغط",0.0,,
ent_merge_001139,إزالة جراحية,ازاله جراحيه,Treatment,"[""إزالة جراحية""]|إزالة جراحية",0.0,,
ent_merge_001140,إزونيازيد,ازونيازيد,Treatment,"[""إزونيازيد""]|إزونيازيد",0.0,,
ent_merge_001141,أزيثرومايسين,ازيثرومايسين,Treatment,"[""أزيثرومايسين""]|أزيثرومايسين",0.0,,
ent_merge_001142,استأصال الكلية,استاصال الكليه,Treatment,"[""استأصال الكلية""]|استأصال الكلية",0.0,,
ent_merge_001143,استخراج ذبابة الانف,استخراج ذبابه الانف,Treatment,"[""استخراج ذبابة الانف""]|استخراج ذبابة الانف",0.0,,
ent_merge_001144,إستشارة طبيب,استشاره طبيب,Treatment,"[""إستشارة طبيب""]|إستشارة طبيب",0.0,,
ent_merge_001145,استئصال,استيصال,Treatment,"""استئصال الفص""]|[""استئصال""|[""استئصال""]|استئصال",0.0,,
ent_merge_001146,استئصال الرحم,استيصال الرحم,Treatment,"""استئصال الرحم""]|[""استئصال""|استئصال الرحم",0.0,,
ent_merge_001147,استئصال المرارة,استيصال المراره,Treatment,"""استئصال المرارة الجراحي""]|[""استئصال المرارة""|[""استئصال المرارة""]|استئصال المرارة",0.0,,
ent_merge_001148,استئصال الورم,استيصال الورم,Treatment,"""استئصال الورم""]|[""استئصال""|استئصال الورم",0.0,,
ent_merge_001149,استئصال جزء من الدرقية,استيصال جزء من الدرقيه,Treatment,"[""استئصال جزء من الدرقية""]|استئصال جزء من الدرقية",0.0,,
ent_merge_001150,اطفال انابيب,اطفال انابيب,Treatment,"[""اطفال انابيب""]|اطفال انابيب",0.0,,
ent_merge_001151,اعشاب فيتارم,اعشاب فيتارم,Treatment,"[""اعشاب فيتارم""]|اعشاب فيتارم",0.0,,
ent_merge_001152,إغلاق بالقسطرة,اغلاق بالقسطره,Treatment,"[""إغلاق بالقسطرة""]|إغلاق بالقسطرة",0.0,,
ent_merge_001153,إغلاق جراحي,اغلاق جراحي,Treatment,"[""إغلاق جراحي""]|إغلاق جراحي",0.0,,
ent_merge_001154,أغمنتين,اغمنتين,Treatment,"[""أغمنتين""]|أغمنتين",0.0,,
ent_merge_001155,اكتومثرين,اكتومثرين,Treatment,"[""اكتومثرين""]|اكتومثرين",0.0,,
ent_merge_001156,إكزايمر ليزر,اكزايمر ليزر,Treatment,"""باكزايمر ليزر""]|[""إكزايمر ليزر""|إكزايمر ليزر",0.0,,
ent_merge_001157,أكسجين,اكسجين,Treatment,"[""أكسجين""]|أكسجين",0.0,,
ent_merge_001158,اكليل الجبل,اكليل الجبل,Treatment,"[""اكليل الجبل""]|اكليل الجبل",0.0,,
ent_merge_001159,الابتعاد عن التدخين,الابتعاد عن التدخين,Treatment,"[""الابتعاد عن التدخين""]|الابتعاد عن التدخين",0.0,,
ent_merge_001160,الابتعاد عن جلسات التخزين,الابتعاد عن جلسات التخزين,Treatment,"[""الابتعاد عن جلسات التخزين""]|الابتعاد عن جلسات التخزين",0.0,,
ent_merge_001161,الاختلاج الكهربائي,الاختلاج الكهربايي,Treatment,"[""الاختلاج الكهربائي""]|الاختلاج الكهربائي",0.0,,
ent_merge_001162,الأدرياميسين,الادرياميسين,Treatment,"[""الأدرياميسين""]|الأدرياميسين",0.0,,
ent_merge_001163,الأدرينالين,الادرينالين,Treatment,"[""الأدرينالين""]|الأدرينالين",0.0,,
ent_merge_001164,الادوية المثبطة لامتصاص السيروتنين,الادويه المثبطه لامتصاص السيروتنين,Treatment,"[""الادوية المثبطة لامتصاص السيروتنين""]|الادوية المثبطة لامتصاص السيروتنين",0.0,,
ent_merge_001165,الادويه مضادة الالتهاب,الادويه مضاده الالتهاب,Treatment,"[""الادويه مضادة الالتهاب""]|الادويه مضادة الالتهاب",0.0,,
ent_merge_001166,الأسبرين,الاسبرين,Treatment,"""اسبرين بيبي""|""الأسبرين + البلافيكس""|""الأسبرين""|""الاسبرين""]|""بيبي اسبرين""]|[""اسبرين""|الأسبرين",0.0,,
ent_merge_001167,الاستمناء,الاستمناء,Treatment,"""عادة سرية""]|[""الاستمناء""|الاستمناء",0.0,,
ent_merge_001168,الاستئصال,الاستيصال,Treatment,"[""الاستئصال""]|الاستئصال",0.0,,
ent_merge_001169,الأسماك الدهنية,الاسماك الدهنيه,Treatment,"[""الأسماك الدهنية""]|الأسماك الدهنية",0.0,,
ent_merge_001170,الاشراف,الاشراف,Treatment,"[""الاشراف""]|الاشراف",0.0,,
ent_merge_001171,الاشعاع,الاشعاع,Treatment,"[""الاشعاع""]|الاشعاع",0.0,,
ent_merge_001172,الأملج,الاملج,Treatment,"[""الأملج""]|الأملج",0.0,,
ent_merge_001173,الاموكسيسيللين,الاموكسيسيللين,Treatment,"[""الاموكسيسيللين""]|الاموكسيسيللين",0.0,,
ent_merge_001174,الانابيب,الانابيب,Treatment,"[""الانابيب""]|الانابيب",0.0,,
ent_merge_001175,الأنسولين,الانسولين,Treatment,"[""الأنسولين""]|الأنسولين",0.0,,
ent_merge_001176,الانعاش القلبي الرئوي,الانعاش القلبي الريوي,Treatment,"""التنفس الصناعي""]|[""الانعاش القلبي الرئوي""|[""الانعاش القلبي الرئوي""]|الانعاش القلبي الرئوي",0.0,,
ent_merge_001177,الايبوبروفين,الايبوبروفين,Treatment,"[""الايبوبروفين""]|الايبوبروفين",0.0,,
ent_merge_001178,البابونج,البابونج,Treatment,"[""البابونج""]|البابونج",0.0,,
ent_merge_001179,الباراسيتامول,الباراسيتامول,Treatment,"[""الباراسيتامول""]|الباراسيتامول",0.0,,
ent_merge_001180,الباندول,الباندول,Treatment,"[""الباندول""]|الباندول",0.0,,
ent_merge_001181,الببسين,الببسين,Treatment,"[""الببسين""]|الببسين",0.0,,
ent_merge_001182,البرتقال,البرتقال,Treatment,"[""البرتقال""]|البرتقال",0.0,,
ent_merge_001183,البردقوش,البردقوش,Treatment,"[""البردقوش""]|البردقوش",0.0,,
ent_merge_001184,البروتينات الطبيعية,البروتينات الطبيعيه,Treatment,"[""البروتينات الطبيعية""]|البروتينات الطبيعية",0.0,,
ent_merge_001185,البروزاك,البروزاك,Treatment,"[""البروزاك""]|البروزاك",0.0,,
ent_merge_001186,البقدونس,البقدونس,Treatment,"[""البقدونس""]|البقدونس",0.0,,
ent_merge_001187,البلافكس,البلافكس,Treatment,"[""البلافكس""]|البلافكس",0.0,,
ent_merge_001188,التخدير,التخدير,Treatment,"""تخدير""]|[""التخدير""|التخدير",0.0,,
ent_merge_001189,الترفبرون,الترفبرون,Treatment,"[""الترفبرون""]|الترفبرون",0.0,,
ent_merge_001190,التغذية المتوازنة,التغذيه المتوازنه,Treatment,"""تغذية متوازنة""]|[""التغذية المتوازنة""|التغذية المتوازنة",0.0,,
ent_merge_001191,التمارين الرياضية,التمارين الرياضيه,Treatment,"""تمارين رياضية""]|[""التمارين الرياضية""|التمارين الرياضية",0.0,,
ent_merge_001192,التمالرين الرياضيه,التمالرين الرياضيه,Treatment,"[""التمالرين الرياضيه""]|التمالرين الرياضيه",0.0,,
ent_merge_001193,التنظيف,التنظيف,Treatment,"""عملية تنظيفات""]|[""التنظيف""|التنظيف",0.0,,
ent_merge_001194,التوعية الجنسية,التوعيه الجنسيه,Treatment,"[""التوعية الجنسية""]|التوعية الجنسية",0.0,,
ent_merge_001195,الجالكتوز,الجالكتوز,Treatment,"[""الجالكتوز""]|الجالكتوز",0.0,,
ent_merge_001196,الجراحة,الجراحه,Treatment,"""جراحة""]|[""الجراحة""|[""الجراحة""]|الجراحة",0.0,,
ent_merge_001197,الجوارب الضاغطة,الجوارب الضاغطه,Treatment,"[""الجوارب الضاغطة""]|الجوارب الضاغطة",0.0,,
ent_merge_001198,الحجامة,الحجامه,Treatment,"[""الحجامة""]|الحجامة",0.0,,
ent_merge_001199,الحفاظ على الوزن الصحي,الحفاظ علي الوزن الصحي,Treatment,"[""الحفاظ على الوزن الصحي""]|الحفاظ على الوزن الصحي",0.0,,
ent_merge_001200,الحلبة,الحلبه,Treatment,"[""الحلبة""]|الحلبة",0.0,,
ent_merge_001201,الحمية,الحميه,Treatment,"[""الحمية""]|الحمية",0.0,,
ent_merge_001202,الخضروات الخضراء,الخضروات الخضراء,Treatment,"[""الخضروات الخضراء""]|الخضروات الخضراء",0.0,,
ent_merge_001203,الخل,الخل,Treatment,"[""الخل""]|الخل",0.0,,
ent_merge_001204,الدواء,الدواء,Treatment,"""الدواء""|""دواء""|""دواء""]|""مضمضة الكلورهيكسيدين""]|[""vitamin b complex""|[""الدواء""|الدواء",0.0,,
ent_merge_001205,الدينكسيت,الدينكسيت,Treatment,"[""الدينكسيت""]|الدينكسيت",0.0,,
ent_merge_001206,الراحة,الراحه,Treatment,"[""الراحة""]|الراحة",0.0,,
ent_merge_001207,الرضاعة,الرضاعه,Treatment,"""الرضاعة الطبيعية""|""حليب الأم""]|""رضاعة الطبيعية""]|""رضاعة""|[""الرضاعة""|الرضاعة",0.0,,
ent_merge_001208,الرضاعة الطبيعية,الرضاعه الطبيعيه,Treatment,"""الرضاعة الطبيعية""]|""رضاعة طبيعية""]|[""الرضاعة الطبيعية""|[""الرضاعة""|الرضاعة الطبيعية",0.0,,
ent_merge_001209,الرياضة,الرياضه,Treatment,"""الرياضة اليومية""|""رياضة""]|[""الرياضة""|[""الرياضة""]|الرياضة",0.0,,
ent_merge_001210,الريبافيرين,الريبافيرين,Treatment,"[""الريبافيرين""]|الريبافيرين",0.0,,
ent_merge_001211,الزنجبيل,الزنجبيل,Treatment,"[""الزنجبيل""]|الزنجبيل",0.0,,
ent_merge_001212,السايكلوسبورين,السايكلوسبورين,Treatment,"[""السايكلوسبورين""]|السايكلوسبورين",0.0,,
ent_merge_001213,السباحة,السباحه,Treatment,"[""السباحة""]|السباحة",0.0,,
ent_merge_001214,الستاتينات,الستاتينات,Treatment,"[""الستاتينات""]|الستاتينات",0.0,,
ent_merge_001215,السوائل,السوايل,Treatment,"""سوائل""]|[""السوائل""|[""السوائل""]|السوائل",0.0,,
ent_merge_001216,السيبرالكس,السيبرالكس,Treatment,"[""السيبرالكس""]|السيبرالكس",0.0,,
ent_merge_001217,السيلدنافيل,السيلدنافيل,Treatment,"[""السيلدنافيل""]|السيلدنافيل",0.0,,
